miliseconds,SAM,A,P,S,D,aS,aD,Vmaxodc,Vmaxssat,Vmaxsamdc,Antz
3800,0.8531071840300842,0.007580321656187137,31.456928503497902,0.010903186304901337,0.10893067836681944,6.745981303667166e-05,0.0008094315328901563,18.065239728706768,0.32655066293761137,3.8486245349937436,0.5329070266882229
3900,0.8605398527535698,0.007687538473066703,32.89292349025283,0.01097554899504148,0.11127819724796376,2.2102892722353326e-05,0.0008700321770673714,18.773558288802313,0.3258535283958421,3.956958210413723,0.5314280420705837
4000,0.88883882071971,0.0076900081293225404,33.99905009190326,0.011017931946013056,0.12060469567829463,-4.991350549726822e-05,0.0006252420463223977,18.789059637895125,0.32016066906331464,3.966501381867296,0.5310404946791388
4100,0.9117582376698843,0.007770713670222338,35.084322089051675,0.011103435624844124,0.1256562704552637,-2.5584939015345553e-05,0.0005791774014698144,19.277887223270728,0.307368396172929,4.029368238506257,0.5286975170145588
4200,0.9429215179249938,0.007783158536962414,36.91314812337624,0.011158921637795869,0.13393454568470106,-5.858483603974505e-05,0.000688627669786325,19.831960740921257,0.31086361632088616,4.101856484035707,0.5279662721184152
4300,0.9387086085167173,0.007880819454394693,38.84757527412152,0.011266212173837865,0.1417072019597858,-4.385259667007754e-05,0.0005465728469128743,20.521427354824734,0.30706257036479306,4.2027845449306875,0.5277877055715622
4400,0.9688571519581894,0.007897745799749601,39.90380792743751,0.01133491846697023,0.14772027438878244,-6.0093536864804486e-05,0.0007365846872843898,20.42282648164545,0.2959630839586248,4.277953780977761,0.5269798445416718
4500,0.9717671361589909,0.007961161512912738,42.59173503098492,0.011460540751707955,0.15519201143623987,5.796200195931739e-05,0.0005526011958270195,21.004448078432656,0.29407402520455533,4.336965648902962,0.5254898708139804
4600,0.9973494115980859,0.007994666892059382,44.38024156427478,0.011560356812060088,0.16444887844833683,6.084771116500002e-05,0.0005741404071386508,21.39370101942195,0.29052375550422366,4.458540244424151,0.5248007327230919
4700,1.0224374020803673,0.00808197543568611,45.64774011701936,0.01164720654739315,0.17604773793230824,-4.339730903913654e-05,0.0005765407703800308,21.6011449122132,0.27863103625830754,4.475506700628312,0.5225010251621066
4800,1.0371228436356035,0.008100671232393799,47.82572818070266,0.01177502754328699,0.18122953479297266,-3.326124313722061e-05,0.0005197442492614073,21.804233486670817,0.27489938584355744,4.582624558210331,0.5223027558112349
4900,1.0513121768362224,0.00811648007016109,49.16739528275638,0.011872942225914103,0.18893881737796323,-6.0684452939468243e-05,0.0006052564835430117,22.577986992895557,0.26736375578209826,4.6049837586383084,0.521121953304158
5000,1.0518709555771328,0.008169761262773648,50.38780404124589,0.012013438223873692,0.20072517779064047,-6.651966977857707e-05,0.0005692221182540544,22.853451957612403,0.2675607693202697,4.801607590339545,0.5197342709573112
