miliseconds,SAM,A,P,S,D,aS,aD,Vmaxodc,Vmaxssat,Vmaxsamdc,Antz
0,-0.0036524926575887406,0.010010354601819996,0.14602288769998972,0.01000625109344108,0.008763590378235877,0.009999173205100608,0.010102564207008755,1.4639306141147361,0.6809093783204309,0.43213059504763307,0.5752091623477192
100,0.02392456082861035,0.009977422297393063,-0.37782638641623506,0.010030899757775082,0.02057971775780109,0.0018324714057645058,0.00918529315739135,1.782660025398595,0.6697897011086493,0.4750276965315186,0.5734677209298299
200,0.05147379411244511,0.009893590538278516,0.9960344829539901,0.010034262680661108,0.02243001625569628,0.0003027849150359994,0.008735572935976061,1.9791323162212497,0.655720306932316,0.600250645795177,0.5720533848779368
300,0.08721704497859592,0.009803728104145966,0.22614549014958968,0.010049894587574213,0.020030289263402667,5.494606537368002e-05,0.008111365603813966,2.936839759130739,0.6431096822646649,0.5964283408208133,0.5718209661083229
400,0.11141448060401365,0.00966066958218531,1.4694076350338139,0.010016846233386334,0.022278365621163133,4.523966348223393e-05,0.00749550854051215,2.9880201746473323,0.6206184448955487,0.7956482215828288,0.5706929123419723
500,0.14170222413147235,0.009486340413114901,1.3430061949237042,0.010046710404072005,0.02058187335532894,1.716190081782631e-06,0.006966005662718159,3.8207299105216377,0.6180726516498869,0.8646963086188435,0.5693335662456359
600,0.15134523576747944,0.009254973678013798,1.8865124044879389,0.010085426183803458,0.018473972545611426,6.006919724249116e-06,0.0065250361589542045,4.022136341286366,0.600233396837633,0.9928403243246376,0.5672213852085896
700,0.16914932016073686,0.009008272192131943,1.7024310947362038,0.01009647330830149,0.01946977079412625,2.5469151282995818e-05,0.00592427913316276,4.443065045130158,0.594274388048937,1.0587861421156564,0.5666492470966626
800,0.21184188617519245,0.008765006451873485,2.2786102003956894,0.010115691177547608,0.019610019692147984,-1.679760776005595e-05,0.005551023498552262,5.228135075641251,0.5841511679165183,1.1816463347452388,0.5647115153858329
900,0.22959375176215938,0.008504014433267424,2.8271089970625396,0.010102023948726243,0.02291022379657011,-4.8399576791626846e-05,0.005253040626382489,5.795218430577181,0.574544650584305,1.1924802420222052,0.5638397007771322
1000,0.2684771803585364,0.00827843169722939,2.9141131706709857,0.010098209639867534,0.02230062543247942,4.8004355829456696e-05,0.0047196013387939065,6.130010429797611,0.5575301845558522,1.2963769107960648,0.5630366129381338
1100,0.27229698895944043,0.007939686555301613,3.5365230773494827,0.010129808818230645,0.025938380395385877,-4.763903731289586e-05,0.0045575873788182885,6.4490727765609,0.5430356091326627,1.4597862458126822,0.5625987951936077
1200,0.28803413528463123,0.0077634942798795814,4.098116121709788,0.010156763679205085,0.024888127279250553,5.144194099913119e-05,0.004225674221001756,6.800216090894243,0.5361309814972167,1.5426967064071782,0.5601960016915968
1300,0.3231189222611591,0.007438511413012399,4.491517303172763,0.010172099727492208,0.025177923954774976,-2.1530040150506935e-05,0.003770507244639674,7.28276209161561,0.5260794756294311,1.5503055953440743,0.559549245363718
1400,0.3499195047023496,0.007255734747247673,4.965813362444812,0.010165469962938573,0.025142079229407102,-4.617271870994194e-05,0.0034743213411728424,7.564866227809272,0.5158946244705677,1.7130668151267325,0.5584337156366825
1500,0.37878221563547526,0.007062435837270965,5.401593616803958,0.010163988712969488,0.030177291102702238,-6.5695826305438905e-06,0.0032303123098010003,8.04069262057927,0.5060181695264864,1.7364466445645117,0.5583274125465008
1600,0.39731006185486883,0.006927679559855312,7.120106085633306,0.010204340636700022,0.027686598064602323,5.833397308947244e-06,0.0030628728687837814,9.0793699664614,0.49688088676644565,1.928104195991138,0.5566547498921147
1700,0.4099870411556978,0.0068491894610796964,7.750442394495421,0.010215126849517475,0.03369984313993886,6.1936443148503236e-06,0.0028100123875527327,9.108825345985275,0.4882615258792913,1.9503603742995301,0.5551292156458559
1800,0.435779927278037,0.006734828195124248,8.52247280608953,0.01022567244237974,0.03579609356486985,5.6082436300454806e-05,0.0027934668901493666,9.542096265857754,0.476877886686732,2.125179514943223,0.5547679971063944
1900,0.4811290802708024,0.006754294292026262,9.674871529556485,0.010242919064359195,0.037540848341423176,-2.2670967036626308e-05,0.0024329980424165195,10.435344486218174,0.46522619167855545,2.1924835889517196,0.5533491079806745
2000,0.49739490912334616,0.006668392178026529,9.248929445733836,0.010258810418645781,0.03949563656423473,-5.401062177821659e-05,0.002359788790308065,10.363940905062288,0.4660806405854259,2.2021951644919673,0.5513574728985745
2100,0.5059508182852814,0.006724127121160959,10.558113391385097,0.010258980070101505,0.040181883759049596,-1.323644088408521e-05,0.0022056524120361155,11.235382368097888,0.4466483959079862,2.34792188268271,0.5512808262671162
2200,0.5227626969472426,0.0067541703348858876,11.341068627149555,0.01031072100382731,0.04339364717781843,3.664707030593531e-05,0.002109326160892107,11.390354251782068,0.44853546932479843,2.374700695816253,0.54922320839883
2300,0.5548681886666625,0.0067504780272115384,12.190165271539904,0.010305496416634625,0.04564617390826019,9.990780060121604e-07,0.0018376684580217793,11.919872032272647,0.4353072718332227,2.5316032940849382,0.5488305635763209
2400,0.5851640865903373,0.006754390228960825,13.44872886106182,0.010350717723021015,0.04537707350093562,-2.6741501526461315e-05,0.001897471152746945,12.446764051165811,0.4304157924254249,2.6394311211835366,0.5477793182490373
2500,0.5948051345541611,0.006882187278449202,14.38271499394122,0.01034876589265911,0.05035486704670562,3.684513869034502e-05,0.001774207310660371,12.835961319622955,0.4211652158768315,2.7233756172330374,0.5461364407221716
2600,0.6209851483930239,0.006894678776457231,16.193160576239205,0.010409077434390894,0.055115934319402864,4.381435186040379e-06,0.001531866838699083,13.375158992701435,0.4092512835227624,2.7597655698986836,0.545773342925269
2700,0.6264310942441182,0.007004561608309473,17.023793598476196,0.010433065926250396,0.05605145826383966,1.3841782167971019e-05,0.0013418989179788782,13.383397995704044,0.4011778263865066,2.8777166494617714,0.5451639912532611
2800,0.6515662404548662,0.007055519425655605,18.477588317225713,0.010461833627431194,0.05810935595350913,6.179547510823485e-05,0.0012868164602856953,13.967664406477008,0.39903756686759967,2.92601456449712,0.5430268404136863
2900,0.6769370865880445,0.007079815156973267,19.689210533487486,0.010488201187296629,0.06170679303760275,-1.9223018731958556e-05,0.0012397617119535129,14.443752073189332,0.3829182543256148,3.011987490356761,0.5425810925487214
3000,0.7086708562179463,0.0071361931317164085,19.949674075944593,0.010535980109776279,0.06712252395545154,6.081404267465639e-05,0.0012679749060429005,14.838532531046603,0.38434120346336453,3.1809322650200196,0.5416412179507163
3100,0.7237368180809877,0.007180948399351278,21.00489062414361,0.010568029422541923,0.06977208046665478,3.5294843198305194e-06,0.0010770961886698226,15.275587231755981,0.36847281530556336,3.178602788591456,0.5395799373835676
3200,0.7438044862316255,0.007285639657589433,22.49793278364133,0.010611198463938048,0.0734328969644145,6.559036760572268e-05,0.0010961087271807543,15.721256649648824,0.3677437729915672,3.3423452362686095,0.5388288374285596
3300,0.7638119279539521,0.00735085165414689,24.943282936402753,0.010645985680738991,0.07927476612925036,2.5768191997654437e-05,0.0008881150476967819,16.053132593421196,0.3557752323822533,3.3457906102059103,0.5374752430859264
3400,0.7946326307653372,0.007380918166782699,25.428516473563537,0.010649876833759448,0.0827436855781186,1.894169699901001e-05,0.0009251700375152191,16.73544402727957,0.3599555475440756,3.4929970270540585,0.537162427633995
3500,0.798538367178656,0.007449031070040668,26.723760953501536,0.010716981609169963,0.0930895044837206,-4.995599129376934e-05,0.0007912785019021033,16.959110236944053,0.34859859097809315,3.6122586764898816,0.5365754638682163
3600,0.8332289278916467,0.007488762052602458,28.607777905973307,0.010779703432624443,0.0967765583968015,6.275986872002333e-05,0.0007392777624988597,17.153387301490145,0.3367875214703664,3.699632063893394,0.5354421542273741
3700,0.8510169294228354,0.007545040430501662,29.089461070742214,0.010837489363505703,0.10394233882533407,1.6127963430586787e-05,0.0009028990733267539,18.178359760418342,0.3336692134072646,3.7626355068905513,0.534263890727189
