miliseconds,SAM,A,P,S,D,aS,aD,Vmaxodc,Vmaxssat,Vmaxsamdc,Antz
0,0.003624865568477932,0.009984998988620552,-0.4800646407467991,0.009990083990178845,0.01131310889525716,0.009954858683011046,0.010047728733527344,1.4828347658861183,0.6717550578166769,0.338248779962536,0.575296631560908
100,0.028085188687319258,0.009928823534973489,0.8792271508062035,0.010013113663132917,0.018750062312803933,0.0017598929872344894,0.009212293444163282,1.4536129061497551,0.6620412064740537,0.4184216179809687,0.5740502977703282
200,0.049688618806272046,0.009919100465699935,0.4425244573840471,0.010042483864428324,0.019434319207369148,0.00037153207884735025,0.008566361846384526,2.2001848704437887,0.6466261325756019,0.5192170950994743,0.5715844388349489
300,0.08831991303932528,0.00979154983577798,0.7323776559266055,0.010039501776028303,0.017956660477262132,5.6068610201843724e-05,0.008121727737373125,2.811042193632437,0.6435168111379828,0.6519983695951453,0.5706432265878452
400,0.09743085713770777,0.009600213367665835,0.7976732166195013,0.010051716005296137,0.018650462804349524,-1.5782666859515564e-05,0.0074741824813087535,3.512484846255016,0.6282670132003092,0.7125933890333928,0.5702717166386927
500,0.14757356674294325,0.009455813042796808,0.6648148865431404,0.010076981504195542,0.021737526411066434,-2.376737422059476e-05,0.00695786079905718,3.4203421121683864,0.6179295271821567,0.8411264822763107,0.5682212007543046
600,0.16879859720232931,0.009249543199996447,1.5042482726807398,0.010060217326732426,0.02119778310696548,4.895803346701842e-05,0.006301884690536833,4.460865644466611,0.6061724517666689,0.8821276400563856,0.5681097141948863
700,0.18415775726242808,0.00906735709030859,2.0394237809206226,0.010052348686941263,0.023779556168285157,6.785539543129221e-05,0.005947421442450108,4.521872319527811,0.5957013497252132,1.0097284680402892,0.5665626436794113
800,0.20626429147105396,0.008723471422562478,1.8569491871109474,0.01009923541387868,0.020229719252913704,-1.9789394193083397e-05,0.0054255080904657416,5.172161435802304,0.5774579179196352,1.1528625403270356,0.5653261400280855
900,0.22372554372851525,0.00852549185754413,2.64305438748875,0.010101983078807327,0.024011119411105845,-3.003455843774595e-05,0.00524069995293233,5.488441775845708,0.5704052103113408,1.2299261028150963,0.5641091552646879
1000,0.2511362866510409,0.008236017411726953,2.3859791669056127,0.010101783495043112,0.025188734596713457,4.720711786987168e-05,0.004699301760431808,6.2526986162143885,0.559845507824216,1.2976917162381139,0.5634358128486273
1100,0.29267985797995133,0.007994972702643667,2.8570635950494188,0.010119274768476696,0.024178452274046157,-8.272917191135393e-06,0.004380225074118529,6.610820239627349,0.5484147726245545,1.4570526981906873,0.5619398015348194
1200,0.31021233120688735,0.0077281393492351245,4.163302713929008,0.010137938427105546,0.026338746907152377,-4.3662214106581283e-05,0.004037011354353041,7.157762000690097,0.5370166510433029,1.5533664046349385,0.560626391990482
1300,0.3212395448644466,0.0074499541931303676,4.493887222992578,0.010167214074172452,0.02546817701154924,4.477158147861955e-05,0.003902320867190115,7.099173773661699,0.5297794445373739,1.5381594247211305,0.56005810885245
1400,0.3571763949115844,0.007267390862131862,4.895614138647207,0.010184695583904743,0.027066152681109415,-2.2136123585058565e-05,0.003619121917478479,8.139167254405969,0.5104630025559314,1.758863535150403,0.558815596634388
1500,0.37995264339396206,0.0070892518160156045,5.613599898621659,0.010189604870218982,0.026903764330955652,2.7590744179659954e-05,0.003377798597557275,8.478891013940672,0.5041455046408653,1.832108554545826,0.5568908925526398
1600,0.3865735263430619,0.006994965710549284,6.657183924136742,0.01017662645065826,0.029352571552974462,1.749219503749857e-05,0.00302391172935381,8.72452085983513,0.5005052985198697,1.9015568935864398,0.5571491329598074
1700,0.43531655852115647,0.00685852742047446,6.769337174888224,0.010211818878305683,0.03360018070495816,-5.3360993534437756e-05,0.0029533798512723346,9.175410403887234,0.4900217078784975,1.9861162199998499,0.555348471873364
1800,0.428617093886074,0.006749380804521916,8.248993787558646,0.01019464720439838,0.031420345722544214,-1.0194173960653572e-05,0.002751138225713788,9.46573690498752,0.4796530766782606,2.0284431897179585,0.5549211979613802
1900,0.46454704956905263,0.006735680361203424,8.70479867197653,0.010232808517074043,0.03315439269343129,-1.5620373619235352e-05,0.0024484674613977774,10.181255714569403,0.47381603517917775,2.154349110066771,0.5535778352858921
2000,0.476376073321377,0.006638686240538353,10.124652467078198,0.010226143175727781,0.03849357740618749,-3.265978083441636e-05,0.0022564482992985836,10.486524130245796,0.4583268452246325,2.308883494365151,0.5528530060805977
2100,0.5234754729275611,0.006734412652102918,10.123634855074608,0.010249070636218308,0.040251543551902816,-6.628577132069455e-05,0.0021716342084529953,11.010291695555834,0.4479555435688833,2.376790495696622,0.5502317314697923
2200,0.5439519771671733,0.006705221468480901,11.371237070019328,0.010278478244554152,0.04384934211982052,6.794130749165461e-05,0.0021334228024329836,11.383679013651324,0.4387664306151374,2.46674088847813,0.5496662706237924
2300,0.5540868192451319,0.0067100294133976696,12.58317317237194,0.010334080409540045,0.046003518325336265,6.311870935611977e-05,0.0018824888031121127,11.647018522891656,0.4353418261105482,2.496190026988171,0.5483057968339331
2400,0.5850303185892787,0.006832653004329005,13.394198780458204,0.010324301788940877,0.045763981739907665,-3.903514172156718e-05,0.001737415373317457,12.117384034520736,0.42889104369916364,2.616261863471259,0.5477959219786426
2500,0.5960422655261756,0.006820179956315465,14.529673751557207,0.010379344177791554,0.051225035752789486,-1.5322675461925142e-05,0.0016247569193768565,12.585240561203815,0.41692614580607656,2.682011313461606,0.546269213800561
2600,0.6201295726733445,0.0069135942907454125,15.719490663335952,0.010396071851259903,0.05454826190387968,1.163347748666385e-05,0.0016671937795474543,12.973774432303747,0.412980938361148,2.7497430063228925,0.5458946363781301
2700,0.6377870339882098,0.006929284780427265,16.364065718300672,0.010415963148609137,0.05369073975837895,-1.8293144956587636e-05,0.0015346901963068506,13.504388670840672,0.3990268855297681,2.8128523577793447,0.5442589109128706
2800,0.6517387691946641,0.007030638590431537,17.404594410263392,0.010462145274817983,0.0602411111078774,3.076543991794936e-05,0.0012930343545650776,13.955501349868474,0.39952815191349494,2.941503779690741,0.542803733500514
