miliseconds,SAM,A,P,S,D,aS,aD,Vmaxodc,Vmaxssat,Vmaxsamdc,Antz
1500,0.3818480706934719,0.007140820048784158,6.105172445207635,0.010198428831377027,0.030285812033598196,5.6300431250532836e-05,0.003432327158975254,8.034592438182592,0.5084032857539265,1.8306434163315062,0.558191805990871
1600,0.40244261950375426,0.006950458649532629,7.0411070214131035,0.01021640403633758,0.029098561006640603,4.173545255265105e-05,0.0030219497177830595,9.019667047534218,0.49382795648152855,1.8625583177922047,0.5561695039783319
1700,0.4207220282786948,0.006813471429715597,7.325819652820821,0.010197110739606214,0.031180381989641577,4.664451380874716e-05,0.0028694566453981384,9.490783629746613,0.48557463100111115,2.019963967240245,0.555900799610721
1800,0.446237031964196,0.006723745911912818,8.588256111388413,0.010199970452884637,0.03597480390138146,-5.1602317321985655e-05,0.0026317157148369303,10.017675176987066,0.47348971082189595,2.128426372397574,0.553720394612423
1900,0.4652942254875995,0.006725425183195031,8.90393004723041,0.010238059265219356,0.034649762810062226,4.113322241629012e-05,0.002544819924689179,10.109660305813566,0.46627578225535327,2.1306390999767473,0.5539811839675732
2000,0.47827099675356977,0.0066710390608209465,10.515563646857393,0.01026846579005347,0.03795289854513568,-8.377218965344042e-06,0.0022501583634429714,10.654168149026617,0.459892272213716,2.2844786074656516,0.5519263512868242
2100,0.5106101596852444,0.006684358193986654,11.549052065202144,0.010260053733729884,0.037717666829674645,-1.9483129541097866e-05,0.002073046856073318,10.932552365902366,0.45118115226615024,2.319221379745024,0.5510182561550773
2200,0.5446053041743487,0.00667335206106905,12.333266536331665,0.010307864756015203,0.043670080259284406,2.6123218161479715e-07,0.0021317293149716106,11.443469997920007,0.43781783003946684,2.488528093745243,0.5503568973725386
2300,0.5700438507163641,0.00677151809471478,12.89775358497673,0.010293407183413952,0.04369903420789697,-3.304969667891359e-05,0.0018234237348249182,11.678613838227632,0.4331842179289621,2.4595851077179813,0.5490915903366403
2400,0.5752839880991275,0.006759951492319555,14.365838148704634,0.010349896562071092,0.04726842556002323,3.747691326165221e-05,0.0018615583984623954,12.22297342193728,0.42696175711635354,2.5832594846592345,0.5473792128596011
2500,0.6050888296478345,0.006858528329877943,15.133707606175268,0.010371516529771701,0.047790199755398007,3.777027851463011e-05,0.0017490363769712069,12.609434527354807,0.4167937316419338,2.7480814696130684,0.5468734893093914
2600,0.6148560328229719,0.0068791209272174875,16.152176078640625,0.010391623820131497,0.05359413714023839,-2.3875550831490108e-05,0.0014216950357998951,13.53293913132343,0.412711849988466,2.8068827624757113,0.5456415066003553
2700,0.6421812784196653,0.006931742728635163,16.410603928244733,0.010417892378801192,0.054714843434089694,4.838805535448687e-06,0.0013373909579514794,13.535908019448627,0.3991978369100632,2.8427922023136034,0.5438104992365403
2800,0.6546165261718583,0.006994494656035298,18.067984502324332,0.010450709024090654,0.05711070138868089,7.132419351054298e-05,0.0013883032308900872,13.824890176949255,0.3947139093389471,2.9944271361746444,0.5439169405662687
2900,0.6742990841899448,0.007053095287579566,19.467610883519303,0.010493538728941905,0.06415308069278779,5.077065281948691e-05,0.001174875147755458,14.513889757682998,0.39101715883343713,3.089987988083005,0.5426821506446508
3000,0.7147676153623455,0.007156752176034072,20.265019921008196,0.010531388261294267,0.06479844550618058,6.922512260556817e-05,0.001186495934052794,14.960526784606468,0.37899551769224155,3.143930282202549,0.5404332386565702
3100,0.7269180147915847,0.007224834391115484,22.371676358610014,0.010536155584146124,0.06945476139321019,-6.664049941873986e-05,0.0012385633247433622,15.378954124473195,0.3802347160721854,3.2505149048483477,0.5397825203199369
3200,0.7481596332609609,0.007313289031964311,22.95263743299085,0.010564890300745094,0.07407523093446919,-6.827025854923735e-05,0.0011820620538391072,15.586615897952298,0.3631056104072478,3.2824606532859297,0.5383318463787211
3300,0.7751054516186782,0.00735606091005672,23.954741616828212,0.010628786467477273,0.08261729275327949,-4.611983356135278e-05,0.0010992254804473146,16.417157461264335,0.359748468522454,3.336926102161332,0.5381741888106211
3400,0.7756143303524291,0.007427013412809494,24.77308059974953,0.010703687790034496,0.08573131513405612,1.6084756631580636e-05,0.0009052615632286482,16.896589662372847,0.3587228532892045,3.538202307033706,0.5361397304342428
3500,0.7929663924362536,0.007444138290838193,26.599043644922943,0.010727112299550277,0.08970281852111163,5.714097094990775e-05,0.0008540733521641545,17.20957078133423,0.3459614432891174,3.5987368268769253,0.5361983521026592
3600,0.8240248022301883,0.0074889244172810475,27.555582784648827,0.010805637458924109,0.09330886894887182,-3.09223981430669e-05,0.0009178225942710416,17.145701760414784,0.34647545702100657,3.6893412542848574,0.5351999705055018
3700,0.8328063436326235,0.007558894004731213,30.1552241820799,0.010863888495896699,0.102624010992116,2.2108933145948372e-05,0.000710822088406796,18.051198546867866,0.3374795959111125,3.792830053735129,0.5339251985719617
3800,0.8726420893454961,0.0076028658136205966,31.28072765712203,0.010923245790499936,0.10711837233821192,5.7686869291588226e-05,0.0007629855129862035,18.443141533253304,0.33138174847001933,3.7606049230953826,0.5326548212590678
3900,0.8882016197519141,0.007690100450557069,33.37621482119516,0.010974204048918712,0.11313801152289735,-4.8012386382042965e-05,0.0007417158520202796,18.448025127815168,0.32272527760731146,3.9256112635624847,0.532214860927199
4000,0.894402246943442,0.00769825331903285,34.93801468407637,0.011031549008609321,0.12109263503625785,5.814409055923907e-05,0.0006569919129227546,19.360557101992512,0.3182322067716977,4.029728649124543,0.5298081939564088
4100,0.9053821122377913,0.007804304373081439,36.20670451192601,0.011098096822725084,0.12938096657211395,3.736164548754962e-05,0.0007829701792628699,19.726507610832275,0.3099346646331188,4.091758876841358,0.5300151104492258
4200,0.9367861570014373,0.00778948447191122,37.20513879208222,0.011202514685565764,0.13499482858252235,5.3277140308726184e-05,0.0006629320811556195,19.7439733478371,0.3074079931407313,4.132104723876417,0.5284090908508292
4300,0.9597493160361683,0.007813364576859029,39.01237579047361,0.011292074249507837,0.14112750903687954,-2.7214795287840463e-05,0.0006813381363641266,20.03200126368698,0.3039743447166622,4.2547352338734425,0.5267080494288894
4400,0.9547094671797206,0.00790442393848152,41.39177266632121,0.0113442406278669,0.14932778670713526,-4.524939229256686e-05,0.0005757477572591715,20.72382097592114,0.2907712459594728,4.272463094783493,0.5267337332099513
4500,0.9868763755808683,0.007954071342109459,41.76790354585303,0.011435371108191992,0.1579844212661351,6.969289113538572e-05,0.0005562936606866613,20.880092573716713,0.2941407465609866,4.325498961343945,0.5248523677048494
4600,1.0097776165555814,0.007999949262991017,44.42151130020147,0.011541976776479597,0.16687811315528245,4.3231280138676166e-05,0.0005143784106610167,21.020073813559883,0.28410808132810966,4.379451107152098,0.5244781898864377
4700,0.9999522367838978,0.008039531635014932,45.76534725240725,0.011641266976322442,0.1743190709666894,-5.184142970211646e-05,0.0005645581784484494,21.777155930378303,0.2854699468652011,4.499967713316673,0.5224134517377843
4800,1.0230479561402919,0.008125271772206535,47.49512037752102,0.011770906975994977,0.18473011775968257,5.63632999304818e-05,0.0005599213516348462,22.38241400368954,0.27115428062696256,4.589134663490602,0.5215071689676036
4900,1.0417824060386787,0.008129823532772577,49.252321348055006,0.011874339572871486,0.19151460918804142,-3.487118328723162e-05,0.0004998963398651778,22.409253191127018,0.2687496769364785,4.707518474776601,0.5206263631915897
5000,1.0416713183884663,0.008189573227383421,51.21249416575563,0.012003613093705755,0.2000017815855041,-2.5071979398481475e-05,0.0005638071624866039,22.991037810017634,0.27168239492192603,4.719393503417221,0.5205805943204963
