milliseconds,M,MpY,MpT,Mpp,MAPKK,MKP,MpY_MAPKK,MpT_MAPKK,M_MAPKK_Y,M_MAPKK_T,Mpp_MKP_Y,Mpp_MKP_T,MpY_MKP_Y,MpY_MKP_T,MpT_MKP_Y,MpT_MKP_T,M_MKP_T,M_MKP_Y
0,800.0,0.0,0.0,0.0,180.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,619.7014882964186,0.053131464571741456,0.05313143096146473,0.0015234850074284825,17.42544591228351,82.38382876539734,0.0013317534029313879,0.001331753051721914,81.28594529070632,81.28594529070632,0.00017672132200072547,0.00017672132200072542,0.0018128310827945841,0.0018378347837698695,0.0018378342718546143,0.0018112752974794519,6.691072548779256,10.917445467774272
200,597.1503859470441,0.1226656276777011,0.12266498613995394,0.004350759399649678,8.055384677515754,69.34468264346928,0.0017378520595330116,0.0017378474550746102,85.9705698115668,85.97056981156682,0.001106992647737084,0.0011069926477370838,0.0077408687342437445,0.007972433621934729,0.00797241604119142,0.007726752313201748,11.657854133823061,18.96383676672008
300,585.8520137529158,0.18788881392521065,0.18788562042312365,0.007395085317090291,7.453141674517578,58.782041598779685,0.002324153325187437,0.0023241281904212525,86.27110502206237,86.27110502206239,0.00256589633473049,0.00256589633473049,0.01590501255163632,0.016657322137442872,0.01665720466288829,0.015859848276594556,15.695814061858755,25.451933159080124
400,577.1206389668793,0.24967099874032542,0.24966164721324266,0.011726241583862687,7.506433616228722,50.125264238903995,0.003177836067754126,0.0031777509285649966,86.24360539846633,86.24360539846634,0.004476376152153087,0.004476376152153088,0.02476694452495315,0.026390548592906304,0.026390139114448482,0.02467084948113233,19.020886800161847,30.742677726933074
500,569.9543783510703,0.30962641160541726,0.30960575290375014,0.01771899361368053,7.598005037828346,42.99332447208086,0.004112563570490401,0.0041123532768469456,86.19688502274091,86.19688502274093,0.00689154171747046,0.006891541717470462,0.03344031841058319,0.03626571107953423,0.03626470188947611,0.033275491468043907,21.7766365765599,35.07700964509333
600,564.0111305663435,0.3687749815766292,0.36873662060618506,0.025470355711905448,7.679738601924613,37.094373923029366,0.0050658903432746335,0.0050654664604421595,86.15506502071459,86.15506502071459,0.009821840524533597,0.009821840524533597,0.041449974807561026,0.04576030606334714,0.04575829687451716,0.04120225161713577,24.07267049249504,38.63914107408035
700,559.0586434340385,0.4276782865828072,0.42761493732491024,0.03507035666340636,7.749554704227172,32.19945231109816,0.006026347649487009,0.006025602923724342,86.11919667267857,86.11919667267857,0.013234084032523907,0.013234084032523907,0.048565576290656755,0.05458581916045215,0.0545823537527646,0.048224894882847535,25.994755490385323,41.57336538638101
800,554.9159819080076,0.4866082076411016,0.4865120472651126,0.04663475990701431,7.808950595879664,28.126786327656678,0.006993340668696561,0.006992154427329529,86.08853195459092,86.08853195459092,0.01707597416278061,0.017075974162780616,0.05470352355342326,0.06259892718748293,0.0625935313409578,0.05426379991709955,27.610826398277933,43.994075543757
900,551.4386989504585,0.5456567684669047,0.545519761807743,0.06028786043060624,7.859470273970692,24.730693067907882,0.007966833674376426,0.007965077363276207,86.0622989075746,86.0622989075746,0.021291453579373416,0.021291453579373416,0.05986823010735057,0.0697479561676308,0.06974016976411428,0.0593269301444282,28.97521435914003,45.99282637962541
1000,548.5104263326831,0.6048047186454577,0.6046188992122934,0.07614609663524845,7.902500282521954,21.893495765369174,0.008945795364665185,0.008943337694874884,86.03980529228802,86.03980529228802,0.025828141730323446,0.025828141730323446,0.064116067842332,0.07603952949177317,0.07602892978589619,0.06347364414609005,30.13171833557232,47.643471444347526
1100,546.0366820428308,0.6639661470847007,0.6637238489800696,0.09430771928510048,7.939179828185946,19.519499930710047,0.009928164404379634,0.009924875882728609,86.02048356584221,86.02048356584221,0.03064083051666913,0.03064083051666913,0.06753242488532661,0.08151683627938623,0.08150305204815816,0.06679171557296458,31.11588827302692,49.00598610645995
1200,543.9403149230759,0.7230180615179133,0.7227121013456467,0.11484704964331713,7.970490717808027,17.53040141848956,0.010911376314592004,0.010907132941532872,86.00384538654671,86.00384538654671,0.03569310573353256,0.03569310573353256,0.07021666863548345,0.0862449073609839,0.08622762508312778,0.06938231387941578,31.95676182423484,50.12937903086539
1300,542.1580773856255,0.7818186993943786,0.7814425102318081,0.13781256823449428,7.997278181404711,15.86187298279615,0.011892720687327541,0.01188740680473241,85.98947084563041,85.98947084563041,0.0409578182052245,0.0409578182052245,0.07227305314731476,0.09030121503146024,0.09028017889466397,0.07135096514591738,32.67815208036698,51.05385388822302
1400,540.6378477450696,0.8402219291804498,0.8397696503568487,0.16322601891214542,8.020231615407397,14.460833728826248,0.012869261506504616,0.012862771978103508,85.97701817563281,85.97701817563281,0.046417158830647565,0.04641715883064756,0.07380402307673968,0.09376841391667846,0.09374342163336333,0.07280092115025295,33.299676767205696,51.812538406545436
1500,539.3365549389775,0.8980856128078869,0.8975521408012213,0.19108324884537892,8.039954259491292,13.283321682655298,0.013838342459829215,0.013830583950156898,85.96618840712816,85.96618840712816,0.05206213972366909,0.05206213972366908,0.07490632724631055,0.09672970007476825,0.0967005961025796,0.0738293454041394,33.83755820506489,52.4328298640205
1600,538.218485888563,0.9552772149362421,0.9546582207411295,0.2213567825443711,8.056943505444483,12.292834602054752,0.014797414991760204,0.014788306752073932,85.95673538648464,85.95673538648464,0.05789162549165398,0.05789162549165397,0.07566875116666141,0.09926570251911511,0.09923237010129057,0.07452511857745467,34.305246259490964,52.93744394512226
1700,537.2539710901458,1.0116775818138144,1.0109695008115953,0.2539979353382575,8.071626292951553,11.458989815872208,0.01574424239133509,0.015733716395503784,85.9484478742096,85.9484478742096,0.06391144940059465,0.06391144940059465,0.07617068478596352,0.1014522143771448,0.10141456748273962,0.07496747403007466,34.71392087998688,53.3452614646795
1800,536.4183034785075,1.0671826581136132,1.0663826581586482,0.2889405016548177,8.084361843005478,10.756447454143089,0.016676886008817518,0.016664886695714788,85.94114819222378,85.94114819222378,0.07013300708848973,0.07013300708848973,0.07648170155912652,0.10335896035177602,0.1033169361330569,0.07522563871526176,35.07289518519964,53.67200810973663
1900,535.6908729038108,1.1217044189286598,1.1208103519159898,0.3261040950706472,8.0954503159054,10.164041454535099,0.017593660148690016,0.017580143841238835,85.93468794013114,85.93468794013114,0.07657196041831527,0.07657196041831528,0.07666155341474437,0.10504883589031973,0.1050023881186716,0.07535888236913653,35.389940319700614,53.93080264515066
2000,535.0544696707315,1.175170730947329,1.1741810729643352,0.36539723763593907,8.105150391754421,9.664068321238656,0.018493250056480167,0.018478184043511387,85.92893908715158,85.92893908715158,0.08324709767875704,0.08324709767875706,0.07676055934194258,0.10657761253652127,0.10652670618455282,0.07541695232681205,35.67155075920814,54.13260489382143
2100,534.4946957837443,1.2275248181788656,1.2264386023242029,0.4067213141386903,8.113674506551956,9.241706012548255,0.019374549356349004,0.019357910923316762,85.92379651666297,85.92379651666297,0.0901788085364228,0.09017880853642281,0.07682025570776746,0.10799398134326026,0.10793858835243851,0.07544076236128579,35.92316098488396,54.28658179774591
2200,533.9995030789088,1.2787241960960756,1.2775409418020407,0.4499729598656719,8.121206222620183,8.884534954766961,0.020236769237024423,0.02021854447785941,85.91916923191127,85.91916923191127,0.09738823944683608,0.09738823944683608,0.07687417071762336,0.10933979930870626,0.10927989545313266,0.07546319830713318,36.149323381200226,54.4004081213687
2300,533.5587941552952,1.3287394647966297,1.3274591064969858,0.49504709911391037,8.127898146843009,8.582141679574084,0.021079340723958923,0.02105952338423158,85.9149814946032,85.9149814946032,0.10489619700798157,0.10489619700798156,0.07694867461351385,0.11065049084333184,0.11058605357946605,0.07550999279827304,36.35385541087614,54.480515303715244
2400,533.1641023228894,1.377552955139057,1.376175772742345,0.5418392908463932,8.133878970016616,8.325791372314876,0.021901895517288734,0.021880485828381945,85.91116932439765,85.91116932439765,0.11272229168276618,0.11272229168276617,0.07706386002119298,0.11195555235110886,0.11188655945796332,0.07560062417615115,36.53996087684433,54.53229657148489
2500,532.808326479601,1.4251572780218,1.423683831078773,0.5902473755975115,8.139257868587116,8.108157096426652,0.022704268546467156,0.022681272078792277,85.90767829547262,85.90767829547262,0.12088442144121148,0.12088442144121148,0.07723440549687265,0.11327911180600708,0.11320554063232921,0.07574919328061137,36.71032983053782,54.56027597895381
2600,532.4855029359823,1.4715539239473827,1.4699849905652338,0.640173016870898,8.1441265285631,7.923088339518235,0.02348645396755357,0.02346188056799554,85.9044625685295,85.9044625685295,0.12939829560844357,0.12939829560844363,0.07747039814937183,0.11464050203946903,0.11456232922654244,0.07596525558241837,36.867223857433785,54.56825272685061
2700,532.1906155108205,1.5167519393960336,1.5150884607275856,0.6915229375366525,8.14856249389983,7.765416355297191,0.02424858465757051,0.02422244746196496,85.90148323706913,85.90148323706913,0.13827706408518758,0.1382770640851877,0.07777808524087383,0.116054815732698,0.11597201729883817,0.07625457885057664,37.01254767822555,54.559422341201795
2800,531.9194453095558,1.5607666589041664,1.5590096900581456,0.7442095585302073,8.152630953048808,7.630800264715878,0.024990897251291496,0.024963211815992026,85.89870746902078,85.89870746902078,0.1475312047947619,0.14753120479476212,0.07816057241906822,0.11753346902558427,0.1174460206064432,0.07661984356127886,37.14790544800865,54.53647197209163
2900,531.6684468567628,1.6036185551592768,1.6017692226218647,0.7981513831660315,8.156386616029277,7.5155994023970045,0.02571371645338508,0.025684499988431204,85.89610758384327,85.89610758384327,0.15716849768709534,0.1571684976870957,0.0786184354344523,0.1190847218860553,0.11899259906068137,0.07706125450440442,37.27464734006491,54.501659251296275
3000,531.4346385155053,1.64533220180455,1.6433916670372557,0.8532732279338451,8.159875767240436,7.41675984575668,0.026417448349809802,0.02638671904096051,85.89366003276322,85.89366003276322,0.1671940542769869,0.1671940542769873,0.07915025780622492,0.12071415007139641,0.12061732874352413,0.0775770773351132,37.39391091470741,54.456882317043586
