milliseconds,M,Tc,N,Tr
0,3.999535185353123,463.9257077228003,227.04866750437222,41.9800713237347
100,4.001259194413559,465.18924089369216,226.97180383906633,42.03456233031331
200,4.000475467717009,465.1277278319882,227.27392425263105,42.08655912046809
300,4.002419182315859,465.4323906216775,227.58070022977887,42.096864639290544
400,4.002539776771189,465.90806207035354,227.50579435496363,42.110513268031426
500,4.003122770840319,466.2568239889992,227.51583224776445,42.21174134840758
600,4.003864637847733,467.6315170117237,227.89735760427467,42.19865250870646
700,4.0053676784016465,467.78232102890587,227.91437777917977,42.26461677841573
800,4.006572794861983,469.13767282559604,228.0987526826139,42.2967855152018
900,4.006549479441563,469.57377001327654,228.2001370471885,42.3082860473351
1000,4.008879640941789,469.2302910111833,228.1569620233585,42.39689632708528
1100,4.007900661637526,470.19408058993935,228.63420736911274,42.42868848602187
1200,4.009796712043301,470.27448414978835,228.570158016397,42.43248039986109
1300,4.010122644691373,471.06181678917727,228.67579976245221,42.48591053393943
1400,4.010937332924743,471.7288885342999,228.79226613878856,42.512081572224595
1500,4.012001967078048,472.7655213829429,228.92403305356243,42.55203583183781
1600,4.011613770637618,473.58759978967566,229.18294532294843,42.51932169963752
1700,4.012991826875591,472.99910335033195,229.41900161538507,42.581297597471945
1800,4.014517924055027,474.75713317470445,229.54233660847225,42.62674548702865
1900,4.015043666869093,474.4953087310192,229.68709205567322,42.659796477715396
2000,4.014997784794631,474.599777171791,229.6466331615251,42.708263166004244
2100,4.016232354886364,476.1039715110171,229.93164341099975,42.7484344744431
2200,4.018336542952227,476.1591106572029,229.83211855170953,42.76794690270672
2300,4.017321762716575,476.6476645164649,230.09602380864234,42.80096618596673
2400,4.018349148759286,477.35633636336695,229.99750884628156,42.85484018751618
2500,4.018580363103317,477.67196400684105,230.22496802856156,42.81772207780909
2600,4.019281853522843,478.5014540395313,230.46714611406043,42.832848882698464
2700,4.021528748994949,478.9700417125448,230.3653402638953,42.902733582385565
2800,4.0225607254310445,480.3033204128908,230.6705214799244,42.93750104641601
2900,4.021688049669206,480.7243358719199,230.75772422692503,42.97929149419186
3000,4.0230208432913255,479.93716431263044,230.91912250647135,43.02008887795547
3100,4.024377937803523,480.3879942825398,231.1230199302033,42.9996086178847
3200,4.023903746517351,481.94175507539285,230.99907285361985,43.01140895848734
3300,4.025623722673901,481.4993565646473,231.17779958103128,43.04958846263977
3400,4.027036348417831,483.2892583646739,231.42999983823478,43.09771511815291
3500,4.02606866598487,482.55248426786517,231.42363006416554,43.17140612363379
3600,4.027134833240074,483.31498104187557,231.8586206869973,43.16629673641389
3700,4.029692474966903,484.4661946112812,231.64905651404203,43.190377381442325
3800,4.029803014837499,484.9875456460864,232.01336262818418,43.20450001349873
3900,4.030727849983953,484.7809149730598,232.03415615948393,43.28714995892515
4000,4.031350718043256,485.5782096466739,232.2099232550012,43.27030856522814
4100,4.032808385935744,485.98898336474736,232.44815891696302,43.29107820968313
4200,4.032209403621513,486.25129155359247,232.62563277272216,43.35439244305746
4300,4.0332204667479425,487.22832129605064,232.63356257816017,43.3381308624223
4400,4.033548788594241,488.45711305502863,232.52202485791895,43.35733606498429
4500,4.034908632032384,487.78772853342946,232.9932691639887,43.36669355905336
4600,4.035859922864364,488.61079787935637,232.85028415882917,43.46002277965616
4700,4.036075201971493,489.17773273754204,233.12605611260332,43.416979075592444
4800,4.037121510318663,490.19773728891084,233.20893145954201,43.48396854883687
4900,4.037266116331789,491.02697876762005,233.34427786562586,43.5143012097136
5000,4.039268062769032,491.5489401422054,233.33940591931702,43.51343397825459
