milliseconds,M,Tc,N,Tr
0,4.000118051012969,464.10692054616726,227.12835952704583,42.00541445080129
100,4.001371725444027,463.8241217172592,227.13646792098154,42.04739922006725
200,4.002647739397105,465.12141527349775,227.25458994029552,42.04223109972549
300,4.001470384234263,466.0725356720991,227.57822664893246,42.104760978423734
400,4.0035488592919535,466.73676215027666,227.4214652930336,42.17169943713876
500,4.003741944374926,467.4887083705238,227.60400529706845,42.20745271373224
600,4.004872323475697,467.8280255683094,227.90353361824225,42.1735108614566
700,4.005325870672104,468.575208404297,227.75665223319115,42.25751368996998
800,4.005198860485634,467.9646363550548,228.04267628937453,42.27453528343993
900,4.008138472351797,469.2217734892327,228.20366897129296,42.31157881924469
1000,4.008887332636172,470.051677694066,228.34195925686222,42.32039028421179
1100,4.007911684351511,470.19575778249697,228.35099212740187,42.363126198422435
1200,4.010193746671409,471.2349498421991,228.5067336518141,42.429773886252974
1300,4.009448257498732,471.50311801791383,228.89014095147883,42.4348662412746
1400,4.009947396988131,472.4441810140162,228.97828313518554,42.450084888466726
1500,4.010794201089789,472.64422088125656,228.92028333707142,42.5660823472867
1600,4.012004590376442,473.24995311866684,229.09454786792625,42.56172901491325
1700,4.014314277714949,473.18935341880194,229.20361120913788,42.59880697595038
1800,4.013094140199977,474.9329031420626,229.44120374699136,42.631324218776214
1900,4.0146304633911845,475.26986094812435,229.63879201105516,42.693836099138146
2000,4.015786435745072,474.6702606321013,229.61216702294695,42.71069353222087
2100,4.01744348664066,475.1285607622366,229.7417785279604,42.687776897983724
2200,4.0164784253393915,476.986661470163,230.02878713698468,42.739088199470196
2300,4.017307487619875,477.4459537074049,229.90959368239118,42.823740094727164
2400,4.017639334626116,477.06013572002985,230.18743358485045,42.790286885654496
2500,4.020613955760229,478.33363884900683,230.28157718243511,42.82064649737349
2600,4.021040007253237,477.99266367549313,230.34151524106727,42.832966350937525
2700,4.020668887120313,479.75193519704095,230.39625479935316,42.91732720623631
2800,4.0220921603384125,479.91358419360427,230.6828767244092,42.92941891919562
2900,4.023578215204258,479.4143869102006,230.94960557533392,42.92534082541407
3000,4.024260707531604,480.0658608765917,230.80154375960413,42.95945504182327
3100,4.023417290367411,481.2153159977194,231.070852822532,42.99543490535051
3200,4.025723095171243,481.4620232529847,231.24764391340346,43.02839255109652
3300,4.025374007691022,481.73179911970954,231.42670417029638,43.04648177490693
3400,4.025981240028112,482.43420904880577,231.3747551494214,43.078941382590955
3500,4.027406267506614,483.2887290244168,231.54503406932358,43.14478073242339
3600,4.02680874338356,483.6810219733419,231.86415631005644,43.13356299059051
3700,4.0277617620662545,484.81361533282643,231.8925101917579,43.20852109238869
3800,4.029579466256113,484.8504942504627,231.86515125001776,43.21501201145191
3900,4.0297573447506485,485.48383716487837,232.0384275893123,43.23822437612278
4000,4.03020920742257,486.0194409275553,232.18974473260383,43.28745141657601
4100,4.031567201261336,485.87611432039546,232.4676422291576,43.303505959952076
4200,4.032977811140567,486.5093021075104,232.5190993956942,43.3462660577122
4300,4.032867677086003,487.54932714664665,232.40263658254358,43.36359131668734
4400,4.033028208221766,487.2883031364026,232.5269351856054,43.41870005360082
4500,4.034432183988066,487.55166727615466,232.64998778616626,43.37176976275359
4600,4.0345815606863935,489.0434000770086,232.9927623933434,43.442242133213824
4700,4.036696204479748,489.41323895638783,232.9119765934774,43.48043792372031
4800,4.036982806048357,489.97173570900065,233.11886856334323,43.48443368287144
4900,4.037701773263143,490.5292701749385,233.29223582924885,43.49459760299736
5000,4.039109458036432,490.23112721117883,233.55399419062948,43.56864767434708
