milliseconds,M,Tc,N,Tr
0,3.999607000491349,464.41418192635894,227.0630978382923,41.99505225259295
100,4.0005489335146995,464.1994353333431,227.15978381043502,42.03607528635327
200,4.00129382417534,465.06417019462424,227.22013631381424,42.090818949170355
300,4.0025206572223055,465.86489151038853,227.53058135559428,42.12255682089973
400,4.002943631904746,466.49849723671883,227.62314785167325,42.1353075846186
500,4.004413994553276,467.4355406330352,227.81023462747814,42.21131581298156
600,4.003633978262742,467.28018431155635,227.82706386201872,42.236150987117824
700,4.00509309092792,467.4108872084998,228.00113097570573,42.20945434117962
800,4.0071140563023535,468.4565066050712,228.0566953183099,42.277899817374895
900,4.006948001159498,468.6968420861849,228.06263974585988,42.30578584477277
1000,4.0079783732888625,468.97935270317674,228.22854733924672,42.340814590956825
1100,4.008253043158145,469.76683538757464,228.47061447102035,42.38684220030657
1200,4.009850155490385,471.55442050470776,228.72686420130964,42.39805497726563
1300,4.011251898449699,471.2010859741233,228.70929853502005,42.44876454372708
1400,4.011041654221436,472.33599426728335,228.74856833012018,42.453821653339205
1500,4.011458125551334,472.04438072553364,229.03712066951633,42.53589807959533
1600,4.0136562638103985,473.30326921991923,229.14817056768803,42.52396472882308
1700,4.013808947494995,474.38479752540974,229.4168943682811,42.581477778026716
1800,4.0134807716820875,474.25797380717944,229.4797890816916,42.585088970303254
1900,4.0140695763772225,474.7073655767329,229.49925136016904,42.65116708400032
2000,4.015588393160879,475.3053527589507,229.60389069249396,42.65297972187486
2100,4.01557258363968,475.6788506994946,229.82093272974495,42.74044455013755
2200,4.016955073179678,475.64227899154434,229.96619826555917,42.725360504137704
2300,4.017050893860574,476.6527371952484,229.97014144640372,42.827222103464486
2400,4.019586265335858,477.7597107218396,230.35092917489976,42.79608526606493
2500,4.020444370276481,478.0813155262839,230.30183026099934,42.860014955587715
2600,4.021096231212739,477.9507699444587,230.47120952944755,42.851303592579896
2700,4.021092848182438,478.4019119230325,230.491955677132,42.90959678439436
2800,4.022392144104191,479.04798192217226,230.72278157393166,42.96043470822719
2900,4.022484257134412,479.38564979517764,230.69191497793972,42.98041696565913
3000,4.023689775895739,481.2938080383401,231.11637188708198,42.99466579592499
3100,4.023945330872104,481.35961217511607,231.07100675181496,42.98712483988918
3200,4.02424695071467,481.12543180300094,231.15129406085478,43.049708627637145
3300,4.026084419194391,482.5439394960097,231.13184227196675,43.05361496222505
3400,4.0272663895854555,482.55409002339894,231.5672366286979,43.104747944729276
3500,4.026518310281729,483.6497619342727,231.55188660033463,43.121602667368386
3600,4.0280052962814645,483.03490044250725,231.79098452698653,43.129644037945354
3700,4.027698590838708,485.0114317915861,231.78308996670054,43.21688059178587
3800,4.030046202829391,484.5219633784399,231.85856930928756,43.18611489785038
3900,4.031215917572698,485.9051418701744,231.9263528845673,43.258835453555164
4000,4.0311856248988915,486.4990930948917,232.2981851733726,43.312272193999995
4100,4.031210960073177,486.09035545354334,232.31612008423426,43.34336649171307
4200,4.0322156963378815,486.16926184005894,232.53175130420044,43.30599089701444
4300,4.032200757330293,487.6020274713236,232.52347109256743,43.377910253859945
4400,4.0348587323505996,487.7414588271228,232.59788604582374,43.350731052939715
4500,4.033828571837423,488.61857852405404,232.90169182203636,43.36682892681377
4600,4.0356914613675885,488.9097155212623,233.1434010530955,43.427710566336664
4700,4.037124205337903,488.5289146557299,233.14671024341158,43.45797641452448
4800,4.037662915474356,489.76472778474306,233.2701748781388,43.439328805340345
4900,4.038084962222313,490.4431453706411,233.15486414086595,43.51806360335173
5000,4.039500378488222,491.50399152318073,233.44578343770976,43.52228740571134
