milliseconds,M,Tc,N,Tr
0,3.9990118646235424,463.6862882457186,227.1772504415432,42.02407459659854
100,4.001632534641918,464.08237820944487,227.24264732791977,42.01876841732234
200,4.001917268605212,465.2311135078397,227.17640024767823,42.106167204446486
300,4.002402086172661,465.64816301907535,227.56451652616488,42.09684945003376
400,4.003980899144333,465.98266826025184,227.6751587963075,42.106618406181035
500,4.003624971612188,466.70276141504905,227.8371906101864,42.1456500210331
600,4.004731243280226,467.6316385223611,227.98169647127096,42.188412299301675
700,4.00644834909777,467.548214955942,227.80905624110957,42.28018297736782
800,4.00719277742444,469.29856124829274,228.00286534507967,42.32763734296534
900,4.007833370087952,469.14035632231867,228.29571902612594,42.343388745523946
1000,4.006999514004194,469.93737155780286,228.51954653456286,42.35104033142501
1100,4.009460413195031,470.8583091489455,228.61189672465161,42.40999814245588
1200,4.009189409885404,471.06288034910466,228.6919984767536,42.440576611343005
1300,4.0108071614814955,471.35628173664287,228.68035551922074,42.48764611123508
1400,4.011037658324938,471.8984307328922,228.6720552700644,42.45066579200754
1500,4.01210086384787,473.29440093553166,228.85776486680302,42.51831005838533
1600,4.011654941246434,472.3774317132627,229.09723470532188,42.57056180350347
1700,4.012600117309129,473.2099893323654,229.1836167821895,42.54933385382011
1800,4.0130409348184175,473.392960546809,229.55198410387328,42.61212343546792
1900,4.014321493931003,475.14736695729187,229.453877043322,42.69040198798182
2000,4.014571768537985,475.47989762860465,229.83108816228616,42.645243441550214
2100,4.015671347170048,475.89686038151757,229.6162812237597,42.76032880871567
2200,4.018135361830133,476.82953802479926,229.90327642181708,42.76695567726703
2300,4.01721277458042,476.438989853684,229.98613028240766,42.8251418330527
2400,4.017767255888923,476.94113460348143,230.20190917854927,42.77411666425223
2500,4.019877567550801,478.6162848153685,230.37133716117717,42.84733384540689
2600,4.019585335013204,478.8953403260973,230.47640727014902,42.85056133136138
2700,4.020131149095766,479.7495494304396,230.5859415224648,42.90858680188422
2800,4.022972444802622,479.0728390602205,230.66221413362894,42.95151603348013
2900,4.023071647737855,480.8675761812578,230.97405938565979,42.96584615995293
3000,4.023228683246674,480.78058037825076,230.89040603344077,42.97719474045738
3100,4.023815507913587,481.0738369830151,231.01785449954625,42.9839502349306
3200,4.024061387276575,482.3302019000579,231.01712789275186,43.073498621978665
3300,4.024584441890301,481.87451365059104,231.4492060176046,43.10289453083801
3400,4.027330208279668,482.67511940563423,231.5653795024085,43.145936319427406
3500,4.026133028770224,483.0431357339932,231.6681806978447,43.162428575539586
3600,4.02713845628438,483.7643148801318,231.80216196005065,43.17612510091013
3700,4.029380274514118,484.24921360638893,231.70169554342695,43.193084162351056
3800,4.028671669260112,485.37446314029097,231.85578505003423,43.20428312574353
3900,4.030998139103478,484.51554156955086,231.89668290394985,43.26370626418984
4000,4.031844189261973,486.31076463689834,232.22394953564705,43.242907399582954
4100,4.032793894444947,486.0127483810036,232.16765308233713,43.34115690641305
4200,4.033524264158316,486.8062016435226,232.5297053676209,43.29509939962168
4300,4.033175153618869,487.12906340890794,232.48608667899344,43.35342626624727
4400,4.0342593941628,487.7231389419485,232.76675776993704,43.392689700777616
4500,4.034328830979271,488.0618217775318,232.75354082642536,43.41228342613121
4600,4.035338564658978,489.34535001348786,232.9112667945988,43.442100383065956
4700,4.035543193053438,488.81140298791365,233.1689847325864,43.48910762069152
4800,4.038038110928253,489.5065246827011,233.05197355498134,43.461828727775725
4900,4.037681755280703,490.69525180833216,233.4363692050489,43.547843848932835
5000,4.037959524533509,491.40346278365274,233.25945876003144,43.51858032752494
