milliseconds,FH2f,DHFRf,FH4,CH2FH4,CH3FH4,CHOFH4,FFH2,HCHO,FGAR,AICAR,MTX1,MTX2,MTX3,MTX4,MTX5,MTX1b,MTX2b,MTX3b,MTX4b,MTX5b
3500,0.0012094411431083675,0.6397554075432975,0.4592659605530161,0.2621027142215785,1.6287344760064975,1.000156259869688,0.0003288231287470892,0.007379930193651983,16.490846283646512,3.6950513022532188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3600,0.0012094621339353172,0.6397545758234147,0.4592666616349227,0.2621238789653149,1.6287155105855318,1.0001407183078035,0.00032880983688950247,0.007380095838540526,16.490884928389043,3.6950505071850652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3700,0.0012094876207837618,0.6397446364876443,0.4592767040677925,0.262108339900123,1.6287073511205368,1.0001606081682957,0.0003288007101422118,0.007379971884080622,16.49123346715808,3.695050987105316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3800,0.0012095827643831126,0.6397378032837254,0.45927364215663,0.2621289549026089,1.6287354450639933,1.0001494377797633,0.0003288007145095924,0.007379918350746935,16.4913011741646,3.6950502791315905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3900,0.0012094896417977226,0.6397369293167267,0.45926933159671235,0.26211147906923826,1.6287278669392602,1.0001632824022733,0.0003288161979601424,0.007380094307967226,16.49116133850496,3.695050196606572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4000,0.001209487033921891,0.6397257973208658,0.4592757384479768,0.26213122652853893,1.6287105952084797,1.0001549738195092,0.00032881343416806924,0.007380119311549272,16.491341239160203,3.695050582906892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4100,0.001209609772392514,0.6397225948724075,0.459279659082988,0.26211659006390253,1.6287109906575554,1.0001579540926604,0.00032884226894989543,0.007379916659986145,16.49118773998585,3.6950509449736004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4200,0.001209559783670484,0.6397187631125806,0.4592816040134466,0.262108412976612,1.6287252752402093,1.0001695034374547,0.0003288154919251342,0.007380098699749925,16.491393130528664,3.6950500720674677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4300,0.0012096349199191478,0.6397093747678968,0.4592868303450117,0.2621124664391025,1.6287331641079954,1.0001792709026032,0.000328817848977596,0.007380024950122195,16.491336640057412,3.695050030961944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4400,0.0012096643848129775,0.6397036652210834,0.4592838138891011,0.2621226678713049,1.6287159888627052,1.0001687612472943,0.0003288439885027724,0.007379849194435951,16.49126782397589,3.6950499758639412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4500,0.0012095873097022023,0.6396979885650201,0.45928526687207283,0.2621310481229458,1.6287348197179923,1.0001847629274427,0.000328830411880642,0.007379925453686347,16.491341933574017,3.695050171230446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4600,0.0012096176762026348,0.6396892821002539,0.459285080078726,0.2621188334240693,1.628731278024032,1.0001834916948154,0.0003288444513653941,0.007379968134138448,16.491687951618058,3.6950498549854305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4700,0.0012097203704993175,0.6396814749265767,0.45928651371687057,0.26212398641847845,1.6287518855924095,1.0001891727843502,0.00032884159637434495,0.007379853060719405,16.491478545817046,3.6950501460788274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4800,0.0012096510082296337,0.6396735509692274,0.45928770209554576,0.26211128653477117,1.6287505012134,1.0001805091023532,0.0003288509910492611,0.007379969833039558,16.491752187771763,3.695049680234422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4900,0.0012096495648452072,0.6396714728289026,0.45928544848350683,0.262110260222437,1.62872792866819,1.0001964290371417,0.0003288482986844567,0.007379899430611016,16.49154882198849,3.6950497082283915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5000,0.0012097173287282258,0.6396653668678857,0.4592890235010971,0.26211726948023806,1.628749690545735,1.0001951157789388,0.00032887295874459366,0.007379869288566312,16.49178298521443,3.69504984077703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
