miliseconds,FH2f,DHFRf,FH4,CH2FH4,CH3FH4,CHOFH4,FFH2,HCHO,FGAR,AICAR,MTX1,MTX2,MTX3,MTX4,MTX5,MTX1b,MTX2b,MTX3b,MTX4b,MTX5b
4000,0.0012095552508722448,0.6397277831182854,0.4592820375927689,0.2621078270403702,1.6287087965414377,1.0001576953797722,0.00032885035264868645,0.007380109780964646,16.49126847891974,3.6950502087754677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4100,0.001209550472863446,0.6397246993843908,0.4592750277023917,0.26211902607557985,1.6287191621581756,1.000176552899598,0.0003288272347185391,0.00738002818670978,16.49140802512156,3.69505083857273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4200,0.0012095439171222091,0.6397150210427065,0.4592752897091901,0.26212076385199057,1.6287427888932737,1.0001734982586157,0.000328838940534867,0.007379848927141965,16.4913647734209,3.6950508238462896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4300,0.0012096088148299592,0.6397075273110705,0.4592745335384822,0.2621339137448995,1.6287409655576885,1.000183020867653,0.0003288298662844929,0.007379936559736967,16.49145645894541,3.6950508471632744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4400,0.0012096650555149448,0.6397033923756432,0.45928189375836814,0.26212702326637083,1.6287383385911713,1.0001804702461412,0.00032885544449073005,0.007379989925674501,16.491592207074167,3.695050279945105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4500,0.001209649793462021,0.639697960447675,0.4592793820655798,0.2621249504961206,1.628745273430414,1.0001707517731793,0.00032886483691936985,0.007379939700863493,16.49135934287907,3.695049804165307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4600,0.00120958394622494,0.6396880342347244,0.459285021468705,0.2621116015303186,1.6287469840821087,1.0001728384360071,0.0003288416805853073,0.007379823815774489,16.491642925964456,3.6950497015043395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4700,0.001209671588642782,0.6396796725903978,0.45929498491340986,0.2621122243604428,1.628745829256815,1.0001946859130837,0.00032884748083096424,0.007379850575313598,16.49146494099311,3.695049423310289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4800,0.0012096189341179932,0.6396777387939405,0.4592896340821518,0.26213186151870094,1.628725955424387,1.0001979874303615,0.0003288580908183966,0.007380053429526879,16.491541175311642,3.6950500460263163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4900,0.001209726001938665,0.6396694226019655,0.4592894991915042,0.2621278129167534,1.6287383846773171,1.0001891885392005,0.0003288644984926838,0.007379882823474816,16.491786804596615,3.6950494474244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5000,0.001209755889141971,0.6396615994654447,0.45929929493767324,0.2621221046947593,1.6287544865213004,1.0001925512437828,0.0003288735475027125,0.007380060770339336,16.491827499279086,3.695049875300835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
