milliseconds,C,P,Q,Qp
0,0.2851467341687409,5.947658147332614,25.24122593822785,16.082345706286926
100,0.30108781488008396,5.944684817375678,24.27076309122264,15.749166804418008
200,0.2760962175541809,6.001500190695732,24.412285360810348,16.319441117067175
300,0.2794954398807769,6.032813606211936,24.0815143232099,16.093963863750673
400,0.26726994278116323,5.978633616599226,24.653800670181734,16.506587653441084
500,0.2841077219336356,6.0122753411180305,24.376238100545926,16.149299660874906
600,0.24083467037065814,6.051576548504986,23.712912885076513,16.505984255424018
700,0.24294459822741996,6.037336147990587,23.545368687123815,16.505517182707848
800,0.23212320417968968,6.0437838391689755,23.376991995856084,16.522322879222084
900,0.24585024859150015,6.08502261470619,23.734588283132265,16.38946814886885
1000,0.2440473990086752,6.076131950050529,23.853442076092406,16.559163135176178
1100,0.22937059668321483,6.140619443958364,23.71137443107237,16.74841457367545
1200,0.21822049442894448,6.127725884249159,23.581489072363123,16.489654289739423
1300,0.2293131398106263,6.166898172358549,23.401050388560815,16.693627520050757
1400,0.23009211418250178,6.198812827845822,23.205888156166406,17.2261330999405
1500,0.20350958515372586,6.191754054603777,22.99692327183874,17.416310820223167
1600,0.21940081272489861,6.252044052882212,22.91956623539599,17.092850833102027
1700,0.20870175816803183,6.224762020818047,22.976731630659256,17.270563421961686
1800,0.19175378957921957,6.236161040815818,22.762637069152102,17.543770573216584
1900,0.20379144541602837,6.258453800249809,22.40648858084986,17.51677760373275
2000,0.18650712930476396,6.325448572861233,22.697144052359807,17.08684031554747
2100,0.17732060212394266,6.310645528947532,22.280669239024512,17.765868958852316
2200,0.1928121312124433,6.349105215062433,22.890556394851327,17.581540490499957
2300,0.18528279160711075,6.421296114391209,22.4024539275382,17.728956838869816
2400,0.18899782460273257,6.424151410274586,22.928300393337395,17.28337583267367
2500,0.15822935105938457,6.458509961216704,22.875303481735138,18.024393238794076
2600,0.15574189215486414,6.4595225427631835,22.702602703248434,17.698159753864584
2700,0.15664510605993084,6.503558958571551,22.211281986991594,17.59842968814004
2800,0.13566030058358003,6.530557835885151,21.99972423977898,17.445633755949288
2900,0.13438732756724836,6.557721804473816,22.16224587298783,18.051502280626174
3000,0.16497493108501304,6.604278304935299,22.055128677083964,17.74664132036722
3100,0.12993831864987793,6.63561805486233,22.22490798030664,17.839935235390893
3200,0.14183303630276434,6.660843580165621,22.330643330923102,17.996948254654054
3300,0.1381638358595151,6.678439738883726,22.07144870782259,17.729697659848533
3400,0.1381324263193128,6.68726302329147,22.09205168779482,18.31220559536419
3500,0.11095713818531094,6.718982256505078,22.065025252787038,17.943570271856064
3600,0.12415034437449629,6.785465727889582,21.607272414927465,17.864432090134805
3700,0.10960570968076717,6.784173946924027,22.197683733474737,17.973823329330678
3800,0.13364906041121138,6.811698681475589,21.838248585681384,18.341363113736058
3900,0.13298629283161972,6.87546810614274,22.050083438220714,17.906099976220286
4000,0.12198764471176661,6.8938340505453395,22.018924735379226,18.338342857635677
4100,0.13100469675092963,6.954517022046814,21.220498213207385,18.364283957797706
4200,0.10725968220128584,6.950955081251186,21.834677887720705,18.539694701253104
4300,0.11676634101229043,6.9989363912451745,21.84815353272745,18.543194891827632
4400,0.10994488175520532,7.002913394330163,21.316001991888783,18.11161171132827
4500,0.11519773124255002,7.108067786034585,21.41890034400318,18.662864562714557
4600,0.09629475152081096,7.088703308454746,21.498048543908087,18.34428920138697
4700,0.09689473823858023,7.136080853697689,21.64929891460243,18.394025258810927
4800,0.0941963806846475,7.168591455374142,20.87312130507598,18.36412855025932
4900,0.09236571142103073,7.1984720888186535,21.563843984985304,18.029810338180255
5000,0.10345105649308015,7.232008965221947,21.559437657074657,18.237130430222173
