milliseconds,Susceptible,Infected,Asymptomatic,Susceptible_quarantined,Exposed_quarantined,Recovered
0,902693.9555258978,1.0450439379787908,114.65191887334245,10778.436465359386,-0.6021860664251945,2.772182537135918
100,902665.6633645318,1.2442787853414832,107.347788942743,10796.72777011031,-0.2330907988702413,3.9883133568467852
200,902689.3059306733,1.3212988595016704,100.94236005536393,10639.191800363804,2.179239298475222,14.96041800727505
300,902825.165318002,1.4328534725128244,94.07056768583398,10591.306458512834,0.40741526106268844,23.62304931796023
400,902861.9387109232,1.5787704032342618,89.16063392178964,10652.30518271,2.5304646777494835,25.67551996769378
500,902879.4615120991,1.7969074487292216,85.46282637281799,10521.881159449762,1.4620181541540316,35.36720295035828
600,902907.0074429143,1.8939799524254635,78.280004929761,10464.004623821578,3.154826280750218,44.37007916168533
700,902919.4627878548,1.902121986179653,76.80857602277567,10464.04143225301,3.1449963414876208,44.48054066927182
800,903038.416417238,2.1000807743699683,71.42747281571634,10396.787017679737,5.096484515921494,46.903842075774705
900,902978.609932677,2.1336364223607194,67.84934516793487,10384.410264033764,6.541543206999981,52.78810154796848
1000,903026.3028279662,2.2250648501778216,67.7538090144663,10378.434959864453,7.10618106597888,56.626958469042265
1100,903074.6513287365,2.348500009816851,62.064907564160215,10288.799893665691,7.734026434008704,65.4065927682888
1200,903172.5966984673,2.4168123045190555,61.2460813182864,10316.902365820222,9.503255235233992,67.06065930388202
1300,903178.1077443319,2.4518909166310507,57.304196596848676,10203.46484601859,9.140039519194586,77.07965355232953
1400,903275.7032465461,2.676326465639855,58.13726660683685,10213.041110517905,9.014493828447607,80.83559309451505
1500,903306.8437768669,2.667493631869133,54.92209780045863,10141.879046734719,10.806978055347031,79.8055545326786
1600,903340.4251276734,2.80045199731135,51.82589954720681,10044.802546472616,12.924988937962041,89.95014515003153
1700,903328.3341197064,2.84604786265304,51.33436208371973,10093.606669266395,13.348448803109989,93.67818144044101
1800,903380.4675864166,2.8465125965313334,49.85709632516648,10063.404389868198,15.246938217193593,91.89009092126881
1900,903429.0178749823,2.935512784568384,48.66414809853852,9943.348424065303,15.251206086232798,101.04556791174278
2000,903500.9500979453,3.0361554953068457,47.286509244349304,9968.434870559195,15.404386906177997,106.6980113473379
2100,903540.3378588104,3.0572484986466506,49.090579318199076,9878.23623659698,17.06060112427731,101.4623579292952
2200,903567.28397791,3.0099826644035743,48.18250873945789,9810.53029761821,19.770576154328108,114.57908686510062
2300,903590.7095667465,3.151422712650354,45.465693705094694,9775.971295877776,20.31240959009243,118.32022496822077
2400,903566.0131709978,3.219048226714061,46.69313890691955,9789.303327188942,20.96403702851299,112.28017887283585
2500,903668.2538865135,3.1240794846605286,44.93865657961713,9765.651357398217,21.26187224908304,117.7353304387061
2600,903705.183915755,3.236689174056834,46.56384925839208,9685.656436448635,22.64372705979384,120.40473847041032
2700,903726.5144455946,3.2075614916282245,43.57076012457688,9599.773104985237,22.408879837756956,127.98177711631102
2800,903697.839033737,3.2999620766481708,43.66066602927748,9647.49312272272,24.847042775242205,129.96087850318742
2900,903776.8986707327,3.323655053778839,45.7018490123674,9609.454886883701,26.004566326275228,134.6201528115488
3000,903766.7643098744,3.434430353088107,42.53728228482193,9526.48125258066,26.052801230732612,144.07345692230965
3100,903894.8152545765,3.3851869174291993,45.27544530127407,9525.361891893828,28.625876620348883,139.71481674398424
3200,903917.3899072135,3.531227353327713,41.8911103907909,9478.314105622558,30.254082985475893,144.9240360963537
3300,903886.953116208,3.43985366677267,42.62627155867526,9395.304551936237,30.279828606876897,150.30078101281708
3400,903962.4040009483,3.6151280586292036,42.56413869891774,9342.888612767578,30.09790303514807,150.7824880754934
3500,903958.2769831124,3.6662071362685533,43.99896304713956,9337.73988095216,30.949126567146195,151.9752207560799
3600,904013.9243938508,3.5471927455798213,41.89990355849824,9242.668305878171,32.17124801050916,163.67087469578456
3700,904092.7601685891,3.7225793231913955,41.926513370424075,9191.172923138607,33.306371439184524,165.00600944469085
3800,904059.7183143145,3.7123601548016834,42.3241550604085,9270.621163055474,34.673413777904244,162.1569272116227
3900,904122.1234253984,3.7159232142968213,43.53066792069286,9127.085811699995,37.77300601851896,172.5977942301979
4000,904205.7372929563,3.8103926269993056,44.348281931831366,9083.640506858912,37.55606054189377,177.89122979006584
4100,904191.8634131055,3.8073897159885455,44.99324927845034,9086.109740906024,40.195371504205596,173.96931027877474
4200,904244.7214364944,3.800308196260722,43.194897102042674,9102.574380928301,40.3625929313876,181.7496575648144
4300,904206.7153455722,3.9505785808799367,43.122937723460176,8963.471480110924,39.48446371157005,184.57098439660902
4400,904300.8544175023,3.8771600365109506,45.48269499386305,9022.025208984654,43.45116824125166,189.93270591578235
4500,904368.1309376855,3.9446915572211183,43.267579644066814,8972.788981145766,42.056192357973224,196.33208081647254
4600,904312.0845930063,3.9080601748286132,45.98831619751168,8921.881700109643,44.47387443101526,197.81604279435547
4700,904418.4670795078,4.010899903181912,45.16701956211765,8898.876730615333,45.9061583073669,193.92692699575713
4800,904438.6919614833,4.050717897778079,46.65885314423123,8845.777881642472,44.88920180676812,206.2083170520728
4900,904466.9084786478,4.009205803517895,46.63519582386843,8816.46304584395,46.50423002019428,205.94322627270012
5000,904498.3143045824,4.072811000550971,45.273373945967236,8735.262404250576,48.64581143181719,209.54208380363002
