milliseconds,Susceptible,Infected,Asymptomatic,Susceptible_quarantined,Exposed_quarantined,Recovered
0,902620.5666579664,1.022429810356424,115.80981200257264,10753.093283551842,-1.072139737126018,-0.1112057175234951
100,902732.4573498142,1.2576981702481496,107.35800501579422,10738.841044324508,1.6411451452130024,4.295822563286622
200,902688.0144532421,1.389463442734646,99.58164852517682,10731.801776530807,0.09554180457007477,11.257582014115972
300,902782.4306378156,1.5275701224102674,94.83286606595829,10638.916143325638,2.9207684941557526,22.013703002316575
400,902868.9463766641,1.7084414433732977,89.49074980395739,10644.30770617439,2.182439200808016,31.009614060256368
500,902848.8429992752,1.6979792533447056,83.86021803307312,10611.655144967433,3.6855952967117718,37.172660534383795
600,902918.056444958,1.808329614152351,78.8374318787801,10540.38434506869,2.47381614477678,46.59586392521924
700,902965.8722748609,2.041095454871448,77.0338280311174,10487.13342411908,4.182217590831087,51.585401065486366
800,903039.5927739822,2.1338746096347694,73.75466826466413,10466.345448923908,3.799908242020764,57.17290582981079
900,903045.9004361061,2.152659141515946,68.6767355062671,10392.149051979188,5.129936665864879,62.577359818199106
1000,903025.5140148083,2.2506048752492287,67.20817261310731,10403.232384128794,7.671647737698651,61.09899336054306
1100,903120.3726459808,2.4335600091633456,63.31046812622268,10317.204613140704,8.616091650513612,70.26845391591623
1200,903124.9055770184,2.5065942634652276,62.75637271528817,10228.994557589545,7.111849602414324,65.70105581240642
1300,903224.2170149412,2.5687162704051203,59.34598371560851,10232.070872811186,8.853311747971619,74.57670249495862
1400,903259.1771634554,2.5158590675052426,55.5962252908916,10131.502035581125,9.91321895030845,81.25416802489286
1500,903264.6937727467,2.694293113760339,54.649981715221486,10076.683612697201,11.253595430659942,79.6044775562274
1600,903258.3447714533,2.7051572427242463,55.41947006045039,10124.287050070452,12.420437819544027,92.1480234620188
1700,903316.3936900655,2.8621787613308762,51.49220907899482,9999.948279673154,13.227198320408943,97.64014048301418
1800,903396.3539447935,2.923876180942,52.22965584200159,9949.050126790191,15.790286964352964,100.11286947097099
1900,903450.4128155502,2.8933420639436007,50.392347398815005,9959.071412190082,14.458455866414866,99.38464914214038
2000,903420.9834458799,2.9389676021713207,49.95236437190735,9919.380114903039,17.134206682448003,108.8594469929546
2100,903441.7085313307,2.9515611333019516,48.834617875455756,9832.289961641614,16.929832568512545,110.18296539063411
2200,903523.3371782153,3.1250588350243302,46.053079955034725,9818.815077329573,17.121377737308563,106.6538825442097
2300,903536.8205974171,3.047574604640115,46.93005479935277,9814.337680908115,19.56900729413873,108.73370144639355
2400,903648.3539617056,3.1713260167621806,47.21470907108022,9821.566683527659,21.542452609343083,122.53584688512794
2500,903663.1737486847,3.193374674288049,47.02197580905333,9719.094675229937,20.35737274788001,121.06173257579258
2600,903689.1575871105,3.273385266168564,45.158013327110496,9677.598616450774,21.763962106464394,129.5081905080889
2700,903764.8362718058,3.201957776234463,44.26311869070577,9607.745322045725,24.536572653137494,125.94979377117063
2800,903778.3492014259,3.323432657498615,45.259121003491586,9547.893043248725,24.060409351722324,134.81247701604354
2900,903782.1956180165,3.423298510646756,45.21636031541841,9587.41036805088,24.946752246916077,139.49427440835356
3000,903802.3649476113,3.432153929936457,43.37932233252054,9473.164760840093,25.68834671753612,139.56342856354016
3100,903901.7312518785,3.515005359217241,44.44750809704661,9498.104536239189,28.72800900517461,145.7096394546298
3200,903930.4841446083,3.4980106249196785,42.30288881248158,9403.42186859064,29.950169726768106,149.42215334122545
3300,903898.0353603988,3.5069803594088094,42.953401556888295,9415.49222252658,31.01223496701592,148.75835413312666
3400,903922.5614729248,3.5474097763026955,42.31907686317111,9308.293643969519,31.285266557125883,149.8632183451053
3500,903983.1173681461,3.6549645292829966,43.88329129204256,9312.14717632936,30.99582602851371,152.50624953082144
3600,904015.4485618838,3.615759946278155,44.06660902118666,9276.095284373392,33.918355169252266,153.9147178838181
3700,904046.6353652664,3.6677268420788,43.57357019316857,9292.299798817252,33.559832700600346,165.25575036418178
3800,904105.4246434957,3.762214587580751,44.13527786193691,9162.161998781854,35.414726417523845,162.7136390055432
3900,904134.8719487566,3.8122155084655858,45.18319314860886,9208.813950559128,35.88420903209422,165.83756902131162
4000,904131.80145195,3.838133695977285,44.84965277134314,9191.107617894546,37.82175484840797,173.23612994562077
4100,904188.9134795545,3.8115869282118053,43.96664863156892,9123.764430109133,39.29813354348276,174.21027630992543
4200,904179.1557172547,3.8131686953593764,43.50916880503572,9026.039831798444,39.7487606166772,182.16784628331047
4300,904249.1579818135,3.9484225285543992,45.089615024049394,9080.634849157297,39.918080959050016,179.5611117796017
4400,904331.6275346433,3.9202433727356953,44.52854071046934,8936.341709242313,41.266250050062204,187.54591043140678
4500,904345.7966610327,3.9773616078774103,44.99371031077083,8945.194189131695,43.24206730689172,194.1330034440456
4600,904365.8663438797,4.066363393596281,43.455873553624045,8930.588490921715,42.83017374142951,201.2984973079952
4700,904371.2285884138,4.094772097344583,45.703015972108886,8837.883946755239,45.47595156648994,195.81102156846646
4800,904381.7388500815,4.0595917515509905,46.30100000897805,8875.173778845428,47.47476276742617,201.55811677036777
4900,904400.3658029027,4.038722949497007,46.843429109097976,8853.396084945363,45.95279700677374,206.3669434575071
5000,904462.9652082465,4.083446567761004,47.41468171213104,8705.400936378852,47.01966356714826,213.63966408213068
