milliseconds,E,E_P_1,P,M,M1,E_M1,E_M,T,E_P_2,P2,P21,E_P21,E_P2,E_P1
1200,7.935442165331267e-05,6.249981964746063e-05,0.9934580064207208,0.0061383977146068636,1.1480333196776092e-10,8.720828396960807e-15,3.4989099148173904e-07,4.4259194981053903e-05,7.515808647416719e-06,0.0002889684656905297,1.240906592701546e-13,2.6305270351680896e-25,2.4801145366192955e-09,0.0
1300,7.934671023679504e-05,6.245983342430497e-05,0.9929189258758719,0.0066455539016234,1.3470886756576734e-10,1.0266611273088015e-14,3.7887907317843034e-07,5.194206573342677e-05,7.51099957293793e-06,0.00031322552790853377,1.4586007215607512e-13,3.3519669960409304e-25,2.6922635356739898e-09,0.0
1400,7.933902150774331e-05,6.241989345180696e-05,0.9923801901155147,0.0071517730108791614,1.5618901337819398e-10,1.1937098048000788e-14,4.078079743262042e-07,6.0233662278480033e-05,7.5061958330894355e-06,0.0003374661638062545,1.693826760383816e-13,4.194340076543194e-25,2.904228127006566e-09,0.0
1500,7.933135523849391e-05,6.237999925391291e-05,0.9918417987423745,0.007657056661316113,1.7924037597420166e-10,1.3731984742229661e-14,4.3667786606698824e-07,6.913274438626524e-05,7.501397943208774e-06,0.0003616903917387568,1.946572843910562e-13,5.16694239569877e-25,3.1160086748708766e-09,0.0
1600,7.932371137491747e-05,6.23401507473238e-05,0.9913037513601319,0.008161406468709559,2.0385956623519534e-10,1.5650967572342313e-14,4.6548887449109055e-07,7.863807394110754e-05,7.496605897148714e-06,0.00038589823033231705,2.2168271162058278e-13,6.279059977931337e-25,3.3276055283153263e-09,0.0
1700,7.931609009376255e-05,6.230034818736445e-05,0.9907660475737373,0.008664824044856079,2.3004319971054913e-10,1.769374422919773e-14,4.942411298715132e-07,8.87484154778346e-05,7.4918191145258276e-06,0.0004100896985026272,2.5045777314943153e-13,7.539967975910045e-25,3.5390193070327978e-09,0.0
1800,7.930849123289145e-05,6.226059128247439e-05,0.9902286869884735,0.009167310997907213,2.577879014224073e-10,1.986001288963785e-14,5.229347819301062e-07,9.94625370468613e-05,7.487037882080381e-06,0.00043426481462297093,2.809812864572032e-13,8.958919236980033e-25,3.750250351176132e-09,0.0
1900,7.930091467912246e-05,6.22208798185874e-05,0.9896916692105611,0.009668868932259747,2.8709030246842775e-10,2.214947271143308e-14,5.515699817877687e-07,0.0001107792095313058,7.482262358608827e-06,0.0004584235971003335,3.132520703435175e-13,1.0545152376862466e-24,3.961299061108375e-09,0.0
2000,7.929336051789919e-05,6.218121392518444e-05,0.9891549938470295,0.010169499449978895,3.179470360893961e-10,2.456182269451871e-14,5.801468248746503e-07,0.00012269720527797242,7.477492216219349e-06,0.000482566064598736,3.4726894408203263e-13,1.2307901070370799e-24,4.172165794187262e-09,0.0
2100,7.928582872544265e-05,6.21415935466653e-05,0.9886186605057138,0.010669204148957096,3.503547438149063e-10,2.7096763037796448e-14,6.086654312091238e-07,0.0001352153000939572,7.472727396932767e-06,0.0005066922355806193,3.8303072874436406e-13,1.4256379518005662e-24,4.382850903408865e-09,0.0
2200,7.927831916163546e-05,6.210201843012942e-05,0.9880826687952529,0.011167984622871451,3.843100756054149e-10,2.9753995170496236e-14,6.371259472533936e-07,0.00014833227329279878,7.467968130171003e-06,0.000530802128296244,4.2053624723068625e-13,1.639978211002238e-24,4.59335473830082e-09,0.0
2300,7.927083175329179e-05,6.206248843642488e-05,0.9875470183250799,0.011665842462347826,4.198096861314829e-10,3.253322102657123e-14,6.655285033667322e-07,0.0001620469064497479,7.46321448072106e-06,0.0005548957610584071,4.597843234692882e-13,1.8747292225740104e-24,4.803677644228607e-09,0.0
2400,7.926336660714699e-05,6.202300370800362e-05,0.9870117087053265,0.012162779256122986,4.5685023207404606e-10,3.543414313430968e-14,6.938732218669142e-07,0.0001763579822676199,7.458466059510089e-06,0.0005789731524228732,5.007737818427972e-13,2.1308088620759253e-24,5.0138201078333905e-09,0.0
2500,7.925592359506876e-05,6.198356401978321e-05,0.9864767395470508,0.0126587965873905,4.95428381476291e-10,3.845646502693658e-14,7.221602346680742e-07,0.00019126428823516302,7.453723070849517e-06,0.0006030343205412438,5.435034491839522e-13,2.4091323304608925e-24,5.223782424028456e-09,0.0
2600,7.924850266442888e-05,6.1944169264874e-05,0.9859421104620669,0.013153896036534973,5.355408067459781e-10,4.159989093537502e-14,7.503896700829243e-07,0.00020676461388963112,7.448985528819448e-06,0.0006270792836451812,5.879721532822369e-13,2.710613809411791e-24,5.433564945173955e-09,0.0
2700,7.924110379772989e-05,6.190481939002004e-05,0.9854078210628301,0.01364807918137427,5.771841848542756e-10,4.4864125913933015e-14,7.785616560439775e-07,0.0002228577507049997,7.444253359025357e-06,0.0006511080599899976,6.341787229406443e-13,3.0361664175133518e-24,5.643168088899484e-09,0.0
2800,7.923372696652144e-05,6.18655143251513e-05,0.9848738709626288,0.014141347596026562,6.203551992397899e-10,4.824887578169385e-14,8.066763202338831e-07,0.00023954249306729826,7.4395265151630016e-06,0.0006751206677747608,6.821219883645874e-13,3.386701755944216e-24,5.852592252184793e-09,0.0
2900,7.922637210569404e-05,6.182625394408645e-05,0.9843402597756908,0.014633702850278334,6.650505408706674e-10,5.17538470898228e-14,8.347337901581306e-07,0.00025681763881866735,7.434805044040263e-06,0.0006991171250977297,7.318007813788437e-13,3.763129655056422e-24,6.06183776343258e-09,0.0
3000,7.921903916467495e-05,6.178703814279594e-05,0.9838069871169713,0.01512514651084304,7.112669061293424e-10,5.537874718667837e-14,8.627341930002552e-07,0.00027468198817382937,7.430088956081378e-06,0.0007230974500451094,7.83213934995498e-13,4.166358679080961e-24,6.2709049779190404e-09,0.0
3100,7.921172809037077e-05,6.17478668133264e-05,0.9832740526022231,0.015615680140941739,7.590009975172936e-10,5.91232841961186e-14,8.906776556700803e-07,0.0002931343440810972,7.425378268472126e-06,0.00074706166066148,8.363602835578937e-13,4.5972959579707954e-24,6.479794245991809e-09,0.0
3200,7.920443882716751e-05,6.170873984380066e-05,0.982741455847997,0.016105305300303102,8.082495236550442e-10,6.298716701750112e-14,9.185643048037176e-07,0.00031217351222237406,7.420673005159828e-06,0.0007710097749497966,8.912386627406341e-13,5.0568471874008685e-24,6.688505913069961e-09,0.0
3300,7.919717147690527e-05,6.166965737188781e-05,0.9822091964704412,0.01659402355140836,8.590091907489813e-10,6.697010461957708e-14,9.463942608415286e-07,0.00033179829582382774,7.415972788796018e-06,0.0007949418111760662,9.478479078924772e-13,5.545918689198954e-24,6.897040561229939e-09,0.0
3400,7.918992590909959e-05,6.163061916722304e-05,0.9816772740882264,0.01708183644427547,9.112767233824619e-10,7.10718077609195e-14,9.741676524571794e-07,0.0003520075082996904,7.411277834968731e-06,0.0008188577871270011,1.0061868580738718e-12,6.065412391102841e-24,7.105398420581082e-09,0.0
3500,7.918270206909217e-05,6.159162511965344e-05,0.9811456883202326,0.01756874552848843,9.65048848078805e-10,7.529198762978904e-14,1.001884605150335e-06,0.00037279996325633835,7.406588166183492e-06,0.0008427577206969035,1.0662543528649684e-12,6.6162297956581e-24,7.3135798346196744e-09,0.0
3600,7.91754999040387e-05,6.155267512197017e-05,0.9806144387861059,0.018054752350308064,1.0203222972491626e-09,7.963035617081365e-14,1.029545243986489e-06,0.00039417447689313084,7.4019038006508945e-06,0.000866641629746705,1.1280492331322755e-12,7.19927102696045e-24,7.521585148459309e-09,0.0
3700,7.91683193582306e-05,6.151376906249609e-05,0.9800835251062922,0.018539858452489386,1.0770938094420632e-09,8.408662610563771e-14,1.057149693770144e-06,0.0004161298681541653,7.397224764219616e-06,0.0008905095320950584,1.191570341077122e-12,7.815434770401624e-24,7.729414701766071e-09,0.0
3800,7.9161160373095e-05,6.147490682508584e-05,0.9795529469020382,0.019024065374281602,1.1353601293434077e-09,8.866051093292185e-14,1.084698079044811e-06,0.0004386649587282762,7.392551090376422e-06,0.0009143614455183361,1.256816520235654e-12,8.465618272669326e-24,7.937068828758534e-09,0.0
3900,7.915402288719479e-05,6.143608828912574e-05,0.979022703795391,0.019507374651428114,1.1951180077764716e-09,9.335172492834302e-14,1.1121905240930117e-06,0.0004617785730490356,7.387882820246163e-06,0.0009381973877506316,1.323786615478837e-12,9.15071734174727e-24,8.144547858207766e-09,0.0
4000,7.914690683622856e-05,6.139731332953388e-05,0.9784927954091982,0.01998978781616652,1.256364201701905e-09,9.815998314459454e-14,1.1396271529362754e-06,0.000485469538294753,7.3832200025917756e-06,0.0009620173764837584,1.3924794730124543e-12,9.87162634691515e-24,8.351852113437323e-09,0.0
4100,7.913981215303069e-05,6.135858181676002e-05,0.9779632213671076,0.020471306397228616,1.3190954742177321e-09,1.0308500141138604e-13,1.1670080893351413e-06,0.0005097366843884756,7.378562693814282e-06,0.0009858214293672505,1.4628939403771094e-12,1.0629238218748666e-23,8.558981912323254e-09,0.0
4200,7.913273892651932e-05,6.131989386383236e-05,0.9774339812922533,0.02095193192680815,1.3833085841625293e-09,1.0812649535736812e-13,1.1943334547702276e-06,0.0005345788381959434,7.373910553424503e-06,0.0010096095643160551,1.5350288644190614e-12,1.1424446964097443e-23,8.765937825049961e-09,0.0
4300,7.912568733226218e-05,6.128124971843851e-05,0.9769050748078302,0.02143166593751704,1.4490002906571347e-09,1.1328418083739128e-13,1.221603369324174e-06,0.000559994826060135,7.369263020755817e-06,0.0010333817993761205,1.6088830921766377e-12,1.2258146567450618e-23,8.972720561513004e-09,0.0
4400,7.911865708887608e-05,6.124264891802921e-05,0.9763765015415873,0.02191050993855576,1.516167388661642e-09,1.1855777727751045e-13,1.2488179585863545e-06,0.000585983493644178,7.364620698445245e-06,0.0010571381516720929,1.6844554778199424e-12,1.313122238974753e-23,9.179330089797665e-09,0.0
4500,7.911164814878868e-05,6.120409136344148e-05,0.9758482611201178,0.02238846544599403,1.584806663792563e-09,1.2394700342443454e-13,1.2759773448789486e-06,0.0006125436807166459,7.359983594421943e-06,0.0010808786387444954,1.7617448738324581e-12,1.4044562098046364e-23,9.38576675634232e-09,0.0
4600,7.910466046330004e-05,6.116557695374338e-05,0.9753203531708006,0.022865533972471885,1.6549149076901835e-09,1.294515787912019e-13,1.3030816502410853e-06,0.000639674229727454,7.35535171983315e-06,0.0011046032780949334,1.840750134010314e-12,1.4999051948180695e-23,9.59203090495415e-09,0.0
4700,7.909769398258268e-05,6.112710558623401e-05,0.9747927773218009,0.023341717027199702,1.7264889180185679e-09,1.3507122365718062e-13,1.3301309964288439e-06,0.0006673739858078611,7.3507250890441885e-06,0.0011283120871860952,1.9214701134622885e-12,1.599557678475958e-23,9.798122876809155e-09,0.0
4800,7.90907486556816e-05,6.10886771564435e-05,0.9742655332020699,0.02381701611595817,1.7995254984655522e-09,1.4080565906806823e-13,1.357125504915252e-06,0.0006956417967704675,7.346103719638465e-06,0.0011520050834417507,2.003903668609806e-12,1.703502004116746e-23,1.0004043010452144e-08,0.0
4900,7.908382443051421e-05,6.105029155813302e-05,0.973738620441345,0.024291432741098313,1.8740214587427504e-09,1.4665460683589194e-13,1.384065296890289e-06,0.0007244765131092172,7.341487632417468e-06,0.0011756822842467526,2.0880496571869397e-12,1.8118263739564242e-23,1.0209791641796741e-08,0.0
5000,7.907692125387039e-05,6.101194868329476e-05,0.9732120386701493,0.024764968401541472,1.9499736145855504e-09,1.5261778953900836e-13,1.4109504932608817e-06,0.0007538769879993955,7.3368768514007686e-06,0.001199343706947036,2.1739069382404085e-12,1.924618849088522e-23,1.041536910412538e-08,0.0
