miliseconds,RI,RII,lRIRII,lRIRII_endo,RI_endo,RII_endo
0,20.028193114184404,19.992907065672604,0.0002636106866972309,39.934473417180676,0.18036052607118905,-0.30368666745084244
100,20.163671307590164,19.775340369105628,0.0012996915934365475,39.82152360603282,0.8314837935585881,0.9931022947891119
200,20.348964443559193,19.59458555721319,0.0021712717504491852,39.70465680591023,1.634283748690479,1.688110447026391
300,20.677147659562603,19.46399342673106,0.0033152279878875543,39.6445299951724,1.8377411060658915,2.2351641889529983
400,20.773421140978815,19.329704009937164,0.004507049193178914,39.55067005978871,2.307670522596009,2.8036096197723204
500,20.998051690267335,19.16888382861207,0.00526365040398751,39.27535032466082,3.536919848613,3.293301437692277
600,21.168427665499724,19.040492053717017,0.006128803753588194,39.20577988678137,3.691209340436378,3.9180471715518252
700,21.305400318426482,18.81677638091062,0.007093753316761647,39.110292604967874,4.314666672184437,4.665883553855628
800,21.449412206644748,18.72375643449765,0.007512003700959962,38.89965498000321,5.944941845000167,5.251932807502645
900,21.68980446278095,18.599648028010325,0.008111220719984812,38.89222002125597,5.946225705081824,6.0756152736025735
1000,21.852287032654655,18.472355889503554,0.009151091303631,38.73904603587526,7.387971941702008,6.206838499296608
1100,22.041106591204123,18.349915200940682,0.009740232154932145,38.599778037544375,7.093513310377511,6.610534987765815
1200,22.248841296827692,18.27806193483637,0.01013379929773282,38.51698030749488,8.41112768649971,7.665857551185336
1300,22.281646058102652,18.17132896979419,0.010579003610199658,38.36196496656286,8.755168339633979,7.947250770020698
1400,22.469779730555167,18.006954286189295,0.011375428654400697,38.20998922743646,9.831553938868577,8.945721887313034
1500,22.537458339072664,17.982152867481435,0.011696582412599157,38.0124025173106,9.9239559719748,9.148613810479617
1600,22.734095533362098,17.833020799434287,0.012417658475768766,37.986468958860726,10.840861332158406,9.419700101884837
1700,22.803953407283814,17.756830686477368,0.013007569916359334,37.83883438785885,11.663829113268314,10.522032010749081
1800,22.988198664440674,17.68840483647439,0.013389768490297797,37.739819996872214,12.316038591318964,10.57827245023266
1900,23.184320100315073,17.66277704171361,0.013403759943582795,37.5059918770291,13.52748993143696,11.621919749004338
2000,23.3385960701153,17.5981675944423,0.013805633333502999,37.427265109380706,13.600571201289815,11.860681918507314
2100,23.404257963274542,17.486059073677257,0.014539509147757803,37.26134569260495,14.972484614174686,12.557852175310765
2200,23.608062573591535,17.4321623058626,0.014786983830618695,37.24058441776881,15.757900334911172,13.107537438629805
2300,23.578035563433353,17.333364204573986,0.014816954085606127,37.11533838010466,16.69894146164133,13.43357819168081
2400,23.753053572233313,17.277982312655144,0.015480889043113264,37.01796258759587,17.229435586738923,14.246590879651645
2500,23.83089479936347,17.241295139444137,0.01547713279713076,36.820148308852275,17.551268464064538,14.622900945053912
2600,24.08766378681166,17.159537270413992,0.016032477912008666,36.654706484371154,18.082309626651263,15.105241475821876
2700,24.093901910674496,17.149340146125965,0.015927709588706068,36.529710200469474,18.897088597935195,15.872394820967722
2800,24.15586703960295,17.107439291535382,0.016198051414192727,36.42820373194465,20.280453744687613,15.884941812736699
2900,24.399620202994583,17.07735837150033,0.016438756540100106,36.34916263785311,20.85672013897342,16.85324846565013
3000,24.400300603107798,17.012515247778875,0.016678340034141374,36.23753258006066,21.08560478368741,17.060376897772567
3100,24.568704035349818,16.94221512953847,0.017067674788607587,36.14373470964936,22.23021425894232,18.101072206646037
3200,24.586827578948377,16.993427536921,0.017196523697624717,35.91082762272018,23.06465178695594,18.588498245621903
3300,24.814514162868218,16.919735072509635,0.017428501489716426,35.802286829241815,23.753747443359284,18.879020839399864
3400,24.845026696464675,16.895024604202877,0.01787445681967389,35.771544359586144,24.62767091814069,19.401375515831113
3500,24.929040265378635,16.900407606173,0.01791104754217023,35.66217597986643,24.8665253129747,19.4902980590567
3600,25.149205636327956,16.86473223719639,0.018105552381999703,35.45293098078966,26.146408171016194,19.85104090515892
3700,25.269217777226192,16.789577337971416,0.018446019276410944,35.28655321744467,26.798533774115597,21.117056569294355
3800,25.239002223359837,16.78647706770816,0.018411488789479697,35.325422612123006,27.623753306508046,21.557822028634323
3900,25.415301640074784,16.751884409933538,0.01825190481283179,35.16491506186336,28.58754828894046,22.012229484789017
4000,25.433770399781263,16.79159588313948,0.018710317991487126,34.939361780111476,28.66014065124978,22.47819869014359
4100,25.64279783118864,16.766444354592924,0.018962682199990987,34.981937998177074,29.52696910269462,22.70387088274541
4200,25.63821920069499,16.70297114504118,0.019148004493938595,34.87005277758056,29.94117070988377,23.33768977459009
4300,25.652053556396094,16.69166195927771,0.018824149132552554,34.588370468385854,31.104388448167597,23.99816645903511
4400,25.812016528039337,16.732309882422022,0.019381800090638786,34.567573326284524,31.675447920734037,24.159489263740316
4500,25.81992796735586,16.732013944983187,0.01944915820101031,34.390740281089734,32.51908982665651,24.90054589879884
4600,25.930965178092872,16.693989159325785,0.019574627676573305,34.25526686382629,33.68079203569557,25.070436470207206
4700,25.992790238880982,16.696861519640308,0.019460149592720608,34.257916184119125,33.85254657359207,25.874982747739534
4800,26.076209056625274,16.691942496491592,0.01978985045220643,34.12709309401874,34.43200639372874,25.779090968550282
4900,26.213071118212365,16.706212824038523,0.019885326679396662,34.00978028209287,35.9894475840507,26.187122547309695
5000,26.29961776488823,16.647056197083398,0.019844160641295,33.805245712570134,36.51604468389756,27.148396409805777
