milliseconds,IPTG,C1,C2,A1,A2
0,5.0,20.0,20.0,0.1,0.1
100,5.0,18.78491861519599,20.258051241122086,0.2912961232964551,0.16747292493136784
200,5.0,17.660433642537797,20.52049467198249,0.4685158682795759,0.2343631557932418
300,5.0,16.619269760844674,20.78368676073444,0.6327038412255886,0.3006921892298452
400,5.0,15.654845558155445,21.044875564357508,0.7848222964576673,0.36646996916439495
500,5.0,14.761178586897715,21.302071732097215,0.9257583614309971,0.431697948344823
600,5.0,13.932799832245678,21.553899381714825,1.0563313188885222,0.49637184748225044
700,5.0,13.164694303599612,21.799467224079354,1.1772980062687237,0.5604836451019435
800,5.0,12.45224968162826,22.038248914520107,1.2893580474510722,0.6240231604986495
900,5.0,11.791213446870549,22.26998501435087,1.393158653289671,0.6869792409931801
1000,5.0,11.177686528743976,22.494669898236207,1.4892957791461614,0.7493398943401568
1100,5.0,10.60806771872164,22.712431615244014,1.5783207848295417,0.811093709206576
1200,5.0,10.079018881292424,22.923476515343335,1.660744439763012,0.8722303895185666
1300,5.0,9.587454239719918,23.128068965106863,1.7370393881937043,0.9327407862850038
1400,5.0,9.130521083659946,23.326503313919407,1.8076431576732745,0.9926170440352398
1500,5.0,8.70558736822465,23.51909411358199,1.8729604701113705,1.0518525274824173
1600,5.0,8.310232584751633,23.706182809021346,1.9333648865811257,1.1104416279630325
1700,5.0,7.9422217155653305,23.88811053952488,1.9892020096101382,1.1683800444706078
1800,5.0,7.599491527305362,24.065211106006196,2.040791683539577,1.22566475746568
1900,5.0,7.2801373033324674,24.237804803554674,2.088430085265697,1.2822939973065997
2000,5.0,6.9824016049858635,24.406194205531747,2.13239162905763,1.3382671781892506
2100,5.0,6.7046676040813935,24.57066908416703,2.172930315078671,1.3935847091972897
2200,5.0,6.44544664998879,24.731504760241005,2.210281392407183,1.4482479467628528
2300,5.0,6.2033677918470636,24.888961465915624,2.2446628473076005,1.5022591344483676
2400,5.0,5.977168336903421,25.043284593698754,2.276276779637159,1.555621331007831
2500,5.0,5.765685551814313,25.194703878728266,2.30531060226413,1.6083383694691111
2600,5.0,5.567849740662068,25.34343452017275,2.331938191886128,1.6604147688433906
2700,5.0,5.38267343913993,25.489676452506853,2.356321243959433,1.7118556933774294
2800,5.0,5.209252030083971,25.63361902116546,2.378609488461109,1.7626668292993133
2900,5.0,5.046743231045724,25.775434637234824,2.3989431554933476,1.8128544189656002
3000,5.0,4.8943816024467655,25.915289390687356,2.4174512849396232,1.8624250974053844
3100,5.0,4.751450068723708,26.053333833633797,2.4342555451759234,1.9113859267471622
3200,5.0,4.617302063751601,26.189712994573295,2.44946759925588,1.9597443218504484
3300,5.0,4.491331879221872,26.324560590668,2.463192752076392,2.0075079770125
3400,5.0,4.372988369718186,26.45800170351421,2.475528139250332,2.054684922152176
3500,5.0,4.261759804585386,26.59015443577834,2.486565052741987,2.1012833676715825
3600,5.0,4.157175143797651,26.721127242917827,2.4963882077420756,2.147311796894711
3700,5.0,4.058797002143644,26.851022543886987,2.5050772194238604,2.1927788305361777
3800,5.0,3.966224332577421,26.97993503580729,2.512706031660249,2.237693272507202
3900,5.0,3.8790813117965053,27.107953045571634,2.5193443769941135,2.2820640310807296
4000,5.0,3.797026097274079,27.235159120737833,2.5250569781521026,2.325900129558929
4100,5.0,3.7197382481165655,27.361630038121156,2.529904920273339,2.369210650351178
4200,5.0,3.646924466605316,27.487437357999468,2.533945103480281,2.4120047481519182
4300,5.0,3.5783124995372972,27.612647976097776,2.537231064749615,2.454291598764796
4400,5.0,3.5136502819403055,27.737323854673964,2.539812948158256,2.4960804093691165
4500,5.0,3.4527041028004075,27.86152269977004,2.541737864312441,2.5373803872397627
4600,5.0,3.395257032916235,27.985297983307277,2.5430500841129455,2.5782007290666407
4700,5.0,3.341107191362559,28.108699025819817,2.5437912148849664,2.618550612598591
4800,5.0,3.290066942289809,28.23177152101292,2.5440004485666114,2.6584391727720806
4900,5.0,3.2419624529002227,28.354557402359713,2.5437146084445437,2.6978755009483173
5000,5.0,3.196631131744539,28.477095282691536,2.5429684785101774,2.736868622730398
