milliseconds,Susceptible,Exposed,Infected,Recovered,Total_population
0,315272528.345665,14344384.69313103,300382.0993256606,-16402.885840975196,330052960.0
100,315182052.9880523,14239111.042357735,472414.0380289428,22285.38404052359,330052960.0
200,315253865.76239675,14036535.173857884,1011722.629168308,-16621.142478840433,330052960.0
300,315277155.2341804,13536271.993278341,1072477.17955083,4717.152996779282,330052960.0
400,315106264.1883946,13448281.613692354,1484820.6332280235,57773.15290913468,330052960.0
500,315177462.22287613,13033686.418378133,1502581.7238700918,42640.00634949727,330052960.0
600,315273630.28040284,12936291.577351708,1921914.788761851,67571.64587551233,330052960.0
700,315246541.3190417,12784626.617948072,2039205.0583570027,73783.74823514445,330052960.0
800,315117623.65837777,12418383.954239529,2295528.742846181,49392.45408559344,330052960.0
900,315121691.8030074,12268193.505402057,2693733.9222644167,68150.13799911011,330052960.0
1000,315014465.23238367,12231932.107577946,2564788.1344055226,65451.265127776765,330052960.0
1100,314919146.60043603,12002455.956114762,2798070.10000337,74711.89083907874,330052960.0
1200,314891459.5958543,11743180.77891316,3176140.6554378364,83459.00215846371,330052960.0
1300,314828677.2051517,11559406.686182119,3649868.4033400654,167546.5137030763,330052960.0
1400,314726004.835802,11545348.536231302,3632386.798579731,182539.87970839877,330052960.0
1500,314797011.7566686,11441345.271289242,3740304.4981614663,161002.8283004489,330052960.0
1600,314601764.2386107,11152385.684841854,4187798.227895716,159774.8716901131,330052960.0
1700,314695454.6263985,10846431.909789491,4021785.205760358,182046.1213740791,330052960.0
1800,314451621.36089057,10972528.448578157,4450020.357865288,219553.24009317748,330052960.0
1900,314409097.0146612,10662065.14007452,4546980.841816501,276842.35396040836,330052960.0
2000,314427227.4323745,10653253.793291898,4945296.571695444,263168.78179344296,330052960.0
2100,314323105.95443857,10422835.276043506,4745417.886514805,303282.71642388223,330052960.0
2200,314265332.8923335,10419151.591319533,4969301.237111818,334250.62617835985,330052960.0
2300,314181872.3819836,10124055.030706676,5266058.16615142,352792.3116184929,330052960.0
2400,314198331.8981304,9978032.080272403,5620474.178479385,443118.1133211379,330052960.0
2500,314085595.04558015,10083194.899831846,5630456.699419498,478637.1367064815,330052960.0
2600,313969282.37398285,9857151.590958895,5854638.975002852,480669.20609761646,330052960.0
2700,313813082.94141084,9742809.888549792,5959627.620143298,515818.3124607238,330052960.0
2800,313663306.05227417,9736907.227876648,6046841.606108408,571175.8619035371,330052960.0
2900,313552805.83838356,9720909.548838574,6235305.321480773,529478.5058975968,330052960.0
3000,313472184.0508191,9403652.979316154,6492606.848885176,598617.4156998146,330052960.0
3100,313400661.8495869,9287510.872237736,6748517.80883752,654336.7914249466,330052960.0
3200,313448252.11742365,9502587.27426285,6472456.173871612,688154.4358035743,330052960.0
3300,313168736.6439263,9476799.462187685,7007888.234410155,681304.8906166499,330052960.0
3400,313062546.0837426,9260255.5812665,7183951.260607025,770740.0578790097,330052960.0
3500,312909250.0444351,9169707.202043327,7007769.092804761,748593.522691635,330052960.0
3600,312981271.6114358,9256085.013476415,7263643.6720153345,808425.2711961054,330052960.0
3700,312858896.5205859,8959613.676240267,7517445.443587412,831572.0984489566,330052960.0
3800,312580171.1646391,8956983.702828351,7466780.149696251,913062.0073628407,330052960.0
3900,312680629.96408147,9076644.332211042,7640802.018616197,943334.3402122394,330052960.0
4000,312326621.94831604,8910863.074979553,7922299.467176715,964057.4096018428,330052960.0
4100,312223580.96873903,8868570.007899974,7769494.218431426,994586.3683335594,330052960.0
4200,312097642.92481524,8777972.691423533,7963351.721666099,1067644.2135186722,330052960.0
4300,312139142.00788516,8672071.833914757,7920634.857882137,1125360.7952918545,330052960.0
4400,312018902.4401419,8813167.04393725,8361012.770348595,1176423.705846915,330052960.0
4500,311868446.15397173,8560598.014067562,8398332.931979995,1168140.4931412833,330052960.0
4600,311658659.0368679,8792103.89498148,8691871.6786203,1258971.049671578,330052960.0
4700,311619362.2135967,8570388.669033492,8443479.731059568,1314023.431024019,330052960.0
4800,311441850.03487736,8426721.67271649,8701278.530090341,1300197.1507921072,330052960.0
4900,311194521.1033422,8551175.784219587,8814085.94953925,1406141.2857268841,330052960.0
5000,311145392.4058865,8444851.045855684,9050947.63034105,1425042.1266614357,330052960.0
