milliseconds,Susceptible,Exposed,Infected,Recovered,Total_population
0,315363389.2631482,14567015.065945419,415201.7550813705,-24756.77443207756,330052960.0
100,315402216.675275,14308953.71952148,351634.6301209053,-20001.372751888845,330052960.0
200,315182085.3146339,13838392.192447696,858917.1662314076,-35168.768817595286,330052960.0
300,315184557.5055692,13718083.7542918,1009859.8130111629,23168.02642226142,330052960.0
400,315198550.6704449,13394039.043442259,1414235.3401513367,-4699.499777423076,330052960.0
500,315267459.6115922,13151047.412759094,1586888.5815340888,-11762.89025592143,330052960.0
600,315296333.5291425,13029112.471080408,1737758.7692111365,52639.79200483977,330052960.0
700,315168896.44048524,12776399.117779981,1963531.9327794514,16981.2060558232,330052960.0
800,315105696.23873544,12580801.53396737,2313750.546595608,24068.111578713928,330052960.0
900,315088132.2762076,12230006.257146688,2447222.667802307,49884.6870850662,330052960.0
1000,315156111.6011163,12267208.942537364,2889774.879216529,124911.11769346756,330052960.0
1100,315067424.68423563,11809553.54954641,3004120.0407596193,103483.53650507318,330052960.0
1200,314883367.3384873,11708423.684577059,3007437.100106691,135514.216820799,330052960.0
1300,314931331.6976014,11585688.319964353,3182902.417480429,115273.89878524555,330052960.0
1400,314792403.2861063,11533668.482256247,3786686.349738288,120571.93366957182,330052960.0
1500,314650912.0042215,11123341.564178163,3581403.29259601,216730.44434154866,330052960.0
1600,314615623.87759537,11019400.215332136,4231644.085865915,173228.3195668799,330052960.0
1700,314609035.63662404,10903696.83803665,4038420.4367896486,217012.94768549473,330052960.0
1800,314615387.3708687,11010252.92953644,4263324.905745755,289734.91831038694,330052960.0
1900,314431520.707154,10645498.035313213,4344506.75446351,310496.4903082388,330052960.0
2000,314521837.78929675,10699258.244351102,4944944.949415139,314808.72422127385,330052960.0
2100,314339983.4497515,10454720.8286058,5002705.715542396,322983.99322972924,330052960.0
2200,314365640.0099378,10252999.47197778,5046321.403072301,384242.07645580446,330052960.0
2300,314068298.9062854,10195721.811747273,5090627.732153403,378781.78841237933,330052960.0
2400,314210821.74548274,10255541.148381623,5508869.048127231,384411.90108715254,330052960.0
2500,314076381.7772337,9963501.011809066,5366736.066331217,449543.84174205863,330052960.0
2600,313998630.02028936,9804489.96905329,5579336.970618487,481788.5400992355,330052960.0
2700,313734836.5080321,9894426.527193222,6077644.547367854,522782.72068602376,330052960.0
2800,313814960.67985815,9827284.514939072,5943295.121303637,549618.0109891976,330052960.0
2900,313705116.9992355,9768907.993502341,6228493.132549797,535939.6121181044,330052960.0
3000,313550288.8531287,9509512.252838101,6156840.118035395,630723.2970920028,330052960.0
3100,313423230.78210086,9604487.670309559,6690455.416377444,673173.5189890941,330052960.0
3200,313343366.48751193,9469211.068118501,6487526.286511609,653543.5310180143,330052960.0
3300,313366891.4880591,9315521.121670924,6748888.75979358,718656.0591412938,330052960.0
3400,313145936.41498864,9143029.968440846,6939907.560187368,772847.412599794,330052960.0
3500,313024200.26444197,9156531.663866853,6977658.778302095,738594.2021972638,330052960.0
3600,312833444.358154,8965315.68575335,7314723.950578278,852257.267206418,330052960.0
3700,312759418.9564739,9136930.597930387,7211822.133328141,838484.421089231,330052960.0
3800,312647679.6687574,9156323.989263134,7337125.896200491,923835.5896041854,330052960.0
3900,312578865.1527838,8786197.94700935,7525346.754281754,960814.1177222306,330052960.0
4000,312319791.9102727,8872437.925839525,7674695.7518459745,987611.5675260369,330052960.0
4100,312450308.69004536,8996098.946441036,7621075.737222016,993529.0486075992,330052960.0
4200,312148491.60787153,8826716.314540725,7742390.644830715,1106879.8259185427,330052960.0
4300,312076237.84147656,8912639.556407776,8361378.079467632,1132480.8910315307,330052960.0
4400,312041010.66123503,8845251.623302959,8321100.486642992,1170084.775020061,330052960.0
4500,311806218.3433579,8561394.142001737,8403761.459034845,1215685.5806422965,330052960.0
4600,311580410.3871488,8714309.456117963,8453069.345053483,1197862.5328347504,330052960.0
4700,311652944.5777061,8689367.604035836,8479753.344884273,1313689.801600456,330052960.0
4800,311472820.81884706,8469285.820858978,8683841.722054575,1286513.2313342553,330052960.0
4900,311396952.88009083,8644211.61710596,8778899.747215249,1382784.3124348703,330052960.0
5000,311119973.04424375,8505814.42055178,8892342.612716777,1432273.9927589481,330052960.0
