milliseconds,Susceptible,Exposed,Infected,Recovered,Total_population
0,315341105.98959833,14350336.065686803,480111.36015571054,29611.840719535514,330052960.0
100,315265693.01886535,14070978.4582912,714596.452982554,5089.294793332201,330052960.0
200,315323099.69841266,14018999.274920698,659770.1351337959,-23497.824346474055,330052960.0
300,315153814.24208975,13653153.533955028,1014040.0293770162,-13814.692006742884,330052960.0
400,315268634.28296477,13547246.865704365,1408642.852776763,-4358.525435068539,330052960.0
500,315208805.36737585,13301119.775972305,1580684.9524454817,-15483.635461096052,330052960.0
600,315125842.045515,13053464.614918552,2081598.8986733495,42974.78445919942,330052960.0
700,315212969.3521879,12855884.7859576,2280170.501137615,40482.749395031555,330052960.0
800,315102125.4153331,12520072.960091207,2406754.626069834,69874.9114948917,330052960.0
900,315150925.87962145,12306845.094009995,2681235.4622707367,34623.29004782413,330052960.0
1000,314952057.0683362,12099321.046578808,2752603.544348202,80410.91624991618,330052960.0
1100,315109529.8018302,12138140.749099318,3197535.003295259,109159.75308301473,330052960.0
1200,314941343.73120683,11686037.136846168,3428907.511079941,119733.62796290728,330052960.0
1300,314762175.00931513,11652498.222156115,3489425.9085121863,152620.37165846248,330052960.0
1400,314776469.13128436,11508484.070506204,3486191.439652501,148308.05299282054,330052960.0
1500,314695779.5145881,11297803.31127986,3613408.4497298254,174267.81914460336,330052960.0
1600,314735523.56002516,11260943.789896263,4099839.2933187447,199363.02776812855,330052960.0
1700,314530024.97925246,10888676.635943206,4437167.0871606665,210796.89644848433,330052960.0
1800,314619130.08292973,11018024.740909621,4393922.485448363,210649.49591063746,330052960.0
1900,314409553.53901535,10690641.310333066,4558516.32533046,234507.19206763772,330052960.0
2000,314411051.4608913,10666375.51533115,4698909.51921408,266777.1727216868,330052960.0
2100,314311423.66103876,10381733.288144268,4938666.484788712,279991.5528050816,330052960.0
2200,314277385.095777,10210841.648773136,4866395.232086106,361505.43491887825,330052960.0
2300,314185692.2943793,10264793.543387238,5321166.271949859,407831.5873827983,330052960.0
2400,314178884.8327799,10270287.15200261,5289843.698822515,427496.3337854814,330052960.0
2500,314122210.32697546,9865797.684795963,5438101.791497863,453482.71708218823,330052960.0
2600,313842832.7547723,9945066.887127487,5949269.281408031,483806.2616312747,330052960.0
2700,313865990.16626906,9952693.293057276,6004417.751716097,504588.3759292857,330052960.0
2800,313639668.3748184,9683088.144591413,5953932.571605021,536523.4438819027,330052960.0
2900,313597020.0931285,9693013.380102584,6003316.15620245,528662.7375811257,330052960.0
3000,313468217.2283202,9654595.942342967,6596503.160808338,631837.6292719031,330052960.0
3100,313461072.9574841,9448547.765366808,6657028.76745897,674892.3353557669,330052960.0
3200,313457381.70659673,9206988.889193654,6615063.322995401,692307.5506721648,330052960.0
3300,313354889.6519008,9244969.652359141,6744400.054218917,680024.9210960977,330052960.0
3400,313156278.89990455,9310674.080651062,7078199.146198949,724796.1942883293,330052960.0
3500,312958843.04755276,9078307.181754367,7253312.633812543,814911.5857738258,330052960.0
3600,313024461.8551131,9152846.277138134,7143400.711680436,812832.1747829911,330052960.0
3700,312683656.51227516,9011386.462244349,7552617.205039752,851529.0115153542,330052960.0
3800,312704042.5112456,9106071.728989925,7493970.58755717,862472.4473646188,330052960.0
3900,312568923.35124415,9018255.217355847,7461678.59173991,934313.0602303214,330052960.0
4000,312430630.6455458,9051517.316517768,7897839.009804237,970051.5631136316,330052960.0
4100,312424758.0016602,8957736.150107889,7685074.458182758,1009342.8397129927,330052960.0
4200,312111933.248565,8658559.952371072,7764100.058588278,1073155.6772486041,330052960.0
4300,312042431.6598203,8597007.178047251,8341605.364454995,1149237.125273536,330052960.0
4400,311932184.1809969,8603752.742869746,8359028.038983865,1155546.1960661514,330052960.0
4500,311945654.0464341,8787727.036034785,8346122.132839856,1233398.1277574087,330052960.0
4600,311657383.8829069,8577243.684939234,8704480.143769588,1262519.1717816542,330052960.0
4700,311436641.7763352,8588168.12294201,8510379.830255182,1299048.526050384,330052960.0
4800,311412084.28314495,8732072.035277542,8802788.547506541,1310124.3984159967,330052960.0
4900,311175510.9520472,8691166.000299485,8891719.273374135,1389171.6887948303,330052960.0
5000,311122139.923499,8640816.084524509,9146181.617738295,1430395.3943606827,330052960.0
