milliseconds,Susceptible,Exposed,Infected,Recovered,Total_population
0,315230758.7144214,14456459.432735452,208587.01925229508,36556.62908751612,330052960.0
100,315237176.3586037,14117010.482881378,351460.75764363166,-39274.3973185443,330052960.0
200,315292139.24696594,14048485.159385592,1050358.8783340843,32499.96235657823,330052960.0
300,315294499.9670322,13493052.775015557,1231316.5299505088,-225.6792563483159,330052960.0
400,315270308.66633254,13277274.159505444,1613516.6783864296,23255.09634779874,330052960.0
500,315104758.8266259,13063326.36049921,1824037.518450812,46793.094967434634,330052960.0
600,315217028.5049429,12927190.608185513,1792385.6647533919,76300.86432326262,330052960.0
700,315259567.965263,12874888.515838282,1859537.3345770466,30525.072960581794,330052960.0
800,315043045.817504,12523890.810420534,2141776.374945907,71149.22862678787,330052960.0
900,314962173.9168115,12429428.17535727,2559903.682766958,33983.49919845549,330052960.0
1000,315097302.08835316,12154843.1377602,2584602.5565868686,79647.19018597162,330052960.0
1100,314880506.6390499,11936620.89367817,3241680.5743751596,95001.72144396523,330052960.0
1200,315019992.8558694,11836405.381015403,3153938.9062034637,140918.24994848977,330052960.0
1300,314792542.4664808,11561052.424666688,3402105.019280048,112321.57306519733,330052960.0
1400,314944919.2830135,11298163.984595973,3618282.664333407,175055.74706789578,330052960.0
1500,314668985.6456347,11176479.244484609,3868424.1482247296,183996.80000774274,330052960.0
1600,314824249.0240642,11218904.00589842,4031050.1787210526,198860.27744833025,330052960.0
1700,314515980.61106974,11043467.241906578,4067123.216507148,224474.3075428704,330052960.0
1800,314478384.43627536,11013032.214128828,4600924.572581348,272492.309797543,330052960.0
1900,314605034.6950599,10754888.161932508,4631671.579560473,268692.7058608166,330052960.0
2000,314451531.24246615,10592215.683015272,4757383.953629861,307333.37045744265,330052960.0
2100,314290998.8229234,10465199.634171398,4680710.2921198765,350957.53710753535,330052960.0
2200,314390010.0276847,10413365.753207944,4901543.380845144,375122.7162888514,330052960.0
2300,314199542.80002016,10195954.366602032,5288835.276311593,377870.3351086597,330052960.0
2400,314122246.05237675,10238118.021892825,5466059.105131358,401757.1670701378,330052960.0
2500,313975949.6525966,10139656.779051049,5519927.426565323,456389.23255621374,330052960.0
2600,313917000.8004044,10058802.785437126,5549529.695906464,502490.773753602,330052960.0
2700,313865264.15852803,9823488.16800556,6073642.392574422,534397.9369026467,330052960.0
2800,313645939.17704403,9851674.662769154,6232608.330428798,538445.4615104329,330052960.0
2900,313559626.9915005,9655919.962907271,6045888.7599450275,526860.0205129642,330052960.0
3000,313424886.81717545,9375732.065845001,6513088.855181039,637376.9580817819,330052960.0
3100,313386391.5005182,9374080.991283521,6717852.475220924,651816.0201344297,330052960.0
3200,313374212.1397414,9234701.731490586,6493462.958391836,647330.4534814679,330052960.0
3300,313181878.9498356,9183395.660784602,6969399.525019969,680598.0186812513,330052960.0
3400,313031758.71912414,9355405.294370636,7168577.5432854,723765.148439673,330052960.0
3500,313092570.3420417,9045080.850946136,6831327.5747393835,756491.8718494776,330052960.0
3600,312901120.0196919,9134949.91702217,7314726.929137456,852279.7989402664,330052960.0
3700,312864403.9405762,9069534.855980322,7424796.451543777,849212.8429436488,330052960.0
3800,312701982.6668817,8844873.628144966,7320699.603663135,871076.2794616028,330052960.0
3900,312522720.8869595,8989471.475979976,7460518.613498803,971790.8544569702,330052960.0
4000,312505728.0780988,8991575.352317736,7927120.571882655,940701.7806630546,330052960.0
4100,312449325.19167167,8765277.591989601,7900029.040555662,1040717.6493584538,330052960.0
4200,312246741.2886225,8827916.259434426,8076712.741972169,1055902.7511079882,330052960.0
4300,312166358.27042997,8679867.93007068,7945612.537435667,1077952.38453059,330052960.0
4400,311853444.37927073,8609024.747988068,8074916.307498208,1141488.0279407613,330052960.0
4500,311909289.77136886,8531018.60714224,8545913.138754454,1159028.898225318,330052960.0
4600,311578543.7373563,8632136.677692054,8729293.916379342,1280414.8037401384,330052960.0
4700,311571684.4629889,8551830.23135121,8358176.275007524,1314047.5467532142,330052960.0
4800,311411111.75085014,8635579.970810574,8930742.532613708,1320928.775694164,330052960.0
4900,311335977.49146867,8641085.845657492,9083105.508273255,1362206.8579586572,330052960.0
5000,311088256.368057,8414791.124826768,8963914.70885831,1418678.0604455154,330052960.0
