milliseconds,Susceptible,Exposed,Infected,Recovered,Total_population
0,315390191.5430496,14266401.19550328,130995.73027291178,-10605.870854461702,330052960.0
100,315347565.576831,14273020.661167234,508932.4968103775,16288.488975923605,330052960.0
200,315229246.3906,14083489.89377266,1011278.6518943061,20887.53171410365,330052960.0
300,315148643.8140407,13637247.730668388,948540.1098476249,19974.927439904077,330052960.0
400,315297664.81418884,13355669.486072734,1131314.5917422909,56898.91575032545,330052960.0
500,315087386.1928607,13185686.393343318,1802904.56919807,-1140.366187801159,330052960.0
600,315126870.5135552,12861951.85741661,2091095.6553373737,64791.05668916354,330052960.0
700,315209804.22832406,12876715.044170514,2281543.5504290806,67790.43023495178,330052960.0
800,315094208.83930427,12373389.276584757,2192134.2728044195,19957.87808874432,330052960.0
900,315116823.2529578,12233937.016896915,2407873.0456018173,103784.15344427647,330052960.0
1000,315014868.1984226,12261413.139800172,2596358.5117018255,129774.84004157016,330052960.0
1100,314983713.51711625,11811532.852759393,3247845.272668992,119631.05877187078,330052960.0
1200,314916830.9091512,11873832.004832007,3273308.651555677,92678.08351542405,330052960.0
1300,314960574.04726934,11551256.880693201,3296002.501104173,175195.7850640274,330052960.0
1400,314772889.06791204,11483428.862866752,3658910.578063304,169150.470873363,330052960.0
1500,314657440.0704168,11256043.548613936,3878797.1409621458,196718.92169128495,330052960.0
1600,314619544.39568454,11222631.343225501,4200673.26373445,182931.20023034755,330052960.0
1700,314708826.92546886,10836956.18124546,4091936.2198177576,204667.48427103503,330052960.0
1800,314492179.94260365,10892120.579514211,4252447.737437347,214102.96428309695,330052960.0
1900,314474140.0658255,10570467.888969034,4490745.975445025,253792.6144179535,330052960.0
2000,314460441.58208025,10572315.794826565,4639916.316520506,337918.289129882,330052960.0
2100,314391389.6479047,10480453.000988709,4794941.462160581,321930.0840996146,330052960.0
2200,314199272.7135932,10364479.097960379,5322898.997354464,349442.2712044867,330052960.0
2300,314303833.2828969,10368480.346249258,5139632.165304376,407014.2557365967,330052960.0
2400,314165953.168353,9942548.446546841,5584813.1377563095,378707.53783757647,330052960.0
2500,314051174.82166916,10068182.89473314,5769683.14764921,437020.9486423941,330052960.0
2600,314042185.9530663,9817891.853548214,6003038.788210698,462597.646558636,330052960.0
2700,313717618.1453347,9675227.27615612,5718872.59356294,504146.5182879209,330052960.0
2800,313840776.16632205,9857792.94091084,6198459.912802504,544198.9677311913,330052960.0
2900,313764586.39500105,9509092.32124788,5986750.152397093,603137.5242990842,330052960.0
3000,313433009.7635885,9401636.37279587,6324188.55230752,589853.7981111079,330052960.0
3100,313503739.25122046,9395319.550347479,6666365.920281324,648312.9845384457,330052960.0
3200,313238916.4684469,9246654.537384914,6603114.846653382,675333.034227318,330052960.0
3300,313300220.6487333,9330582.081833975,6820320.961231734,673501.5899174345,330052960.0
3400,313072031.76128685,9079244.030507298,6895761.261665367,744262.3682631832,330052960.0
3500,312949073.0701576,9263930.606610999,6876162.420226168,798684.4065778672,330052960.0
3600,312915098.0517188,9127099.36167357,7042887.848488958,821968.3377915411,330052960.0
3700,312744448.803577,9147774.107393615,7543276.746384033,902176.6907818159,330052960.0
3800,312562464.4600763,8900732.21269844,7402298.3501438275,913068.931978103,330052960.0
3900,312681318.6315498,9027422.134106738,7699448.186751581,913484.9252175454,330052960.0
4000,312343341.7767086,9006944.36544563,7691869.991425426,1005933.8205488973,330052960.0
4100,312195553.7375543,8751772.829274507,8050133.673642297,998755.8075918234,330052960.0
4200,312322497.7740467,8679281.96901193,7876074.949409531,1062041.4357914927,330052960.0
4300,311975540.70586157,8652937.150877675,8026651.867663612,1098723.78705888,330052960.0
4400,312065510.0230765,8834753.015583934,8155607.605602132,1188588.9491199488,330052960.0
4500,311826151.37545586,8605705.622410057,8183476.381407999,1195922.2718917595,330052960.0
4600,311588488.8984592,8515871.210238803,8416077.19499507,1249925.2565364467,330052960.0
4700,311435090.7055109,8604359.973444846,8510607.29793278,1269998.8384390955,330052960.0
4800,311408660.73161703,8651207.082565626,8851649.053890135,1346910.9689140618,330052960.0
4900,311336732.2172219,8599974.614152739,8852258.879247943,1404935.0455103174,330052960.0
5000,311073515.2063036,8671543.333883775,8738332.882382303,1402278.5860843947,330052960.0
