milliseconds,bi,ci,ni,bl
0,14.999974434432259,59.999853133087385,13.979369983984801,32.000077103859574
100,14.99904662620408,59.99906891220523,13.915220738458792,31.996430799946832
200,14.998625538655766,59.998811211904616,13.849467929932674,31.995563153189458
300,14.998208923532236,59.99791727756562,13.796729519894392,31.991247803565905
400,14.997936685140674,59.99757400376458,13.760485858958939,31.98900363531602
500,14.997727096045503,59.99743893176418,13.721847307840635,31.987153998325876
600,14.997668627385686,59.997123417974585,13.681767882842708,31.986698089720043
700,14.997634618378287,59.9964132797617,13.600535947549004,31.985128602347427
800,14.997448092779207,59.99544242189474,13.596403837423065,31.98079232028795
900,14.997446466948311,59.99543172187101,13.545899226135372,31.980524430523914
1000,14.997317826949107,59.99500261723804,13.526688551733116,31.97772463049637
1100,14.997222003530858,59.99409122280555,13.465480306680075,31.976718002352317
1200,14.997255129833288,59.99321999783538,13.451918036238592,31.976428893660646
1300,14.997128267578177,59.992655233508614,13.433351275917309,31.974444743262428
1400,14.99714708261909,59.992305476653755,13.418930395796155,31.971061025773807
1500,14.99706885698761,59.992163059361864,13.391502418884562,31.97127507932829
1600,14.997084388920827,59.990930709601095,13.332880986080449,31.968497040958017
1700,14.996979353628609,59.99027747522166,13.351590341285702,31.968289375451416
1800,14.996978171630145,59.99080427181775,13.327153148080141,31.967560556825454
1900,14.996892420713497,59.99001839243956,13.281180470520635,31.966122632947158
2000,14.996938285719468,59.989537856174096,13.275209091621578,31.965308845941465
2100,14.996795208609878,59.9890946507971,13.270091983497453,31.96503135814431
2200,14.996805974773453,59.9881522118774,13.228336585811835,31.963943649870615
2300,14.996772874096402,59.98830674047903,13.242667743274932,31.96183424981001
2400,14.996707785716923,59.98796179963772,13.219605792695896,31.961952660603256
2500,14.996763641139246,59.98678808953912,13.235750125858969,31.962021285230048
2600,14.99661527262559,59.98687884248629,13.229358512554423,31.960268554610533
2700,14.996681341407836,59.98693298278656,13.184717507990438,31.960210029313195
2800,14.996593032721334,59.98654157250001,13.173019921055673,31.960370128106064
2900,14.996643576688626,59.98491001683393,13.189207822492145,31.958772377023816
3000,14.99653574757798,59.98555849181195,13.189147221305083,31.95819529707816
3100,14.996487968374531,59.98512786754721,13.173843166801204,31.957497909725355
3200,14.996495314991853,59.98467446819345,13.142935483615227,31.957082030210024
3300,14.99650576159665,59.98437727604139,13.132982154560775,31.95621400789311
3400,14.996512732586895,59.983814553011804,13.160654066937397,31.95522247660952
3500,14.996432511543082,59.98291099979136,13.148332868302358,31.955873868203533
3600,14.99653679035768,59.98208546017473,13.118746176833353,31.954055482172013
3700,14.996499847058974,59.98250117534312,13.154109618357248,31.954211111662143
3800,14.996376989817298,59.98232862448341,13.128281115583532,31.954489185589352
3900,14.996399055801929,59.981793118138135,13.115831589267946,31.952931156031386
4000,14.996431723786214,59.98113478947288,13.129785938806352,31.953431438712535
4100,14.996356886015576,59.98049367824319,13.10173645349857,31.954049751857735
4200,14.996394556916721,59.9796630160098,13.118737523516545,31.952634206842188
4300,14.996392476226685,59.980148701439205,13.119310315167654,31.95318249880267
4400,14.996362359725236,59.979994187093716,13.1066776713294,31.953948622798162
4500,14.99629766066048,59.97885608005525,13.105343916673647,31.951311927131094
4600,14.996325624571059,59.97935548676972,13.113177975577685,31.9518455217996
4700,14.996372827153547,59.97820180250198,13.100012937631572,31.951792363198507
4800,14.99630087228668,59.97756533568379,13.095892350808855,31.951549006210332
4900,14.996338948758073,59.97764553917269,13.118589543152304,31.95172211576695
5000,14.996288670093762,59.97689390591748,13.10399087190324,31.953035521021157
