milliseconds,bi,ci,ni,bl
0,14.999949315687806,59.9995727567627,13.988399447896866,31.999129591097063
100,14.999081537319203,59.99880987339209,13.919566436852131,31.99645514767858
200,14.998511909119717,59.998442304443095,13.886992132679062,31.994819967396143
300,14.998262732981392,59.998822068428815,13.808142498473645,31.991163207299675
400,14.997892408226157,59.99777428642625,13.773183829171007,31.98960443235029
500,14.997796126356546,59.99681106367934,13.707623502030712,31.989275480743245
600,14.99766496495016,59.99691697602466,13.665123886053902,31.986135629945665
700,14.997537794024081,59.996316076021486,13.634246583672681,31.982910445389752
800,14.997493458477605,59.995064360444076,13.600946169129209,31.980778572380874
900,14.997422117800687,59.994267298101896,13.544869590793795,31.979173913217302
1000,14.997316779907385,59.99402529069555,13.490006370608787,31.9788223839521
1100,14.99728560176645,59.994070128975665,13.487039987504904,31.97710835656553
1200,14.997214189944394,59.992885174481145,13.424312820510785,31.97658247286724
1300,14.997226452272308,59.9931102947346,13.43061116806851,31.974953506234474
1400,14.997073485293612,59.99236758539293,13.407257387606156,31.973376578541668
1500,14.997053598560068,59.99128932390267,13.36588594797866,31.971395096638695
1600,14.997088387420861,59.991275894120434,13.336365095979493,31.96992168180261
1700,14.996927715264917,59.990833935884936,13.309761383171136,31.9686173427207
1800,14.996930111283763,59.99088361111987,13.289538862273156,31.96835059378692
1900,14.99690561430963,59.98986028274536,13.304353542053125,31.96726762288165
2000,14.996912924787297,59.98985931078362,13.303274417521113,31.966348713292295
2100,14.996759211689433,59.9890957097082,13.256292939449667,31.964929661723332
2200,14.9967785703109,59.98898040657815,13.250970436848222,31.964271847656693
2300,14.996841751969315,59.98811727589105,13.248716872103794,31.963100131707005
2400,14.996717276916947,59.987781090293545,13.247483020333517,31.960955594101442
2500,14.996686611968984,59.98745073908137,13.216730634609176,31.96052979554262
2600,14.996631175049862,59.98730254300199,13.212113753824264,31.96117725105693
2700,14.996645528749157,59.986726103071675,13.181454119787922,31.960673736059363
2800,14.996656902434275,59.985775813735245,13.191740643779012,31.958481822605396
2900,14.996569821057067,59.98553347129665,13.197466430652977,31.957443937590437
3000,14.996519380076435,59.98545284604883,13.168570564344346,31.956949528917352
3100,14.99663147563394,59.98471561521882,13.164102263613565,31.957945479103394
3200,14.996565327567296,59.98479669506636,13.154758840166581,31.95823690264868
3300,14.996457353740363,59.984018073092784,13.162541359320764,31.95649499581786
3400,14.996545129973219,59.98386507175281,13.134921187963474,31.955453045963058
3500,14.99652477364818,59.98270706463557,13.13518839776739,31.956308758710872
3600,14.996525703587173,59.98212221659951,13.128172267148289,31.95441990967591
3700,14.996450218353552,59.98198135548661,13.111335709771991,31.955206418801744
3800,14.99637651753058,59.98226954111962,13.13900168798856,31.953632707598764
3900,14.99637522817239,59.9818077079929,13.140712169392296,31.954630804575913
4000,14.9964272002576,59.981251345537736,13.12083996786648,31.952995625835783
4100,14.996453086366799,59.980100846764714,13.110853435773656,31.953529971360705
4200,14.996341376904148,59.979842976360715,13.107743808711719,31.953382495977863
4300,14.996339370229304,59.98017653834247,13.109397317559027,31.952260907678056
4400,14.996316750532854,59.978882320301935,13.129535953913106,31.95318352090212
4500,14.996272176166018,59.97963304207153,13.082642726488137,31.95321058801836
4600,14.996269179952586,59.97900305964164,13.11375536377991,31.95299913332856
4700,14.996331655541757,59.978707953810684,13.11974755837037,31.953323349701357
4800,14.996259520651819,59.97739604048652,13.075227727035543,31.95207166387698
4900,14.99626533298597,59.978118209166524,13.119512652948837,31.953035125517808
5000,14.996336114981089,59.97716619688213,13.078894613542307,31.950611369782667
