milliseconds,bi,ci,ni,bl
0,15.00000732127451,59.999962280802905,13.993169191789063,32.00064260535774
100,14.999163965175512,59.99881702451545,13.936049963147763,31.997423612042937
200,14.998614593929844,59.99932376947377,13.871350192119763,31.995136089244976
300,14.998192048304674,59.99871192297149,13.798547298406366,31.992782060156966
400,14.998011446517157,59.99758554401389,13.745464188894433,31.990920606467856
500,14.997865960297291,59.99674872616863,13.682111628377072,31.988006769589003
600,14.997714279085583,59.99692634476343,13.654222293826647,31.98661619717192
700,14.997537801064086,59.99564153774056,13.630372950703274,31.98333438538181
800,14.997408872234683,59.99498005517699,13.575672751632043,31.982782878838613
900,14.99743400991122,59.99498585614459,13.557485432150713,31.98042997338232
1000,14.997305164057993,59.99423476856985,13.528671337210879,31.97752910764575
1100,14.99720448489642,59.993409906652374,13.477070805878798,31.977100155815975
1200,14.997236795668726,59.992817248505304,13.456344347251239,31.97410184877335
1300,14.997185338739628,59.992540586093426,13.438717291856095,31.974382439787373
1400,14.997084734668205,59.99253056828509,13.409945597226779,31.972646936144137
1500,14.997059787278975,59.99228739868665,13.379922606688487,31.971374269095158
1600,14.997014327457327,59.99158462792034,13.351745584938179,31.9688660353811
1700,14.996959535374339,59.990933677453775,13.331987434476423,31.967477268078866
1800,14.996868525588415,59.99053840294797,13.331415658180386,31.966538619457147
1900,14.996901658075226,59.99050498035392,13.297479425570252,31.96525175486634
2000,14.996900462489373,59.989019505150054,13.259270359710413,31.966090846448882
2100,14.996797983772376,59.988780023760654,13.255380737980529,31.965002562615645
2200,14.996833582220958,59.988228596355064,13.25849447266022,31.96368270150227
2300,14.996769002536686,59.98751264190485,13.258220959049345,31.9628687963254
2400,14.996768215664417,59.98731093855746,13.2322198792453,31.96092184936758
2500,14.9967401601051,59.986733870099364,13.223999127120786,31.961087804734074
2600,14.996635725081454,59.986527333735545,13.191102241188554,31.961684212231056
2700,14.996663439309438,59.986781567700405,13.193301064250024,31.960133405063676
2800,14.996635455568986,59.98535944926793,13.192576679273687,31.95986307874751
2900,14.996662687703033,59.986089978028524,13.197247679874517,31.959766261027017
3000,14.996545067454452,59.98560514431828,13.155208393997675,31.958025522183128
3100,14.996579123722203,59.98416736287376,13.179017321025405,31.95705429874164
3200,14.996536665503665,59.9848971119647,13.158891701737755,31.95550424537352
3300,14.996463028471753,59.98426619253968,13.171936601256586,31.95641616439622
3400,14.996531436042119,59.98387290818417,13.155199787445408,31.955532287822557
3500,14.996551998609052,59.982627623317285,13.154575181195447,31.956726710242858
3600,14.996466154029116,59.98319520559694,13.146730371089625,31.95639755871982
3700,14.996463583835425,59.98256590933311,13.132751020349986,31.954767388500468
3800,14.996407481722871,59.981264607006004,13.133935453787782,31.953458080253725
3900,14.996410329020799,59.981633794812645,13.111917896920561,31.953966921888497
4000,14.996354974737134,59.981020095885064,13.106940817356765,31.952968250453985
4100,14.99645777066239,59.980708318942916,13.110432931439101,31.9537267455833
4200,14.996326780759134,59.98051511657927,13.112676535704658,31.952651670362332
4300,14.996396673596685,59.98008065415104,13.122409373663231,31.95209867300157
4400,14.996309429199242,59.97937382721484,13.123586852295878,31.953824884092587
4500,14.996420318724994,59.97969181259544,13.08626993681194,31.95365441902465
4600,14.996406172236796,59.97924492302625,13.083688391781864,31.953854512252644
4700,14.996361218472133,59.97888932572804,13.10886520007802,31.953541302136266
4800,14.996245899714687,59.97832887965583,13.092342084568683,31.952219729054526
4900,14.996278832352232,59.977020419332916,13.079568443355429,31.953000682283786
5000,14.996334377408404,59.977331776826155,13.09496239164107,31.950801520078056
