milliseconds,x1,x2,z,y1,y2,x1_bar,x2_bar
0,11.031552865191669,213.40036881573383,99.90102582300801,0.0,0.0,1.0606601717798212,212.13203435596427
100,10.877774500806355,216.09743890925353,99.73065336864285,0.0,0.0,1.0606601717798212,212.13203435596427
200,10.730917224803106,220.17504074985388,99.50642990387726,0.0,0.0,1.0606601717798212,212.13203435596427
300,10.588474432873696,222.68129458509176,99.33308527260485,0.0,0.0,1.0606601717798212,212.13203435596427
400,10.375409863992298,228.95771844963602,99.04013804692471,0.0,0.0,1.0606601717798212,212.13203435596427
500,10.294130425542361,229.72118654294545,98.8718233235293,0.0,0.0,1.0606601717798212,212.13203435596427
600,10.058377143328627,235.93395743821466,98.69799265841826,0.0,0.0,1.0606601717798212,212.13203435596427
700,9.937386002390895,238.8172474558678,98.51121462386463,0.0,0.0,1.0606601717798212,212.13203435596427
800,9.787899422164074,243.11979943529428,98.26410730963946,0.0,0.0,1.0606601717798212,212.13203435596427
900,9.710595348358433,245.60953853194468,97.97445697287391,0.0,0.0,1.0606601717798212,212.13203435596427
1000,9.512342767312518,248.41172356345842,97.90760978458214,0.0,0.0,1.0606601717798212,212.13203435596427
1100,9.466518132689322,253.084193305796,97.63889643103417,0.0,0.0,1.0606601717798212,212.13203435596427
1200,9.374806826507763,254.5583259786365,97.45244165495922,0.0,0.0,1.0606601717798212,212.13203435596427
1300,9.144981188612423,260.1478729680286,97.16827155207802,0.0,0.0,1.0606601717798212,212.13203435596427
1400,9.061113933633374,262.5589830216992,97.15083940020233,0.0,0.0,1.0606601717798212,212.13203435596427
1500,8.9816920822943,263.94927493572123,96.77721426502593,0.0,0.0,1.0606601717798212,212.13203435596427
1600,8.88392321732164,268.32387056117017,96.69869278847771,0.0,0.0,1.0606601717798212,212.13203435596427
1700,8.666354717238821,272.19894525189216,96.53757608375115,0.0,0.0,1.0606601717798212,212.13203435596427
1800,8.553246187630904,273.0601995554022,96.25307663853249,0.0,0.0,1.0606601717798212,212.13203435596427
1900,8.527697735836094,277.4802606865943,96.22204780299911,0.0,0.0,1.0606601717798212,212.13203435596427
2000,8.273783576747089,278.5360223876037,96.04235297992018,0.0,0.0,1.0606601717798212,212.13203435596427
2100,8.264286922750918,282.1460667923803,95.82529100968277,0.0,0.0,1.0606601717798212,212.13203435596427
2200,8.159422101258503,285.6200951264,95.74480132322196,0.0,0.0,1.0606601717798212,212.13203435596427
2300,7.932036053825255,285.2358640676648,95.50320112862805,0.0,0.0,1.0606601717798212,212.13203435596427
2400,7.884415109604984,290.4697869260919,95.48466327074215,0.0,0.0,1.0606601717798212,212.13203435596427
2500,7.750242178216954,291.5307022239488,95.13653741986545,0.0,0.0,1.0606601717798212,212.13203435596427
2600,7.646424844590933,294.8162730826021,95.10576714670387,0.0,0.0,1.0606601717798212,212.13203435596427
2700,7.588264512701479,297.3447405133014,95.0172859472571,0.0,0.0,1.0606601717798212,212.13203435596427
2800,7.466488943593501,300.8616503187243,94.76927445580009,0.0,0.0,1.0606601717798212,212.13203435596427
2900,7.390920041785847,302.0112292714741,94.59578355890336,0.0,0.0,1.0606601717798212,212.13203435596427
3000,7.217124609278863,304.42307736315985,94.44093723696125,0.0,0.0,1.0606601717798212,212.13203435596427
3100,7.2486462469463655,307.39642763852834,94.40147488556504,0.0,0.0,1.0606601717798212,212.13203435596427
3200,7.00513671306268,307.3146889310242,94.22612129088407,0.0,0.0,1.0606601717798212,212.13203435596427
3300,7.031977005265551,312.68650130437766,94.05335516870679,0.0,0.0,1.0606601717798212,212.13203435596427
3400,6.823934447482327,311.8403299614409,93.9117574279068,0.0,0.0,1.0606601717798212,212.13203435596427
3500,6.718925382801582,315.2932970092728,93.90310497218643,0.0,0.0,1.0606601717798212,212.13203435596427
3600,6.641634633802481,316.85783448520107,93.69710395714088,0.0,0.0,1.0606601717798212,212.13203435596427
3700,6.562308087539092,320.8153159585671,93.75930676244873,0.0,0.0,1.0606601717798212,212.13203435596427
3800,6.553571076216705,322.04671065220964,93.62783010450303,0.0,0.0,1.0606601717798212,212.13203435596427
3900,6.3755147093102735,324.51583990571226,93.36847660604322,0.0,0.0,1.0606601717798212,212.13203435596427
4000,6.370854928189212,326.05959619842355,93.34237709375228,0.0,0.0,1.0606601717798212,212.13203435596427
4100,6.247865993726081,325.38449450943097,93.17191973241427,0.0,0.0,1.0606601717798212,212.13203435596427
4200,6.117113377271014,328.56606522825433,93.20630773841165,0.0,0.0,1.0606601717798212,212.13203435596427
4300,6.035848217016697,329.3776904899321,93.08542675410006,0.0,0.0,1.0606601717798212,212.13203435596427
4400,5.985719633509439,331.37384862794505,92.97168639783294,0.0,0.0,1.0606601717798212,212.13203435596427
4500,5.943993321613015,333.9332869219167,92.80764469383895,0.0,0.0,1.0606601717798212,212.13203435596427
4600,5.888522346786927,337.4267356605922,92.70830158001475,0.0,0.0,1.0606601717798212,212.13203435596427
4700,5.824091892136968,338.9175013819073,92.56837953230018,0.0,0.0,1.0606601717798212,212.13203435596427
4800,5.703842955897155,337.47923396642636,92.43213668103128,0.0,0.0,1.0606601717798212,212.13203435596427
4900,5.64263229979022,342.3428896672512,92.432098574225,0.0,0.0,1.0606601717798212,212.13203435596427
5000,5.537794506270382,342.7835249115631,92.46358824102028,0.0,0.0,1.0606601717798212,212.13203435596427
