milliseconds,C_m,C_e,H_m,H_e,L,Inflam,B,D
0,10.000063901114462,10.000551452761178,9.999636305722913,9.994970038972982,1599.9918049044936,139.97093175362892,299.98421094478607,0.0
100,9.999903279086142,10.001832232193076,9.999567808115033,9.994316468512315,1600.0094838959299,140.13467685070822,300.0423301977345,0.0
200,9.999820206194217,10.003117796744705,9.999271644970218,10.124197385305598,1600.0165749337727,140.31492950638756,300.02138754104095,0.0
300,9.999781689827717,10.002735036633668,9.997673372009526,10.083172560595882,1600.021423928868,140.5284422740962,300.0785581549219,0.0
400,9.999603589442398,10.004132288160116,9.996570574170498,10.165244857788508,1600.0275801906525,140.6430449253311,300.1113882978002,0.0
500,9.999541258246873,10.003500803672473,9.995829006235542,10.245576122931716,1600.0399479513567,140.77212532644674,300.1545253359269,0.0
600,9.999532531105409,10.006789072767102,9.99608243729732,10.234415381050558,1600.0528984547266,140.77913984796078,300.1334675295695,0.0
700,9.999529525589834,10.005904282590024,9.994553626889628,10.259134180382993,1600.0658252655214,140.9009287706326,300.1600587766872,0.0
800,9.999261864735939,10.007331460529967,9.994049608424254,10.303790052256812,1600.0571591226785,140.9909172417616,300.2264593390991,0.0
900,9.999268705656311,10.006521159380874,9.993404585800832,10.32448640468984,1600.064083655984,141.0354312828337,300.211841459004,0.0
1000,9.999172957088131,10.008107848769468,9.992306727823154,10.445596019582892,1600.083262080798,141.14818365180915,300.2425243192208,0.0
1100,9.999040659425024,10.009845590007156,9.99230113988389,10.50937591352029,1600.0987726206897,141.21022450738272,300.271150351453,0.0
1200,9.999020758132062,10.011786089128787,9.991981591547715,10.481305119585032,1600.0912547780051,141.27047138419923,300.32067758563073,0.0
1300,9.998942044072807,10.014354351084483,9.990524889520973,10.557319013893313,1600.0989979402239,141.31600295900074,300.31279204144334,0.0
1400,9.998824147514231,10.012347099256388,9.990715818425501,10.61688026534251,1600.1152798779094,141.3022843793874,300.3448635096381,0.0
1500,9.998769057105756,10.013294165030125,9.989456804647052,10.585359302093408,1600.1247920477465,141.31663805364877,300.3968627004276,0.0
