milliseconds,C_m,C_e,H_m,H_e,L,Inflam,B,D
1600,9.998719099460374,10.015130602447922,9.988417483427433,10.61820037602128,1600.1176185852437,141.42276080388348,300.37230354278853,0.0
1700,9.998663228090292,10.017038762255789,9.986702377774453,10.656763258088214,1600.1464091599335,141.4449158804521,300.37892564095336,0.0
1800,9.998696800323167,10.019910591014005,9.986019513577753,10.73257203572458,1600.1425491737934,141.41026087163036,300.4355934572996,0.0
1900,9.998417019202016,10.018181164707649,9.987201435308581,10.85040648543955,1600.150794878334,141.44125160453618,300.46694259070057,0.0
2000,9.998323633263073,10.021699870866735,9.985508143230804,10.807228662606141,1600.1707812373056,141.49918324478065,300.50136906627216,0.0
2100,9.998412427335408,10.022001348238527,9.984019255644846,10.906711425460665,1600.1763273193799,141.51983826483,300.4895132592315,0.0
2200,9.998286260778348,10.025407815795846,9.984933704223321,10.89642421994875,1600.1677138034665,141.53418812651736,300.5246859979762,0.0
2300,9.99822051138086,10.023477614701752,9.984368619975452,10.938770917802582,1600.1940540623054,141.60839250868014,300.5778141367678,0.0
2400,9.998128459939982,10.025183145661572,9.98245877251104,10.972350785644435,1600.1881101178144,141.6396723677044,300.5770652105808,0.0
2500,9.998067889644387,10.029486862711671,9.981978898644687,11.05276838843978,1600.1894534918506,141.5916592481955,300.6304633720604,0.0
2600,9.9979459954491,10.027598843458664,9.980703804235889,11.135842873188794,1600.2127177148718,141.67638796549053,300.65735741611695,0.0
2700,9.99781279987292,10.028608308155466,9.981048420414403,11.162871485523077,1600.2053181587444,141.71002724635832,300.6739685664646,0.0
2800,9.997775025685108,10.033543733101233,9.980638393074585,11.17069567936944,1600.2201759007671,141.69366975980887,300.6903715696954,0.0
2900,9.997600141859074,10.034252572787302,9.978670261581424,11.241791157184746,1600.225380662194,141.66910321880314,300.6897876340522,0.0
3000,9.997577916927403,10.034367037764094,9.977722860355843,11.205385521575073,1600.232986077521,141.7414557728629,300.7626208340282,0.0
3100,9.997496836391154,10.035691301943665,9.976910507293182,11.364902453202344,1600.2591419500518,141.7984646361513,300.7676708499835,0.0
3200,9.997319977231177,10.037070030033869,9.97654263455802,11.347093055150888,1600.2601152771208,141.82645464369932,300.7433014256107,0.0
3300,9.997219633954785,10.04145502976247,9.97638012472633,11.425510745534561,1600.27143843276,141.759911653842,300.826436726588,0.0
3400,9.997333149467671,10.039140254170023,9.974401082441654,11.455113483348713,1600.2601046245584,141.83777072360476,300.85149231839864,0.0
3500,9.997036047824087,10.041517425162803,9.973886215286381,11.429640230647882,1600.2805827761465,141.85750744092945,300.8510445403938,0.0
3600,9.997042306571863,10.046027474944962,9.973352562324745,11.549291673665877,1600.289514738264,141.83782293261217,300.8570869295319,0.0
3700,9.996944840218594,10.047766232608982,9.972142582530669,11.514642148687596,1600.3017217600664,141.87113670442145,300.89469399900946,0.0
3800,9.99682289026035,10.045854157897574,9.972659780609836,11.619037499530478,1600.305851193726,141.90761231069345,300.95202775160277,0.0
3900,9.996828112573429,10.051249321964388,9.970827552704728,11.679135657586267,1600.3027159509063,141.91300389312968,300.9726079927859,0.0
4000,9.996670509852024,10.049900053062824,9.970704507035341,11.717147668618637,1600.3149301651629,141.89422977492617,300.97588957640454,0.0
4100,9.996565328123673,10.051759018164695,9.971248946244184,11.739876337204532,1600.3363551714867,141.9536669778357,301.0224806724817,0.0
4200,9.99641716984281,10.053698501640026,9.968798056666412,11.752788635293784,1600.324002232445,142.02007994264892,301.0531818012625,0.0
4300,9.99642244149216,10.055866438565523,9.968730658852301,11.779786361471897,1600.3506231054776,142.01039231651947,301.01554872634443,0.0
4400,9.996328233634975,10.057063498449407,9.967044800450433,11.913584266077125,1600.3609678864152,141.95948919237134,301.05668937732685,0.0
4500,9.996225413270391,10.061036520259096,9.966803550832305,11.893070406106135,1600.3602760277427,142.05957300332008,301.0770259726123,0.0
4600,9.996073640875924,10.060607289719707,9.967068809141983,11.909186804227728,1600.374221172036,142.0522809767994,301.0899615581646,0.0
4700,9.996146255525954,10.064407760763666,9.964904748714115,12.014049227772889,1600.3720783749668,142.0128353154521,301.1352063830626,0.0
4800,9.995875549094357,10.065830991878826,9.964153567710346,11.996138381583098,1600.3847874629682,142.09286030797756,301.13819536891106,0.0
4900,9.995955091402461,10.067340055441955,9.963785841095213,12.107129219680488,1600.3912305546532,142.14801182671548,301.20115684552576,0.0
5000,9.995711627552096,10.067401223779056,9.964617648720516,12.117242290372163,1600.4114894324741,142.0858641518169,301.2199847809793,0.0
