milliseconds,C_m,C_e,H_m,H_e,L,Inflam,B,D
2000,9.99834948638361,10.02114724846227,9.984965217500376,10.89650831886145,1600.1640373785037,141.47441801393694,300.5066562467478,0.0
2100,9.99829916935759,10.023437016741337,9.985148919348061,10.927626137017429,1600.1774385291844,141.54539294451982,300.52713960028433,0.0
2200,9.998335534196151,10.024322776412815,9.98342118102203,10.981073189931463,1600.1762624433375,141.53863274264052,300.5044930576272,0.0
2300,9.998088365463763,10.025735793067051,9.984281642470544,10.96719290413569,1600.1837721973795,141.53909941987922,300.58266626073777,0.0
2400,9.998022770040919,10.028305053063244,9.98233996355014,11.054172589934627,1600.1888512044495,141.56844995895636,300.6140420116149,0.0
2500,9.99805548230959,10.026854758894109,9.982206541006791,11.045131001272233,1600.2056315786383,141.5912671891317,300.58778703921803,0.0
2600,9.99785155128582,10.029965181372088,9.980671161419142,11.03882606204575,1600.2141523959447,141.625133324312,300.6436511270248,0.0
2700,9.99794444387236,10.029320090699159,9.980032079809844,11.112425383993596,1600.2242182798943,141.67322527212718,300.6222143503724,0.0
2800,9.997863075631775,10.030166429879015,9.97890409909366,11.138592379230932,1600.2326299961824,141.74976036606182,300.6940893466056,0.0
2900,9.997724311818244,10.034652604644199,9.979142230289584,11.19986000590545,1600.225279077945,141.7383364361883,300.68938554721063,0.0
3000,9.997504279467993,10.034537629437795,9.97910059940649,11.320201115439497,1600.248595902053,141.6923987391369,300.75369441091806,0.0
3100,9.997375657132718,10.036358630576117,9.97793140921557,11.259570655886312,1600.2579177484934,141.78871406584346,300.7474924360232,0.0
3200,9.997392325236563,10.037697475077675,9.977771156436384,11.38708006012504,1600.2631900317035,141.78700302826573,300.8025170304134,0.0
3300,9.997414599796356,10.040347919578165,9.977025178162929,11.331436282767719,1600.2535573876003,141.8048935170813,300.8270697130301,0.0
3400,9.99723546385053,10.040228472396217,9.976357516659723,11.413104890503634,1600.2789213197814,141.82876654026137,300.8401645096203,0.0
3500,9.997143900489192,10.041591585438697,9.974620124223868,11.42071502734599,1600.2782456180835,141.87752976249263,300.84731334847714,0.0
3600,9.997064266746849,10.042688510239394,9.973027627736176,11.47948432954933,1600.277747280538,141.83110095935822,300.8883933291571,0.0
3700,9.996853801813662,10.046691483670722,9.972477837833239,11.606396440085,1600.2966899070007,141.87051837682466,300.92827767201004,0.0
3800,9.996767235998574,10.049541460714945,9.972099603150632,11.541256479823264,1600.311117208037,141.86206709915064,300.94195699244534,0.0
3900,9.996904420947782,10.049271145970712,9.970714308555564,11.63853915920501,1600.3175928654969,141.9180205689333,300.92044820923223,0.0
4000,9.99661472987203,10.049747676640527,9.971131395218853,11.727286835620783,1600.3219020654199,141.88819560055623,300.9457388399023,0.0
4100,9.996687934000294,10.05335655344804,9.969741382623615,11.687697149921844,1600.3217917945822,141.9477927895129,301.01329360423676,0.0
4200,9.996435892741054,10.0541749392897,9.969212703396577,11.780079132130313,1600.3407283941956,141.91918100193084,301.0524403634352,0.0
4300,9.996319695036103,10.055012497347613,9.968759516673819,11.79515129704231,1600.3385242786774,142.00889771692064,301.0471769751492,0.0
4400,9.996361899076332,10.057020359098479,9.969061883354449,11.823303519418326,1600.358935650313,141.9735392986306,301.0357879822138,0.0
4500,9.99629440390349,10.058529280949116,9.967056760902713,11.93338716297466,1600.3557266923863,142.01120553870223,301.1177833173759,0.0
4600,9.99610608495991,10.059789087372849,9.96587586610527,11.96527200116507,1600.3711214725477,142.04340323693515,301.1370424593002,0.0
4700,9.996055415984792,10.064494327657059,9.965675623033425,12.010340113716287,1600.3665596842143,142.03820011539628,301.1602668330455,0.0
4800,9.995844759320573,10.064967697819046,9.964004337348017,12.006682137427246,1600.3805891687296,142.0517749341535,301.16272156546614,0.0
4900,9.995977294239696,10.067345642543977,9.964345245875904,12.047195966799471,1600.3909711132253,142.07710437925036,301.16385172918245,0.0
5000,9.995660119235188,10.06791152523167,9.964305914733592,12.106364913531724,1600.4036780023612,142.08867314566146,301.2419909856859,0.0
