milliseconds,C_m,C_e,H_m,H_e,L,Inflam,B,D
0,10.000094205937557,10.000110592334538,9.999733526181705,9.97141163608589,1600.0020261106522,140.05174497946135,299.99497717253115,0.0
100,9.999881200675896,9.999301388243369,9.998655265271207,10.10016154561768,1600.0039328314124,140.1420910507382,300.01986389177836,0.0
200,9.999748666776991,10.003581826409496,9.997869760578034,10.106665938883351,1600.027350878735,140.3648385865317,300.02763561769353,0.0
300,9.999783524122423,10.001252793357791,9.997259141855807,10.082185692613505,1600.0139911893302,140.44270650874392,300.0722119248184,0.0
400,9.999573557182165,10.002225239941867,9.997284486796165,10.163558999690588,1600.0404752413515,140.59450866851995,300.08448655307467,0.0
500,9.99956694634825,10.004579950808129,9.996035818923882,10.256034166088739,1600.0295014616183,140.76056311893754,300.13661705359584,0.0
600,9.99963065672749,10.005386281688006,9.995616574340987,10.236787770850947,1600.0466014274239,140.83102392177213,300.1645464985911,0.0
700,9.999467016218894,10.007157956818034,9.994415593055455,10.234438899692869,1600.062226710699,140.96005127134052,300.17496858966473,0.0
800,9.999282136210333,10.009012333303696,9.993308613490402,10.281848217217455,1600.0722994129744,140.98239574773137,300.21571649123035,0.0
900,9.999200212343231,10.007008405260434,9.992559841812463,10.406629951027796,1600.0648137305257,141.08981369549363,300.2214240170572,0.0
1000,9.999121701927967,10.007555097119742,9.99225874209447,10.359867337196498,1600.078901167876,141.1700355649264,300.2596714863396,0.0
1100,9.999163335379034,10.010861957246641,9.9911333409495,10.412418882311025,1600.0964521196938,141.1284473375863,300.29066595791767,0.0
1200,9.999160637760875,10.011670168907653,9.990389477474785,10.52187989257018,1600.0906708396778,141.24153079079377,300.2852930256961,0.0
1300,9.999063802589859,10.010975115676803,9.991188351199293,10.596406894648513,1600.1099817627967,141.23956957961272,300.3027384658945,0.0
1400,9.99900336709846,10.013727671301105,9.990784145308112,10.627441377633051,1600.1118453224128,141.3614254723549,300.34717683815217,0.0
1500,9.998876999166722,10.01468538612768,9.989571437595497,10.621739550512299,1600.1231613008051,141.30836479459427,300.3663735459365,0.0
1600,9.998740815021591,10.016668200078302,9.988933857165069,10.682091524786134,1600.1274160484397,141.3799166621504,300.40516449512563,0.0
1700,9.998731984938305,10.017195087236349,9.987176729733175,10.775665057285586,1600.1374033140405,141.38409507151283,300.43089108936977,0.0
1800,9.998606598434664,10.019160047944464,9.9873859468181,10.797594663392205,1600.1414621280583,141.47160740736075,300.45448061419967,0.0
1900,9.998472658111607,10.020964092717149,9.985651321334668,10.744719842613527,1600.1449324024184,141.46595212400663,300.44217756874707,0.0
2000,9.998381335628894,10.020480909712528,9.985635803165554,10.800686252426319,1600.149648209085,141.49838616989152,300.50708358909026,0.0
2100,9.998339348616696,10.022349553086844,9.984210372096557,10.891635589099089,1600.1744882294615,141.57310821888024,300.4830941976606,0.0
2200,9.998185588331317,10.022760745380092,9.983776486661267,10.963317634006343,1600.1771470039055,141.5651599643832,300.5551744702266,0.0
2300,9.998073069856032,10.026860567839208,9.983058484984134,10.943242753220467,1600.173472433347,141.6273125773253,300.5357917980804,0.0
2400,9.99809732208348,10.027083017296926,9.982071261721533,11.013343930108219,1600.1844036021541,141.5937089978614,300.59507600396535,0.0
2500,9.998049023654362,10.028395210930848,9.981877378107214,11.047519598180816,1600.1966739148857,141.62846760452706,300.60489460917444,0.0
2600,9.99798047612298,10.028482042502459,9.981790966722834,11.127255626455058,1600.204634011115,141.62798616111272,300.63054431892874,0.0
2700,9.997927212867802,10.031626258863069,9.981245485492618,11.144814790493589,1600.2163055896394,141.64963860436487,300.6632562471424,0.0
2800,9.997794477727563,10.030040605688558,9.980358621489541,11.2009965518243,1600.2276749802943,141.6886513142677,300.67086536352105,0.0
2900,9.997676497598944,10.034481488334174,9.977974528745499,11.192966656956129,1600.2200519397036,141.74358195874626,300.7363375110323,0.0
3000,9.99755512584479,10.03697048153618,9.978877007134042,11.237018334286331,1600.2320396298992,141.7167111616286,300.76213589530244,0.0
3100,9.997472035260154,10.037396125574709,9.978062761650543,11.333033870769,1600.2455668679886,141.76121879236757,300.73824884192544,0.0
3200,9.997301073689481,10.038200463256215,9.976443073059404,11.362773840257717,1600.2658007862287,141.8033944046233,300.79517744008206,0.0
3300,9.997242783799837,10.04002855952691,9.975756442220323,11.33315989480362,1600.2665409161689,141.75708814892698,300.8268907974692,0.0
3400,9.997110890680071,10.042262857965024,9.974544694223738,11.447163762893156,1600.2706903482485,141.7787394836059,300.80530877933097,0.0
3500,9.99720840657998,10.041699403264651,9.974505561744293,11.449643430329699,1600.2892361261854,141.82058708675234,300.8208348450368,0.0
3600,9.996949155723625,10.045013697422831,9.973413827288237,11.476784503221953,1600.2984781320245,141.85542411779315,300.89830437233667,0.0
3700,9.996952314033956,10.044906755574646,9.972299635070103,11.585130481506067,1600.2892436255806,141.84222181023543,300.9051422122464,0.0
3800,9.996998324011882,10.048235521521228,9.971445468752886,11.582708250014713,1600.3020843679546,141.89502003554622,300.928854246639,0.0
3900,9.99666186708414,10.049725542447854,9.971612948594645,11.674652769434783,1600.3185173758072,141.92187545815156,300.93440673416575,0.0
4000,9.996647767902486,10.05156802532906,9.970792384740415,11.664139032839383,1600.3163068824983,141.94576992898354,300.9669259179461,0.0
4100,9.9966971460343,10.053311738478936,9.97106649467321,11.689534755394318,1600.3159823838344,141.90463505592624,300.9710301628622,0.0
4200,9.996530126480845,10.053395535175836,9.970462125714104,11.825696096352205,1600.3442829321662,141.92346505596058,301.0032850975341,0.0
4300,9.996367551995728,10.055739293416282,9.969422888946873,11.773167394570791,1600.3449404256355,141.93604305005235,301.0476411592549,0.0
4400,9.996333576157939,10.056001337682382,9.96760111012443,11.883165997821825,1600.3405520885049,141.97643274668627,301.05657911878563,0.0
