milliseconds,C_m,C_e,H_m,H_e,L,Inflam,B,D
3100,9.997399582699778,10.034993048493254,9.977754922964026,11.248400098289618,1600.2567429274384,141.79990219105025,300.74095052858775,0.0
3200,9.997314025457337,10.036093757314015,9.976214002172632,11.375610101502867,1600.2560891231758,141.77980068502097,300.78947523790225,0.0
3300,9.99725574010033,10.040335897147955,9.976817708979828,11.342819082135467,1600.2609087261196,141.81403069019947,300.78856314372615,0.0
3400,9.997348122346603,10.040129320394813,9.976117330106845,11.481428800324332,1600.2701122358217,141.84543578826472,300.799632869531,0.0
3500,9.997111064378954,10.044706759096613,9.975392296699143,11.502999266169583,1600.282181892471,141.85332112261185,300.83046267226877,0.0
3600,9.997170305831967,10.045276575776558,9.974824397067424,11.550628625460062,1600.2979632234383,141.88113021359274,300.86155997537855,0.0
3700,9.997020681797359,10.04551922166219,9.97407825664602,11.536988091462488,1600.2940189142198,141.8956753263644,300.92551776702527,0.0
3800,9.996831763070102,10.049558152464343,9.972644564315836,11.592692490318079,1600.2924251167708,141.90683608205845,300.8916685974994,0.0
3900,9.996908036220495,10.049748783495117,9.972638286685726,11.66820552411756,1600.3188544202212,141.90641080868667,300.9812767518428,0.0
4000,9.99665130288341,10.052308404608336,9.971743272379431,11.638699349606359,1600.3136463628862,141.94558429110947,300.9501920315695,0.0
4100,9.996504854249773,10.05460867544666,9.970532474788753,11.675223988579067,1600.334269497682,141.97126337275802,301.02599579206975,0.0
4200,9.996454329159027,10.053342704187484,9.970432214558258,11.73425135368684,1600.3377991049103,142.00045086101844,301.01948038930686,0.0
4300,9.996421230948648,10.057775596447406,9.969531863319087,11.783595319141055,1600.3518237583799,142.03489766145037,301.025716313286,0.0
4400,9.99638309276831,10.056789981356683,9.968409347718968,11.847746425741713,1600.3560656903708,142.05715516782675,301.0978291145934,0.0
4500,9.996221599085596,10.05841534580211,9.967541131890336,11.84777351027048,1600.3499612707662,141.9996421172105,301.09143200803805,0.0
4600,9.99608905165576,10.062587618576266,9.965622860609974,11.936607929656677,1600.3752021375699,142.03345907980946,301.11632520837634,0.0
4700,9.99608074526775,10.064458484935203,9.966346101575816,11.962945700351723,1600.374211734843,142.07426074007194,301.16057178681166,0.0
4800,9.995907101656337,10.06586619478966,9.965688075652675,12.026111370048001,1600.3868425301016,142.03392146713944,301.1712665544193,0.0
4900,9.995812649761522,10.065608857115686,9.963434782001213,12.102756790737644,1600.3805117847785,142.12664555847965,301.19312324368383,0.0
5000,9.995860291940247,10.06751302713586,9.962550594259575,12.165207584984557,1600.3881765071408,142.0860933942566,301.24353526248495,0.0
