milliseconds,C_m,C_e,H_m,H_e,L,Inflam,B,D
0,9.999875059741807,9.999829221042658,9.999362516240902,9.992366010435815,1600.0084509950054,140.01720135318493,299.97680599399166,0.0
100,9.999934432124466,9.999308565019021,9.999833088547705,10.073103802329294,1599.9993525304665,140.2102849308539,300.0052814413238,0.0
200,9.999749522160018,10.002046659066187,9.997524350943785,10.114842027864455,1600.007907750599,140.3028678248638,300.052225167637,0.0
300,9.99984115248852,10.001228803204,9.998490072047707,10.158313404113581,1600.0134788846115,140.5118067582414,300.07698293316304,0.0
400,9.999745662462121,10.003423252706432,9.997523428646081,10.228632365517095,1600.042886400088,140.6285163523493,300.11436678762004,0.0
500,9.999527511369815,10.004749989037673,9.996408563994395,10.182547203337387,1600.040996638704,140.7645444795356,300.1020817570495,0.0
600,9.99953782654559,10.006750545280788,9.99614606348939,10.269341191464685,1600.0382365122307,140.82682363438468,300.1692392099966,0.0
700,9.999444440202407,10.007331339799453,9.995359007331373,10.313741486999985,1600.0623240153468,140.87876075769617,300.1700949899369,0.0
800,9.999390155586163,10.006447645261927,9.994752090966374,10.36594256010704,1600.0674059510209,141.02994438099427,300.1795941083369,0.0
900,9.999243124749913,10.009499209769087,9.9927154190893,10.395667517768064,1600.061380247694,141.09839899926666,300.22207880076564,0.0
1000,9.999202239410078,10.007578880727591,9.993560615740634,10.375076663419875,1600.073379223708,141.12131228085437,300.21427388346154,0.0
1100,9.999246214775017,10.009345038486128,9.9919360730591,10.510116229376704,1600.092008109587,141.14400280571937,300.28371566004995,0.0
1200,9.999180210508484,10.013079781069205,9.991307313882379,10.466402547634095,1600.0865973136038,141.26066577307017,300.2909804593862,0.0
1300,9.999093965404185,10.011971712240632,9.990202396882056,10.503736979563222,1600.09838410045,141.22925545491054,300.2876492224833,0.0
1400,9.998912850131523,10.012136561249552,9.988984815380242,10.540489863046629,1600.1014818468495,141.31550792615255,300.35691081761405,0.0
1500,9.99892122714285,10.016525228197693,9.990129115917828,10.620765111990163,1600.1153663802465,141.3863103479398,300.35268503502886,0.0
1600,9.998864192980056,10.014115284039184,9.988711714514444,10.712217570488411,1600.1202229633996,141.41433213253472,300.42284014771064,0.0
1700,9.99874513981041,10.01630324473248,9.987928199279402,10.770485953794159,1600.1312247575074,141.4180736388106,300.43368010042025,0.0
1800,9.998513842996598,10.019947790799163,9.986360720039944,10.733761480869294,1600.1504022034364,141.46659703146716,300.4215833743053,0.0
1900,9.998428011145089,10.021664930613397,9.986781687467895,10.789454402601985,1600.1417266215892,141.4909073523776,300.4524735131901,0.0
2000,9.9985287481247,10.022648089407939,9.986011406642092,10.878752182123042,1600.159950072391,141.4653240225368,300.45196362715336,0.0
2100,9.99836762982419,10.021819991032359,9.98458562411925,10.834296479047628,1600.1712142982456,141.58782441113908,300.5466622830314,0.0
2200,9.998375355105393,10.024916171897514,9.983596205917724,10.908045083879301,1600.1827864002278,141.57430249824574,300.55842354159694,0.0
2300,9.998276453905904,10.023776697665655,9.983999345565554,10.998748148610993,1600.1846130784386,141.58281414147413,300.57003801915795,0.0
2400,9.997995809737056,10.027865764061108,9.98157670120999,10.973152355991648,1600.1807085543428,141.5986486453573,300.57616745474286,0.0
2500,9.998015731815224,10.026874773643613,9.982244749317204,11.072796853048025,1600.2055558099985,141.65964794238522,300.6430444219022,0.0
2600,9.997989131965271,10.029620337323202,9.982183354173605,11.035826031731057,1600.209477211022,141.6426770567229,300.6598084692317,0.0
2700,9.997710530976747,10.029126397740711,9.981227928845822,11.130814161133827,1600.2202493760624,141.67370775998074,300.68064094423363,0.0
2800,9.997857981737976,10.032626817927175,9.978991202806357,11.1210974327567,1600.2254216822892,141.7245838209294,300.7032168560237,0.0
2900,9.997754726629065,10.033079083093963,9.978974174501476,11.204028987891368,1600.231369530422,141.70039056497407,300.6736794856691,0.0
3000,9.99756068289712,10.033663353736449,9.977398760389757,11.2620210327548,1600.2342034715637,141.74396436186956,300.7045623403308,0.0
