milliseconds,cLm,cLc,cLn,cTm,cTc,cTn,cXm,cXc,cXn,cYm,cYc,cYn,cPn
0,0.539,0.015,0.0855,0.456,8.7,0.4,0.08,1.34,0.4,0.037,0.004,0.013,0.835
100,0.724389257738538,0.01909064144187545,0.08889242041803877,0.4572637144855072,8.469866263023393,0.38737354897435494,0.07745801558728879,1.3357332094808327,0.3989698772289328,0.1083328399520831,0.005119013307469874,0.0132773495212587,0.7109097759265651
200,0.8738357224431248,0.023577692264076203,0.09825558747864378,0.45876681397135816,8.246251161559327,0.37382530825107824,0.07500990592853302,1.3310563994915388,0.3978510207083081,0.15201932947390515,0.007271183873381355,0.013910040401128853,0.6029657301467956
300,0.9931391366672083,0.02727532337429344,0.11146607844444369,0.4609473788142731,8.0290208966575,0.3599660455356425,0.07262486981494767,1.3259976823759911,0.39663511976006544,0.1745556531777567,0.009713970800703405,0.015015524368152532,0.5095215240720111
400,1.0870536673877562,0.030239587234987618,0.12654077014045131,0.4644594126758916,7.8184020188782295,0.3461858890451446,0.07028584186847268,1.3205757563487854,0.39531829438820754,0.18205488422527102,0.011998637212515692,0.016578574154633863,0.42902999934619795
500,1.159564045240353,0.03257342353600476,0.14211441558517843,0.4697280524732832,7.6149144168234875,0.33273677291545145,0.06798474711407522,1.314804182948185,0.39389918084050857,0.17956092404207835,0.013891397738243508,0.018512881923405625,0.36004013975058985
600,1.2140494154998862,0.03436892511855884,0.15728073628612652,0.4768386271344454,7.419205567773693,0.3197836890433761,0.06571944380208296,1.3086940051410505,0.3923778712820058,0.17087660377417507,0.015301982404549873,0.02070308273265949,0.3011973277896731
700,1.2533905229805493,0.035706485466821904,0.17145541837745348,0.48561229320300253,7.2318979182983005,0.3074345386351568,0.06349169829453719,1.3022553433288002,0.39075534523392674,0.15871814441848697,0.0162279394436272,0.02303078434263596,0.2512456544213649
800,1.280046508816823,0.0366559864151645,0.18427965151858638,0.4957278291333019,7.0534930259086615,0.2957571628070672,0.06130576779239888,1.295498356048098,0.38903317588586345,0.14495315912895326,0.016715419171467856,0.025389058014116925,0.20903086237053994
900,1.296114536475857,0.03727804604607422,0.19555270827668741,0.5068224703425938,6.884330455691881,0.2847895422782049,0.059167353381721265,1.2884337914786756,0.3872133861205442,0.1308208946336069,0.01683325905140955,0.02768928344705633,0.1735026478585661
1000,1.3033787729223265,0.03762500288413867,0.20518479010029814,0.5185551736254157,6.724585242622396,0.2745466291512433,0.057082803802626474,1.281073264551466,0.38529838210532474,0.11710923241140857,0.016656879673282395,0.02986316375250753,0.1437153983122337
1100,1.3033523992578788,0.03774184111376275,0.21316355658102448,0.5306372884284273,6.574286416239404,0.26502563143610813,0.055058509926491216,1.2734293496240159,0.38329092159977357,0.10428848106817551,0.016258886660209214,0.03186195769209648,0.11882685474985809
1200,1.2973144676929214,0.03766705030415137,0.21953009662498885,0.5428415993679034,6.433344108171789,0.2562104661844129,0.05310046044159159,1.2655155496117616,0.3811940935224619,0.0926098658935598,0.015704120509608076,0.033654252908697765,0.09809460442049071
1300,1.2863425571254907,0.03743341984453549,0.2243614870417888,0.5549995054131825,6.301577637268282,0.24807558850698413,0.0512139378448649,1.2573461861176727,0.37901129691766566,0.08217708353412186,0.015047530694941092,0.035223127789397825,0.08087064412654812
1400,1.271341843884676,0.037068781484046416,0.2277579080080373,0.5669929214528255,6.178740985443321,0.24058923320657638,0.049403331175094246,1.2489362447825736,0.3767462143630133,0.07299809783590228,0.014333744836997914,0.03656320823730765,0.06659449033448858
1500,1.253070623344594,0.036596681556065526,0.22983338060182462,0.5787443642330288,6.064543951522363,0.23371602367069616,0.04767205236148526,1.2403011972876454,0.3744027782132118,0.06502108569854909,0.013597714571961645,0.03767790680347112,0.054785249364436496
1600,1.232162773808087,0.03603698793671913,0.2307088140300325,0.5902076272925744,5.958668917273181,0.22741899801140963,0.04602252454086982,1.2314568222581503,0.37198513113852893,0.058159778789789604,0.012865797510816433,0.03857701007610464,0.04503326995752766
1700,1.2091473510035604,0.035406431953502994,0.23050689841036956,0.601359773547645,5.860783743620862,0.22166111266993868,0.04445622343626692,1.222419034913794,0.3694975830794174,0.05231106294842723,0.01215703762327868,0.039274644802637586,0.036991789257288
1800,1.1844654367605667,0.03471908335156671,0.22934850594630876,0.6121944743592854,5.770551289782847,0.21640628188260544,0.04297375724737907,1.2132037317835298,0.3669445665269547,0.04736632245955787,0.011484501649206044,0.03978762911332811,0.030368853898871853
1900,1.158484579445104,0.03398676334759444,0.22735010547967138,0.6227168282354875,5.687636221364339,0.21162005349893162,0.04157496623861937,1.2038266563542894,0.36433059236457466,0.04321869979941519,0.010856498786989412,0.04013418990540461,0.024919793020725688
2000,1.131511080001412,0.03321940107672345,0.22462201174012955,0.6329394282574822,5.611709757495433,0.20727001012477,0.040259031338693255,1.1943032859705238,0.3616602079774823,0.039767525091809794,0.01027766161710856,0.04033298906159154,0.020440366167558916
2100,1.1038003547339164,0.03242533789765147,0.22126727437523774,0.6428794243841911,5.542452816857546,0.20332596353594806,0.03902458389553787,1.1846487398569239,0.35893795876853013,0.03692064778625543,0.009749867923717037,0.040402415188066435,0.016760644246808204
2200,1.0755656423790374,0.03161158596479673,0.21738103730967692,0.6525564138421195,5.479557983263425,0.1997600074208385,0.037869810287525056,1.1748777070382455,0.35616835389983165,0.03459545782557784,0.009272995535662994,0.04036009141811147,0.013739636586658955
2300,1.046985272424533,0.03078404637410367,0.2130502700632851,0.6619909665696436,5.422730618593039,0.19654647549033988,0.03679254817982739,1.165004392031693,0.3533558366712218,0.032719044748086165,0.008845529176084213,0.04022255357842686,0.01126063414855728
2400,1.0182087079787652,0.029947692415119045,0.20835377006018735,0.6712036249561392,5.371689372836442,0.19366184055296237,0.03579037254179188,1.155042476083374,0.35050475960806665,0.031227810680306296,0.008465035750352278,0.040005060416125324,0.009227214110670807
2500,0.9893615528922937,0.029106722955475613,0.20336236314320882,0.6802142694447826,5.3261662819938485,0.19108458059719782,0.03486067071077619,1.1450050916501915,0.34761936412084954,0.030066790343969085,0.008128527347026578,0.039721502708877914,0.007559840608952406
2600,0.9605496812090022,0.028264690261532763,0.19813924747731335,0.6890417497350547,5.285906597303022,0.18879502939576315,0.03400070662746822,1.1349048079727464,0.34470376445976686,0.02918882078016261,0.0078327323839384,0.039384384616730925,0.006192994245932914
2700,0.9318626350382883,0.02742460629605704,0.19274043255627105,0.6977037069730021,5.2506684507343735,0.1867752236058015,0.033207674858933375,1.1247536257295734,0.34176193555981754,0.02855366150944644,0.007574292387197083,0.03900485577497192,0.005072760160816867
2800,0.9033764081699684,0.026589030765074344,0.1872152385254478,0.7062165335409483,5.220222431857929,0.18500875404889125,0.03247874522542982,1.1145629790625649,0.3387977043676497,0.02812713155274862,0.00734989969517024,0.03859277750541833,0.004154813496305172
2900,0.8751557241088163,0.02576014400945428,0.18160682707782777,0.7145954239988552,5.194351131013674,0.18348062575172258,0.031811099132502726,1.104343743378928,0.3358147441707841,0.02788029785268361,0.007156390072348141,0.038156809950741284,0.0034027405172168484
3000,0.8472558942199268,0.02493980718412789,0.17595274248600767,0.7228544860298372,5.172848683369685,0.1821771291625956,0.031201958634808166,1.0941062476633399,0.33281657149831245,0.02778873428485498,0.0069908007680600254,0.03770451081162994,0.0027866447280692807
3100,0.8197243293896053,0.024129611846861833,0.17028544661575876,0.7310068872586579,5.155520337348674,0.18108572366636025,0.030648609250039656,1.0838602902111996,0.3298065451817295,0.02783185988131181,0.006850402934607993,0.0372424386379956,0.002281992891493199
3200,0.7926017684355452,0.023330920798008095,0.1646328359672056,0.7390650195174496,5.142182060890084,0.18019493350061477,0.030148417507924147,1.0736151568681862,0.32678786718762276,0.027992356065141485,0.006732715539972774,0.03677625574154491,0.0018686607786119597
3300,0.765923272499011,0.022544901611042556,0.15901873211724146,0.7470406679108101,5.132660192374703,0.17949425577021597,0.029698844059095692,1.0633796410590948,0.3237635848983251,0.028255660130403346,0.006635506088530038,0.036310827364222746,0.001530146911890988
3400,0.7397190312066201,0.021772554213329687,0.15346334023952118,0.7549451753034403,5.126791137480185,0.1789740796760235,0.02929745317081253,1.0531620649852644,0.3207365945255682,0.028609528124688168,0.006556782553411902,0.03585031496028759,0.0012529239570728528
3500,0.7140150144681614,0.021014733525367486,0.14798367233724444,0.7627895962075664,5.124421110411193,0.17862561607077188,0.028941919251565012,1.0429703015332996,0.31770964541246705,0.029043660233487305,0.006494779557886877,0.03539826235486524,0.0010259051038208752
3600,0.6888334995579521,0.020272168049592854,0.14259393367775428,0.7705848348283686,5.125405915451001,0.17844083648568126,0.02863003098586201,1.0328117965178758,0.3146853450047826,0.029549382138715025,0.006447941178519933,0.0349576741597153,0.0008400057234705788
3700,0.6641934984496365,0.01954547517254814,0.1373058724371717,0.7783417666792196,5.129610763183983,0.1784124202605338,0.02835969358745842,1.0226935909700725,0.31166616430786626,0.03011937352894441,0.006414902076886463,0.03453108633704852,0.0006877826304908509
3800,0.6401111043010522,0.01883517375384326,0.13212909312178564,0.7860713411612961,5.136910116020222,0.1785337091629738,0.02812892955868532,1.012622343251535,0.3086544436830739,0.030747438562670284,0.006394468128568964,0.03412062900565232,0.0005631384235129104
3900,0.6165997747353941,0.018141694555101687,0.12707133588633585,0.7937846643887884,5.147187556011306,0.178798668459897,0.027935878323907017,1.002604350830962,0.3056523988557963,0.03142831203736248,0.006385597395276372,0.0337280819658232,0.00046107867114710373
