milliseconds,V_membrane,n,s
0,-65.95254023070093,0.04103090860776633,0.024994832193022246
100,-65.94051673174937,0.04067146643352814,0.024994878075852708
200,-65.9694041394652,0.04058235064315997,0.024994616409783427
300,-65.98058588128467,0.04040160834317032,0.02499466329471917
400,-66.00573509819276,0.0401530822301165,0.02499449851244615
500,-66.02242275348526,0.04032328063935214,0.024994191438600752
600,-66.04913004678652,0.0400035611748266,0.02499426303460012
700,-66.06410302460996,0.039787964546167634,0.0249941199392444
800,-66.04996210071326,0.03945769936711697,0.024993846047344736
900,-66.05070297647467,0.03943082136708825,0.024993896956369527
1000,-66.0760596026042,0.03947054845511908,0.02499373942000478
1100,-66.08671046622841,0.03897801794345005,0.024993788574380907
1200,-66.11718092097018,0.03917329798625476,0.024993621362488092
1300,-66.11980680992562,0.038945396999770863,0.02499345777221468
1400,-66.12684167253963,0.038966403073623666,0.02499328729411412
1500,-66.18895907581167,0.03872023317255682,0.024993112718336267
1600,-66.18178128325293,0.038662731139892964,0.024993304573071723
1700,-66.18673121988263,0.03851330519227656,0.02499309174171095
1800,-66.18867397481395,0.038068404858078296,0.024993049963263434
1900,-66.22943299978216,0.038011628846182685,0.024992700757429244
2000,-66.22237040496805,0.037687845520475285,0.024992884367803368
2100,-66.2577562774732,0.037857643125087034,0.024992573942107323
2200,-66.26095328967928,0.037757192602666946,0.024992599841965918
2300,-66.27578470733658,0.037601398622602776,0.024992539432523626
2400,-66.28134777843066,0.0372971717187828,0.02499242264234786
2500,-66.29486060836662,0.036833596947719184,0.024992293205025388
2600,-66.30883098913709,0.0368446535329052,0.024992005974238764
2700,-66.29827706704442,0.03673003936079762,0.024991897597612146
2800,-66.32115608599939,0.03675684417444725,0.024991890897924394
2900,-66.35143775563353,0.03675095696382396,0.024991720695657787
3000,-66.34983356328614,0.03610698892673517,0.0249918149661515
3100,-66.34214800905765,0.03631658121321037,0.024991700392894892
3200,-66.37036110736408,0.03624663959267353,0.024991562217789143
3300,-66.3633350591727,0.035685345446701364,0.0249914386831444
3400,-66.40838289535378,0.03555334275551852,0.02499131026243406
3500,-66.42959236861165,0.035436258277942945,0.02499107281446921
3600,-66.41154785518346,0.035559994611789984,0.024991147431669778
3700,-66.41084903159138,0.03514741947706394,0.024990951788222474
3800,-66.46637429161756,0.03519078936233028,0.02499085596204345
3900,-66.47009511686218,0.0351544095984724,0.02499073007903916
4000,-66.48060046312091,0.03506749134713409,0.024990570233698783
4100,-66.47428460784147,0.03466028368338051,0.024990478945504685
4200,-66.52023480499528,0.03466313139741775,0.024990551153949065
4300,-66.51519586397362,0.03458647960486295,0.024990197818700422
4400,-66.4922160004215,0.03420229324794684,0.024990256948121962
4500,-66.50184967707362,0.034450921415721446,0.024990065318864597
4600,-66.53509139256002,0.034078344704294335,0.024989900033384048
4700,-66.5697465556211,0.033717414847545965,0.02498993267840352
4800,-66.55657537957549,0.033762213774811256,0.024989761281115012
4900,-66.57936801680968,0.03392705160808831,0.024989791430298006
5000,-66.55574438413107,0.03367493193774965,0.024989544962945327
