milliseconds,V_membrane,n,s
0,-67.41813710414917,0.018371191588155963,0.024973441046726347
100,-67.41948728185801,0.01842140658431594,0.02497328622508331
200,-67.42445677716256,0.01837707464525868,0.024973141331165353
300,-67.42112375117127,0.018229175839803283,0.02497319499053588
400,-67.42252959677171,0.018103992670576555,0.024972917500112737
500,-67.42709067715904,0.018143137494144635,0.024972985260687856
600,-67.43284976195359,0.018142445555180936,0.024972883000677945
700,-67.42882918888952,0.017987792084432436,0.024972642570107093
800,-67.43119705176314,0.017785101504506674,0.0249727434388079
900,-67.43556044305446,0.017718922952198193,0.024972507900210876
1000,-67.43664223611964,0.017676571236587255,0.02497255436185763
1100,-67.43512726948529,0.017754109729299326,0.02497219711455491
1200,-67.43678742061867,0.01763544290896626,0.024972298715774405
1300,-67.44096848779087,0.017532335212541095,0.024972004329776573
1400,-67.448788844537,0.01752832450472143,0.024972052412088202
1500,-67.44410628402214,0.017431483348850203,0.02497185733909271
1600,-67.4447857831248,0.0174032221743211,0.02497162255348004
1700,-67.44542395873252,0.01737339936746664,0.02497164067846671
1800,-67.44726102420745,0.01731713902984818,0.024971695626592818
1900,-67.45341182413067,0.017229876422561415,0.02497151217587757
2000,-67.45297221625019,0.016988481687161935,0.02497120745305053
2100,-67.45762313219471,0.016933363037581577,0.02497133506091899
2200,-67.45444036185788,0.017032517250553002,0.024971132166825342
2300,-67.46130138726753,0.01685402783104243,0.024970946636430333
2400,-67.46350235395302,0.01686259201265249,0.024970804669376078
2500,-67.45750512800737,0.016724480669009473,0.024970910770726423
2600,-67.46234742555094,0.016770905517042724,0.02497054274497771
2700,-67.46404921933684,0.01667226090019642,0.024970505785879123
2800,-67.46182274845336,0.016546414769090943,0.024970572807254725
2900,-67.46484188918716,0.016571928912542035,0.024970329157863413
3000,-67.46450799445806,0.016416264992346684,0.024970278927957456
3100,-67.47074492152804,0.01626836480357634,0.024970010076832104
3200,-67.46927755328451,0.016394011890826666,0.024970153092318682
3300,-67.46890090625986,0.01630278539476653,0.02496996976534793
3400,-67.47149891762739,0.01624330360940986,0.024969845918975376
3500,-67.47846234225487,0.01597316551384071,0.024969737373870978
3600,-67.47718208195651,0.015947515642086362,0.024969600772099428
3700,-67.4811377356376,0.015914646645679573,0.0249693941444948
3800,-67.48178504190327,0.015970387546458242,0.024969364623433712
3900,-67.47454466509865,0.01585008771385153,0.02496937688267515
4000,-67.48286694549004,0.015759941817197465,0.024969104161990403
4100,-67.47970707385548,0.015784666427421573,0.02496919280013506
4200,-67.47871071482149,0.0156150850804037,0.024968930313074903
4300,-67.48191113404127,0.01553250063542331,0.024968902848635503
4400,-67.4849496087618,0.015471609827194966,0.02496872534964476
4500,-67.48026561124857,0.01540876211203096,0.02496859459062438
4600,-67.48350491015749,0.015410792827985952,0.024968383166922757
4700,-67.48583460572334,0.015351266016335494,0.02496828023730976
4800,-67.48798064105746,0.01533070362489379,0.02496821880030493
4900,-67.48725849186245,0.015297934972684737,0.02496812510002166
5000,-67.49141682703481,0.015226124652933222,0.024967999793171894
