milliseconds,V_membrane,n,s
0,-67.39363886923157,0.008399928787541807,0.024951920296713902
100,-67.39466247132324,0.008345458178103563,0.02495184589174419
200,-67.3942581279435,0.008349201861642813,0.02495160816875825
300,-67.39240695181304,0.008222848857046322,0.0249515385625768
400,-67.39101625354711,0.008188289966516691,0.024951583943283943
500,-67.38585226195885,0.008171245506151555,0.024951271783245767
600,-67.38506607539264,0.008146809850705447,0.024951348171083097
700,-67.3851262790701,0.00812782043507615,0.02495125084626162
800,-67.38140816437513,0.00811294672698705,0.024950936160319785
900,-67.38062341431954,0.008061756080961895,0.02495096357200241
1000,-67.37844523363096,0.008092244341495624,0.024950910949847704
1100,-67.37752854362228,0.007997647742691757,0.02495066887800309
1200,-67.37641297346896,0.00802481267802414,0.024950596888255603
1300,-67.37459134555108,0.008005540210127265,0.02495058960824222
1400,-67.37372371088182,0.00790981754933541,0.024950379963195508
1500,-67.3716001468832,0.00791647842845444,0.02495043805005275
1600,-67.36633241966507,0.007841738498552742,0.024950227661354216
1700,-67.3647858191477,0.007802973077950994,0.024950142819278678
1800,-67.36643057134833,0.007802010139201577,0.024949832980347295
1900,-67.3639765629899,0.007724372941359556,0.02494998840347378
2000,-67.35963919236524,0.007686132824798039,0.0249499251032319
2100,-67.3581828729623,0.007659486203657573,0.02494973329351752
2200,-67.35646415610624,0.007688804928858315,0.02494969730866486
2300,-67.35735955893011,0.007699194472448029,0.02494949677866445
2400,-67.35449327659475,0.007596675258150027,0.024949304067185884
2500,-67.35330169197285,0.007632183109612493,0.024949241747576192
2600,-67.35025358110916,0.007610624017208861,0.024949013522126657
2700,-67.3487188800857,0.00754923915551082,0.02494886789712842
2800,-67.34664523991003,0.007523784024724193,0.02494886559482506
2900,-67.34260222402722,0.00742282134157395,0.02494876464098428
3000,-67.34299423272306,0.007433458288693157,0.024948711335830934
3100,-67.33850467284725,0.007398400476397237,0.02494872934787141
3200,-67.33939101057842,0.0074055168375177895,0.024948500380466816
3300,-67.33599907625916,0.007363769931091488,0.024948427176860435
3400,-67.33648802033032,0.007345552079537547,0.024948312946375638
3500,-67.33189690789133,0.00732987033205565,0.02494819494342325
3600,-67.33042101402205,0.007219957020148217,0.02494798900452891
3700,-67.327558017979,0.007217792305039778,0.02494800920824275
3800,-67.32554414572569,0.007222508503087687,0.02494778439705626
3900,-67.32584358079868,0.007131356418173323,0.024947785987597604
4000,-67.32261309012654,0.00716895133360558,0.02494774528595259
4100,-67.31955946624016,0.0071673426602975494,0.024947521176106106
4200,-67.32086418930601,0.007136773837059432,0.02494725053677375
4300,-67.3180628449986,0.00702027292834527,0.02494720022656317
4400,-67.31675726262571,0.007027734910712913,0.024947214631668848
4500,-67.31168601632191,0.007048380296728274,0.024946981331394863
4600,-67.31118140702287,0.0069545184134088105,0.024947095551345107
4700,-67.3087237721679,0.006967025167330966,0.02494674353821264
4800,-67.30704249682356,0.006894792848108612,0.02494668993406045
4900,-67.30466540502026,0.006877565919029474,0.024946528570947216
5000,-67.30370003151704,0.006895975717822789,0.024946442075852077
