milliseconds,V_membrane,n,s
0,-67.49912158345383,0.012426584326995236,0.024962754090935905
100,-67.49855582643832,0.012312682618642209,0.024962443555713875
200,-67.49830647496155,0.012250267796338872,0.024962470021641796
300,-67.49749161488427,0.012201151083072645,0.02496236841399104
400,-67.49727163735628,0.012271789605444488,0.024962128457824216
500,-67.49679382792644,0.012169695713771325,0.024962085418586605
600,-67.49650265830856,0.012057260609372334,0.024961964351612232
700,-67.49662122872962,0.012122179272884028,0.024961998311226696
800,-67.4960321522677,0.012059070489430756,0.024961978569259285
900,-67.4954024661724,0.012024948421500472,0.024961689907163027
1000,-67.49520632662505,0.011880927705537152,0.024961470163328378
1100,-67.49427537272875,0.01195390963560236,0.024961473166634565
1200,-67.49439623812779,0.011796551103976503,0.02496148489451432
1300,-67.49352577026491,0.011828846799683525,0.02496124954573836
1400,-67.49267208427757,0.011716191602491766,0.024961251786881005
1500,-67.4927237076272,0.011704509054552944,0.02496098373094318
1600,-67.4922333218262,0.011604193880378358,0.024961132187702646
1700,-67.49143474366907,0.011563581660049251,0.02496097389122327
1800,-67.49091355335337,0.01162998687767135,0.024960857990498474
1900,-67.49036010957192,0.011477082521281769,0.02496069025729178
2000,-67.48959581760774,0.011421307492489999,0.02496064888736348
2100,-67.48856283538439,0.011430864745020142,0.02496031857054872
2200,-67.48801650965771,0.011328425382084182,0.024960436598656755
2300,-67.48744414538483,0.01131119170994341,0.024960262395076833
2400,-67.48666688904149,0.011234366294184051,0.024960131158641895
2500,-67.4865482514903,0.01122789007707705,0.024960054514675478
2600,-67.485349491442,0.011286807794581246,0.02495976046561014
2700,-67.48512498446584,0.011130341799451061,0.024959634934650598
2800,-67.4839171098791,0.011184630702536119,0.024959807947405835
2900,-67.48315579349038,0.01102746964210775,0.02495962100692646
3000,-67.4823579319637,0.011031928967689867,0.024959396146310337
3100,-67.48194331508644,0.010962943045602023,0.02495926978417485
3200,-67.48079079861945,0.01097640647904434,0.024959370685571712
3300,-67.48038384186,0.010826615053283847,0.02495924227747597
3400,-67.47924410457567,0.010788641320463501,0.024959096750859083
3500,-67.47874050311596,0.01074283398429044,0.02495887301610887
3600,-67.47746582493453,0.010842871611090219,0.02495867505429304
3700,-67.47700334939056,0.010749944644951662,0.024958848355543364
3800,-67.4760944311988,0.010690178201484114,0.024958485858878533
3900,-67.47471750273051,0.010665722560596426,0.024958471096172316
4000,-67.47393948441676,0.01057810648530578,0.024958229087385913
4100,-67.47271065104368,0.010530103006991922,0.024958235926450825
4200,-67.47197592340676,0.010533874034430351,0.02495825647940765
4300,-67.4713277491425,0.0104501481520441,0.024958224982988938
4400,-67.46984207416384,0.010491475803057418,0.024957882613234682
4500,-67.46923664514264,0.010481771403776558,0.024957757856964462
4600,-67.46814198866022,0.010404932225469605,0.024957589027227934
4700,-67.46699447756981,0.01031510680200469,0.024957540736897703
4800,-67.46582068248436,0.0103242373292865,0.024957490581307418
4900,-67.46508426781321,0.010197527062995149,0.02495727230505579
5000,-67.4638810645221,0.010260421031312765,0.02495738835806014
