milliseconds,EpoRJAK2,EpoRpJAK2,p1EpoRpJAK2,p2EpoRpJAK2,p12EpoRpJAK2,EpoRJAK2_CIS,SHP1,SHP1Act,STAT5,pSTAT5,npSTAT5,CISnRNA1,CISnRNA2,CISnRNA3,CISnRNA4,CISnRNA5,CISRNA,CIS,SOCS3nRNA1,SOCS3nRNA2,SOCS3nRNA3,SOCS3nRNA4,SOCS3nRNA5,SOCS3RNA,SOCS3,Epo
0,3.9850345872521986,0.004584710966797381,-0.0017877753536387742,0.013685923135098687,-0.006495987781506054,0.0,26.725652959394246,-0.0004662300526742198,78.81483066490178,-0.3367492204019093,0.023204786569415978,-0.15964362596987686,0.03218161009609294,0.00046342910561038986,-0.000376745597277088,1.2987981808186993e-05,-2.1453981424296764e-09,5.011455017873953e-09,2.3848751774343135e-07,-1.8883931345900637e-07,2.336460570004738e-07,-2.885241439812144e-07,9.575182580789606e-08,-5.184493084536568e-08,3.3508084061754357e-06,1.24997e-07
100,3.9529886959880307,0.03433025912125001,0.0016447477907021,-0.00666859083608865,0.0048562166393490485,0.0,26.724610116663683,0.00031580646490720645,80.3093641950188,0.9477821462549532,0.06316216703456186,-0.5287062964745559,-0.010780959186635757,0.003593084675979225,0.0002049373246302692,-4.148632777662884e-06,-2.0079533181184e-09,-4.7239167599000844e-09,-2.8114376121480037e-06,-1.4352788323479081e-06,-2.8673278037472674e-07,-1.568351175958979e-07,2.6327489882814632e-08,3.5331016477548187e-09,2.5131480460251536e-06,1.24997e-07
200,3.9211373073588875,0.05582012921980075,-0.000649150302731484,0.005678049779574786,-0.0023545881162023333,0.0,26.725335050937343,0.0005298075441810308,78.54863655815433,0.06453857959083598,0.0022032988248728296,0.5270001741037991,0.035097967662304566,-0.0017570057427336925,-0.00037023210438766004,-6.268005563157671e-06,-3.25063681785564e-09,4.898898890846174e-09,5.349372510846961e-07,6.897423952819692e-07,-6.273439098739611e-07,-1.5404272427547026e-07,2.919880295328777e-09,-1.0377981737127637e-08,7.221599847579296e-06,1.24997e-07
300,3.8726262475678634,0.08236612438396894,0.002080166797654063,0.02286155868587015,0.0029153641399685885,0.0,26.725598628588866,0.0005772326999696047,79.15398136637917,-0.49785130972190306,-0.053989929375650114,0.3721776636391803,-0.022119347464500214,-0.0005192883494596339,3.802236710507013e-05,2.437187543461764e-05,-1.9872286387795096e-09,-5.347119723623944e-09,5.212638797433996e-07,-1.0712303773960868e-06,1.199970609453667e-08,-2.091620251019027e-07,-4.7723911246844074e-08,2.169565238001044e-08,1.7085671243139341e-06,1.24997e-07
400,3.833285104519079,0.0996367470222278,0.004161576159166993,0.03061698493493016,0.01371940100412545,0.0,26.72557505911463,0.00016201215121625453,79.6305328855694,-1.0274084133438286,-0.06056664636370563,-0.5876132484444192,-0.020760070115962537,-0.002541717766510249,0.00018646515408513433,1.9864377639027706e-05,1.7281725063592057e-09,-5.885641007422521e-10,-1.3030663720870805e-06,-5.42408906466091e-07,-4.913754706352642e-07,-1.7658600980796064e-07,-4.3580494692788124e-08,1.2833465010807575e-08,8.473487108358262e-06,1.24997e-07
500,3.842418881554983,0.11585178960899006,0.007066084170557932,0.028783178624621854,0.012448464693643399,0.0,26.72460966172094,-0.00027550690654872667,79.50341468938463,-0.40338430449021895,-0.04974693365343083,0.24280121879459804,0.03329348225313626,-0.0013555104168272386,0.00013301885991042923,2.5211125807864932e-05,-3.270958886382168e-09,-3.058967191674924e-09,-2.130394562640424e-06,-4.370050940335719e-07,-1.015119048650551e-07,-2.5665992891891124e-07,-1.599969626626623e-08,2.4127519352704554e-09,-4.043928542606997e-06,1.24997e-07
600,3.785600993797689,0.1362925726183137,0.01048394186055833,0.030700473329497543,0.007449027875954632,0.0,26.724129604770745,0.00027047191353320047,78.25773345362612,0.35992669469665484,-0.003851466680910251,-0.07327112120033621,0.02278627354903325,-0.001629528544202029,-0.00012131246844226984,-1.518175806358534e-05,-2.9544249570067237e-09,-5.767822171080207e-09,-3.0726674776286944e-06,1.3518090739014838e-07,5.429678675538944e-08,-2.9841259787573136e-07,-1.200823035931702e-07,2.553080367939364e-09,4.335021672211134e-06,1.24997e-07
700,3.7881610483449655,0.1451907240297162,0.012092683470460589,0.0399285013232529,0.013040098812423073,0.0,26.725053469462207,-9.573392103868388e-06,80.74001708634019,-0.8126218914180117,-0.0034748541567794604,0.1818076090850396,0.01562417310926306,0.00493863562677526,0.00026300527664209066,9.917217993015659e-06,-1.6132631832663644e-09,-2.1288470302420454e-09,-2.875031710136377e-06,-3.6600855212639835e-07,5.034362822321435e-07,2.1951819563484345e-07,8.187231323346743e-08,-3.558408776394214e-08,-1.640114755859668e-06,1.24997e-07
800,3.7371492780928475,0.16154320890957594,0.016922896719551727,0.05732250319393278,0.014967123080803165,0.0,26.72411614625748,0.0007335884800098154,78.47200145625789,0.031239108419210793,0.04169944320573036,0.04220852577817664,0.03531108291486866,-4.0189568185291064e-05,0.00040225732986095983,3.068405826634812e-05,-2.8070034095878846e-09,-3.0585142223459258e-09,9.94943656906976e-07,3.3165645254390646e-08,4.0170214302407717e-07,1.8950170236178008e-07,3.677259215087213e-08,5.265488472184938e-09,4.802194228282699e-06,1.24997e-07
900,3.674309422304747,0.1702400693680061,0.021562175034342112,0.07662662125337673,0.004603395409101361,0.0,26.724020280622334,0.0009079275001421832,80.63719019216515,-1.0850480623521248,-0.04202454111784139,-0.42152914033351924,0.057066370827813497,-0.001177182519527281,0.00023182697682366452,2.131102522240133e-05,-8.068887027011406e-10,-3.915427502700239e-09,-6.013174745014273e-07,1.2533386071391212e-06,-3.213941756578703e-07,-2.3707597003116795e-07,2.1710498025807294e-08,-4.86685535285788e-08,4.797475531397208e-07,1.24997e-07
