milliseconds,EpoRJAK2,EpoRpJAK2,p1EpoRpJAK2,p2EpoRpJAK2,p12EpoRpJAK2,EpoRJAK2_CIS,SHP1,SHP1Act,STAT5,pSTAT5,npSTAT5,CISnRNA1,CISnRNA2,CISnRNA3,CISnRNA4,CISnRNA5,CISRNA,CIS,SOCS3nRNA1,SOCS3nRNA2,SOCS3nRNA3,SOCS3nRNA4,SOCS3nRNA5,SOCS3RNA,SOCS3,Epo
0,3.964436411204232,0.0011762247434272375,-0.001523409663077253,-0.004710300183445114,-0.008487915710768285,0.0,26.72486206895908,-0.00032403398807584217,80.92466828422164,0.7265876574013389,-0.021735799519918633,0.3797708419289527,-0.023542588691891537,0.004520826060279412,-0.0004196275385968916,-3.242259275428101e-05,-5.659121437310405e-10,5.506545952249173e-09,2.923879124163182e-06,1.2050857783907545e-06,-3.6695582515294524e-07,1.4905302634918117e-07,-9.448141439070519e-08,-2.6989944408336906e-08,-4.114143696716471e-06,1.24997e-07
100,3.96445447314021,0.03494961325402342,-0.00016338252498405439,0.008358763484480197,0.003382313928968282,0.0,26.72549343093069,-0.0005419892009733084,78.71465981236922,-0.8195382087972671,0.05865601668330665,-0.4631919425765899,0.051889233324606,-0.0018666148240047478,2.1585697021525768e-05,1.8279144502228003e-05,1.7740939481629518e-09,-5.773752821730368e-09,-4.499725960728256e-07,-1.0803899925338854e-07,6.429668784845623e-07,-1.5139229103063047e-07,3.716058405607646e-08,1.1292368955082198e-08,-1.241056571694707e-06,1.24997e-07
200,3.9165307623579872,0.05354573987538795,0.001429420578118065,0.00422556105337003,0.0021159473110542544,0.0,26.725391550022074,-0.0002939120444813624,79.83928281230861,0.327540956612397,0.03691882113752026,-0.588980494459514,-0.0009474398921566934,-0.005881566882976678,-3.7889368643643094e-05,-3.317251903881773e-05,1.1827354434304034e-09,-5.525673007050447e-09,-1.2235187111656723e-06,-7.694980565400168e-07,-4.875860181202166e-07,-3.499470950223703e-08,7.601798424932934e-08,7.84410433698428e-09,7.802092237936275e-06,1.24997e-07
300,3.874751953198337,0.08352825265477025,0.0016629667735816333,0.003596837398469291,0.009103957078769218,0.0,26.725557665150415,9.343539772133323e-05,79.51768668791954,-1.2862188688834775,-0.010602816543201249,-0.4450345036944395,-0.05239556025288626,-0.00563141423856295,0.00014574623434100828,-1.248253398283603e-05,-1.0546531843476461e-10,6.827759583392147e-10,1.5592674340202041e-06,-3.3534744249231067e-07,-5.079952546104385e-07,1.3204570153906264e-07,-1.1375903633757836e-07,4.438950781232543e-09,-7.727595074738184e-06,1.24997e-07
400,3.849354515312541,0.10603650796865764,0.005521872883797836,0.013091913758107608,-0.009642136003979685,0.0,26.72456953754832,-0.00043018609865455614,80.87831315751002,1.0893053951023572,-0.013359848692642695,-0.1257969701010346,0.055779490512901694,-0.000958648634762979,0.0003786673294939769,1.5818434961169838e-05,7.038886567908554e-10,1.1323448160390872e-09,-9.67502413808787e-07,-5.081747157443379e-08,-6.724761592918939e-07,-2.8461031459507885e-07,2.5426086237323832e-08,3.1440974205949095e-08,2.4932176916260346e-07,1.24997e-07
500,3.8068765993855136,0.11417816983787613,0.0064416496606773755,0.024019898800909142,-0.004063784105060697,0.0,26.72464038858608,0.0005779304099038157,79.14613098103857,-0.04250885498594271,-0.03933260332073026,0.14820150663780327,0.04132272588395117,0.003482227825227612,-0.00029739464799595597,-1.6650121245532746e-05,-9.740129274552596e-10,-3.640103069768134e-09,8.465922692608046e-07,8.200273990884812e-07,-7.001730495379432e-07,-2.2934679472737656e-07,-9.225278630163604e-09,4.350575563434824e-09,-1.3167326496391255e-06,1.24997e-07
600,3.7783683140256636,0.1303033762027346,0.011287844965254984,0.02088807072820861,-0.008211914002956358,0.0,26.724105596978053,-2.725391017193693e-05,80.90418042011265,-1.159204316167043,0.03053306541109986,-0.2745612930139419,-0.013437750832926873,0.000816653273911948,-0.00032573713809156465,2.546422042590387e-05,2.6364672670949844e-09,-4.809198282582475e-09,3.1627642001810353e-06,-1.1966866658782916e-06,-6.807004791533269e-07,7.493821809231268e-08,9.812922819562782e-08,-1.8908787689843758e-08,1.030956022115279e-06,1.24997e-07
700,3.758447122157572,0.14597920819808408,0.012459545520010199,0.033321431575707806,0.010372883011181305,0.0,26.72486964668993,0.00040602087922134926,78.20082468638483,-1.154401726422194,-0.006711537727272498,-0.0813053605421735,-0.04491769599014929,-0.0002365211366929969,0.00033974178809013776,-8.844001205840802e-06,-1.428598896711679e-09,-1.652353561623957e-09,1.7084681574660266e-06,-1.1895758372414886e-06,3.1453429077253475e-07,-5.834113650193012e-08,7.758892595746283e-08,-3.950739211863859e-08,8.531793377661978e-06,1.24997e-07
800,3.7266808928360557,0.1672556405871746,0.015056592487268516,0.049894512044488214,0.02114384438180581,0.0,26.724951819430732,0.00027822079486808436,80.48140732697314,0.5092223242589831,0.016963861726881455,-0.014963619386982988,0.013788997641976095,-0.002015761716297193,0.00024704934639445457,-4.994725254258383e-06,4.829859361506763e-10,3.609708022000843e-09,2.344606435811375e-06,-1.1367837425766587e-06,2.707229545530073e-08,-2.535579320837208e-07,1.0534984572468002e-07,-3.323264747476623e-08,-5.7787036881089006e-06,1.24997e-07
900,3.72426892468104,0.17810554123046707,0.02111210004716109,0.06419206810754548,0.014932062173255385,0.0,26.724848259542192,0.0013882667980336678,79.62324030161942,-0.11253061247759844,-0.038165417312843924,0.534104929752399,-0.005967394792779139,0.0026350038426253193,-0.00018782002876953317,1.947227680167184e-05,-3.0043530415168654e-09,-4.364988197217541e-10,3.167405208511219e-06,1.200896034958273e-06,5.199466396907988e-07,-8.305730543060906e-08,-3.372575894616791e-08,6.757042689092695e-09,3.7493943864555405e-06,1.24997e-07
1000,3.6500622234047357,0.18910888115593322,0.0207545153460633,0.08362564583707832,0.0032044109901601843,0.0,26.724405332533884,0.0011499797020098823,79.81314394953336,0.07975104942516581,0.04393882441832022,0.03563614066991187,-0.01858149739994457,0.0033365391214664926,-0.000426113783002902,2.5064281152262546e-05,-1.5483480216528769e-09,-2.284396639538759e-09,-8.150867018430685e-07,-4.847939674363336e-07,1.3010129789143452e-07,1.569325520242287e-08,7.477106827839226e-08,-1.0384032915958069e-08,6.888772581619574e-06,1.24997e-07
1100,3.6383263037071467,0.1955871198194343,0.02779448606102081,0.10614437010273259,0.01232334845555539,0.0,26.723524427832775,0.0018835852212925593,80.79695853773153,1.224998342350368,-0.04298833843665998,0.5374988162605999,0.023911684182603896,0.0014006816699888942,0.0004361628362368032,6.0214028125731416e-06,-8.067342519954439e-10,2.471232793637388e-09,-2.3447337893150186e-06,-6.936465833151293e-07,-1.9941364304116666e-07,-1.6511313488552603e-07,-3.9210532413034975e-09,-4.1888460577058955e-08,-3.1728218369652893e-07,1.24997e-07
