milliseconds,PA_D_Cytosol,PABCa_D_Cytosol,h_D_ERM,PABMg_D_Cytosol,CG_D_Cytosol,D28kB_D_Cytosol,PA_Cytosol,CG_Cytosol,PABCa_Cytosol,D28k_high_Cytosol,D28k_high_D_Cytosol,D28kB_high_D_Cytosol,CGB_D_Cytosol,Ca_D_Cytosol,CGB_Cytosol,D28k_Cytosol,D28kB_high_Cytosol,PABMg_Cytosol,IP3_Cytosol,D28k_D_Cytosol,IP3_D_Cytosol,Ca_Cytosol,h_ERM,D28kB_Cytosol
1000,1927.7979314759614,9834.924798292479,0.8074010669750269,36397.28329023157,84543.25239693452,2515.2636751971336,1927.7924336643969,84542.89604843956,9835.02644079813,43946.620643437316,43946.7036746108,4213.29632538921,11776.729543065456,27.302788182629545,11777.085891560342,45644.72924169646,4213.379356562688,36397.18714553753,96.32000000000012,45644.73699801297,96.32000000000012,27.303740384195798,0.807399664492277,2515.374080492504
1100,1927.7464013086567,9835.936146461161,0.8078968944358462,36396.32347223019,84541.53316079093,2515.660904555013,1927.7401756669735,84541.14542398627,9836.051818789565,43945.95633658352,43946.04879437707,4213.951205622951,11778.448779209051,27.307323818149385,11778.836516013696,45644.33240634125,4214.043663416395,36396.214025543566,96.32000000000012,45644.33991865168,96.32000000000012,27.308359813557868,0.8078952330939227,2515.781093599593
1200,1927.694746989026,9836.951742718884,0.8083593572043677,36395.3595302921,84539.8606250384,2516.047199819898,1927.6877929610598,84539.44240520285,9837.081488727332,43945.30858782402,43945.410229277615,4214.589770722401,11780.12131496158,27.311736979340353,11780.539534797179,45643.9464835621,4214.691412175856,36395.23673831174,96.32000000000012,45643.95378558647,96.32000000000012,27.312854366638128,0.8083574243983122,2516.1768865677245
1300,1927.6431717946084,9837.967204167695,0.8087906376545552,36394.39564403771,84538.2305118474,2516.42358892656,1927.6354914144354,84537.78262143809,9838.111010506613,43944.67729417608,43944.78788073598,4215.212119264031,11781.75142815256,27.316038769734046,11782.199318561956,45643.570452456115,4215.322705823803,36394.25951807908,96.32000000000012,45643.57757021205,96.32000000000012,27.317235391540976,0.808788422385242,2516.5625172051086
1400,1927.5918421676079,9838.978947753043,0.8091928069952325,36393.43523007936,84536.63948333549,2516.7908699652326,1927.583439554021,84536.16265186296,9839.13675474191,43944.06194242035,43944.18124554811,4215.818754451904,11783.342456664488,27.320237865147472,11783.819288137098,45643.203522614705,4215.938057579586,36393.28582570417,96.32000000000012,45643.21047380937,96.32000000000012,27.321511782921448,0.8091902997357644,2516.9388102455964
1500,1927.5408733673182,9839.98449503001,0.8095677510455884,36392.480651602695,84535.08531341382,2517.1495783277846,1927.5317540955505,84534.58022131912,9840.156210926129,43943.461703638124,43943.58950894497,4216.410491055052,11784.89662658618,27.324340071230985,11785.401718680909,45642.845164719394,4216.538296361849,36392.31805497841,96.32000000000014,45642.8519604412,96.32000000000012,27.325689476216734,0.8095649435105334,2517.3063170312175
1600,1927.4903580774787,9840.981847314339,0.8099172212961044,36391.5338146082,84533.5660517438,2517.5001812568776,1927.4805289389305,84533.03334351888,9841.167353775743,43942.87588261685,43943.011985969744,4216.988014030283,11786.415888256202,27.328350473894044,11786.948596481132,45642.49491311982,4217.124117383152,36391.358137285395,96.32000000000012,45642.50156236327,96.32000000000012,27.329773652463746,0.8099141063133592,2517.6655165564143
1700,1927.4403643362646,9841.969531729344,0.8102428064304119,36390.59612393441,84532.08010879086,2517.843056501379,1927.4298330114093,84531.52039903817,9842.168690839952,43942.30386009476,43942.44806614645,4217.551933853583,11787.901831209123,27.33227322134853,11788.461540961856,45642.152390674324,4217.696139905265,36390.407496148706,96.32000000000012,45642.158901362614,96.32000000000012,27.333768538940948,0.810239377803043,2518.0167961769366
1800,1927.3909648384658,9842.945976611929,0.8105461312657765,36389.669078549625,84530.62584294188,2518.178595039019,1927.3797399581242,84530.03971562565,9843.158629578991,43941.74498153913,43941.8971043695,4218.1028956305245,11789.356097058098,27.33611259791594,11789.942224374347,45641.817207342516,4218.255018460911,36389.46765046297,96.32000000000012,45641.823585990045,96.32000000000012,27.337678501039573,0.8105423838005672,2518.360556765332
1900,1927.3422097311632,9843.910091176802,0.8108286466407901,36388.753719092056,84529.20193485465,2518.507109201303,1927.330300572868,84528.58994813441,9844.136064827615,43941.19868042274,43941.358542228045,4218.641457771976,11790.780005145334,27.33987204682454,11791.391991865603,45641.48905141549,4218.8013195773165,36388.53965459961,96.32000000000012,45641.49530347892,96.32000000000012,27.34150705010697,0.8108245760091453,2518.6971188897846
2000,1927.2941325660222,9844.861138910026,0.8110916950955334,36387.850748523975,84527.80731341534,2518.828850642339,1927.2815488418876,84527.17000531188,9845.100250309259,43940.66443570755,43940.831865787135,4219.168134212892,11792.174626584658,27.343554365667018,11792.811934688118,45641.16767092955,4219.335564292497,36387.624220848935,96.32000000000012,45641.17380176718,96.32000000000012,27.345257036845005,0.8110872977391597,2519.0267405548498
2100,1927.246771632573,9845.798281780832,0.8113366034659941,36386.96096658662,84526.44082974298,2519.1440911059863,1927.2335235445191,84525.77871594226,9846.05033699843,43940.141738087885,43940.316573114076,4219.68342688595,11793.541110257022,27.34716255939916,11794.20322405773,45640.852794776176,4219.858261912162,36386.72215945709,96.32000000000014,45640.85880870088,96.32000000000014,27.34893152539017,0.8113318765964763,2519.349700648493
2200,1927.2001170130823,9846.72171008677,0.8115643081218209,36386.08419290017,84525.10203722649,2519.452932092322,1927.1862146194596,84524.41562485792,9846.986517870127,43939.63025884988,43939.81233994607,4220.187660053955,11794.879902773495,27.35069781069078,11795.56631514205,45640.54432087278,4220.369741150159,36385.833287510424,96.32000000000014,45640.55022245536,96.32000000000014,27.352531721304846,0.8115592494054198,2519.6661032714323
2300,1927.1542155148213,9847.630404193083,0.8117762158296608,36385.221400292125,84523.78966467029,2519.7556747463245,1927.1396694771183,84523.07943626423,9847.907759856562,43939.12945081565,43939.31862699802,4220.681373001999,11796.192275329704,27.35416344075959,11796.902503735757,45640.24194875798,4220.8705491843775,36384.95859066632,96.32000000000014,45640.24774145917,96.32000000000014,27.35606101089247,0.8117708237645599,2519.976257445323
2400,1927.1090950066161,9848.523748356723,0.8119735627604211,36384.37317663669,84522.50271436982,2520.0525541428196,1927.0939163396072,84521.76913314061,9848.81343916934,43938.63884683019,43938.834973802645,4221.16502619738,11797.47922563017,27.35756206140879,11798.212806859387,45639.9454437117,4221.361153169851,36384.098664491066,96.32000000000014,45639.95113024706,96.32000000000014,27.359522057150972,0.8119678365427523,2520.2804043924707
2500,1927.0647115850513,9849.402657321729,0.8121568062202436,36383.53865109325,84521.24121061417,2520.343558531636,1927.0489107145374,84520.48474091798,9849.704482854877,43938.15834973301,43938.36128434304,4221.638715656985,11798.740729385823,27.36089361965891,11799.497199082021,45639.654816569244,4221.841650267032,36383.25262643062,96.32000000000014,45639.66040033818,96.32000000000014,27.36291480396779,0.8121507451566388,2520.578531816906
2600,1927.0210971823235,9850.266428607061,0.8123272089933624,36382.71849421065,84520.00409542656,2520.6289377683497,1927.0046849397722,84519.22518102275,9850.580179250319,43937.68748062733,43937.897086662444,4222.102913337581,11799.977844573443,27.3641608845945,11800.75675897729,45639.36981804605,4222.312519372723,36382.42115581,96.32000000000014,45639.37530147997,96.32000000000014,27.36624207503962,0.8123208131113364,2520.8708961535567
2700,1926.978255642097,9851.114958671122,0.8124857238765721,36381.91280568681,84518.79071008008,2520.908845350748,1926.9612428956007,84517.98978210115,9851.440423600046,43937.2259081404,43937.44205414016,4222.557945859856,11801.191229919914,27.367365584318737,11801.992157898907,45639.09029476121,4222.774091859674,36381.60435350453,96.32000000000014,45639.09567984082,96.32000000000014,27.369505631921353,0.8124789936915668,2521.1576548757735
2800,1926.9361771076792,9851.948436358756,0.8126330397789768,36381.121406533595,84517.60059393555,2521.1833869896204,1926.9185745854354,84516.77807524697,9852.285407369081,43936.77341527095,43936.99597273182,4223.004027268205,11802.381346064443,27.370508924928654,11803.203864753097,45638.81614059964,4223.226584729143,36380.80203804574,96.32000000000014,45638.821429429074,96.32000000000014,27.372706702443374,0.8126259761163758,2521.438916227367
2900,1926.8948502207932,9852.767082459612,0.8127698339358924,36380.34408731962,84516.43330611484,2521.452663734042,1926.876668490488,84515.58961162461,9853.115354407024,43936.32979234708,43936.55863566219,4223.441364337828,11803.548633885164,27.37359206171887,11804.392328375468,45638.54725419028,4223.67020765303,36380.013997102775,96.32000000000014,45638.55244891675,96.32000000000014,27.375846462836805,0.8127624379211987,2521.7147836977906
3000,1926.8542662348518,9853.57106189053,0.8128968569521742,36379.580691874646,84515.28836537137,2521.7167865126708,1926.835515735611,84514.42390097388,9853.930431985893,43935.89480093298,43936.12980791708,4223.870192082943,11804.69357462863,27.37661625806552,11805.5580390262,45638.2835245682,4224.105199067121,36379.24007227875,96.32000000000014,45638.288627081034,96.32000000000014,27.378926200300025,0.8128891300578895,2521.9853710186026
3100,1926.8144136715662,9854.360598084539,0.8130147424969003,36378.83100824392,84514.1653381663,2521.9758550717984,1926.7951046795745,84513.2805018673,9854.730866647902,43935.46824402294,43935.709295259745,4224.290704740285,11805.81660183369,27.37958265442423,11806.701438132763,45638.02485176243,4224.531755977143,36378.48004867268,96.32000000000014,45638.029863905314,96.32000000000014,27.381947076212008,0.8130066864689967,2522.2507803771723
3200,1926.7752950481356,9855.13561676572,0.8131241210202826,36378.09510818617,84513.0636231174,2522.2300107941096,1926.7554378617256,84512.15880178886,9855.51658324424,43935.04988703331,43935.29686638814,4224.7031336118835,11806.9183168826,27.38249284291621,11807.82313821119,45637.77109419442,4224.950112966755,36377.733998894124,96.32000000000014,45637.77601773935,96.32000000000014,27.38491071278438,0.8131157378993269,2522.5111566995492
3300,1926.73688805557,9855.896572183743,0.8132254900057175,36377.37255976071,84511.98293451793,2522.4793177635775,1926.7164926676605,84511.05851011137,9856.288042208627,43934.63960199676,43934.89239512654,4225.107604873489,11807.999005482074,27.385347575137807,11808.923429888659,45637.52218746168,4225.360398003296,36377.00148512373,96.32000000000014,45637.52702425521,96.32000000000014,27.387817874549402,0.8132167820068922,2522.766565540982
3400,1926.6991757121689,9856.643805363008,0.813319314747296,36376.66303892485,84510.92292677908,2522.723855144447,1926.6782518808886,84509.97927519231,9857.045589232246,43934.23725556403,43934.495749982765,4225.504250017261,11809.059013220938,27.38814776582751,11810.002664807704,45637.27805207643,4225.762744435991,36376.282178886824,96.32000000000014,45637.28280405206,96.32000000000014,27.390669492471428,0.8133102842500174,2523.0170879304983
3500,1926.662161265886,9857.377228271149,0.8134062072730683,36375.96663046299,84509.88302090748,2522.963757990854,1926.6407187805494,84508.92050695364,9857.789135245222,43933.84259410383,43934.10668096041,4225.893319039625,11810.098919092517,27.390894924145016,11811.061433046354,45637.03855306984,4226.157405896171,36375.57616597413,96.32000000000014,45637.04322181743,96.32000000000014,27.393467104756258,0.8133968569419021,2523.262862405377
3600,1926.6258303276707,9858.0971274963,0.8134865835766002,36375.28306217606,84508.86285589344,2523.1991093517945,1926.60387877712,84507.88183794274,9858.518970776811,43933.455484066704,43933.725056389245,4226.27494361079,11811.119084106549,27.39359000169599,11812.100102057228,45636.80360714371,4226.544515933283,36374.883170445944,96.32000000000014,45636.808194277975,96.32000000000014,27.396211680162487,0.813476916215384,2523.503974009252
3700,1926.5901677571385,9858.803805867696,0.8135608164658243,36374.6120463752,84507.86208742583,2523.4299883841627,1926.5677165199934,84506.86291773408,9859.23540281222,43933.0758048009,43933.350757316766,4226.649242683269,11812.119852574177,27.396233906226097,11813.119022265892,45636.57313488886,4226.9241951990825,36374.20290066767,96.32000000000014,45636.57764206157,96.32000000000014,27.398904142715825,0.8135508349907593,2523.740503790581
3800,1926.5551640648393,9859.497446714777,0.8136293261404086,36373.95340922042,84506.8803176952,2523.656486938779,1926.5322223839564,84505.86334119715,9859.938617245169,43932.70339339617,43932.983623142805,4227.01637685722,11813.101622304805,27.398827683814474,11814.118598802828,45636.34704431639,4227.296606603815,36373.53518037079,96.32000000000014,45636.35147309838,96.32000000000014,27.40154555792239,0.8136190336185695,2523.972545875568
3900,1926.5208134816776,9860.17815486363,0.8136925678433061,36373.30705165473,84505.91711936936,2523.878703799211,1926.497390513248,84504.8826729809,9860.62872041892,43932.33805465698,43932.62346144303,4227.376538556998,11814.064820630652,27.401372458165426,11815.099267019083,45636.12523657969,4227.661945343011,36372.87990906777,96.32000000000014,45636.129588384334,96.32000000000014,27.404137070775512,0.8136819675207413,2524.2002015425555
4000,1926.487102975319,9860.84618933944,0.813750836479107,36372.67272768528,84504.97214851834,2524.0967182572726,1926.463207693412,84503.92056294953,9861.305974928444,43931.97967352132,43932.270158793865,4227.729841206161,11815.009791481676,27.403869133455817,11816.061377050466,45635.907632208,4228.0203264786805,36372.236837378114,96.32000000000014,45635.91190843204,96.32000000000014,27.406679601901235,0.8137399316718129,2524.4235520092666
4100,1926.4540223702204,9861.501748964058,0.8138044486746655,36372.050248665764,84504.04504072822,2524.3106144183043,1926.429663604531,84502.9766399883,9861.970582361842,43931.62811090864,43931.92357809613,4228.07642190389,11815.936899271805,27.406318667762626,11817.005300011693,45635.69414697509,4228.371889091359,36371.605774033625,96.32000000000014,45635.69834894099,96.32000000000014,27.409174127148088,0.813793242787193,2524.6426834625954
4200,1926.42156089156,9862.145045799303,0.8138537867936544,36371.439413309185,84503.13545492469,2524.5204707330754,1926.396747320373,84502.05055689723,9862.622757712144,43931.28320952431,43931.58356424632,4228.416435753704,11816.846485075335,27.40872196084265,11817.93138310277,45635.48470220663,4228.716790475704,36370.98651496751,96.32000000000014,45635.4888312632,96.32000000000014,27.411621562599663,0.8138422833611338,2524.8576762510233
4300,1926.3897085416527,9862.77627553394,0.8138991084612777,36370.84003592445,84502.24304232778,2524.726367697163,1926.3644487014908,84501.14195846053,9863.262699389825,43930.944840023614,43931.24998974975,4228.750010250284,11817.738897672254,27.411079929513487,11818.839981539482,45635.27921730981,4229.055159976407,36370.37887190874,96.32000000000014,45635.2832747224,96.32000000000014,27.414022842136912,0.8138873110729874,2525.0686128691395
4400,1926.3584551329996,9863.395638287244,0.8139406803758849,36370.251926579804,84501.36746826158,2524.9283824420277,1926.3327574165498,84500.25050387825,9863.890610289434,43930.612868580894,43930.92272267664,4229.07727732339,11818.61447173846,27.413393454697296,11819.731436121765,45635.07761502143,4229.387131419118,36369.782652294074,96.32000000000014,45635.081602009916,96.32000000000014,27.416378862949507,0.8139285926820374,2525.275572348397
4500,1926.327789647527,9864.00335196038,0.813978774060092,36369.674878392136,84500.508412301,2525.1265887632303,1926.3016622929938,84499.37586694717,9864.50671132081,43930.28716994927,43930.6016395465,4229.39836045353,11819.473527699027,27.41566338050185,11820.606073052853,45634.8798213799,4229.712830050747,36369.19764638625,96.32000000000014,45634.883739156816,96.32000000000014,27.418690484514602,0.813966399775333,2525.4786302758966
4600,1926.2977010832135,9864.599634441414,0.8140136385306755,36369.10868447542,84499.66556300597,2525.321058363925,1926.271152174717,84498.51773061583,9865.11122337842,43929.96762245445,43930.28662040058,4229.713379599447,11820.316376994053,27.4178905275505,11821.464209384203,45634.6857645193,4230.032377545562,36368.62364444692,96.32000000000014,45634.68961429308,96.32000000000014,27.420958542385677,0.814000981421209,2525.677860094062
4700,1926.2681790543738,9865.184690988213,0.8140454809208418,36368.55314995746,84498.83861418777,2525.511861736531,1926.241216530172,84497.67578312394,9865.704354557198,43929.654104445355,43929.9775453082,4230.022454691832,11821.143325812265,27.420075702433362,11822.30615687609,45634.49537381432,4230.34589555467,36368.060448912685,96.32000000000014,45634.49915676797,96.32000000000014,27.42318385796917,0.8140325447799469,2525.8733340221515
4800,1926.239213142963,9865.75872767173,0.8140745139390918,36368.008079185354,84498.0272636727,2525.6990684777907,1926.2118447951584,84496.84971682049,9866.286313774497,43929.34649903695,43929.674299037724,4230.3257009623085,11821.954676327341,27.42221970121006,11823.132223179546,45634.308579532335,4230.653500963095,36367.50786143039,96.32000000000014,45634.31229682927,96.32000000000014,27.425367241895387,0.8140613025920368,2526.0651233555163
4900,1926.210794333998,9866.321920576105,0.8141009967255038,36367.473305089945,84497.23118704272,2525.8827535657515,1926.1830278267664,84496.03920132828,9866.85727956453,43929.04468860547,43929.3767656468,4230.6232343532265,11822.750752957323,27.424323377109303,11823.942738671754,45634.12530660626,4230.955311394574,36366.96571260874,96.32000000000014,45634.12895933926,96.32000000000014,27.427509563218944,0.8140875140621101,2526.253304927444
5000,1926.1829113716249,9866.874494434838,0.8141250690393492,36366.948614193585,84496.45011663977,2526.0629784563703,1926.1547542125584,84495.2439642045,9867.417479748758,43928.748566638584,43929.08484011857,4230.915159881456,11823.531823360272,27.426387436550094,11824.737975795535,45633.94549342099,4231.251433361459,36366.43378603871,96.32000000000014,45633.94908270429,96.32000000000014,27.42961154111516,0.8141113189369023,2526.4379416726633
