milliseconds,V_Tumor_Volume,C_Cytotoxic_T_Lymphocytes_Coverage
0,1.0,0.1
100,1.0392873397958748,0.09806795347411357
200,1.0797830632814371,0.09617439076244273
300,1.1215127259891406,0.09431861876554039
400,1.164500546506599,0.09249987605583768
500,1.2087707033499848,0.0907174407731314
600,1.2543473804891665,0.08897055371090865
700,1.3012550419435867,0.08725853473096243
800,1.349517951099699,0.08558065019055987
900,1.3991607699968927,0.08393623778510322
1000,1.4502080198776124,0.08232461182634081
1100,1.5026844753842294,0.08074512052192513
1200,1.5566149633402893,0.07919712098289776
1300,1.612024339908401,0.0776799744687613
1400,1.6689376865117282,0.0761930745285637
1500,1.7273799628579325,0.0747357979074963
1600,1.7873764634869005,0.07330757029337194
1700,1.8489522601335067,0.0719077853595566
1800,1.9121328220604636,0.07053589789156381
1900,1.9769433435504409,0.06919132051650975
2000,2.043409491537133,0.06787354441783867
2100,2.1115565917824735,0.06658200318690875
2200,2.181410078115,0.06531614865744734
2300,2.252995810583814,0.06407551024326812
2400,2.326339290905644,0.0628595518603646
2500,2.4014661754225317,0.061667765474341614
2600,2.478402289766846,0.06049967969287438
2700,2.5571734448760357,0.05935481771903093
2800,2.637805479046535,0.05823270700234447
2900,2.7203242652401567,0.05713289086551969
3000,2.804755715764398,0.05605492310200058
3100,2.891125829202226,0.054998366749737154
3200,2.9794606003076822,0.05396279174085329
3300,3.0697860025263055,0.052947770724676546
3400,3.162128138798292,0.051952895775773736
3500,3.2565131049751264,0.05097776327739078
3600,3.352966939722277,0.0500219684774289
3700,3.4515158146758016,0.04908512631113178
3800,3.552185897118618,0.04816685636374845
3900,3.65500329909727,0.04726677972134877
4000,3.7599942340398176,0.04638453163427951
4100,3.8671849185047646,0.045519753573000594
4200,3.976601541360047,0.044672091327766186
4300,4.088270331746299,0.04384119969864108
4400,4.202217549984505,0.04302674187151952
4500,4.318469437061775,0.04222838553495914
4600,4.437052238049872,0.04144580470136176
4700,4.55799224302361,0.04067868312883846
4800,4.681315719437678,0.039926708158966866
4900,4.807048899268691,0.03918956906704046
5000,4.935218094686291,0.03846696931515546
