milliseconds,E4P,G6L,NADPH,P6G,R5P,Ru5P,S7P,X5P
0,0.02868253144296747,0.0758980496326902,0.16091327129227787,0.25047717025107363,0.11843786134780175,0.033152626248004406,0.08172554782238312,0.04082567681117807
100,0.026824961548769843,0.15993609814398388,0.20167064991471145,0.24475001369839772,0.10918142151072777,0.03316468957192123,0.08333219304372658,0.044942446756775035
200,0.024837464897272104,0.19617110872382584,0.22218157731409793,0.2400846268419025,0.10195858788502905,0.03331835111676558,0.08285426315287808,0.04624272916669022
300,0.023277678771585347,0.1909206545487443,0.23119799273408645,0.23794427562627732,0.09745329006196007,0.03319221958208854,0.083020242603414,0.04704755943210326
400,0.02229968072935481,0.2186361298821852,0.24000560521387979,0.23540102466716892,0.0945651162120327,0.032616446847913795,0.08399396085924311,0.04672286052498638
500,0.020807847433061646,0.23337943490640353,0.2418758907175527,0.23255899859669416,0.09116463168195958,0.03260382339203461,0.08358733117666955,0.04709483924142013
600,0.019924497025681224,0.2560241607665346,0.2460506783335497,0.23081844636670773,0.09109363229730508,0.03235683714981705,0.08130482739723635,0.04674399498913846
700,0.019093548211137772,0.27555351849655607,0.24716505979253403,0.22932138584021683,0.08914724634290254,0.03194404364932638,0.07937145191317627,0.04661666156586603
800,0.01814592012824278,0.29562306286787504,0.24860271203419826,0.22797238384461727,0.08664196972836237,0.031891481019983944,0.07884771862153298,0.04601326010732264
900,0.017443981742613475,0.33890711461350675,0.2485437984832545,0.22852293555904477,0.08740739158015456,0.03166138850548686,0.0780863960096859,0.045761845838239536
1000,0.01710705799606302,0.347296425476256,0.24904814075344192,0.22669064674206724,0.08539371454700578,0.03136359221907345,0.07780772613134906,0.04582540403825937
1100,0.01642106238473594,0.3508343906950788,0.24916127661166002,0.22669257885501104,0.0849161485816544,0.030948508075041563,0.07542914301871656,0.045549250819981034
1200,0.01646666764937438,0.4048669000805012,0.247324140052035,0.22708802322909166,0.08505573770290664,0.030878462043850034,0.07451738285920131,0.04509066202792673
1300,0.015874064450344887,0.394251686432635,0.24740307064447237,0.22525182938498173,0.08389654786330167,0.030867870088171344,0.07386996703113653,0.044788016949860336
1400,0.01546704166926201,0.4091262271592212,0.24925364963314253,0.22655802653096474,0.08174555955093185,0.030502966527385177,0.07176876675034667,0.044724617874540636
1500,0.015830188263295852,0.4424471289554212,0.24807816517970047,0.22618024637190584,0.08261214765548792,0.03028190114471834,0.07141694479695669,0.04467861282973781
1600,0.015631522074295294,0.4484924465872719,0.24866882483491606,0.22532691894075904,0.08076244890653964,0.030059589155843204,0.06952568714507872,0.04425559715057431
1700,0.015527055936350332,0.4622489445390012,0.24824232898672544,0.22438148948032385,0.08039350684298967,0.030001457268572382,0.06973327812913188,0.043765918763286664
1800,0.01521816186417589,0.49345620289253317,0.24952649150238979,0.22442342507544838,0.08075359024176586,0.030071042577190826,0.06902677689772328,0.04394662821935049
1900,0.014915424005582855,0.5363276127333962,0.24933940459458764,0.22654050040200974,0.0803288154584086,0.029696476396389202,0.06696889280533103,0.04361338108340038
2000,0.014877579738070237,0.5554021282891082,0.2494011524947069,0.22666285311222525,0.07834551379413138,0.029688148763646165,0.06531547863324459,0.043401798928016024
2100,0.014956469180470233,0.5501741819703154,0.24776643311031146,0.2251875606523882,0.07970343940324293,0.02938691829351055,0.06598618647893176,0.04269447878959682
2200,0.014551338999611951,0.5771189820282301,0.2489072733602215,0.226628198178119,0.07898766445151538,0.029325389177001327,0.06383843043085527,0.04277710786179874
2300,0.014688259652925363,0.5786382719525744,0.24814997411392475,0.22694561326313645,0.07708712795893499,0.02898012684205419,0.06428970747188592,0.0423028766649249
2400,0.014839048922123996,0.5753865693036961,0.24778450441180822,0.2273370700012383,0.07746117146526993,0.02889806607419148,0.06401117660025522,0.04233437036602362
2500,0.014575949177652259,0.6173009974796476,0.24918050595142596,0.2288247393942413,0.07642746433932313,0.02868491710421898,0.062247144917392576,0.04182420843901938
2600,0.015024342452739889,0.6532626741664256,0.24766803762810474,0.22997724099188618,0.07628320409283271,0.028822968690259205,0.061053334888510474,0.041676836241419886
2700,0.014974644392407904,0.6612100791426124,0.24898924234880707,0.23046945331666938,0.0756923032903169,0.02862466572033698,0.059415701661318564,0.04172574390339984
2800,0.014587192958630124,0.6784171626265517,0.24803665911000522,0.2315164709543842,0.07480050324768518,0.02840887141799498,0.060851362603563094,0.041250347445538384
2900,0.014873339218069829,0.6571557381540074,0.24775155131146875,0.23071744189913013,0.07514834605773839,0.02820048067330888,0.05933466882797147,0.04142089601687637
3000,0.014490923300808709,0.720815004318266,0.24622553317226434,0.23239595877576066,0.07417835269354425,0.02809938967117373,0.059463454883305705,0.04084794093896962
3100,0.014845315213995772,0.7139906124981554,0.24661337859856783,0.23417855483132322,0.07353772900915423,0.0279017129622868,0.05754392682974156,0.040557191609197255
3200,0.01513166237906072,0.7152464442474835,0.24826797630135683,0.23486864870134957,0.0740632813069956,0.027639521399755052,0.05649147003426752,0.040464745163850555
3300,0.014804106903099381,0.7406581086653485,0.24744282490252043,0.23490877078360337,0.07257046836527033,0.027678607097427983,0.05685559643211862,0.0406255533962981
3400,0.014842811864288138,0.7823415547488015,0.2476988917245337,0.23700779995306137,0.0736851926368238,0.027474210533454595,0.05473135980565744,0.04045550640045992
3500,0.015223554095480731,0.7867451861941365,0.2464942927721382,0.23803653606677372,0.07230276289017967,0.027309800252445407,0.05519127390673191,0.039974768138234286
3600,0.014854445052911398,0.7918912281187751,0.2475079731785109,0.23953374829898608,0.07155132837727707,0.027238767587719755,0.05444657460446188,0.04001451102467837
3700,0.015221614444496937,0.7972088121934074,0.24709057271834345,0.24149957272887976,0.07204867349151353,0.027113137374369992,0.05494534640142419,0.04001137713026951
3800,0.014922953643353954,0.8439710940127076,0.24695225970637452,0.24224757817724796,0.07210223390641833,0.027357768985667923,0.05262644077744707,0.03976398606754975
3900,0.015197602118885862,0.8642826641768481,0.2462171955718415,0.24480839737996152,0.07095586297599815,0.0272741079832461,0.05247115271378371,0.03944974339259013
4000,0.014969012023076272,0.8341151992189553,0.24617942922344468,0.24592893413108527,0.07052852983777941,0.02695887021111876,0.05321030216235223,0.039597189689409326
4100,0.015052567025278655,0.8457251407705673,0.2462397859733107,0.24721507993373856,0.06916157379547525,0.02668511505711743,0.051469157607701904,0.03892138468155844
4200,0.01517306634023723,0.8939123580740062,0.24666700615282305,0.24934722086444042,0.06940001601868585,0.026597572371335622,0.05249192410011844,0.03931152744117088
4300,0.015031729006003493,0.9052882057998167,0.24707062792479764,0.25042130044202493,0.06870823803921171,0.026851908626696504,0.051028741338632305,0.0390596124717414
4400,0.015518252308841426,0.9038866887430667,0.24691619035345078,0.2518093735563417,0.06833514675483958,0.02677048533724748,0.04956804315194263,0.03869203051580002
4500,0.015142769421635551,0.9519851799365283,0.24521145165358707,0.2520805724905208,0.06858920017829713,0.026319307545149176,0.04941056674021563,0.038771023502427525
4600,0.015016928752548649,0.9260155843074543,0.2463445592306934,0.2546865385229114,0.06949631089645322,0.026416416500919238,0.050329428008850374,0.03856917288909935
4700,0.015488363546649227,0.938077311433009,0.2451465877850342,0.257259802109627,0.06856229649262324,0.0262026110000721,0.050399552919615793,0.038258336323501216
4800,0.015116217608669595,0.9976093909154516,0.24617683564188403,0.2582304080484067,0.06729546021678864,0.026158951091078738,0.04888392879309664,0.03827666044073353
4900,0.015279804359565639,0.9889565170038407,0.2456477819037345,0.26002820033729135,0.06860624157413785,0.026131095438746994,0.04825242215272981,0.038454286170535375
5000,0.015728467664232693,0.9902267525516847,0.24697052672289196,0.2628853205394012,0.06845833386849597,0.02596740503281533,0.04926431318964224,0.038139737506957816
