milliseconds,ADPi,ATPi,Cri,PCri,PCr,ADP,ATP,Cr,P_ii,P_i,tmito
0,37.2717416158633,5622.779038130458,9721.416520759569,5786.266419488617,5795.880355766863,64.55902711245058,5598.352905588662,9692.29265608187,844.1813984562436,806.4825813731602,0.0
100,53.281085451995374,5616.612444135238,9833.90887326664,5513.862229168549,5571.726363135798,82.55946166425103,5582.006991781089,9917.368737984327,1126.565090602197,968.551173155816,0.0
200,49.44791833928031,5610.692673403378,10061.435964708275,5602.058701309902,5477.822321359198,88.43285240254565,5580.071905813765,10091.499199084674,1040.7510484215766,1152.887551184464,0.0
300,52.88417375139742,5613.247873330078,10010.147083638567,5320.286618931274,5358.433242091605,91.27439821296828,5576.847643347317,10158.173304926118,1207.3474860300253,1210.4258032207406,0.0
400,49.50412787589814,5614.704895140743,10190.853257067898,5290.001105083432,5290.543206053191,89.58451184237593,5576.374967424134,10289.42667497597,1279.10192545241,1274.2286733096864,0.0
500,54.32394373770985,5610.742163873512,10269.010881639784,5226.393165608712,5219.6503277155125,94.98392087907102,5567.030095778833,10289.766742943195,1364.1225043825596,1383.2988887000104,0.0
600,57.58558558091144,5612.480722244122,10419.311457019776,5017.070658380687,5085.780744509697,91.75004647274172,5564.316754676219,10478.611976815031,1652.5789504504353,1509.5076377334433,0.0
700,51.94957720423666,5610.1720430521,10595.683262857678,4924.847699157704,4909.837634094192,94.78108728536613,5563.4894209453805,10515.603011038544,1742.5224391939316,1613.4874290193425,0.0
800,58.73525892420003,5607.8181090214,10552.975950988404,4882.380781850044,4834.380795476883,98.9933545085043,5567.212967136182,10671.912014638903,1654.6460748341565,1865.5364290039004,0.0
900,54.964789144792235,5609.876948271005,10610.725807875358,4723.226778206371,4721.584250068729,101.05479146134282,5563.482727243182,10643.4999057621,1935.2470773244718,1868.1060798256633,0.0
1000,57.78067241900274,5607.504379220954,10700.632563225347,4618.875753033249,4620.777085780216,106.85033966647735,5556.876461909866,10872.34245058001,1928.7481958343624,1953.1842847968107,0.0
1100,60.44552510135578,5601.810985681525,10854.27462267325,4558.70690634471,4670.51872677109,106.25886828611635,5556.280275399634,10799.607326832118,2003.9767666296964,2067.9616323373857,0.0
1200,62.19986675544357,5606.274630500722,11065.249550388175,4455.159135903636,4563.282198173547,106.12892545079205,5553.460080812205,10955.151109166003,2165.9994837166632,2133.1823168364517,0.0
1300,60.86144481567732,5602.170096090728,11107.819505656398,4459.198446662134,4499.072934428749,112.98310298469214,5550.511189915411,11130.724639912083,2175.5315206822506,2120.1248817356395,0.0
1400,64.89730437780746,5600.859534864735,11222.078801302361,4400.683025326555,4331.952259837369,116.23990301825926,5548.782814494282,11082.924680572838,2333.1914146970207,2267.557626071927,0.0
1500,63.45556242458316,5597.391311663886,11245.177737465896,4242.333833800004,4234.252672405672,120.21436368184729,5546.7583642936215,11169.075777985216,2398.2699269356353,2494.4622207102757,0.0
1600,66.761353179582,5595.093202639236,11192.10077389489,4140.871302005111,4277.992607669072,117.29246622499261,5547.8066646386615,11377.6567926852,2487.4595793918934,2499.548050668197,0.0
1700,69.25316649933721,5597.16404467078,11371.321074321717,4108.312764248684,4070.9975930764435,124.74698026248925,5541.482447667419,11434.554990826005,2515.863564960821,2634.066727629638,0.0
1800,73.48106509069062,5590.353450235902,11468.290938355534,4016.8792761078303,4134.507547962862,124.64946125693592,5541.444292775288,11382.50898064782,2551.689000770782,2572.7625197343878,0.0
1900,77.469606752476,5590.780457068859,11505.80626459469,3993.347221072546,4023.154000560469,128.00807329102213,5537.818978113812,11451.774927382867,2686.1646483117806,2615.3027223643735,0.0
2000,79.33868876109813,5592.101191991599,11586.168029563263,3860.692877642608,3875.974591328449,128.57301890224807,5532.081062592595,11612.07419102926,2712.9110550517817,2875.160441994762,0.0
2100,76.22357055276052,5585.28944184436,11609.007661112648,3844.0835741794826,3837.8623740169255,132.1128683551186,5529.885694431976,11690.422572470206,2926.0675404923013,2778.872832796,0.0
2200,77.88779659788851,5583.104977351357,11797.648802252123,3800.073879387274,3693.932466813928,141.70976417749586,5528.276993043904,11658.022259118603,3014.942460840985,2847.1386282053213,0.0
2300,84.73777103964908,5584.568201385752,11760.956767031212,3687.568883440208,3626.468157149002,140.16121366320922,5528.298665098187,11829.236494033892,3005.041191731436,3024.788672015971,0.0
2400,82.59103105072771,5579.189069466084,11902.848925735503,3614.6714519188863,3646.468377193431,144.24344181449217,5526.474034342516,11801.24694889317,3126.072398790561,3046.0919846310626,0.0
2500,86.46738108649723,5578.0492655067455,11922.918434000301,3623.847984973039,3563.4612157940674,148.2026622556162,5518.126606684814,11922.269882512823,3089.0454583953792,3152.9876610516753,0.0
2600,85.87780660135675,5576.555280247003,12045.225290365139,3566.743164653089,3469.2824131365924,153.61427806707178,5514.11473639458,12106.561671664907,3319.0458932187976,3170.9863848997984,0.0
2700,93.5920588957331,5572.551373533669,11988.164625729585,3470.0964113038067,3516.806236567166,148.05551714196247,5512.368156634669,11986.363663402079,3322.650706651979,3272.335480792669,0.0
2800,96.51578402675347,5568.1625014269475,12190.165654803002,3338.551364954187,3287.564863842966,156.56748045017395,5504.912892604683,12177.149240970295,3372.6488107002506,3272.724811994184,0.0
2900,99.39213019320965,5569.859738642154,12269.827157600537,3243.732320965895,3306.093673607979,161.0437418181799,5503.921430217985,12242.541842990124,3350.5559507290805,3396.415626732899,0.0
3000,101.67724595713723,5565.561486987845,12298.291212836333,3135.0552939636555,3195.161182207013,164.72450193036585,5500.850482402245,12303.509723345378,3490.941828267618,3480.114891203471,0.0
3100,104.87421784057226,5560.237626218414,12347.411997157224,3243.2641462037204,3148.7370053472255,167.7318094959474,5501.868614667448,12366.9754462668,3508.3634395859417,3456.7537077431653,0.0
3200,106.62698584911462,5559.824830376084,12448.856528639006,3171.9530915118166,3203.377590446071,164.93718790602358,5494.862958921322,12374.519868062749,3642.7501502929017,3627.737501792626,0.0
3300,103.73752194599614,5558.290798903315,12516.218739649114,3143.4602889323687,3092.813722935206,175.18867226650062,5493.940704923024,12384.227141974254,3717.255549027921,3768.6270911453826,0.0
3400,110.08512477713941,5556.778307527365,12424.362692314295,3063.1005892624207,2954.1523265127794,179.38309525835356,5485.5769451868355,12551.077230907187,3655.47628239381,3737.971585178683,0.0
3500,112.10011432368793,5552.067161733228,12574.42365909137,3008.4029116205297,2868.4489577181416,183.56650352588107,5481.591178992116,12639.491747036189,3760.7683934383344,3850.7173980780994,0.0
3600,117.43305086433581,5550.2218438843065,12669.55996091915,2787.255515581337,2820.256276300598,178.48348398039835,5484.748004483968,12699.795145500864,3812.4953648112273,3915.0913608720857,0.0
3700,118.88085937520702,5547.399803980257,12708.659051241446,2758.660835721415,2923.358536254071,183.51329832845332,5475.940402388718,12735.784192572,3959.3202630085116,3949.415810017803,0.0
3800,124.75304403839091,5546.019098363147,12684.769941641083,2852.9542851293986,2684.155584981596,195.03767416266464,5473.636359472025,12681.737187391484,4070.5556532859964,3998.689064911392,0.0
3900,122.45260916195832,5537.895474402397,12697.540280107203,2707.079714694228,2819.067408314292,194.6974005618337,5468.921566885052,12700.325858637629,3979.154392920393,4058.3485301239098,0.0
4000,130.80663892530342,5537.888824372699,12809.10295724477,2627.9267614177093,2599.4566618429203,195.2203395996735,5468.965497298055,12907.819965326427,4076.824600146814,4192.7790007967,0.0
4100,130.07050122110238,5533.591420485485,12970.707623553035,2614.0224152802293,2709.541763543746,200.85634139956284,5457.960212836472,12887.521425994202,4153.150171016474,4121.99963812154,0.0
4200,139.27157410634985,5529.405258980547,12867.628879577866,2628.497557031437,2512.6972354865493,203.19271406431088,5461.016236055515,13010.574745967528,4099.458143879882,4151.5491357427445,0.0
4300,135.84366027478637,5524.561768520665,13001.312449637953,2468.816371025734,2511.4068525970742,210.04162180270453,5454.898565385951,13052.146171001965,4337.185436359466,4222.168369402894,0.0
4400,146.51871192670885,5522.936807920288,13000.619700954456,2405.2633527835915,2504.790577444714,216.7073933225061,5450.998559758595,13114.227389611175,4296.784352687815,4223.557076241328,0.0
4500,146.50431026335923,5517.112545182906,13093.75418620628,2361.0440224065665,2454.4347143712353,223.02031957715292,5446.44652526728,13161.107478667118,4344.487447522756,4330.104588337359,0.0
4600,150.7655179747019,5513.722587001247,13085.869617401631,2335.87275835252,2472.849585158221,221.48624566569703,5441.895871056181,13154.836504208379,4444.287741281907,4367.968007850608,0.0
4700,152.22816057788802,5508.843996372317,13266.287489850958,2388.997901567423,2243.4947696376853,224.7209246024575,5439.32982479555,13234.401547132657,4461.158811360021,4531.565010955749,0.0
4800,157.18628807931412,5504.787197972942,13191.052205583015,2368.498117137318,2352.4402168013685,230.76780259359353,5436.109217093642,13291.746460162241,4461.493344453837,4601.357053568435,0.0
4900,166.378586167871,5504.070330367362,13351.197253422895,2273.1685681650074,2201.7124335739145,237.08804547055237,5426.66694834649,13229.588748293025,4463.4967372047195,4482.085566579526,0.0
5000,170.26331747078171,5496.211734881853,13231.659825935827,2116.359710286232,2157.8680580302803,238.61235819445653,5427.300637634879,13329.02853713016,4490.0409443010585,4604.719378737869,0.0
