milliseconds,ADPi,ATPi,Cri,PCri,PCr,ADP,ATP,Cr,P_ii,P_i,tmito
0,38.92214057078207,5626.5454859824085,9855.219896530334,5717.9632229638655,5794.023193069156,62.89066105825777,5602.515804565343,9777.899679956656,885.8782960473204,917.9697429814356,0.0
100,50.49714276317024,5613.018909554139,9829.424643406277,5636.801407097978,5608.485218601407,85.61505082576981,5580.07264595296,9870.742293957928,1113.669099031889,1015.3836183368259,0.0
200,53.05774255891687,5613.502077578196,9898.055494713775,5567.30658106005,5430.760385617294,91.50047911112372,5580.593165350888,10042.227531683873,1055.7515988028968,1224.580159125428,0.0
300,48.86736542752848,5611.854007930015,10206.910531317617,5438.8626287357665,5329.031417507931,84.99330563621585,5579.679608691552,10016.593118493103,1314.3158881015192,1332.3600658887744,0.0
400,51.85528015101652,5611.252591504412,10159.39933244756,5292.65913223043,5358.74247037472,92.88016402633974,5571.05340233332,10204.761182346912,1455.8244882716656,1291.3488669371259,0.0
500,55.67043601587167,5614.118332305929,10391.439507703728,5180.524855152157,5163.000073787625,89.84903428110091,5570.6247159917175,10369.443453798689,1563.4551074761118,1565.289624916097,0.0
600,52.94607612756756,5609.707322485955,10437.086094187975,5144.72523096849,5091.612504614204,93.57789878854848,5570.109991798483,10448.385831683758,1668.7000749272713,1610.3427235330732,0.0
700,55.429708819128074,5609.664439689757,10584.994327121114,5063.462140666146,4886.651904932824,100.37175120097348,5568.994955873239,10440.922876691899,1573.8330860667759,1647.5191773294168,0.0
800,53.52896924765455,5609.595228115496,10676.636553114786,4823.372228470777,4814.252763989682,97.12783745881488,5565.259755771073,10700.206673816601,1797.2444362734411,1788.014568801907,0.0
900,57.01652275972456,5606.219034759224,10784.838223803059,4746.31646622154,4886.425026318514,98.48639355548283,5557.218751749587,10636.150375900015,1751.3375578972468,1949.0516020015496,0.0
1000,61.396776421169335,5603.65906735839,10775.95234809678,4809.101470672394,4668.62400302715,103.34276748919196,5559.018266109206,10760.022099289756,1985.5082682272289,1917.3842475623696,0.0
1100,59.66940384148179,5604.160566875763,10889.570940593458,4661.898193270165,4587.783672255944,109.33058952508485,5555.441075298349,10779.382389962046,2036.9943105974505,2090.7917957267337,0.0
1200,62.079573514175735,5599.69181167706,11031.484636575948,4499.12761440149,4585.2438631386185,105.86623964821398,5551.811621118632,10868.213567932917,2044.775924344086,2094.5271634079613,0.0
1300,64.76354758565657,5601.264231113931,11003.798349255683,4368.258402249291,4458.908708590073,116.81569768945181,5549.091723046615,11058.610661462932,2187.5296653375954,2176.434066540147,0.0
1400,66.21894164025372,5600.634530080813,11110.575047793034,4378.917924498494,4399.744415320918,118.11689985780289,5546.431199412096,11113.450290554787,2294.43929516665,2253.986308616325,0.0
1500,68.23204927913777,5598.561600508965,11168.33635063481,4278.900509326743,4278.465758960132,117.4131044648264,5550.517917134674,11150.865180639446,2389.5671669329618,2453.2616170711585,0.0
1600,68.85249206363994,5595.152783617254,11204.437054247966,4183.802402667059,4227.426289895305,116.30361437965232,5544.881430383349,11396.0652209365,2495.684235516066,2460.9323140940915,0.0
1700,73.24856951533178,5591.391060875142,11454.521416433769,4213.592048922687,4031.9685489551557,126.68993152494102,5544.096610312045,11384.270441295332,2540.509944168917,2618.9273580647805,0.0
1800,74.42022604769348,5594.21144922098,11511.423471743108,4021.0594229448425,3949.039272215914,122.69999822403592,5540.938972917995,11414.642926180666,2606.3400056962428,2655.8693338774656,0.0
1900,73.77890570025319,5590.032645419862,11479.145020799728,3977.2143359239226,4019.94297909605,128.16148338309702,5536.987196946592,11501.760781139772,2744.8100557693497,2615.3081572036454,0.0
2000,79.28656157740505,5588.93101017194,11499.122655918463,3862.768558066808,3822.7454551193637,130.9754795488431,5531.998027825247,11567.445916345276,2872.544952682725,2887.5787028565323,0.0
2100,78.90762614316877,5586.6826744345935,11606.083457229968,3794.5696609791694,3763.4387252896286,138.92488828596692,5528.034043999131,11719.584332845354,2802.2319906087164,2972.4769499965064,0.0
2200,78.73454024976793,5583.47961102745,11781.853548211422,3692.2362254709283,3845.6730369076067,137.0777889370731,5532.552255984894,11673.646978095388,2847.809624225229,2838.1707841955413,0.0
2300,82.65829997833987,5581.870869766801,11858.912395934783,3649.9949319220095,3757.506476609919,137.6208507657336,5522.467389275499,11856.530075495317,3030.796937617147,3080.3992247653387,0.0
2400,82.12475959890047,5582.987653723449,11845.05631632856,3571.311097746839,3715.8219254410146,140.95870497297247,5521.264047223621,11784.615066648357,3030.7025518304335,3101.2062996268905,0.0
2500,86.42908296674928,5578.085325104984,11929.32280181806,3482.484812336153,3627.127399837159,142.18575548748825,5515.239068118727,11857.07961925474,3214.9517862734456,3248.505469521025,0.0
2600,85.60422659201157,5578.034185202727,12095.593494791136,3453.586823780902,3423.8140283654134,148.00248893247849,5519.481232675598,11940.973315967598,3293.612624910955,3132.8432817419753,0.0
2700,88.59984996626434,5571.465437367714,12170.727397075852,3325.9471796049766,3455.124221826177,154.27459552447544,5513.400083887579,12056.235919109444,3334.2975181006855,3232.023583764416,0.0
2800,91.07660087340044,5570.1400376916,12134.644772512003,3394.407436629189,3395.827288150877,152.27522902072175,5504.917538342911,12195.966566664612,3325.4530642247364,3274.0763717408026,0.0
2900,94.33117557055728,5570.494208603329,12154.376209184875,3240.8715667217884,3388.622868148628,159.42598247776846,5510.314682089933,12287.317829988271,3382.943029725833,3490.2312534724397,0.0
3000,100.08884188723962,5565.9739585071975,12212.783796379075,3298.327541860794,3155.045544921626,158.99323135425468,5505.026112173915,12207.592441879702,3390.2013237384353,3441.2844542382286,0.0
3100,99.41165141564733,5565.539230535085,12427.038498370472,3203.698409271881,3255.584030962909,162.71408491965795,5503.132295523791,12235.581530562284,3536.813098952571,3584.623579533947,0.0
3200,106.14027803074032,5561.159080026813,12314.607395426236,3012.525492936883,3081.937828896439,171.10032774580418,5499.926755014023,12341.426180165898,3675.495868187413,3657.378054261165,0.0
3300,108.84072741355473,5561.034207910048,12486.516675287028,3052.33045025379,3109.967834942332,169.17830265659697,5491.164269709427,12533.117109440785,3663.4800432835086,3636.456120930349,0.0
3400,112.42817352840788,5553.727616965398,12557.92434967354,2990.506293843921,2890.928120626433,175.2462834534691,5486.05573495619,12472.74481952807,3741.115515245635,3786.044111091216,0.0
3500,110.93373066923407,5552.759996621272,12641.095282058615,2895.4226872069185,2838.681643603132,180.8356157613197,5482.6455812186305,12558.485996699723,3839.0169643104214,3752.1759423946673,0.0
3600,117.12639600152141,5550.85122285757,12704.733242809596,2786.123725049116,2800.4797858838856,186.41861362099692,5483.236347019582,12633.34763916125,3763.1819891594887,3801.5962226690976,0.0
3700,115.59879546341887,5542.93560319538,12671.284910809563,2818.694169673277,2769.47206482066,185.23263897849705,5482.174382480396,12624.794908396829,3974.1861233282375,4007.681057713648,0.0
3800,123.433241655362,5545.970382852409,12805.467985524869,2822.547033755282,2700.927488212205,194.86255733375899,5471.904484852069,12751.042544302443,3940.3886608485977,3996.894937180764,0.0
3900,128.70837896541974,5543.033607122649,12710.386005510125,2642.867836544679,2800.7382219655633,190.00960189271535,5466.83211043684,12680.552541437466,3948.551418493431,4080.657581800213,0.0
4000,129.91234334121623,5533.834465656127,12925.316759855303,2756.488033360451,2701.2169399056747,202.18439098061444,5465.647140624688,12842.491734283176,4087.895296617187,4174.515528187219,0.0
4100,134.0323392372907,5534.673673555879,12977.983437931858,2716.307184494571,2584.475334715045,201.05711084979038,5459.349642239042,12811.79551291429,4211.429488936777,4217.508367094041,0.0
4200,137.19574012590115,5531.941430258849,12990.521591196584,2492.642556384905,2537.8121097375106,210.3708398886194,5455.540611011229,12846.774217926852,4260.434910892767,4254.642764966704,0.0
4300,142.86510690885663,5528.53483670021,12885.72663599654,2551.4362385557247,2422.996062510605,209.54949982645516,5457.1120084762515,13066.096557542063,4256.979427631774,4172.077431316568,0.0
4400,145.3132030975036,5520.387983235862,12957.95816686061,2430.6088980906748,2411.8314659364178,211.1228495410345,5452.985967317851,13067.437602831813,4265.610646919986,4369.609341036257,0.0
4500,149.86883550272782,5516.253492389008,13141.94179155148,2491.139541848921,2372.171326336966,222.86440218438352,5441.678189275279,13171.584064636389,4357.677258469324,4260.620687956955,0.0
