milliseconds,ADPi,ATPi,Cri,PCri,PCr,ADP,ATP,Cr,P_ii,P_i,tmito
0,36.54846613136739,5628.306828859236,9773.42092920204,5752.544955270566,5759.764158285998,62.66725501123648,5601.707995210152,9756.290131973261,926.9396770121208,836.0832383085292,0.0
100,52.74301305966574,5611.170098439545,9918.64372500266,5571.1837367645985,5670.331068663847,88.72885555435366,5582.608799687516,9791.897517489118,979.8821733509608,951.3148522442406,0.0
200,50.06636929647788,5616.54581038741,10077.708011424787,5535.555781075635,5467.986845260974,89.1010020829445,5573.629319839645,10062.363586795434,1195.8994908486534,1061.7141102057806,0.0
300,50.934353671928214,5610.442266505729,10145.213398648826,5318.830615571206,5290.919712364038,89.67109257389771,5574.2288949479,10007.04928213107,1330.3742823369878,1334.7443928390092,0.0
400,49.43162066482617,5610.907096384904,10183.65284802646,5333.063904648164,5334.979617538989,87.26914505175104,5568.716895719116,10251.54480324324,1382.4211284019182,1347.2564641168801,0.0
500,55.49210807690184,5609.388129278115,10355.47785187987,5243.014358279249,5201.829566396752,95.6305465966824,5569.076525150867,10312.836894889777,1444.3822441354127,1390.7449221255492,0.0
600,54.03332105218316,5610.0936626792745,10381.708457642355,5159.097360252678,5137.843127012292,92.99642056914374,5568.937676738993,10495.445323611979,1610.194805112876,1474.8499844868795,0.0
700,52.35175936757415,5608.295687387457,10534.222399059334,5029.220933428378,4958.416952305993,99.48188476601709,5562.826971175623,10503.823055364604,1617.7826147132807,1716.7538882157473,0.0
800,55.07194155677491,5611.931825321998,10608.698694799894,4924.459447688197,4941.428524331299,98.62602709347388,5564.921242204521,10638.326781125832,1656.7956645761944,1812.0368299705792,0.0
900,60.67011314113432,5606.553482926269,10671.992628225786,4772.206000379436,4868.214721857001,104.81681972580121,5565.649594607571,10780.609610226973,1887.1685867231217,1787.7555302712933,0.0
1000,60.42134195742909,5602.488004320922,10865.145231511418,4747.662071242727,4751.914532055989,107.06407503225898,5556.632801522243,10869.176625464885,1897.306817221778,1976.8498910155467,0.0
1100,59.297398327393864,5603.802518448092,10879.638927257382,4688.356817106833,4704.654659109084,107.87381257403659,5559.929153060448,10818.576418356455,2032.5306378484652,2067.2311125530346,0.0
1200,59.14455352807614,5605.236734098131,11008.231157986236,4617.210960693447,4512.02960780351,106.17467884136205,5550.490285354753,11060.32896140115,2082.6576089447176,2120.1213926558794,0.0
1300,65.35129180860635,5598.242257973302,11098.395349487753,4449.741814718828,4493.095942132384,112.84849577527312,5552.95631757231,10987.877986937752,2250.002587215894,2289.4610642392,0.0
1400,66.58044398496932,5599.551244870991,11092.421896445338,4413.902249482839,4284.532307091526,119.78351514180287,5549.2163438929465,11041.745528496003,2396.720147381667,2308.4954069256687,0.0
1500,68.83240089758213,5599.984120592913,11288.013236310262,4332.046409274457,4332.7949356161935,113.17374507020116,5548.332403365059,11215.80177209303,2282.821168261203,2427.4474375915033,0.0
1600,68.9004613926242,5597.934075946346,11272.478099007787,4121.4263059246405,4136.856031192387,121.18865681943812,5541.909144802185,11317.929233300962,2365.350548652561,2527.702573075367,0.0
1700,67.03575173604213,5593.630907506167,11399.781496895539,4128.953113397323,4088.542698916185,120.39463599600268,5539.7864279082705,11469.43162615311,2568.418404873434,2468.3994481281024,0.0
1800,71.82393798882703,5595.856623808726,11353.862409166168,4137.624975634191,4110.100901909608,126.45561976916419,5537.419478492308,11553.677924388248,2587.8349870079705,2676.076152828411,0.0
1900,76.89632169012614,5588.424436875001,11459.970975718099,4047.00755875006,3882.9513328524067,132.6544104412857,5534.477217444123,11600.99457117562,2754.441601088912,2804.756087238156,0.0
2000,75.60294328173116,5585.555143658205,11640.451978591114,3974.448145054144,3820.4418203517234,133.27201321256896,5536.33532820906,11603.230313512173,2834.6233634150894,2843.2983793777753,0.0
2100,77.39673914777906,5585.741555397592,11636.156299068227,3788.2200227261505,3918.2832186561873,138.56187641274855,5531.0502088092135,11693.781696645749,2803.9416621152827,2816.6417658632863,0.0
2200,81.74418715944759,5585.513257385066,11718.716176310158,3680.823466728518,3671.0085254784303,139.9792166025569,5525.682044917039,11771.062966340558,2850.515089092394,2902.641517284948,0.0
2300,84.27170451904513,5586.23091391692,11718.023618169123,3714.929631545962,3614.341179510627,144.36847927053094,5524.279512210029,11821.872594966006,2998.3460664472736,3033.8517047821997,0.0
2400,84.73534053726158,5579.389299506999,11914.633846630191,3713.931669955069,3713.991086636026,145.9221198907699,5522.841818008871,11885.326821288754,3134.4828074487637,3141.3369648290986,0.0
2500,89.73747860205027,5577.784389010651,11920.818313622083,3522.49380794087,3488.554201643003,144.7715005730248,5516.201198252595,11960.132621500425,3254.3275776612772,3146.866140524149,0.0
2600,86.06446262358318,5573.104887559612,11981.803105192623,3381.9214810532876,3562.3656185377877,150.12271212113174,5516.2504929412,11978.434500522735,3241.723127370107,3159.7952062243085,0.0
2700,91.53377438688683,5570.432410847786,12161.152443250188,3485.4574432106106,3488.55640210947,154.12668896914082,5509.7288310623,12097.568487053477,3190.7162685613257,3327.0043362126717,0.0
2800,91.97060017640968,5568.259875878741,12222.691864971517,3384.041175063581,3328.090577130158,154.79053919481245,5513.9330518098395,12202.266738548413,3446.0555675105734,3308.3972306153364,0.0
2900,99.63422682270101,5567.000374087585,12130.333544779653,3234.0642268422384,3359.336022157479,157.46552360148124,5508.236890001262,12161.136996690251,3446.654410081126,3382.74088852645,0.0
3000,97.4197417778083,5564.954991645517,12183.974718528349,3258.408203173218,3305.943956715919,157.3035814655248,5505.4897522440915,12272.63217613025,3590.70305490433,3410.234759855866,0.0
3100,104.70492787097791,5566.9563718667105,12387.916111747869,3189.0850568204723,3082.6419934414916,167.0959431758509,5503.484892948017,12363.500320189234,3499.6884990792482,3570.209577796382,0.0
3200,101.9432872207776,5559.380880017273,12334.071018097135,3191.211562984442,3004.711197462836,171.43556369152037,5492.8701106035,12341.037247450866,3631.589099437787,3638.422855520791,0.0
3300,107.94958350360378,5554.990293804897,12440.120751259507,3048.3291984834973,2954.86947193345,176.70825008934713,5497.186581359682,12348.11080089755,3643.188191371654,3728.569522055105,0.0
3400,106.8163196398969,5554.860034420357,12433.949007324056,2978.211114505055,2976.1300813477014,172.34530643250545,5491.0827534562195,12475.48040503961,3646.192515600634,3688.8209834145932,0.0
3500,114.83618434363095,5554.0983072107665,12555.10778077699,2924.9976841745984,2972.056213817268,177.6576118851713,5488.084153084588,12574.454504304958,3726.6926435209057,3744.0138687699136,0.0
3600,118.72394819396811,5548.9504372221145,12667.058502590087,2944.9904610250146,2956.3144745026007,185.75063468914803,5479.659004375756,12627.964361593418,3916.2835251107463,3769.8886384278385,0.0
3700,115.80523506425253,5548.186037306519,12754.608989044104,2878.8505204335333,2825.009471248174,190.55571058653976,5475.045984392636,12594.042094500131,3930.017996916823,3870.495244952562,0.0
3800,125.32956636792757,5542.429581929019,12685.982440780055,2782.0737295218355,2770.9034556056595,192.69921963382538,5471.5071678359045,12776.77558834583,4040.1455055155784,3974.655501725231,0.0
3900,122.5571565024521,5536.22481322005,12713.021105187177,2690.7566823136585,2785.475001039393,197.39301640940286,5466.488875674544,12760.371576159368,4090.763213044018,4021.585351309976,0.0
4000,126.80425424173195,5535.852093869704,12788.694522646085,2745.4916361887517,2655.170626481404,197.29338769843238,5463.706984836987,12852.659938925264,4137.392268782298,4124.380628772266,0.0
4100,134.44096438075695,5535.317776779388,12964.026046189712,2649.973894321896,2663.1738233043493,199.57506007611914,5458.786449530026,12894.442724726989,4149.705261801686,4088.3781507855847,0.0
4200,132.43314149561195,5527.40559309146,12995.718603186597,2568.5795873117286,2512.916000051426,203.85740635720447,5461.983852349144,13000.022946127572,4295.417675843916,4249.736958004914,0.0
