milliseconds,C,P,I,B
0,1.0,1.0,1.0,1.0
100,1.0540017610569767,1.0007306959215663,1.9200555556996661,2.4590611015179733
200,1.1007450328277253,1.0013165851479289,3.0315453644513206,4.236371636255063
300,1.1381414606588496,1.00132113063933,4.123284502564109,6.01042541956083
400,1.1668141010470907,1.0000901373602797,5.143277759649004,7.681346092877508
500,1.1884181425138387,0.9972000023382298,6.081279559234076,9.2246034166034
600,1.2045859148761984,0.9926934830984364,6.938261110569215,10.638199097030094
700,1.216623492612965,0.9868971100916963,7.718713310780385,11.927737094664428
800,1.225507324624289,0.9801759141993057,8.428195938478963,13.101423538966493
900,1.2319547761370693,0.9728235533062717,9.072450738696503,14.168186582629453
1000,1.2364943500087957,0.9650506085324985,9.657060553265026,15.136919343550154
1100,1.23952025849696,0.9570008981071728,10.187285430808501,16.0161048174931
1200,1.241330241053813,0.9487727739740431,10.668013522574716,16.81369223828883
1300,1.24215256837416,0.9404341168728004,11.10375222319104,17.537047990833088
1400,1.2421648895488713,0.932032115670836,11.498633855650759,18.192946527345725
1500,1.2415073785869928,0.9236003128861042,11.856434021585567,18.787592201381482
1600,1.240292481224829,0.9151632478943328,12.180594307730285,19.326649327750463
1700,1.2386112432978424,0.9067390729884772,12.474247798254286,19.81528033794372
1800,1.2365378343488702,0.8983412219107367,12.740244116399944,20.25818487740031
1900,1.234133151316365,0.8899796872793497,12.981172407052906,20.659636052702286
2000,1.231447773880689,0.8816620714969209,13.199382769831587,21.023514306076507
2100,1.2285242081153442,0.8733942803171213,13.397007549250297,21.35334168989359
2200,1.2253989594843897,0.8651811598987569,13.57598186756763,21.652314954239472
2300,1.2221027157606075,0.8570263540412371,13.738060303371133,21.923333368864842
2400,1.2186617239861353,0.8489327306919328,13.884833311143757,22.16902537189627
2500,1.2150986640157417,0.840902557283434,14.017743964292881,22.39177603914297
2600,1.2114325916545978,0.8329374068898575,14.138098572941376,22.593744840275505
2700,1.2076801419988168,0.8250385368409269,14.247080882284815,22.77688862019506
2800,1.2038557899602218,0.8172068945876808,14.34576394584498,22.942981281602513
2900,1.1999722812543938,0.8094432393051595,14.435119779991641,23.093629617522016
3000,1.1960407215635478,0.8017481018465207,14.516028767531479,23.230288965754163
3100,1.1920708736327512,0.7941218507643663,14.589288510130064,23.35427778873411
3200,1.188071284425461,0.7865646915354608,14.655621881837545,23.46679102960659
3300,1.1840494123271934,0.7790766908201927,14.715683064383411,23.568910078730823
3400,1.1800118395702575,0.7716578221477366,14.770064525371087,23.661614276660952
3500,1.1759643772534054,0.7643079751051368,14.819303234509448,23.74579120558955
3600,1.1719121768785035,0.7570269817571554,14.863885222870366,23.82224420749026
3700,1.1678597802946584,0.7498146097496009,14.90425057437158,23.89170066796155
3800,1.1638112128859117,0.7426705792866114,14.940797986902925,23.95481954992989
3900,1.1597700203985344,0.7355945609853681,14.973888544510315,24.012197647304077
4000,1.1557393289772846,0.7285861868845327,15.003849027234768,24.064375050971506
4100,1.1517218981738528,0.7216450621213338,15.030974474444431,24.111839376762582
4200,1.1477201854545696,0.7147707629251951,15.05553384919192,24.155035157251902
4300,1.1437363140855126,0.7079628388182384,15.07776828325564,24.194360924020764
4400,1.1397721937638121,0.7012208207808905,15.09789897013847,24.23018227872448
4500,1.1358295152056834,0.6945442330339587,15.11612517539046,24.262828565172416
4600,1.1319097795548725,0.6879325971412725,15.132626390395345,24.292596429509803
4700,1.1280143193687646,0.6813854131783493,15.147568037621712,24.319759313749213
4800,1.1241441778364654,0.6749021446118062,15.161095730776925,24.344557956300452
4900,1.120300356147401,0.6684822680103578,15.173345214864122,24.367216784187864
5000,1.1164836680338956,0.6621252484664631,15.184435806690688,24.38793307225735
