milliseconds,x,y,z,h1,h2,h3
0,99.51316268619074,186.50873313349913,13374.390867614908,78.51951265329457,71.54006112780156,70.19851561139853
100,99.71055849457981,186.66332092216157,13381.128792419942,78.69457290009356,71.5988125124734,70.20993463467944
200,99.9079861415634,186.81876260652362,13387.83636867829,78.86980324826226,71.65844967681929,70.22171820703204
300,100.1054357315203,186.97511556171435,13394.511237072342,79.04521433843584,71.7190284404786,70.233896338255
400,100.30289081784825,187.1323907245081,13401.152560508639,79.2208071225104,71.78055526546402,70.24648121248713
500,100.50034747408901,187.29058743203544,13407.760258099906,79.39658116931209,71.8430283604959,70.25947427270026
600,100.69778252067101,187.44970262123394,13414.333814039246,79.57253397236133,71.90643822698856,70.27288432732782
700,100.89519617114019,187.60973564000383,13420.873254535752,79.74866536340103,71.97078434206738,70.28671095870833
800,101.09256672771537,187.77068250996194,13427.378127398297,79.92497261095778,72.03605692621036,70.30096182146202
900,101.28988282522185,187.93254029002418,13433.848211021657,80.10145385524805,72.10225035949921,70.31564040731762
1000,101.4871255006371,188.0953046359268,13440.283125637518,80.27810627497074,72.16935559169912,70.3307528823112
1100,101.68429651749234,188.2589759516795,13446.68290656373,80.45493013250238,72.23737346446768,70.34629867301115
1200,101.88138553205195,188.4235516474255,13453.04734687884,80.63192371079401,72.30629902271825,70.36228096297148
1300,102.0783632541476,188.5890240522159,13459.375860999864,80.809081874868,72.37611820693446,70.37870849154632
1400,102.27523014564422,188.75539347406144,13465.668457965003,80.9864048570012,72.44683125450216,70.39558127368495
1500,102.47197606126014,188.92265737632707,13471.924934819086,81.16389097594569,72.51843330569876,70.41290243474731
1600,102.66857943449585,189.09080926823557,13478.144851168021,81.34153557617238,72.59091424412502,70.43067759765829
1700,102.86503042596141,189.25984671905476,13484.328010415898,81.51933705609272,72.66426935084668,70.44890982088612
1800,103.06131746357809,189.42976669817793,13490.47417994546,81.69729336289633,72.7384931094502,70.46760254179937
1900,103.25742674703332,189.6005648294,13496.583073691532,81.87540126173309,72.81357913311918,70.48675914873753
2000,103.45334429304255,189.77223659011355,13502.654400754482,82.05365738305441,72.88952097326718,70.50638299247407
2100,103.64905778154188,189.9447787885134,13508.687914180056,82.23205958172426,72.96631274279869,70.52647776525923
2200,103.84455436474317,190.11818726392977,13514.683347178607,82.41060475266399,73.0439485305922,70.54704653480121
2300,104.03982225123002,190.29245579396377,13520.640429537561,82.58928752942015,73.122423601834,70.5680898404944
2400,104.23484779210195,190.46758178148306,13526.558897063078,82.76810652185513,73.20173115333529,70.5896126674245
2500,104.42961802023837,190.64356129872002,13532.438483352173,82.94705888034527,73.2818651410936,70.6116183689093
2600,104.62411996851873,190.82039041790702,13538.27892200186,83.12614175526681,73.36281952110647,70.63411029826655
2700,104.81834066982243,190.9980652112764,13544.079946609158,83.30535229699608,73.44458824937146,70.657091808814
2800,105.01226747610465,191.17658102180303,13549.841290385088,83.48468686713042,73.52716567518841,70.68056537948065
2900,105.20588947464168,191.35592922633126,13555.562684441398,83.66413753742454,73.61054828686595,70.7045287337563
3000,105.39919251313503,191.53610860585442,13561.243863808852,83.84370438810248,73.69472857951584,70.72898847279646
3100,105.59216379026365,191.71711485366495,13566.884561883891,84.02338415967183,73.7797007135051,70.7539474955652
3200,105.78479050470649,191.8989436630552,13572.48451206296,84.20317359264011,73.8654588492007,70.77940870102658
3300,105.97705985514251,192.08159072731758,13578.0434477425,84.3830694275149,73.9519971469697,70.80537498814468
3400,106.16895914279834,192.26505094243893,13583.561099825636,84.5630675800362,74.03931005501522,70.83184843252597
3500,106.36047630674487,192.44931424518586,13589.037183707109,84.74315883591109,74.1273938118739,70.8588259885138
3600,106.55159812150522,192.6343796266501,13594.47144309618,84.92334334703406,74.21624138737062,70.8863139606274
3700,106.74231184429905,192.8202423249715,13599.863609965949,85.10361738308319,74.30584710618747,70.91431477780623
3800,106.93260473234605,193.00689757829008,13605.213416289513,85.2839772137365,74.39620529300655,70.94283086898974
3900,107.1224640428659,193.19434062474568,13610.52059403997,85.46441910867206,74.48731027250994,70.97186466311739
4000,107.31187697891822,193.38256596893666,13615.78487287349,85.64493861103008,74.57915653549149,71.00141791986012
4100,107.50083035548515,193.5715628593535,13621.005965844528,85.82552605802758,74.67173976299961,71.0314876033226
4200,107.68931168143702,193.76132994248346,13626.183615691638,86.00618109514748,74.76505350789033,71.06207925215136
4300,107.87730817971702,193.95186199222715,13631.317552921595,86.18689953226102,74.85909219997352,71.0931948717233
4400,108.06480707326837,194.1431537824852,13636.407508041168,86.36767717923944,74.95385026905905,71.1248364674153
4500,108.25179558503427,194.33520008715817,13641.453211557135,86.54850984595399,75.0493221449568,71.15700604460433
4600,108.43826081028315,194.52799493731027,13646.45439322784,86.72939263974538,75.1455023483584,71.18970499500253
4700,108.62418877302737,194.72152613122987,13651.410776531986,86.91031477336664,75.24238616249967,71.22292956136324
4800,108.80956735759212,194.91579229086634,13656.322095853333,87.09127569594406,75.33996754640391,71.25668492797521
4900,108.99438368596361,195.11078760273287,13661.188081106851,87.27227066183298,75.43824100174444,71.29097261496874
5000,109.17862487842537,195.30650624343613,13666.008462197526,87.45329491601954,75.53720103140661,71.32579413429015
