milliseconds,D,CDK5,D_CDK5,D75,CK1,D_CK1,D137,PKA,D_PKA,D34,D34_CDK5,D34_CK1,PP2B,D34_PP2B,D34_75,D34_137,D75CK1,D75_PKA,PP2A,D75_PP2A,PP2AP,D75_PP2AP,D75_137,D137_CDK5,D137_PKA,D137_PP2C,PP2C,D34_75_CK1,D34_137_CDK5,D34_75_137,D75_137_PKA,D34_75_PP2B,D34_137_PP2B,D34_75_137_PP2B,D34_75_PP2A,D75_137_PP2A,D34_75_137_PP2A,D34_75_PP2AP,D75_137_PP2AP,D34_75_137_PP2AP,D34_137_PP2C,D75_137_PP2C,PDE,PP2Binactive,D34_75_137_PP2C,CK1P,CK1P_PP2B,PDE_PKA,PDEP,PP2A_PKA,Ca,PP2BinactiveCa2,R2C2,cAMP,cAMP_R2C2,cAMP2_R2C2,cAMP3_R2C2,cAMP4_R2C2,cAMP4_R2C,cAMP4_R2,cAMP_PDE,AMP,cAMP_PDEP,PP2ACa,D34_75_PP2ACa,D34_75_137_PP2ACa,D75_PP2ACa,D75_137_PP2ACa,D34_75_PP2APCa,PP2APCa,D34_75_137_PP2APCa,D75_PP2APCa,D75_137_PP2APCa,PP2ACa_PKA
1000,2.647253467323845e-05,-2.768819312270306e-06,-1.7463691813917153e-06,-9.025993603785795e-06,-1.976112863422708e-06,-9.096296133696298e-07,-4.322324390330382e-06,0.0,0.0,0.0,0.0,0.0,3.206871422205715e-08,0.0,0.0,0.0,-6.594498650848038e-07,0.0,5.224292116134962e-07,-2.0504721088919488e-07,0.0,0.0,-5.263712943663682e-06,-6.304172956198887e-07,0.0,-3.1060840837882987e-07,7.865445433475712e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1660719766990747e-07,0.0,0.0,0.0,0.0,0.0,-3.4293613496874436e-07,2e-06,2.6244531312230384e-07,0.0,-6.780426970200493e-06,8.112682708155056e-14,0.0,0.0,0.0,-2.7342400776584733e-08,3.7485891528752896e-08,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.382559319129824e-10,0.0,0.0,-3.689234993268955e-11,3.911213477548702e-13,0.0,0.0,0.0,0.0,0.0,0.0
1100,3.00991619696267e-05,-3.206013818490439e-06,-2.0783519719674864e-06,-1.0526104765536496e-05,-2.2936902289537814e-06,-1.0918316957473784e-06,-5.051648039772657e-06,0.0,0.0,0.0,0.0,0.0,3.721990538357408e-08,0.0,0.0,0.0,-7.652130663786178e-07,0.0,5.752449759353577e-07,-2.3901901806583576e-07,0.0,0.0,-6.108848704319363e-06,-7.31276819204057e-07,0.0,-3.624516279146257e-07,8.934540268737036e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.353303151850388e-07,0.0,0.0,0.0,0.0,0.0,-3.980023989590814e-07,2e-06,2.5231261228637984e-07,0.0,-7.870370617594117e-06,9.415990049999729e-14,0.0,0.0,0.0,-3.137360473203159e-08,4.2467388170077635e-08,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.531911853181147e-10,0.0,0.0,-4.2852069564037824e-11,4.538481915542066e-13,0.0,0.0,0.0,0.0,0.0,0.0
1200,3.3725789266014944e-05,-3.643208324710574e-06,-2.4103347625432595e-06,-1.2026215927287194e-05,-2.6112675944848546e-06,-1.2740337781251264e-06,-5.780971689214935e-06,0.0,0.0,0.0,0.0,0.0,4.237109654509099e-08,0.0,0.0,0.0,-8.709762676724318e-07,0.0,6.280607402572193e-07,-2.7299082524247646e-07,0.0,0.0,-6.953984464975042e-06,-8.321363427882253e-07,0.0,-4.1429484745042146e-07,1.000363510399836e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5405343270017026e-07,0.0,0.0,0.0,0.0,0.0,-4.5306866294941836e-07,2e-06,2.4217991145045584e-07,0.0,-8.960314264987742e-06,1.0719297391844407e-13,0.0,0.0,0.0,-3.540480868747844e-08,4.7448884811402354e-08,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.681264387232472e-10,0.0,0.0,-4.8811789195386106e-11,5.165750353535426e-13,0.0,0.0,0.0,0.0,0.0,0.0
1300,3.7352416562403194e-05,-4.080402830930707e-06,-2.7423175531190306e-06,-1.3526327089037893e-05,-2.928844960015926e-06,-1.456235860502875e-06,-6.510295338657213e-06,0.0,0.0,0.0,0.0,0.0,4.752228770660792e-08,0.0,0.0,0.0,-9.767394689662458e-07,0.0,6.808765045790808e-07,-3.0696263241911736e-07,0.0,0.0,-7.79912022563072e-06,-9.329958663723932e-07,0.0,-4.6613806698621744e-07,1.1072729939259685e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.727765502153016e-07,0.0,0.0,0.0,0.0,0.0,-5.081349269397553e-07,2e-06,2.3204721061453183e-07,0.0,-1.0050257912381365e-05,1.2022604733689083e-13,0.0,0.0,0.0,-3.943601264292528e-08,5.243038145272709e-08,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0830616921283794e-09,0.0,0.0,-5.4771508826734407e-11,5.793018791528791e-13,0.0,0.0,0.0,0.0,0.0,0.0
1400,4.097904385879143e-05,-4.517597337150843e-06,-3.0743003436948034e-06,-1.5026438250788593e-05,-3.2464223255469994e-06,-1.638437942880623e-06,-7.239618988099491e-06,0.0,0.0,0.0,0.0,0.0,5.267347886812485e-08,0.0,0.0,0.0,-1.0825026702600598e-06,0.0,7.336922689009423e-07,-3.4093443959575817e-07,0.0,0.0,-8.644255986286399e-06,-1.0338553899565615e-06,0.0,-5.179812865220132e-07,1.2141824774521009e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9149966773043306e-07,0.0,0.0,0.0,0.0,0.0,-5.632011909300924e-07,2e-06,2.219145097786078e-07,0.0,-1.1140201559774986e-05,1.332591207553376e-13,0.0,0.0,0.0,-4.346721659837213e-08,5.741187809405183e-08,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1979969455335118e-09,0.0,0.0,-6.073122845808269e-11,6.420287229522152e-13,0.0,0.0,0.0,0.0,0.0,0.0
1500,4.460567115517966e-05,-4.954791843370975e-06,-3.406283134270575e-06,-1.6526549412539285e-05,-3.563999691078071e-06,-1.8206400252583707e-06,-7.968942637541766e-06,0.0,0.0,0.0,0.0,0.0,5.7824670029641757e-08,0.0,0.0,0.0,-1.1882658715538735e-06,0.0,7.865080332228037e-07,-3.7490624677239886e-07,0.0,0.0,-9.489391746942074e-06,-1.1347149135407294e-06,0.0,-5.698245060578088e-07,1.3210919609782328e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.102227852455644e-07,0.0,0.0,0.0,0.0,0.0,-6.182674549204292e-07,2e-06,2.1178180894268383e-07,0.0,-1.2230145207168604e-05,1.4629219417378429e-13,0.0,0.0,0.0,-4.7498420553818954e-08,6.239337473537655e-08,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3129321989386435e-09,0.0,0.0,-6.669094808943094e-11,7.047555667515513e-13,0.0,0.0,0.0,0.0,0.0,0.0
1600,4.823229845156791e-05,-5.391986349591109e-06,-3.7382659248463463e-06,-1.8026660574289987e-05,-3.881577056609144e-06,-2.002842107636119e-06,-8.69826628698404e-06,0.0,0.0,0.0,0.0,0.0,6.297586119115867e-08,0.0,0.0,0.0,-1.2940290728476873e-06,0.0,8.39323797544665e-07,-4.0887805394903967e-07,0.0,0.0,-1.0334527507597756e-05,-1.2355744371248973e-06,0.0,-6.216677255936049e-07,1.4280014445043654e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2894590276069576e-07,0.0,0.0,0.0,0.0,0.0,-6.733337189107662e-07,2e-06,2.016491081067598e-07,0.0,-1.3320088854562228e-05,1.5932526759223107e-13,0.0,0.0,0.0,-5.152962450926579e-08,6.73748713767013e-08,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.427867452343776e-09,0.0,0.0,-7.265066772077924e-11,7.674824105508876e-13,0.0,0.0,0.0,0.0,0.0,0.0
1700,5.185892574795615e-05,-5.829180855811243e-06,-4.070248715422119e-06,-1.9526771736040685e-05,-4.1991544221402166e-06,-2.1850441900138666e-06,-9.42758993642632e-06,0.0,0.0,0.0,0.0,0.0,6.81270523526756e-08,0.0,0.0,0.0,-1.3997922741415014e-06,0.0,8.921395618665266e-07,-4.428498611256806e-07,0.0,0.0,-1.1179663268253435e-05,-1.3364339607090657e-06,0.0,-6.735109451294007e-07,1.5349109280304978e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4766902027582716e-07,0.0,0.0,0.0,0.0,0.0,-7.283999829011034e-07,2e-06,1.9151640727083582e-07,0.0,-1.4410032501955853e-05,1.7235834101067784e-13,0.0,0.0,0.0,-5.5560828464712644e-08,7.235636801802603e-08,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.542802705748908e-09,0.0,0.0,-7.861038735212751e-11,8.302092543502238e-13,0.0,0.0,0.0,0.0,0.0,0.0
1800,5.54855530443444e-05,-6.266375362031378e-06,-4.4022315059978914e-06,-2.1026882897791384e-05,-4.5167317876712885e-06,-2.367246272391615e-06,-1.0156913585868598e-05,0.0,0.0,0.0,0.0,0.0,7.327824351419251e-08,0.0,0.0,0.0,-1.5055554754353154e-06,0.0,9.449553261883882e-07,-4.768216683023214e-07,0.0,0.0,-1.2024799028909114e-05,-1.4372934842932336e-06,0.0,-7.253541646651965e-07,1.6418204115566306e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6639213779095853e-07,0.0,0.0,0.0,0.0,0.0,-7.834662468914404e-07,2e-06,1.813837064349118e-07,0.0,-1.5499976149349474e-05,1.8539141442912462e-13,0.0,0.0,0.0,-5.959203242015948e-08,7.733786465935077e-08,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6577379591540402e-09,0.0,0.0,-8.457010698347582e-11,8.9293609814956e-13,0.0,0.0,0.0,0.0,0.0,0.0
1900,5.911218034073263e-05,-6.70356986825151e-06,-4.734214296573661e-06,-2.252699405954208e-05,-4.8343091532023605e-06,-2.5494483547693625e-06,-1.0886237235310873e-05,0.0,0.0,0.0,0.0,0.0,7.842943467570942e-08,0.0,0.0,0.0,-1.611318676729129e-06,0.0,9.977710905102496e-07,-5.107934754789621e-07,0.0,0.0,-1.2869934789564789e-05,-1.5381530078774015e-06,0.0,-7.771973842009921e-07,1.7487298950827627e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.851152553060899e-07,0.0,0.0,0.0,0.0,0.0,-8.385325108817773e-07,2e-06,1.7125100559898784e-07,0.0,-1.6589919796743094e-05,1.984244878475713e-13,0.0,0.0,0.0,-6.362323637560631e-08,8.231936130067549e-08,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7726732125591722e-09,0.0,0.0,-9.052982661482408e-11,9.55662941948896e-13,0.0,0.0,0.0,0.0,0.0,0.0
2000,6.273880763712086e-05,-7.140764374471643e-06,-5.066197087149432e-06,-2.402710522129277e-05,-5.1518865187334325e-06,-2.7316504371471103e-06,-1.1615560884753147e-05,0.0,0.0,0.0,0.0,0.0,8.358062583722632e-08,0.0,0.0,0.0,-1.7170818780229425e-06,0.0,1.0505868548321109e-06,-5.447652826556028e-07,0.0,0.0,-1.3715070550220464e-05,-1.6390125314615694e-06,0.0,-8.290406037367878e-07,1.8556393786088947e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.038383728212212e-07,0.0,0.0,0.0,0.0,0.0,-8.93598774872114e-07,2e-06,1.6111830476306386e-07,0.0,-1.7679863444136714e-05,2.1145756126601803e-13,0.0,0.0,0.0,-6.765444033105314e-08,8.73008579420002e-08,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.887608465964304e-09,0.0,0.0,-9.648954624617233e-11,1.018389785748232e-12,0.0,0.0,0.0,0.0,0.0,0.0
2100,6.636543493350911e-05,-7.577958880691779e-06,-5.398179877725205e-06,-2.5527216383043473e-05,-5.469463884264505e-06,-2.913852519524859e-06,-1.2344884534195425e-05,0.0,0.0,0.0,0.0,0.0,8.873181699874327e-08,0.0,0.0,0.0,-1.822845079316757e-06,0.0,1.1034026191539726e-06,-5.787370898322437e-07,0.0,0.0,-1.4560206310876145e-05,-1.7398720550457377e-06,0.0,-8.808838232725837e-07,1.962548862135027e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.2256149033635266e-07,0.0,0.0,0.0,0.0,0.0,-9.486650388624511e-07,2e-06,1.5098560392713983e-07,0.0,-1.876980709153034e-05,2.244906346844648e-13,0.0,0.0,0.0,-7.168564428649999e-08,9.228235458332495e-08,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0025437193694365e-09,0.0,0.0,-1.0244926587752064e-10,1.0811166295475684e-12,0.0,0.0,0.0,0.0,0.0,0.0
2200,6.999206222989735e-05,-8.015153386911911e-06,-5.730162668300977e-06,-2.702732754479417e-05,-5.787041249795578e-06,-3.096054601902607e-06,-1.3074208183637703e-05,0.0,0.0,0.0,0.0,0.0,9.388300816026018e-08,0.0,0.0,0.0,-1.9286082806105706e-06,0.0,1.1562183834758338e-06,-6.127088970088845e-07,0.0,0.0,-1.5405342071531825e-05,-1.8407315786299056e-06,0.0,-9.327270428083795e-07,2.0694583456611594e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.41284607851484e-07,0.0,0.0,0.0,0.0,0.0,-1.003731302852788e-06,2e-06,1.4085290309121586e-07,0.0,-1.985975073892396e-05,2.375237081029116e-13,0.0,0.0,0.0,-7.571684824194683e-08,9.726385122464969e-08,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1174789727745683e-09,0.0,0.0,-1.084089855088689e-10,1.1438434733469047e-12,0.0,0.0,0.0,0.0,0.0,0.0
2300,7.361868952628558e-05,-8.452347893132047e-06,-6.062145458876749e-06,-2.8527438706544874e-05,-6.10461861532665e-06,-3.278256684280355e-06,-1.3803531833079983e-05,0.0,0.0,0.0,0.0,0.0,9.90341993217771e-08,0.0,0.0,0.0,-2.034371481904385e-06,0.0,1.2090341477976953e-06,-6.466807041855253e-07,0.0,0.0,-1.6250477832187502e-05,-1.9415911022140735e-06,0.0,-9.845702623441753e-07,2.176367829187292e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.600077253666154e-07,0.0,0.0,0.0,0.0,0.0,-1.058797566843125e-06,2e-06,1.3072020225529185e-07,0.0,-2.0949694386317582e-05,2.505567815213583e-13,0.0,0.0,0.0,-7.974805219739368e-08,1.022453478659744e-07,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.232414226179701e-09,0.0,0.0,-1.143687051402172e-10,1.206570317146241e-12,0.0,0.0,0.0,0.0,0.0,0.0
2400,7.724531682267383e-05,-8.88954239935218e-06,-6.394128249452521e-06,-3.0027549868295576e-05,-6.422195980857723e-06,-3.4604587666581025e-06,-1.4532855482522257e-05,0.0,0.0,0.0,0.0,0.0,1.0418539048329403e-07,0.0,0.0,0.0,-2.1401346831981987e-06,0.0,1.261849912119557e-06,-6.806525113621661e-07,0.0,0.0,-1.709561359284318e-05,-2.042450625798242e-06,0.0,-1.0364134818799713e-06,2.2832773127134246e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.787308428817468e-07,0.0,0.0,0.0,0.0,0.0,-1.1138638308334621e-06,2e-06,1.2058750141936782e-07,0.0,-2.2039638033711205e-05,2.635898549398051e-13,0.0,0.0,0.0,-8.377925615284052e-08,1.0722684450729914e-07,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3473494795848334e-09,0.0,0.0,-1.203284247715655e-10,1.269297160945577e-12,0.0,0.0,0.0,0.0,0.0,0.0
