milliseconds,S1,DNA0000,DNA0001,DNA0010,DNA0100,DNA1000,DNA1100,DNA1010,DNA1001,DNA0110,DNA0101,DNA0011,DNA1110,DNA1011,DNA1101,DNA0111,DNA1111,DNA001_1,DNA01_10,DNA01_11,DNA011_1,DNA01_1_1,DNA101_1,DNA1_100,DNA1_101,DNA1_110,DNA11_10,DNA1_1_10,DNA1_111,DNA11_11,DNA111_1,DNA1_1_11,DNA1_11_1,DNA11_1_1,DNA1_1_1_1
1000,1.0392415298406378e-11,9.951220963922897e-11,4.129011902953492e-15,2.0912717234250144e-13,2.048918384862549e-13,4.095132183063482e-15,8.109858057249613e-18,8.473645710739317e-18,1.8632120778500775e-19,9.642988620443438e-17,8.608181354273166e-18,8.01015481238365e-18,2.509972276089888e-22,3.3282157239188037e-22,3.2859726343781178e-22,2.4211148477854817e-22,1.2916657585778715e-27,4.902932312740373e-15,5.6354642106973305e-14,3.753513100395102e-20,3.2636934113629276e-20,2.399254376506333e-17,1.9400875866652495e-19,4.858121166493026e-15,1.947123274423974e-19,3.5586534456118966e-20,4.857047250758058e-20,1.8374138251060935e-17,1.4722316481739191e-27,1.1263644797400995e-27,1.503624576964459e-27,3.3590641408407042e-25,2.879951495656608e-25,4.401153032989616e-25,1.708191858163407e-22
1100,1.0390997556584996e-11,9.950997575088171e-11,4.150602469402957e-15,2.0575749612265615e-13,2.0558860727074445e-13,4.155686376308801e-15,8.196591924443222e-18,8.647758977544629e-18,1.8941585686523603e-19,1.1353642658089137e-16,8.575208874567216e-18,8.22324983177487e-18,2.59308054379699e-22,3.279893114895035e-22,3.298897215712886e-22,2.9207937601566047e-22,1.342154437910895e-27,4.812506049306726e-15,6.205443401469312e-14,5.454671583030036e-20,4.3776243243465473e-20,2.677513360417711e-17,1.9925055803271997e-19,4.81856402390234e-15,1.9688472005341097e-19,3.976617040982624e-20,4.2753127031862684e-20,3.177585004153436e-17,1.2213827869137734e-27,1.6129181694026282e-27,1.6466059000036123e-27,5.550636121692255e-25,4.263835640560095e-25,4.447520125955255e-25,2.953076589989809e-22
1200,1.0380688179739425e-11,9.949363407185325e-11,4.099021254408144e-15,2.0791817258866473e-13,2.0901813793079024e-13,4.0985625884429365e-15,8.03532029400243e-18,8.518273500143545e-18,1.9055151811114315e-19,1.0792230639535578e-16,8.430249843334568e-18,8.076812722526708e-18,2.9214578347758e-22,3.291442629647206e-22,3.287286937838681e-22,2.974078761915076e-22,1.2669310622062357e-27,4.85670049948568e-15,7.13831936620347e-14,6.308229339712454e-20,6.181524540306032e-20,3.043461642290635e-17,1.9627965338949113e-19,4.773192518003376e-15,1.94218520391478e-19,5.151311479997914e-20,6.056183456114696e-20,2.786496625746466e-17,1.653452104442922e-27,1.4747703515212113e-27,1.5137317104057074e-27,5.40419599700107e-25,5.563069955075498e-25,6.199509761814979e-25,2.628158850890413e-22
1300,1.03759073882772e-11,9.949598791632515e-11,4.089889248099397e-15,2.0790614022051326e-13,2.0377678540844578e-13,4.1304162061813244e-15,8.12237082730742e-18,8.454549505758774e-18,1.9428737286955604e-19,1.1576098965831486e-16,8.463996547953155e-18,8.202730106490333e-18,3.067579216801947e-22,3.3142064005876635e-22,3.249441487305102e-22,3.143583771019483e-22,1.327620060479974e-27,4.8294354585360776e-15,7.316640015411714e-14,7.113707156198806e-20,6.434314237921676e-20,4.46564326480994e-17,1.9842515408459211e-19,4.8445539715038216e-15,1.9744336360967185e-19,6.820201263587278e-20,7.402496816766873e-20,4.06430777500387e-17,1.5577731968594258e-27,1.8012031391221756e-27,1.6711908679286248e-27,5.776091303893678e-25,4.984372414608911e-25,6.927020222356934e-25,3.99163830042938e-22
1400,1.0379391618157422e-11,9.948947404745449e-11,4.0714475484051615e-15,2.0414773863693562e-13,2.0506588266504127e-13,4.122706065802226e-15,8.09510027087911e-18,8.405671368651937e-18,1.9622631386083595e-19,1.2129549457735406e-16,8.51634410248828e-18,8.206702180848928e-18,3.4875358700652124e-22,3.3253655494487956e-22,3.2670980338878445e-22,3.671660529291578e-22,1.4258703262349158e-27,4.845515692616744e-15,7.055455867216347e-14,5.970236584679766e-20,7.836788290488801e-20,3.585131985866487e-17,1.9750934545114228e-19,4.871649194429271e-15,1.9666518604998916e-19,7.278176255867949e-20,7.307973117484977e-20,4.5001395416529453e-17,1.6445797439345776e-27,1.818672763024508e-27,1.7540944795750403e-27,6.792418505553612e-25,6.685572003381203e-25,6.474408680492853e-25,4.016324111551525e-22
1500,1.036010805747595e-11,9.948919826638265e-11,4.177329453283301e-15,2.047506258377396e-13,2.0814524028870002e-13,4.099431603284655e-15,8.27159102572172e-18,8.39379744068687e-18,1.945517902069264e-19,1.2519004113614618e-16,8.473959078696425e-18,8.108138611404118e-18,3.903540973180527e-22,3.266592341481357e-22,3.252498959551996e-22,3.704504656339503e-22,1.4675596784190298e-27,4.94735785159095e-15,8.084267151267553e-14,7.987941472680594e-20,8.584696859794003e-20,5.336055186048172e-17,1.988061983732717e-19,4.815540973263552e-15,1.9619446729320682e-19,8.174184645723046e-20,8.134495089171879e-20,5.0265977736769265e-17,2.022002356499713e-27,1.6618963563685124e-27,1.8454881961581383e-27,7.338112922696176e-25,8.156796167695433e-25,7.495369958422956e-25,4.760161151222122e-22
1600,1.0359664150360095e-11,9.947915276266676e-11,4.170282315033775e-15,2.0518336384793553e-13,2.046760825665644e-13,4.086557583994017e-15,8.113599159731542e-18,8.485215707417624e-18,1.9349221670658767e-19,1.321284358645187e-16,8.539976813761579e-18,8.114069518311789e-18,3.913044216131303e-22,3.237410533317421e-22,3.315728382090966e-22,4.027566429548449e-22,1.4442378641617518e-27,4.949685098745214e-15,8.516798985733788e-14,7.502092525281614e-20,8.423529136392322e-20,5.715469863514394e-17,1.9663811973841303e-19,4.9019181683582086e-15,1.941123856196142e-19,8.831638664243401e-20,8.714204568369475e-20,4.48353423840776e-17,1.9978617970384834e-27,2.2224275046375946e-27,1.9177973001930873e-27,8.717598099400365e-25,7.508148085838466e-25,8.472678295199852e-25,3.9606712987914443e-22
1700,1.0340630888917611e-11,9.948668184975299e-11,4.086619752619014e-15,2.030382135523672e-13,2.0382317774490362e-13,4.094485848015035e-15,8.128642210691146e-18,8.470023644667183e-18,1.9338316067482896e-19,1.3956087786006462e-16,8.484787984362046e-18,8.137568644388262e-18,4.0567945349105084e-22,3.2562988723679553e-22,3.278693486651859e-22,4.018193436901852e-22,1.5613994164577711e-27,4.893281879474056e-15,9.05560482180202e-14,9.31806391510954e-20,8.928414338005796e-20,5.39688007787695e-17,1.9397882675003648e-19,4.9366214506779485e-15,1.9414789115264167e-19,9.397748367226205e-20,9.245703326150113e-20,5.1071705664456855e-17,2.210734138909023e-27,2.2428191950073253e-27,2.057475335722725e-27,8.090432009473923e-25,7.525094775940259e-25,8.249302435481368e-25,4.451800234955667e-22
1800,1.0339022634791677e-11,9.948226285569182e-11,4.091121431571669e-15,2.0532107212973628e-13,2.084385057990691e-13,4.0659308469352415e-15,8.241374469913764e-18,8.49133140708821e-18,2.0017850253665006e-19,1.5709560285907428e-16,8.491450197399058e-18,8.262582678676041e-18,4.338613532295933e-22,3.3155681688976595e-22,3.219845398918264e-22,4.0817330285707333e-22,1.5321809815888523e-27,4.958591657065689e-15,8.578956746542794e-14,1.0191130983509461e-19,1.099093633556195e-19,6.490338082549324e-17,1.9334726388127779e-19,4.969154206451141e-15,1.9690745789650466e-19,9.975547862641874e-20,9.901270167049415e-20,5.5499858625584214e-17,2.096088808430697e-27,2.3903713155482092e-27,2.4424930071509667e-27,9.255134075942745e-25,9.47008820064581e-25,7.977860100850198e-25,5.475830960721101e-22
1900,1.0335446502518038e-11,9.94701031310808e-11,4.080102240869026e-15,2.0802397415817084e-13,2.042237736882223e-13,4.0603622116333996e-15,8.246435677943015e-18,8.560632963632389e-18,2.0037239394770443e-19,1.4973546810292557e-16,8.46247797010184e-18,8.245445711611033e-18,4.163300244569543e-22,3.251213377254637e-22,3.2515744845984347e-22,4.242689408260147e-22,1.6514499205049935e-27,4.81710125332097e-15,9.167766004660954e-14,1.1087404684824535e-19,9.798075525899138e-20,6.181048048548618e-17,1.9365837127453902e-19,4.947774199734468e-15,1.9223467017865431e-19,1.1053035566469155e-19,1.0785010242561626e-19,6.954200962942173e-17,2.3137471659185792e-27,2.3456981690532032e-27,2.553806357231742e-27,8.967970964337348e-25,9.193795425101066e-25,9.630026328657068e-25,5.85921366784834e-22
2000,1.0333710957326245e-11,9.94815280625915e-11,4.167550084487569e-15,2.0721056927638147e-13,2.039384001620097e-13,4.130358677553568e-15,8.160613576089238e-18,8.521859574844603e-18,2.0062809131126092e-19,1.6047804756591175e-16,8.387606785658212e-18,8.181957450808583e-18,4.596571588056964e-22,3.2281518080285946e-22,3.262658190959555e-22,4.377958759057582e-22,1.6946264245994817e-27,4.9403138877748026e-15,9.602062798000212e-14,1.132827304882781e-19,1.086795874481137e-19,7.05229729003962e-17,1.927074908158153e-19,4.892614816235714e-15,1.9363155660897232e-19,1.1951582533773508e-19,1.0971128766054602e-19,7.058342878638113e-17,2.2912614962856398e-27,2.28654093942768e-27,2.4638976441963503e-27,1.0946701222279066e-24,9.540138106247325e-25,1.125960548440465e-24,6.0294483133351845e-22
2100,1.03286348222707e-11,9.947245967833352e-11,4.150958755153472e-15,2.0779851912449732e-13,2.0334571784866898e-13,4.087538444664687e-15,8.332562182941577e-18,8.501370714470061e-18,1.9881460318075995e-19,1.6726510398680552e-16,8.39306419404568e-18,8.322636751293492e-18,4.966395353732038e-22,3.280041970967971e-22,3.270263664966209e-22,4.785279960650653e-22,1.6803930188807726e-27,4.909514752839293e-15,1.0254605232434485e-13,1.1354098027644802e-19,1.275693914449518e-19,7.577864949969035e-17,1.9405451304562632e-19,4.838000002620876e-15,1.939126713614473e-19,1.1988492908803046e-19,1.1123203304561716e-19,7.07986548995615e-17,2.521225134865073e-27,2.624942550376078e-27,2.845947304483861e-27,1.1628427685761292e-24,1.1453708074922865e-24,9.551124374907403e-25,6.962386295334818e-22
2200,1.0325539251670099e-11,9.947359886746266e-11,4.101735955833291e-15,2.041439345907911e-13,2.0639413748343138e-13,4.128828915212497e-15,8.345918722688609e-18,8.393826727220806e-18,2.0040544602859955e-19,1.6909247829079376e-16,8.316199015170417e-18,8.132730158552066e-18,5.272277004990958e-22,3.289404818291123e-22,3.288107086593798e-22,5.269458221066876e-22,1.7162431482274714e-27,4.9378724729510666e-15,1.0404743672590317e-13,1.3339820274926603e-19,1.4037002180003045e-19,7.13261886160859e-17,1.9207559595068039e-19,4.983680090327137e-15,1.926850789567501e-19,1.28022719348056e-19,1.3284601887391502e-19,7.366899625356621e-17,2.921729857570801e-27,2.6810292021983284e-27,2.714035906798016e-27,1.176718782437561e-24,1.0848166045070344e-24,1.1572501092861318e-24,6.2375228676532195e-22
2300,1.0314495901542702e-11,9.94566470175552e-11,4.110488556511395e-15,2.0629633995175503e-13,2.0210084630612966e-13,4.1287145912057975e-15,8.185206123291708e-18,8.512394116101212e-18,2.0173568970444812e-19,1.8512410444992343e-16,8.386520985206986e-18,8.23063346612802e-18,5.491424386950169e-22,3.2132707730726884e-22,3.208199561155389e-22,5.3165738075145185e-22,1.8038825084006993e-27,4.845566557322271e-15,1.068913642619638e-13,1.2717642820842157e-19,1.3495003109745594e-19,8.336020700879792e-17,1.9554303285706085e-19,4.870307908461186e-15,1.9518936932041085e-19,1.3213006646691662e-19,1.3156150671861052e-19,8.245264057200741e-17,2.718652667641028e-27,2.6935565121802377e-27,2.8414121189148087e-27,1.309318891144653e-24,1.0965676968762393e-24,1.2301179627875378e-24,6.708440340557776e-22
2400,1.0303601511209439e-11,9.945134906491044e-11,4.071845314715869e-15,2.0260571564750408e-13,2.0588908530505085e-13,4.092064513305903e-15,8.191359667632659e-18,8.485149504223923e-18,2.019537192658076e-19,1.8812782248244152e-16,8.499841889887503e-18,8.361022868093616e-18,5.442792777562619e-22,3.27054653888764e-22,3.2051193292840347e-22,5.501375930939751e-22,1.8164800755715057e-27,4.914624236357137e-15,1.1560645244194213e-13,1.335587728090709e-19,1.3821479800708207e-19,8.401377402083888e-17,1.9597523323137306e-19,4.980241112194271e-15,1.964258875216934e-19,1.3767726430633558e-19,1.5142110527523214e-19,8.220489679248622e-17,3.0152519478085716e-27,2.9258427841472016e-27,2.991123786417478e-27,1.3277090107358862e-24,1.1493885607395587e-24,1.3046653606831166e-24,7.598213943358975e-22
2500,1.0302425134808578e-11,9.946361839818009e-11,4.063240423019048e-15,2.067063498836834e-13,2.049675017659568e-13,4.131562794613366e-15,8.189453199663294e-18,8.477708567125947e-18,2.0648278788250074e-19,1.9954387770790237e-16,8.359039167005078e-18,8.317402825823634e-18,5.979376177110088e-22,3.2835586937299356e-22,3.214167648653638e-22,5.743678038138845e-22,1.8957252671421806e-27,4.923963937511328e-15,1.137881638569947e-13,1.5043268205458004e-19,1.4229781416937168e-19,9.309583431452448e-17,1.9518158124139476e-19,4.935456048467349e-15,1.9577261115729663e-19,1.5431489559130825e-19,1.5997496735955293e-19,9.462123481570434e-17,3.0276013963425907e-27,3.329856961138071e-27,3.2179007104983077e-27,1.2567325392506147e-24,1.1955382994163215e-24,1.437804758040051e-24,7.268804364413924e-22
2600,1.0276680626656747e-11,9.945089134455198e-11,4.047988028699723e-15,2.0185425785636637e-13,2.0376737301553166e-13,4.068778657626299e-15,8.171341668809061e-18,8.456663502458817e-18,2.082184288987571e-19,1.9913702167174625e-16,8.40820065763644e-18,8.3825629588441e-18,6.040137988342862e-22,3.2317807381148443e-22,3.2208457693011255e-22,5.92938752037062e-22,1.9443454816684806e-27,4.924404428582656e-15,1.2193683498784044e-13,1.5123026461800458e-19,1.6305513122054687e-19,9.07735294580241e-17,1.9590995835928935e-19,5.018305226408454e-15,1.9712789822953047e-19,1.5000572183288194e-19,1.539078667954758e-19,9.24555163693414e-17,3.308537320538895e-27,3.458874180924653e-27,3.425622338672261e-27,1.4466351779173987e-24,1.4174310300705284e-24,1.2718637478183962e-24,8.367406524880787e-22
2700,1.0269340276786822e-11,9.944836183462256e-11,4.045440192083924e-15,2.0665057998849407e-13,2.040200280047269e-13,4.063877686190749e-15,8.38005237218038e-18,8.33123067579571e-18,2.0584916466060446e-19,2.0649536107218575e-16,8.40641493182331e-18,8.38314592001593e-18,6.1175934432290875e-22,3.26590469145455e-22,3.2524299706422584e-22,6.099524080018077e-22,1.9591116994379378e-27,5.030523188870303e-15,1.2066831365144818e-13,1.5614159148870992e-19,1.7353318692302808e-19,9.869716093473789e-17,1.9646499880113198e-19,4.94931784295879e-15,1.9643174504547343e-19,1.5939168937751766e-19,1.6641540712899294e-19,1.0382367215753821e-16,3.496223033716802e-27,3.279083097041662e-27,3.311998586202681e-27,1.5224561626390135e-24,1.3950712618794915e-24,1.3201245618189513e-24,8.458691555706189e-22
2800,1.0269948794531438e-11,9.945221353418235e-11,4.048353836931729e-15,2.0656317002691743e-13,2.064540612041807e-13,4.0694193884681835e-15,8.233430871085607e-18,8.343009382844693e-18,2.091900307620611e-19,2.0540969192271115e-16,8.380163663985453e-18,8.253936759857685e-18,6.6079390419210645e-22,3.283195941447156e-22,3.256697549950484e-22,6.574583079740001e-22,2.0266578196553348e-27,5.016909032745801e-15,1.2376222861756903e-13,1.8362122590869222e-19,1.7064452250768663e-19,1.0714189294886885e-16,1.953495336027354e-19,5.0310180788520825e-15,1.9591866322774775e-19,1.7327752783750982e-19,1.6624981006796915e-19,1.0496700566283131e-16,3.626299979390022e-27,3.4529308763710784e-27,3.5130329517932795e-27,1.430361769974333e-24,1.5602570846779441e-24,1.4169720383060403e-24,8.96198908929568e-22
2900,1.0277298114570137e-11,9.943594856271296e-11,4.074297908937192e-15,2.0352911860225174e-13,2.019105228093748e-13,4.137639855219231e-15,8.257384786045429e-18,8.374257947503335e-18,2.0640777570881179e-19,2.22981350497262e-16,8.370500304861428e-18,8.339000303582419e-18,6.511139755762133e-22,3.2044844453361107e-22,3.223206835371355e-22,6.305425628182642e-22,1.967610541479771e-27,4.991738672504262e-15,1.2652458102954094e-13,1.8000269508378114e-19,1.7127821277903942e-19,1.0341431211106091e-16,1.9217499800815655e-19,5.0196404240567476e-15,1.9330284030913842e-19,1.812609465718621e-19,1.736108647105883e-19,1.0178141620118159e-16,3.4094902417884655e-27,3.5194232402768036e-27,3.509250010386232e-27,1.4709439495823177e-24,1.6412839382345723e-24,1.5334901013859865e-24,9.449592863064458e-22
3000,1.0256019327875418e-11,9.943753840362067e-11,4.049440720406715e-15,2.0239301814948897e-13,2.0394732926895441e-13,4.05294841906766e-15,8.351364085511298e-18,8.385580006292441e-18,2.1121698155816396e-19,2.2877219250898475e-16,8.263839060282113e-18,8.366924261759492e-18,6.501987753061944e-22,3.21937471438687e-22,3.1960655388682214e-22,6.943455903783217e-22,2.0681865403436632e-27,5.003347880175873e-15,1.330486251051261e-13,1.845109654939509e-19,1.9587390339207118e-19,1.0825996815076481e-16,1.9665807280237372e-19,5.035059273197633e-15,1.9458257332498125e-19,1.7585034337188353e-19,1.8904553816759363e-19,1.0807676062443933e-16,3.964041633413725e-27,3.496804029596598e-27,3.5209199315794476e-27,1.7143959686049895e-24,1.6337609306646826e-24,1.5218568452618626e-24,1.0133418307253803e-21
3100,1.0246174278777512e-11,9.943361945176237e-11,4.093942804857651e-15,2.031302353202715e-13,2.0458645541969327e-13,4.097750807007139e-15,8.176813267668515e-18,8.383291300279257e-18,2.1139001030461752e-19,2.3165623954779494e-16,8.381082685068218e-18,8.255544746284684e-18,6.661460989607708e-22,3.1979615581243056e-22,3.186980354839031e-22,7.150788519280638e-22,2.093183898157221e-27,4.9279101293246365e-15,1.3151627130653469e-13,2.037789516975e-19,1.8816440986100423e-19,1.1109588366416449e-16,1.908293849278509e-19,4.990264739796518e-15,1.9134107634176916e-19,2.033937564819528e-19,2.0279443964348163e-19,1.1106234283692318e-16,3.846696050794232e-27,3.9059759453880036e-27,3.960674666839068e-27,1.8557169778298565e-24,1.6777629715932725e-24,1.8408394955309434e-24,9.884561599006964e-22
3200,1.0243669310992957e-11,9.943141327347741e-11,4.0803044977434125e-15,2.031966690284004e-13,2.017992162828383e-13,4.099099116632228e-15,8.364496046300323e-18,8.271341274431767e-18,2.0926291867543832e-19,2.2367672921482856e-16,8.395855189403655e-18,8.330549344267784e-18,7.312176032798103e-22,3.241478633170159e-22,3.2175488706465974e-22,7.069440206256226e-22,2.0879305109245227e-27,4.959524020661461e-15,1.346038805121431e-13,1.9606403425261376e-19,2.0316060758520697e-19,1.226811865472864e-16,1.9510431320028692e-19,5.051990026796528e-15,1.9164689852168335e-19,2.1569483898595363e-19,1.9506723898917993e-19,1.162610759373161e-16,4.416016111480757e-27,4.2042201495467156e-27,3.977563044305742e-27,1.95039387115355e-24,1.962305861514429e-24,1.8028892558891222e-24,1.0884625898658788e-21
