milliseconds,S1,DNA0000,DNA0001,DNA0010,DNA0100,DNA1000,DNA1100,DNA1010,DNA1001,DNA0110,DNA0101,DNA0011,DNA1110,DNA1011,DNA1101,DNA0111,DNA1111,DNA001_1,DNA01_10,DNA01_11,DNA011_1,DNA01_1_1,DNA101_1,DNA1_100,DNA1_101,DNA1_110,DNA11_10,DNA1_1_10,DNA1_111,DNA11_11,DNA111_1,DNA1_1_11,DNA1_11_1,DNA11_1_1,DNA1_1_1_1
1200,1.038329206146306e-11,9.950995176576573e-11,4.150749186212003e-15,2.0670806053962794e-13,2.0657189029838301e-13,4.112909908668278e-15,8.000364635643596e-18,8.543977053565744e-18,1.9305125777325675e-19,1.092155080109011e-16,8.471368265045448e-18,8.182353806752782e-18,3.18927107581159e-22,3.245600964202556e-22,3.3041549327547036e-22,2.8452210475378715e-22,1.3439119617931896e-27,4.798038253360124e-15,6.739304513156676e-14,6.656297166079663e-20,5.396220347271463e-20,2.829707113409164e-17,1.957236160327603e-19,4.803243595876828e-15,1.9405727763503272e-19,5.250923222187045e-20,6.13728609733491e-20,3.6604321545743273e-17,1.4729638161612407e-27,1.6266525535387518e-27,1.618563381994429e-27,4.346129791146912e-25,4.0915799178892953e-25,5.016044429552494e-25,3.33133311057371e-22
1300,1.0378725498959488e-11,9.949196565288063e-11,4.146663278893362e-15,2.086831138834716e-13,2.0857436560359343e-13,4.1101791699592895e-15,8.097562781505131e-18,8.413085126766565e-18,1.9001226673930795e-19,1.2567793293053825e-16,8.50652052732355e-18,8.233176122104235e-18,3.4392865417332624e-22,3.299934499111771e-22,3.3326152666727044e-22,3.1478100171368966e-22,1.3558166902245953e-27,4.843223816296849e-15,6.801769541338199e-14,7.210993974186248e-20,6.218829070777145e-20,3.470383202410352e-17,1.984035070789128e-19,4.931139406482298e-15,1.934540591153036e-19,5.923395439292536e-20,5.384226930282157e-20,3.5382867674005776e-17,1.585465867603718e-27,1.6492941125734074e-27,1.4620816900253126e-27,5.305892562285165e-25,5.717041743098701e-25,4.544614878376439e-25,3.318635183259289e-22
1400,1.0372047002435374e-11,9.949199011989909e-11,4.086553813123922e-15,2.0553113537855323e-13,2.0784795468991048e-13,4.0821147105217845e-15,8.145248014887152e-18,8.503132128959627e-18,1.9473399050714607e-19,1.3306896357879056e-16,8.612939028181733e-18,8.088783729058143e-18,3.5430618515951788e-22,3.307526134946098e-22,3.251414951673843e-22,3.552113978731593e-22,1.3809945608942765e-27,4.909851549248499e-15,7.732727499873703e-14,6.40897431685617e-20,7.562793838917114e-20,4.709437048509197e-17,1.951926174354479e-19,4.835321327668725e-15,1.967784706004023e-19,7.90194240302915e-20,7.331246209792463e-20,4.6158793541707844e-17,1.65970412854356e-27,1.9647972567549915e-27,1.8005334323068245e-27,6.625001743451971e-25,5.168985805957732e-25,6.400993120128455e-25,3.291804848766472e-22
1500,1.0359584892654726e-11,9.948966678501176e-11,4.126348660660307e-15,2.0479481821691267e-13,2.0769167832665454e-13,4.137050804359012e-15,8.101474476194314e-18,8.408351248093155e-18,1.9615475409892088e-19,1.345054656772041e-16,8.51748544707715e-18,8.246679249186423e-18,3.798344287652799e-22,3.3124400367581495e-22,3.301935590390655e-22,3.3490497391214206e-22,1.5064714978395977e-27,4.921743750055083e-15,7.45228408910137e-14,7.952517041734439e-20,8.063482224562509e-20,4.215009166026703e-17,1.9366775291098678e-19,4.876521785549602e-15,1.951923512551786e-19,8.649293250568497e-20,7.012367872353175e-20,4.561666316205267e-17,1.8751001281270958e-27,1.8087599173870853e-27,2.107493122505039e-27,7.235168294200034e-25,6.8181217355345195e-25,7.936442431182826e-25,3.998917104184415e-22
1600,1.035477638363512e-11,9.948255180020387e-11,4.0857811050362565e-15,2.0305075155880203e-13,2.0821298409607235e-13,4.131582743553771e-15,8.052771568480858e-18,8.375142615419089e-18,1.928492450294239e-19,1.4070794717901654e-16,8.403543036806505e-18,8.230343954421258e-18,3.8072169192042756e-22,3.274590932899848e-22,3.3025596034521074e-22,4.021045178020644e-22,1.4938323854298113e-27,4.81819640219421e-15,8.522089344685707e-14,7.46033345464573e-20,9.312420082079923e-20,5.762524301245585e-17,1.9862782873196134e-19,4.880105310547531e-15,1.9393754443126082e-19,7.73883218084641e-20,7.861474366863631e-20,5.3642631449544815e-17,1.8718159401639602e-27,2.116039970613916e-27,2.044008191759154e-27,6.739835105491731e-25,8.416888620053598e-25,8.414988989518841e-25,4.0465698796780546e-22
1700,1.0344291277065759e-11,9.94894936856698e-11,4.115494104129994e-15,2.0856850711382537e-13,2.083526683047497e-13,4.0699673447046645e-15,8.170278845895437e-18,8.563643428892626e-18,1.9353394195088045e-19,1.4018943553296517e-16,8.528472128831953e-18,8.225979630818518e-18,3.8104672289275654e-22,3.2712474084343364e-22,3.22759763232425e-22,4.0549474833099183e-22,1.5761138340027305e-27,4.925493225722978e-15,8.69221256840274e-14,1.0345126723406231e-19,9.275344697276322e-20,6.133495551585525e-17,1.9598045994600926e-19,4.887290442555276e-15,1.9716290737183554e-19,9.743675135092925e-20,9.551063015159895e-20,5.756844690346153e-17,2.116477614280193e-27,2.2840939932720904e-27,1.9402685149957486e-27,8.016023808075708e-25,8.562992185827833e-25,9.45504063317155e-25,5.391154847553851e-22
1800,1.0341552035056086e-11,9.947905992672268e-11,4.1128634655387e-15,2.072063452194753e-13,2.0765803563292204e-13,4.150151446543973e-15,8.199593833727968e-18,8.34799481589518e-18,1.9739363886524288e-19,1.4737948382736136e-16,8.357049819572974e-18,8.196992541307854e-18,4.386753028394194e-22,3.28401284335209e-22,3.220097050560523e-22,4.0630886722197273e-22,1.5474755684778428e-27,4.951693905454778e-15,9.30747527506555e-14,9.852400777398724e-20,9.32037194138052e-20,6.213442261897168e-17,1.9724877929718828e-19,4.959289857502796e-15,1.9345898604365993e-19,1.0332260373332034e-19,9.196128351914298e-20,6.07845605665377e-17,2.1223977539169198e-27,2.5009562504959653e-27,2.1271716532659804e-27,8.803665508045628e-25,9.026120070249438e-25,9.069377957054684e-25,4.7990522839348425e-22
1900,1.0333221194149369e-11,9.947820072127954e-11,4.14984313628001e-15,2.0387196307817195e-13,2.036875446294306e-13,4.168515164990765e-15,8.281536313299794e-18,8.50841800938879e-18,1.99490282027658e-19,1.584346358645418e-16,8.39296119895249e-18,8.055361843784475e-18,4.343968809905487e-22,3.280921934904309e-22,3.2329739274536307e-22,4.286130723613626e-22,1.6004957241469862e-27,4.970060160218559e-15,9.154729768118913e-14,9.696330462179214e-20,1.0585871104044766e-19,7.053392450732139e-17,1.9608962675214926e-19,4.830564079098223e-15,1.923808451016822e-19,1.1458680077024155e-19,1.160467019394585e-19,6.270696245245926e-17,2.5924790118634106e-27,2.5074491883307123e-27,2.1734640287990684e-27,1.0529539300747575e-24,8.225146330210466e-25,1.0011562784689004e-24,5.329226190547871e-22
2000,1.0322932054916473e-11,9.947386929355705e-11,4.121440711459423e-15,2.0369004842276296e-13,2.0646227084806752e-13,4.070073580286567e-15,8.269578716403924e-18,8.394308048739246e-18,1.974693422140339e-19,1.6057928048465461e-16,8.548199213480404e-18,8.223170698629984e-18,4.900196516006018e-22,3.222048980932622e-22,3.2391781455607284e-22,4.865912438745674e-22,1.638115447895613e-27,4.9326908374190845e-15,9.667356493287608e-14,1.0554306389534507e-19,1.2208285367520188e-19,6.911764061427939e-17,1.9747096790498273e-19,4.960120375621233e-15,1.9239687577369613e-19,1.0550021609411189e-19,1.13948949591598e-19,6.517048233964305e-17,2.3108068536188858e-27,2.3127702305583465e-27,2.348435469144682e-27,1.0761828226640681e-24,9.47514377415662e-25,1.0734997239979022e-24,6.673412861261338e-22
2100,1.0336117826546093e-11,9.946815798417477e-11,4.088417766340845e-15,2.075500234816675e-13,2.0277305776123124e-13,4.074457436067366e-15,8.266242999765262e-18,8.312950183127926e-18,2.0279596314083143e-19,1.6375704647287535e-16,8.481670872005716e-18,8.09321585440834e-18,4.6702467030458565e-22,3.3026485872327493e-22,3.2214564245532744e-22,4.952225967396418e-22,1.6603156540144995e-27,4.933860510948817e-15,1.001313520729359e-13,1.1334088538524816e-19,1.3231441979808685e-19,7.106648833572349e-17,1.9739114040761282e-19,4.944734050709377e-15,1.9781609522756631e-19,1.167824237646293e-19,1.223602138407862e-19,7.445195541191175e-17,2.826433252372254e-27,2.5494230033948777e-27,2.402073553682257e-27,1.1654624304313965e-24,9.44139981605944e-25,1.1493280160838874e-24,6.288129348456335e-22
2200,1.0315987395516652e-11,9.946943845197127e-11,4.160561372657809e-15,2.037111673618532e-13,2.0710028608067824e-13,4.057930655216315e-15,8.12177106351037e-18,8.429822452779153e-18,2.0069465403811932e-19,1.765906452715236e-16,8.461764062387875e-18,8.177073027324253e-18,4.940120474422083e-22,3.2606143622249504e-22,3.292530138707209e-22,5.147561951981563e-22,1.6694225633315943e-27,4.92807633782125e-15,1.0625951937817643e-13,1.258382078092816e-19,1.3209952891386572e-19,8.253531044727267e-17,1.9562056920749837e-19,4.993101401332112e-15,1.952917154402499e-19,1.343423468012235e-19,1.3504579331347356e-19,7.180103371148709e-17,2.7541913241819356e-27,2.594315027021247e-27,2.793916976112315e-27,1.0998419335616967e-24,1.1446078836726787e-24,1.130108589365652e-24,6.247567943334461e-22
2300,1.0313815976491492e-11,9.946867309653479e-11,4.0564969917614776e-15,2.0635662684311849e-13,2.0529365160579735e-13,4.060613611569151e-15,8.110410248850733e-18,8.290047044656404e-18,2.0331814010984457e-19,1.7529292754703817e-16,8.439354265596744e-18,8.184142085771744e-18,5.423065150226687e-22,3.207900620835973e-22,3.2708628630003813e-22,5.336327073551632e-22,1.7557419008187163e-27,4.856215660607643e-15,1.0688734760381801e-13,1.3916440270295415e-19,1.3413832239498263e-19,8.45750922352836e-17,1.96167193839302e-19,4.938645619972196e-15,1.953336410986591e-19,1.4189776633626627e-19,1.3768099283970888e-19,7.720733723791709e-17,2.782959143677645e-27,2.730334400634176e-27,3.088796696805462e-27,1.1132384735883417e-24,1.1418707188115069e-24,1.0813954628408399e-24,6.760800608936425e-22
2400,1.0305815659577536e-11,9.945663321935431e-11,4.057456666088678e-15,2.0487265718379513e-13,2.0190606645941677e-13,4.110226097705139e-15,8.183717055773625e-18,8.370845898985347e-18,2.0123369275695194e-19,1.9293093024003686e-16,8.319576576674835e-18,8.233487486380767e-18,5.307554877662602e-22,3.2538257819123243e-22,3.208634970313766e-22,5.414697256684334e-22,1.7551588944094857e-27,4.887722135314078e-15,1.1062383261941354e-13,1.4244420505097063e-19,1.4019077869175365e-19,8.271901844779573e-17,1.941847172042905e-19,4.9144642244448145e-15,1.927953949724535e-19,1.457033680671479e-19,1.4434698879929408e-19,7.952892490806551e-17,3.0859183257305676e-27,3.2068213842915318e-27,2.9373342018977473e-27,1.3688406560454707e-24,1.2563946245508283e-24,1.279009080106877e-24,7.663711179604925e-22
2500,1.0302567452385985e-11,9.945168931970607e-11,4.1250059740076275e-15,2.0207392814822615e-13,2.071365001064396e-13,4.084134319303059e-15,8.282788616891804e-18,8.333845955192525e-18,2.0413694387722764e-19,1.997755053524093e-16,8.30157595043226e-18,8.343734560975718e-18,5.721845506747715e-22,3.264299234489201e-22,3.2691483628125746e-22,5.894025586634654e-22,1.881693269970729e-27,4.920107077158342e-15,1.1784889660353622e-13,1.4132650341624218e-19,1.4295228245355026e-19,8.752645045815202e-17,1.966605175378664e-19,4.862666104333718e-15,1.9501756082265784e-19,1.5263856575049412e-19,1.4177913963144155e-19,9.611493985040806e-17,2.9885059200261646e-27,3.3052207492155485e-27,3.200621222580995e-27,1.2032581009642741e-24,1.2057971850765481e-24,1.2115692657031477e-24,7.83873527356989e-22
2600,1.0279251728618105e-11,9.94570867087733e-11,4.119607554669912e-15,2.0723072252171012e-13,2.0580841780537504e-13,4.095885038838981e-15,8.204708584669469e-18,8.254269268208308e-18,2.0557190258123409e-19,2.0225997510566645e-16,8.459595120439253e-18,8.179488114694897e-18,5.887427608578926e-22,3.2898068929952134e-22,3.2377847640638204e-22,5.992392213563236e-22,1.9244000145984964e-27,4.943440381918445e-15,1.2116358997812864e-13,1.6804098206585132e-19,1.5168763528216986e-19,8.852807666892198e-17,1.976316728785791e-19,4.915264922165083e-15,1.9637017993137466e-19,1.6145337959087963e-19,1.5512081641541227e-19,1.0108785641345385e-16,3.104148907680789e-27,3.473757048894932e-27,3.413863143983607e-27,1.4879674316023856e-24,1.3985867904883233e-24,1.3585871726148698e-24,8.610159792612618e-22
2700,1.0267874227675031e-11,9.944347631321376e-11,4.131913293115849e-15,2.0327583686876526e-13,2.0697588846464465e-13,4.097702314452564e-15,8.159675823251415e-18,8.294029011578506e-18,2.046958652445331e-19,2.0087529690500085e-16,8.273658965835144e-18,8.177759203696356e-18,6.289649591317491e-22,3.219666594594706e-22,3.239260533682347e-22,6.240275478258945e-22,1.9124772655057316e-27,4.941115581958926e-15,1.2300725089007088e-13,1.549360093135701e-19,1.5540288643186568e-19,9.383208123600401e-17,1.9178859955977782e-19,4.988865750745814e-15,1.9747131770401144e-19,1.6888503636518754e-19,1.6564779372464e-19,1.0521202315464685e-16,3.5428371921068124e-27,3.371841358707657e-27,3.1187998305270827e-27,1.4886999479103224e-24,1.536681418954415e-24,1.5281191129197186e-24,8.568206222029936e-22
2800,1.02657100962829e-11,9.943986212971417e-11,4.031724202948731e-15,2.0485346314541773e-13,2.0613420398940157e-13,4.082975915970681e-15,8.209854054704807e-18,8.408686608117053e-18,2.0955986097458783e-19,2.1226303096123684e-16,8.383872892082512e-18,8.328272967502522e-18,6.090299196295387e-22,3.2408440927533645e-22,3.2159353307258084e-22,6.3741867139887e-22,1.9413329343161766e-27,5.0244757543250434e-15,1.274057944588992e-13,1.7684824805075155e-19,1.7010617738059443e-19,1.0242973009262417e-16,1.951574112297424e-19,4.920039821589128e-15,1.9573920100622539e-19,1.7201201445869444e-19,1.7243920129811355e-19,9.998817309832187e-17,3.370532777757689e-27,3.4234436060523836e-27,3.3908653626050385e-27,1.5134513638767976e-24,1.3822915920953892e-24,1.3958221865514834e-24,9.284748994302368e-22
2900,1.0272746251646724e-11,9.944017790637106e-11,4.0935678819817665e-15,2.0565083969748561e-13,2.0253121391473443e-13,4.097699380093943e-15,8.294953899795093e-18,8.381363045981402e-18,2.0805961207714517e-19,2.1879504285809323e-16,8.365532049868057e-18,8.3863407553713e-18,6.45431247069239e-22,3.1999433342120796e-22,3.239892903901568e-22,6.696387817366932e-22,2.010404148189361e-27,4.92929787920094e-15,1.2862404828284441e-13,1.7002214541125353e-19,1.8980588496767904e-19,1.0968876896562411e-16,1.9580045809741862e-19,5.050309582407498e-15,1.9220152897865276e-19,1.7096488425688418e-19,1.810405022717918e-19,1.1411900171727434e-16,3.800291563561257e-27,3.838129352345844e-27,3.716359674335327e-27,1.6180625775128614e-24,1.5161314537293509e-24,1.636145826207934e-24,1.0105257756541889e-21
3000,1.0264079471317924e-11,9.943607579747892e-11,4.10673406268132e-15,2.0386414142486605e-13,2.0116770758752127e-13,4.075987654581435e-15,8.366955337289971e-18,8.245404466182999e-18,2.127137359565249e-19,2.2734598148175606e-16,8.357821654763988e-18,8.270559414982707e-18,6.489474812307486e-22,3.209275394793439e-22,3.1912491979334975e-22,6.98973820560103e-22,2.0033717650286834e-27,4.949973131069562e-15,1.3517776881191322e-13,1.7873440333212373e-19,1.890927787502047e-19,1.1786768152322868e-16,1.937557099242078e-19,4.9447618231456286e-15,1.9643051431270343e-19,1.7778539542044544e-19,1.8511171288369153e-19,1.1783338400124142e-16,3.708939280235603e-27,3.884497812407141e-27,3.964045576508749e-27,1.6999284963578023e-24,1.663965514362986e-24,1.5205079131847581e-24,1.0075694452949065e-21
3100,1.0250496086183693e-11,9.943745395023259e-11,4.0443833356788154e-15,2.048179297001721e-13,2.0648065696113215e-13,4.089945119176954e-15,8.32424358409309e-18,8.244312831000245e-18,2.114566469939763e-19,2.2962728329269146e-16,8.240425121753385e-18,8.18484630407128e-18,7.071832436229644e-22,3.26487293574974e-22,3.22776117140201e-22,6.851959621033253e-22,2.076438976530884e-27,4.9978917652067014e-15,1.3336937298923226e-13,1.846867266147304e-19,1.9173499305978642e-19,1.2321080009878793e-16,1.9407487266714947e-19,4.895484531272896e-15,1.9195246116928702e-19,2.0707726664117277e-19,1.8562913364984905e-19,1.178389452179421e-16,3.850113871880612e-27,4.023842187452768e-27,4.1205688007292856e-27,1.8519479532303127e-24,1.768274979050721e-24,1.8527401240712672e-24,1.0085224972212917e-21
3200,1.0253708454160444e-11,9.944055860770638e-11,4.10285594368797e-15,2.0253543330028415e-13,2.0628556921951263e-13,4.118209965367632e-15,8.256906144668277e-18,8.258129102367494e-18,2.0878835979886923e-19,2.2518963566342865e-16,8.413480868033514e-18,8.253368035566428e-18,6.872583882730624e-22,3.217409793880206e-22,3.185545117698416e-22,6.901061651443386e-22,2.112999563660731e-27,4.949587012562422e-15,1.3928158340650435e-13,1.9808876127489286e-19,1.9474746764517396e-19,1.237071137700528e-16,1.9081284240173042e-19,5.02652015219268e-15,1.9472841892412625e-19,2.0523471060513843e-19,1.9895906941769053e-19,1.2659699585671044e-16,4.293532079158016e-27,4.276360151709904e-27,4.2998162055372565e-27,1.863932971796731e-24,1.870241022967777e-24,1.827297697967473e-24,1.0554433084892209e-21
