milliseconds,S1,DNA0000,DNA0001,DNA0010,DNA0100,DNA1000,DNA1100,DNA1010,DNA1001,DNA0110,DNA0101,DNA0011,DNA1110,DNA1011,DNA1101,DNA0111,DNA1111,DNA001_1,DNA01_10,DNA01_11,DNA011_1,DNA01_1_1,DNA101_1,DNA1_100,DNA1_101,DNA1_110,DNA11_10,DNA1_1_10,DNA1_111,DNA11_11,DNA111_1,DNA1_1_11,DNA1_11_1,DNA11_1_1,DNA1_1_1_1
3300,1.0257636746633266e-11,9.942924268084559e-11,4.0551368283244575e-15,2.0410947657428793e-13,2.0419223308462696e-13,4.122062091045308e-15,8.398884339803799e-18,8.345059699074737e-18,2.1248788002178048e-19,2.2791784258227386e-16,8.369712873454229e-18,8.184278328332884e-18,7.358744116694566e-22,3.2152856287131737e-22,3.2398172969055685e-22,7.039141004654735e-22,2.0999149089439034e-27,4.99807734566339e-15,1.3428598093023813e-13,2.1335199579783314e-19,2.222871864977365e-19,1.290017354999837e-16,1.915405197260095e-19,5.0479562863999504e-15,1.9180168683285462e-19,2.198203407056006e-19,2.202923100801099e-19,1.2634855945980201e-16,4.293055780364455e-27,4.5544935916826354e-27,4.274658902652314e-27,2.1243154161826772e-24,2.0934146834170835e-24,1.8923635245291987e-24,1.230309110325751e-21
3400,1.024579365391301e-11,9.942647651574649e-11,4.05560330937204e-15,2.057468390953036e-13,2.0193986870738962e-13,4.120413524523849e-15,8.173479260692977e-18,8.31242910277401e-18,2.1352174818431068e-19,2.3547793856449207e-16,8.37845380083527e-18,8.276073290843574e-18,7.185340100561545e-22,3.188994226838354e-22,3.204674084852216e-22,7.367827617049936e-22,2.1949395206757278e-27,4.934589276824603e-15,1.3514283591222443e-13,2.2112657475989895e-19,2.252991962430323e-19,1.3066099795981845e-16,1.91250818319022e-19,5.0406258902192015e-15,1.9317014653392854e-19,2.178631714785792e-19,2.18552597755313e-19,1.344782493560931e-16,4.4180150159057336e-27,4.77414777014843e-27,4.849859890392095e-27,2.2181165643613017e-24,2.0151984202804937e-24,2.1653941621510975e-24,1.2695689025135579e-21
3500,1.025169629132301e-11,9.943403467471088e-11,4.0369768588443844e-15,2.013184052129089e-13,2.037621565598851e-13,4.131767316090577e-15,8.151030237039968e-18,8.177063301451908e-18,2.1503316451038085e-19,2.3196304928341706e-16,8.229104726176782e-18,8.39453865777764e-18,7.461836910507958e-22,3.2701037871611784e-22,3.206452881730176e-22,7.6693335694030745e-22,2.2182951143502957e-27,4.9353647309137e-15,1.4146469365169142e-13,2.2312107535241106e-19,2.3070162454351135e-19,1.4319087420843057e-16,1.950510432499662e-19,4.8908597740478465e-15,1.9104775823399226e-19,2.242843824075716e-19,2.4106623586397063e-19,1.410424690482803e-16,4.869527719399146e-27,4.959793378360014e-27,4.692196515533658e-27,2.1683277014583203e-24,2.3768786235712136e-24,2.3196223166533245e-24,1.4072132896892096e-21
3600,1.0237653004800248e-11,9.944047269697107e-11,4.114465516005747e-15,2.0188325730306282e-13,2.031119134752925e-13,4.050646518184458e-15,8.281397949056769e-18,8.313491789648447e-18,2.146985639897144e-19,2.331662187730255e-16,8.309547856544011e-18,8.294244194184263e-18,7.479230673718805e-22,3.260022522575561e-22,3.1914833855035717e-22,7.579805455474995e-22,2.2957931284551137e-27,4.911740021716192e-15,1.423662797132467e-13,2.4193932349520547e-19,2.3594655001171324e-19,1.409435868167432e-16,1.9313337237668816e-19,4.938547856595045e-15,1.9133526632183464e-19,2.381699494770299e-19,2.478463979808757e-19,1.4689245329270538e-16,5.065270928506973e-27,5.2855177287791384e-27,5.0145706618708174e-27,2.3415094586240358e-24,2.4402541715411186e-24,2.3073003529922602e-24,1.3926134606186425e-21
3700,1.0236583746648979e-11,9.943013467448946e-11,4.09611392666225e-15,2.0543972842015873e-13,2.0119377637847524e-13,4.1215800497743e-15,8.225441922218375e-18,8.239616201970286e-18,2.141837803859234e-19,2.2989893142542866e-16,8.306046925837469e-18,8.156857092445054e-18,7.963261150004189e-22,3.2717996070715407e-22,3.202121867270395e-22,8.055442452279052e-22,2.2773038626413705e-27,5.011416912380945e-15,1.4155007907619377e-13,2.601084526210193e-19,2.5543269603802746e-19,1.468960476817264e-16,1.9557387230579938e-19,5.024877439516255e-15,1.947180981323697e-19,2.475868972973712e-19,2.4070922620189565e-19,1.4751038981117696e-16,5.464656068388122e-27,5.272982134574104e-27,5.1500446692003665e-27,2.4415256640843107e-24,2.619868701511456e-24,2.574837930285038e-24,1.4777058642841714e-21
3800,1.0234120106489625e-11,9.942743824573029e-11,4.087660018253506e-15,2.0594839845431617e-13,2.0153737818244421e-13,4.020943527192731e-15,8.298260993020478e-18,8.172765661192237e-18,2.126543376174176e-19,2.4050935476996654e-16,8.39821350970656e-18,8.145053106377602e-18,8.163185378360126e-22,3.19163545913912e-22,3.2436063955632415e-22,8.17694653483695e-22,2.287855556515519e-27,4.997823067151082e-15,1.4557902362685715e-13,2.678241345755878e-19,2.564828297187455e-19,1.5219805745663858e-16,1.9103583164599526e-19,5.022543827525957e-15,1.946765216632988e-19,2.5406970653915306e-19,2.558617410271115e-19,1.5721751117185457e-16,5.452000112697794e-27,5.762932331230946e-27,5.442042943071455e-27,2.6338945176855733e-24,2.713732725648278e-24,2.755928708086859e-24,1.650313115745424e-21
3900,1.0230030400680792e-11,9.942999326411842e-11,4.120109544516461e-15,2.0240896248374207e-13,2.0123299248978756e-13,4.0211970474790684e-15,8.37411021431758e-18,8.313010139704841e-18,2.1591435513051186e-19,2.462531364825285e-16,8.343548971117183e-18,8.317538166936423e-18,8.097483874316859e-22,3.1854830014442646e-22,3.2153012557405236e-22,8.108556481588997e-22,2.303404751976657e-27,4.879837986801044e-15,1.4230678429338517e-13,2.655487383332012e-19,2.759667257020337e-19,1.559771434322586e-16,1.9605722490693972e-19,5.010057946002949e-15,1.9348674058780427e-19,2.717800796636599e-19,2.789988166147394e-19,1.624011900216865e-16,5.851781347610605e-27,5.6598207265295566e-27,5.6297829116744436e-27,2.766766248423392e-24,2.682560699009997e-24,2.7145539745624887e-24,1.693638329706123e-21
4000,1.0244109406729318e-11,9.942640779934412e-11,4.079250054890842e-15,2.044420946901824e-13,2.0469822759286562e-13,4.037834320878918e-15,8.249582968909767e-18,8.353932673394775e-18,2.1894757932511787e-19,2.424482561481805e-16,8.310091701112283e-18,8.263722560095796e-18,8.182185377684728e-22,3.1859692930079794e-22,3.2031751001537843e-22,8.64068311586358e-22,2.3532191717519986e-27,4.949545028624073e-15,1.4252543495432104e-13,2.7326283313355e-19,2.865242986831015e-19,1.6555722467333825e-16,1.9460599928676188e-19,4.97566229540976e-15,1.9185432441593166e-19,2.6699102941300214e-19,2.7187714440097597e-19,1.6007046100460743e-16,5.999682645642308e-27,6.206943634717219e-27,5.873400398592458e-27,3.0006253137734802e-24,3.002973649413703e-24,2.8571165073823874e-24,1.811517285123552e-21
4100,1.0225411049502072e-11,9.943152843634089e-11,4.108407467837549e-15,2.0570133630590477e-13,2.0208459226263324e-13,4.0228434264527085e-15,8.325343376084978e-18,8.193425805843863e-18,2.1418562106143534e-19,2.379423691911778e-16,8.262841075127417e-18,8.371110669582645e-18,8.381689868001903e-22,3.249680182238437e-22,3.233467058259207e-22,8.518727120599938e-22,2.3768193924188547e-27,4.885514232760285e-15,1.454085920402051e-13,2.7693757636527407e-19,2.7708148608487986e-19,1.7220475376394245e-16,1.9540781873235319e-19,4.878003574159159e-15,1.9194173823175414e-19,2.9408131101527635e-19,2.821632251825488e-19,1.6717187895126866e-16,6.505211555019818e-27,6.262434790776498e-27,6.067373890180407e-27,3.1321844185951496e-24,3.1414500091579576e-24,3.0203704932209656e-24,1.771689026270426e-21
4200,1.0243350008622965e-11,9.943451620405058e-11,4.050461448057409e-15,2.0282876311650825e-13,2.0269986794323585e-13,4.045484750441975e-15,8.339982826889355e-18,8.168437831360263e-18,2.1952113363146783e-19,2.4557711888462426e-16,8.153765172925736e-18,8.258797865387962e-18,8.730376152133656e-22,3.170120620476975e-22,3.2311075787006247e-22,8.619254056475368e-22,2.499064507145898e-27,5.010917169857316e-15,1.5025765590643065e-13,2.9665259880623234e-19,2.9142629632833123e-19,1.7521252542120215e-16,1.9159540960466712e-19,5.008864271891079e-15,1.927473397452703e-19,2.9361663893297926e-19,2.8963906632825057e-19,1.8348034475435962e-16,6.419454128849668e-27,6.622337681923016e-27,6.665172459270406e-27,3.1049116319519297e-24,3.1914457218272655e-24,3.275601602285056e-24,1.8904670989779175e-21
4300,1.023117715697384e-11,9.941897073183186e-11,4.110953777184543e-15,2.0449824220890336e-13,2.048747545622263e-13,4.102218513895017e-15,8.169589033623215e-18,8.340884935837104e-18,2.198724409094183e-19,2.502618938019023e-16,8.17348661601353e-18,8.343848003829081e-18,8.76822091434739e-22,3.2275270068082157e-22,3.211590987442358e-22,9.10393160772679e-22,2.518773078765185e-27,4.976916785136689e-15,1.436397249685677e-13,3.14785996453264e-19,3.021031959833912e-19,1.7902719774431156e-16,1.9361781504900817e-19,4.885224204776793e-15,1.9259356651813931e-19,3.0450136024622444e-19,2.951129061166978e-19,1.8421647734984452e-16,6.59311334077681e-27,6.73129993720973e-27,6.768754648994611e-27,3.314168997452145e-24,3.326667637465567e-24,3.371192636932146e-24,2.015120411648587e-21
4400,1.0226160870596605e-11,9.941794713212379e-11,4.099264785589241e-15,2.0554886060332306e-13,2.0173050979822262e-13,4.0719928768504125e-15,8.126563024282443e-18,8.36836607534735e-18,2.196977694661301e-19,2.438688649119289e-16,8.276129896219528e-18,8.31421220124129e-18,8.897550615448803e-22,3.266762343313436e-22,3.2642708667470987e-22,8.977140334635555e-22,2.5005850707267658e-27,4.8969530082890075e-15,1.5246197396263627e-13,3.086582591295622e-19,3.0407975550664856e-19,1.9102256473025989e-16,1.9088202150612522e-19,4.946016355097842e-15,1.9488559581301222e-19,3.1784571770967016e-19,3.1608112330474997e-19,1.8241018850517032e-16,7.099437055469727e-27,6.767960397803105e-27,6.95713996157069e-27,3.53432347803262e-24,3.439218212449008e-24,3.346255664156975e-24,2.015867960201443e-21
4500,1.0224098592888236e-11,9.941895367346374e-11,4.125022733947441e-15,2.0074032545118456e-13,2.0508545025126415e-13,4.059305690258682e-15,8.293014002712669e-18,8.303254886719814e-18,2.16985908991653e-19,2.4890410210553904e-16,8.270716372036741e-18,8.273658413510295e-18,9.029412768148002e-22,3.20488610451208e-22,3.2205730961871813e-22,9.333173985580674e-22,2.498959286342675e-27,5.0194770651572356e-15,1.5196196247494127e-13,3.3211142764107877e-19,3.2644258465369946e-19,1.9514485190443163e-16,1.922274104381706e-19,4.9559893053657084e-15,1.9492315115935027e-19,3.304689141683762e-19,3.1800685233337455e-19,1.8802517461452524e-16,7.165300344257652e-27,7.37782493380403e-27,7.161382419159837e-27,3.475284025168432e-24,3.627830375331472e-24,3.62528292360305e-24,2.1700457314399383e-21
4600,1.0226571462224634e-11,9.942206919718956e-11,4.024308729251917e-15,2.055399923132662e-13,2.0121398890275697e-13,4.021317045824598e-15,8.221930419296569e-18,8.260949494365262e-18,2.200371132004239e-19,2.525285526962004e-16,8.155029155684539e-18,8.167039231729858e-18,9.602211690280859e-22,3.19791091946446e-22,3.2548172841218417e-22,9.56256009057728e-22,2.545334659679651e-27,4.8877238383062594e-15,1.540132468157519e-13,3.249457897930343e-19,3.3598584793262147e-19,1.956060830293365e-16,1.9542310299647713e-19,4.9062478055978114e-15,1.8994261319891856e-19,3.3779124027943447e-19,3.420142944748708e-19,2.0009823505630833e-16,7.403012673095261e-27,7.348518605011495e-27,7.402749498083493e-27,3.831072659939264e-24,3.78195825894598e-24,3.734808927679345e-24,2.1640652568336554e-21
4700,1.0224532004376154e-11,9.94221091232361e-11,4.0139575957341036e-15,2.0601955950598134e-13,2.0532990628257995e-13,4.110638512553435e-15,8.342693775056776e-18,8.187032656322794e-18,2.1779049688809036e-19,2.5591966949025606e-16,8.237966946716912e-18,8.16313234316921e-18,9.241603317763612e-22,3.1694584343224974e-22,3.2537287667272266e-22,9.638937242417214e-22,2.6562915524382275e-27,4.958408828268493e-15,1.5089915888213037e-13,3.329656978256755e-19,3.3453076999016823e-19,2.109455665247203e-16,1.903278507246012e-19,4.9244728950000225e-15,1.913843821445193e-19,3.4157037634476257e-19,3.4427713369263426e-19,2.108654948383981e-16,7.502431142781423e-27,7.463876992465169e-27,7.93114383339515e-27,3.7907851627874404e-24,3.799762645881319e-24,3.9046012573471704e-24,2.3545296749797696e-21
4800,1.02123899762894e-11,9.941507688472947e-11,4.120447701288542e-15,2.006010111346522e-13,2.0251303097450806e-13,4.122398520752201e-15,8.115773783865556e-18,8.233281497194983e-18,2.230743802174681e-19,2.614021341611161e-16,8.265688560380661e-18,8.20456753162575e-18,9.893095719741578e-22,3.1772061674833456e-22,3.191971371956195e-22,9.909567609584534e-22,2.5832905221353745e-27,5.00826973044777e-15,1.5263721900540721e-13,3.4776788881745297e-19,3.3930173807326567e-19,2.1356096247401866e-16,1.9331321713573467e-19,4.9413013085431836e-15,1.950378805257057e-19,3.4732898332359277e-19,3.4564001448759046e-19,2.0457185434394097e-16,7.879890780718578e-27,7.696397747202143e-27,7.791414849102195e-27,4.048437219238189e-24,3.884152641839085e-24,4.001467954880631e-24,2.3300267002396903e-21
4900,1.02171451711113e-11,9.942298032301973e-11,4.044439271236265e-15,2.0565226325170566e-13,2.0413212021814797e-13,4.066145679926836e-15,8.231199660181668e-18,8.34253382008984e-18,2.2403886441336716e-19,2.607144681279965e-16,8.164113355948483e-18,8.297668290043637e-18,1.0117634232189432e-21,3.246375976384581e-22,3.2006128296644705e-22,9.808167618602463e-22,2.6730779887505696e-27,4.868225675277431e-15,1.5280278315737558e-13,3.5464717482971765e-19,3.6521458016049843e-19,2.0990066694374185e-16,1.9548015436970516e-19,4.968932470976604e-15,1.935385700151372e-19,3.6905213659403827e-19,3.5619819344079207e-19,2.168007735485977e-16,8.258029260112428e-27,7.959094039951293e-27,8.236256250303037e-27,4.173161501335401e-24,4.1838704786670344e-24,4.011203619268228e-24,2.416484728537192e-21
5000,1.0212784584596913e-11,9.941579624007737e-11,4.056580818056186e-15,2.00666069856658e-13,2.0142610389870837e-13,4.074399905063668e-15,8.098091632207085e-18,8.263249582940594e-18,2.2298118385079582e-19,2.6558090689347744e-16,8.144074147352119e-18,8.316468594649531e-18,9.739776059414824e-22,3.179022906329117e-22,3.1981306290321513e-22,9.988741088901463e-22,2.6459068842466148e-27,4.917961011803642e-15,1.5868386663704662e-13,3.642436737413197e-19,3.6758823401295325e-19,2.2159230024186505e-16,1.918330286804564e-19,4.971503709701196e-15,1.9524828139946307e-19,3.6496211902737205e-19,3.704526160501078e-19,2.2122065550978223e-16,8.349461587722986e-27,8.23439867699386e-27,8.335896331223062e-27,4.2892064714025455e-24,4.163232478239246e-24,4.278377845271884e-24,2.5309244185752176e-21
