milliseconds,S1,DNA0000,DNA0001,DNA0010,DNA0100,DNA1000,DNA1100,DNA1010,DNA1001,DNA0110,DNA0101,DNA0011,DNA1110,DNA1011,DNA1101,DNA0111,DNA1111,DNA001_1,DNA01_10,DNA01_11,DNA011_1,DNA01_1_1,DNA101_1,DNA1_100,DNA1_101,DNA1_110,DNA11_10,DNA1_1_10,DNA1_111,DNA11_11,DNA111_1,DNA1_1_11,DNA1_11_1,DNA11_1_1,DNA1_1_1_1
2200,1.0320873416349407e-11,9.947355955072067e-11,4.138245639607571e-15,2.0253370547148667e-13,2.0697657874002755e-13,4.140655510808878e-15,8.292121248827908e-18,8.465210292824744e-18,2.02517864149005e-19,1.8252848734182117e-16,8.465355233521864e-18,8.269876195560907e-18,5.195871208075526e-22,3.2092653135250105e-22,3.246542010326074e-22,5.048279106248027e-22,1.6846416605407553e-27,4.989052521861591e-15,1.0180746417466877e-13,1.4009331654666315e-19,1.3663687024207866e-19,7.601834270382968e-17,1.9362437957121573e-19,4.926820091878551e-15,1.9488358113644732e-19,1.1910764030663035e-19,1.3742245326732724e-19,7.924718519259084e-17,2.9460452713231216e-27,2.97573093608476e-27,2.5956296911530977e-27,1.1346614159156416e-24,1.0437640694346508e-24,1.1886282915597592e-24,6.239681553921309e-22
2300,1.0299961866611531e-11,9.945777342407983e-11,4.0713505814895825e-15,2.0666830749250283e-13,2.0569880260913898e-13,4.071375626978394e-15,8.103780123718862e-18,8.491214386385282e-18,2.0088725334987878e-19,1.876672034353244e-16,8.507273821693968e-18,8.29229775622461e-18,5.094683118395184e-22,3.262171876200781e-22,3.2779501302318183e-22,5.478197959659645e-22,1.7076459842656095e-27,4.991068501762054e-15,1.1200242688071449e-13,1.4762513638171362e-19,1.2762239215087577e-19,8.765979491894886e-17,1.9383003770500288e-19,4.86893049764967e-15,1.9222420073311469e-19,1.337659410687872e-19,1.3701516893200336e-19,7.844142680980582e-17,2.878182615055482e-27,2.9290798947752172e-27,2.652149653634181e-27,1.2533613728294061e-24,1.1186117642925196e-24,1.1910016553365708e-24,6.487432190862876e-22
2400,1.0309930955888647e-11,9.94663150392946e-11,4.101336115953843e-15,2.0462698958116147e-13,2.063706580996806e-13,4.1098061034578845e-15,8.303190151198763e-18,8.444335691958645e-18,2.0645978769158382e-19,1.819233231434623e-16,8.328501278826302e-18,8.111517713127138e-18,5.306684529428173e-22,3.2266032768480317e-22,3.2184940294848184e-22,5.522217259161863e-22,1.761635668650843e-27,4.925676013431432e-15,1.1413490361430547e-13,1.3478389965368532e-19,1.4521352859572324e-19,8.872029657588802e-17,1.9687919394903308e-19,4.9728564161781685e-15,1.927993956141249e-19,1.3622061449214208e-19,1.4317174056871931e-19,8.88696660782684e-17,2.9329919257006342e-27,3.192018957597314e-27,2.8112923687800058e-27,1.2724049853352932e-24,1.1730720084691398e-24,1.1947290547226717e-24,7.71248616905938e-22
2500,1.0302346554005112e-11,9.945242783522801e-11,4.1147245033412755e-15,2.0668356784033165e-13,2.071557820665186e-13,4.1063000351561034e-15,8.160087985610685e-18,8.273482844488763e-18,2.053630303495437e-19,1.9410315258715386e-16,8.354427190613913e-18,8.342280265302931e-18,5.778415342876422e-22,3.2875616891174194e-22,3.23425328025896e-22,5.83691120913105e-22,1.8524477521169676e-27,4.957885072555581e-15,1.1202358485322437e-13,1.5420219661245468e-19,1.4038758964490286e-19,9.41588432638007e-17,1.9641399063336752e-19,4.982066852757442e-15,1.9290001680457486e-19,1.4411188157478285e-19,1.4801526624220252e-19,9.434197429807815e-17,3.184722982218479e-27,3.0016108243456518e-27,3.0377532121584534e-27,1.2726723967570218e-24,1.3337320227957994e-24,1.2731556362413308e-24,7.411263582075796e-22
2600,1.0289320564158249e-11,9.94570344633499e-11,4.047969258919858e-15,2.047198493152769e-13,2.0621602215022555e-13,4.0352005106414746e-15,8.237910589795717e-18,8.301747989688615e-18,2.0846370860636337e-19,1.9272772671973802e-16,8.345235158550513e-18,8.13284746486917e-18,5.787376827568502e-22,3.199077251866303e-22,3.2764488912308847e-22,5.755612561674774e-22,1.941871691416586e-27,4.95633064848479e-15,1.2036005251529154e-13,1.46612076350667e-19,1.5494065494800326e-19,9.126256356859772e-17,1.9139379442336212e-19,4.997578622062511e-15,1.920305155312495e-19,1.6247688113824151e-19,1.4834940085932212e-19,9.795868611324971e-17,3.402721233028106e-27,3.1936356200211985e-27,3.0729281921284066e-27,1.364314751870732e-24,1.478144954479399e-24,1.4964400148735885e-24,8.92564065205073e-22
2700,1.0291297328229597e-11,9.94562996481977e-11,4.04464943230798e-15,2.0628501230268188e-13,2.0252460499502064e-13,4.117813846171731e-15,8.396145836446754e-18,8.355020032517991e-18,2.080932232175794e-19,1.999668472045606e-16,8.304152716518519e-18,8.204327756179434e-18,5.835650370835167e-22,3.2062622025565346e-22,3.2524213374371215e-22,6.220121875298975e-22,1.8691720435849284e-27,5.003756247590266e-15,1.2764817261069448e-13,1.5912398732887885e-19,1.6666267886137021e-19,9.219898545299907e-17,1.9719928346366302e-19,4.907244335252091e-15,1.9742371951928648e-19,1.7055349506722864e-19,1.6221273484968264e-19,9.625598599414398e-17,3.541631442847163e-27,3.579615932511295e-27,3.278847756384336e-27,1.3481645129718987e-24,1.5543074633616207e-24,1.4205259320832485e-24,8.150814337257324e-22
2800,1.0260829179440451e-11,9.944541037734353e-11,4.067203361004603e-15,2.0690778972239947e-13,2.0529940834714335e-13,4.083475799005399e-15,8.296239816364818e-18,8.328276290565199e-18,2.0948223805539587e-19,2.0517480076197582e-16,8.415751831161032e-18,8.319538891509698e-18,6.240248664860361e-22,3.200098219293592e-22,3.2675047545801105e-22,6.403695744599104e-22,1.950122201032663e-27,4.943827025829425e-15,1.2717235924253577e-13,1.720283615002961e-19,1.7779646245197794e-19,1.0543918589097616e-16,1.9160926471385998e-19,4.890991679518324e-15,1.9587872069765915e-19,1.652205241784545e-19,1.6139202938830274e-19,1.0473832861337663e-16,3.43397070852976e-27,3.336272534268188e-27,3.502707696358415e-27,1.6135658803628041e-24,1.6109213357408966e-24,1.5423970904516455e-24,9.354633644168328e-22
2900,1.0270221077743113e-11,9.943405149116358e-11,4.0467960898708525e-15,2.0677256681109092e-13,2.0649419570614423e-13,4.063804511268496e-15,8.416893767560171e-18,8.222114868420729e-18,2.0798644845517382e-19,2.1396812924496954e-16,8.286915770461922e-18,8.171289877653446e-18,6.584667558989097e-22,3.220919914930885e-22,3.233952773219517e-22,6.455652956284932e-22,2.0257230787828636e-27,4.984367921127755e-15,1.3233233218986318e-13,1.7525114373678244e-19,1.8248673939314082e-19,1.0967404716304483e-16,1.9671255513343873e-19,5.04222646499121e-15,1.9466504562213583e-19,1.7982707473634564e-19,1.9106273591401765e-19,1.1033988410633639e-16,3.6468773165695624e-27,3.776107076551763e-27,3.5719046103781555e-27,1.5845608000835621e-24,1.4659172893707055e-24,1.6082757971662309e-24,9.175199286328045e-22
3000,1.024785992235313e-11,9.943218608317332e-11,4.1362752338730786e-15,2.010587787204512e-13,2.0334609616507366e-13,4.09599876437005e-15,8.372616957624057e-18,8.367416228153356e-18,2.0682969619095036e-19,2.1959061738879593e-16,8.272030231726444e-18,8.219323531193299e-18,6.838013294925683e-22,3.226052772364767e-22,3.232962324944614e-22,7.0049044803091845e-22,2.013411440680477e-27,4.953496516014321e-15,1.3894481465164494e-13,1.8496770747332686e-19,1.7668371918411147e-19,1.147044366112052e-16,1.9410561356019024e-19,4.923084183236513e-15,1.9375183713828134e-19,1.875806779130933e-19,1.8403842095153789e-19,1.1325790823799924e-16,3.618137303481257e-27,3.7978499214026915e-27,3.5615977014958435e-27,1.663782632514943e-24,1.710494212149944e-24,1.6806647787631906e-24,1.026025333520312e-21
3100,1.0244735363243418e-11,9.94457763383639e-11,4.044859704718138e-15,2.0346968209421795e-13,2.0544379593401607e-13,4.052688744351062e-15,8.373520436400559e-18,8.345689978996611e-18,2.1243007895867084e-19,2.3078913293455735e-16,8.360411656167706e-18,8.337471158569267e-18,6.9070418309819825e-22,3.187140687391323e-22,3.2028820520918875e-22,7.093013560112302e-22,2.0808786519112333e-27,4.9609597618630174e-15,1.36924558833166e-13,2.043107169958534e-19,1.996783380348365e-19,1.1691094936977625e-16,1.9361036754563588e-19,5.036484074039767e-15,1.9458918346696727e-19,1.8590010691438296e-19,1.9481394097066967e-19,1.198141813871966e-16,3.727983439048511e-27,3.867491611099803e-27,3.752718917916732e-27,1.807659415911534e-24,1.8073687560109425e-24,1.816991817782726e-24,1.0377233726267494e-21
3200,1.0251135415351184e-11,9.943075981195645e-11,4.029541229591818e-15,2.0648003574609767e-13,2.0119737356790887e-13,4.0281229591677785e-15,8.19921544934161e-18,8.217842535171454e-18,2.1028772917992964e-19,2.327247796985424e-16,8.31224728595673e-18,8.203808929669643e-18,6.954765657033557e-22,3.220353508163384e-22,3.2279718607162225e-22,7.335173465288813e-22,2.0857523338337054e-27,4.984082959705771e-15,1.4029033725567546e-13,2.0367534677527755e-19,2.056862074774501e-19,1.2562894058194242e-16,1.9661247940809995e-19,5.0021261445585e-15,1.9263023630365883e-19,2.111444903941053e-19,1.9717989839345259e-19,1.2309279683573963e-16,4.154904707675441e-27,4.160301989952243e-27,4.073039323557214e-27,1.877898319855519e-24,1.7490416369112697e-24,1.833990973359294e-24,1.058306683319076e-21
