milliseconds,S1,DNA0000,DNA0001,DNA0010,DNA0100,DNA1000,DNA1100,DNA1010,DNA1001,DNA0110,DNA0101,DNA0011,DNA1110,DNA1011,DNA1101,DNA0111,DNA1111,DNA001_1,DNA01_10,DNA01_11,DNA011_1,DNA01_1_1,DNA101_1,DNA1_100,DNA1_101,DNA1_110,DNA11_10,DNA1_1_10,DNA1_111,DNA11_11,DNA111_1,DNA1_1_11,DNA1_11_1,DNA11_1_1,DNA1_1_1_1
0,1.096182612577384e-11,1.0000350641665448e-10,-2.232179648187149e-17,2.010718846977774e-15,6.305868200342208e-16,-4.7887672871277447e-17,-1.0897463400296935e-19,4.492027952309896e-20,-4.444710231682681e-22,-6.7477782742881836e-18,-1.50517388763043e-20,7.747000945302351e-20,1.4002009969751604e-24,3.283793235356806e-24,3.8267672871198564e-24,-2.5699948411307652e-23,5.986562943334824e-29,6.610948099907663e-17,-4.226698023916816e-15,1.802861847105798e-21,4.2238300652684935e-21,5.859655723901147e-19,2.486548977179816e-21,7.923674400501625e-17,-7.341509866457912e-22,-2.1017493411871276e-21,6.366756165430043e-21,-8.892684494377304e-19,-1.7378230841385344e-28,2.3014502362269355e-28,-3.7535854120213534e-29,1.867999916822981e-26,4.0394214215072164e-27,-4.0405949046707924e-26,-2.028607864254417e-23
100,1.05193367272501e-11,9.957301819807664e-11,4.244010432907527e-15,2.074690934277111e-13,2.0720470866332544e-13,4.1777424080914326e-15,4.025809294413017e-18,8.393560861368546e-18,2.2403304236829138e-19,1.8882465306083705e-17,8.435164363865113e-18,4.114410379640769e-18,2.9855967127294864e-23,1.7213639655518148e-22,1.6619363661438388e-22,2.0442099040918534e-23,4.888588073235046e-28,2.310376946890471e-15,6.357967906126145e-15,-1.2025474749294927e-21,7.749173291828443e-21,5.3858214296880446e-18,8.95997553937868e-20,2.193689476176337e-15,9.341356606109327e-20,4.318965609662273e-21,-7.267957871907259e-21,-2.9400442333677527e-18,2.2911302619989952e-29,4.244290416366004e-29,3.6242241521919255e-28,2.3617984603389256e-26,7.470914748202834e-27,1.2938869260090767e-25,-6.371299748298365e-23
200,1.0505252505071406e-11,9.954693556630474e-11,4.19750757273879e-15,2.1005189626908418e-13,2.0828471725533862e-13,4.211445785321849e-15,6.011200959500788e-18,8.713134014137816e-18,1.9722996515943467e-19,3.050171895704718e-17,8.750470958592434e-18,6.1351089084574506e-18,5.0987621562640264e-23,2.5093225889762433e-22,2.5027307488715048e-22,5.432305547814511e-23,7.444036384143425e-28,3.584456747742165e-15,1.3996679362668589e-14,8.936706734761022e-22,9.33359259065366e-21,-5.008837766803609e-19,1.4178623738154357e-19,3.57936132454773e-15,1.4687123929617254e-19,7.733776718129239e-21,-8.544868726100284e-21,-4.87082333491085e-18,4.991711116747137e-28,4.390233181950371e-28,3.0200542523538217e-28,4.1808521346537194e-26,7.688434697660651e-27,1.3132007773273283e-25,4.73946160234061e-23
300,1.049124997290759e-11,9.955029187263113e-11,4.181457391572638e-15,2.0748999058037307e-13,2.0693767466347764e-13,4.1872525597585225e-15,6.453299858534921e-18,8.557254375040893e-18,1.9462157432610638e-19,4.5113920103301364e-17,8.75163639613752e-18,6.670231906379448e-18,9.80744121909323e-23,2.6824999485013193e-22,2.7532839303024196e-22,7.867292118988064e-23,7.59939579600637e-28,3.766144902740009e-15,1.9021747469850028e-14,-5.146714474374242e-21,8.42911264951518e-21,-3.2025473826465222e-18,1.5594704174176783e-19,3.8014547458878845e-15,1.5540751464437745e-19,6.6419621776137836e-21,1.553030050671343e-20,-3.0118584899249816e-18,2.914838731222989e-28,4.315117107507021e-28,2.7537234574708762e-28,1.0673715025747588e-25,-1.5330416235829316e-26,3.2339840187727024e-26,8.614404164670588e-23
400,1.045784050303548e-11,9.953449009192165e-11,4.209305261085729e-15,2.054989328855716e-13,2.0780848072185306e-13,4.155101699372024e-15,6.932287659969035e-18,8.683571616083019e-18,1.936228782673114e-19,5.728073946800258e-17,8.745967093585149e-18,6.948885065995689e-18,1.187114928991782e-22,2.8803435407198984e-22,2.881146477444368e-22,1.0385616802672678e-22,8.425639782729639e-28,4.187352897481403e-15,2.992275946306261e-14,8.979842155653149e-21,1.2474733384941713e-20,2.724870984659796e-18,1.7211976346394192e-19,4.092533343544671e-15,1.694133269447202e-19,2.155649256637148e-21,-5.218229009970986e-22,2.596817646935419e-18,5.591812283617139e-28,4.815485315199472e-28,7.102239565989985e-28,1.1092059876420057e-25,1.0630661080254747e-25,6.232185543050178e-26,6.581682961042023e-23
500,1.0455986286742382e-11,9.953648329284932e-11,4.116162130978516e-15,2.077662025765653e-13,2.0484288383729162e-13,4.2064192332115304e-15,7.482187825981758e-18,8.733989565104605e-18,1.9272166437410162e-19,6.238578036499747e-17,8.508049807427849e-18,7.312830052037836e-18,1.4190330757980337e-22,3.0530672949461693e-22,3.019977529614374e-22,1.7309838735725186e-22,1.0077640987072678e-27,4.4274837135617875e-15,3.923790308906685e-14,1.1282993358729272e-20,8.776457780507507e-21,8.233409001706631e-18,1.79731970432435e-19,4.428067509289903e-15,1.816783215585213e-19,1.47115156238142e-20,1.498681669385087e-20,2.325057694836555e-18,7.568954652321123e-28,8.199891380812584e-28,8.79534230516275e-28,2.4380993853077223e-25,2.4734668302454334e-25,1.0622678761987842e-25,4.8642767264291223e-23
600,1.0429842533095851e-11,9.95211325810828e-11,4.133574078991439e-15,2.0566653516844326e-13,2.0610302598017902e-13,4.107694256096053e-15,7.92532940710967e-18,8.640127317571719e-18,1.851213573283915e-19,8.135436450355558e-17,8.689715598067501e-18,7.934028030574725e-18,1.9570738553872763e-22,3.27483632014641e-22,3.2423228382815733e-22,2.013634878894136e-22,1.0702173767776282e-27,4.6563533937584175e-15,4.016206252351509e-14,2.376535709220169e-20,1.420056636585484e-20,5.550222024961554e-18,1.9258025205272557e-19,4.684327008662667e-15,1.9102971743394547e-19,2.5789518078932508e-20,3.963205817724845e-21,1.5373800869310297e-17,9.132730836147997e-28,9.17300435609705e-28,7.3985990238473345e-28,1.081515484994625e-25,2.920242812601421e-25,2.0188359199454202e-25,7.024591346720077e-23
700,1.0426734297424239e-11,9.952147911507485e-11,4.1209116324370594e-15,2.090967730389506e-13,2.0786907160672113e-13,4.158006710586965e-15,8.132868221116472e-18,8.668741297285265e-18,1.8673942290035704e-19,8.480808442575928e-17,8.50505622770515e-18,7.966377212074813e-18,1.7968697403059687e-22,3.2886843029221955e-22,3.3239796563502115e-22,2.170701934401158e-22,1.157743929334806e-27,4.795825535779145e-15,4.5506561449703514e-14,1.5010904173517684e-20,9.001686385783447e-21,1.0944816232182058e-17,1.9721096456140548e-19,4.822648826437091e-15,1.9507596382935955e-19,2.2000021924819886e-20,2.0616439520505574e-20,1.558601989895462e-17,1.0184957094921563e-27,9.771700932799327e-28,1.1331255048713931e-27,2.231788995597004e-25,2.0621428879127174e-25,1.6460284643921946e-25,1.1488638274591174e-22
800,1.0425523919359022e-11,9.952017343572042e-11,4.1541089759979905e-15,2.0505041753194823e-13,2.0838103787245588e-13,4.195146636373105e-15,8.175433699101374e-18,8.623594127319473e-18,1.898048404040753e-19,9.139411585464475e-17,8.51779183536105e-18,7.976322134219934e-18,2.3629218666970076e-22,3.2575802730318575e-22,3.2739060901102987e-22,2.0406686168902726e-22,1.1142094813410274e-27,4.80253305358005e-15,5.4038668903289436e-14,3.74115785589315e-20,2.991272070472014e-20,1.2347415822172139e-17,1.9395438323793477e-19,4.792022123961813e-15,1.9672074968813068e-19,2.99699403478357e-20,3.320180334420641e-20,1.9902332511459954e-17,8.307884630326132e-28,1.0063011153461887e-27,9.026260153549205e-28,2.634681601023961e-25,2.1909737655683956e-25,2.30511839421391e-25,1.4730627997430728e-22
900,1.0419194061737274e-11,9.951186576712681e-11,4.1706406395935845e-15,2.0953421240030858e-13,2.0705841585070623e-13,4.170631831552111e-15,7.97425684086227e-18,8.651847733216305e-18,1.9085228392577276e-19,9.218195194848044e-17,8.649149381445821e-18,8.121469554110371e-18,2.4214466919822434e-22,3.263744434495549e-22,3.2999065271054307e-22,2.616650238111798e-22,1.2493416613164847e-27,4.770398342629883e-15,5.967767275490021e-14,4.290701645872234e-20,2.5063553293845223e-20,2.325975915084487e-17,1.9803803051175573e-19,4.834239709728117e-15,1.9913687013944258e-19,3.661180918303355e-20,4.1316357340574597e-20,2.7308541263910586e-17,1.1232677086921974e-27,1.3211515648603024e-27,1.387814717438732e-27,3.7991161619737697e-25,4.028799618696322e-25,3.742226539041513e-25,2.495952951150848e-22
