milliseconds,CDc20,CDh1,CYCA,CYCB,CYCD,CYCE,DRG,var2,var5,ERG,GM,var1,CDc20T,MASS,P27,CA,CD,CE,var3,var6,IEP,PPX,var4
0,0.00220177,0.000653278,1.4094,2.72898,0.43929,0.0229112,0.900533,0.989986,0.00478911,0.0121809,1.35565,9.97574,2.36733,1.68776,0.00922806,0.0356927,0.010976,0.000542587,3.98594,0.0192822,0.154655,1.0,0.000190871
100,0.0026535541934820618,0.0006474257478170401,1.4113184371891567,2.7808858840088195,0.4394787709289148,0.022509629624302585,0.9005328963867048,0.9787463074363871,0.004655187037153776,0.012180899202266894,1.3623085018754462,9.976144469652835,2.4214152807538913,1.6960497600989817,0.00919521302630453,0.03510546255623921,0.010787413452697934,0.0005238549176039601,3.9975822133932275,0.019013602133231545,0.17552483522613216,1.0,0.0001889221767756669
200,0.0032261664557207363,0.0006434165909900147,1.4116924445098262,2.8323414925221653,0.4396510437918434,0.022151653419930816,0.9005328499168843,0.9680599945782993,0.004533426676148904,0.01218089847128725,1.3689997063345636,9.9765091055083,2.4751653900106816,1.70438023345643,0.009169485526530217,0.034534517357596245,0.010615238740768116,0.000507278472929953,4.0086314605284725,0.018772428217080122,0.19875372127092195,1.0,0.00018722059846403266
300,0.003964500251933448,0.0006417247308560321,1.410129263935928,2.883293226371227,0.4398052598966158,0.021841662937027818,0.9005328289795507,0.9579524748838998,0.004424477010933539,0.01218089777938915,1.3757237766255954,9.9768291528813,2.5285606448448372,1.7127516233359874,0.00915249539492315,0.03397754397433162,0.010461076128978616,0.0004929508422790182,4.019057612539642,0.01856274556552694,0.2244383222285285,1.0,0.00018580554223600766
400,0.004937789918724539,0.0006430998479384646,1.406087988674289,2.9336655506468876,0.43993891570989374,0.021586370473739767,0.900532819527927,0.9484651451541929,0.004329488211942889,0.012180897114045939,1.3824808741422072,9.97709751477789,2.5815752337823428,1.7211641306918766,0.009146507147651806,0.03343182561898215,0.010327450055053304,0.0004810616189410489,4.02881223286748,0.018390443766386457,0.25265282839824327,1.0,0.00018473424377343043
500,0.006257967817174629,0.0006487740642208733,1.3987961420740287,2.9833478056989287,0.4400480841735236,0.02139618461514977,0.900532815264524,0.9396629826312883,0.004250420125042501,0.012180896469419167,1.389271161089244,9.9773032161544,2.634174067278067,1.729617957487687,0.009154858147294236,0.03289380844759514,0.010218298392094564,0.00047195279607473845,4.03781945582162,0.01826445142205105,0.2834470035235008,1.0,0.00018409329849980338
600,0.008114882982525697,0.0006608625875499303,1.3871087039376966,3.032171223100405,0.4401264941123252,0.021287524337608176,0.900532813333225,0.9316470724170764,0.004190561328687836,0.012180895842646072,1.3960948004661164,9.977428813568986,2.686307753687507,1.738113306675708,0.009182672507786755,0.032358438517006774,0.010139898084510164,0.00046621698818104755,4.045960888555266,0.018198787698971233,0.31684330309276104,1.0,0.00018401840334653714
700,0.010847049988031167,0.0006831803234331995,1.3692510609730288,3.079865204690058,0.44016375732479396,0.02128720312152035,0.9005328124504258,0.9245770923792562,0.004155536017989176,0.012180895232228874,1.4029519560732469,9.977445381097034,2.737903686811921,1.746650382204965,0.009238226529260415,0.03181784018053192,0.010102640459589217,0.000464890957412071,4.053048150258203,0.018216531344554848,0.3528315254691179,1.0,0.00018473254041397448
800,0.015081210070371073,0.0007228981436692663,1.3423526792030929,3.125972391276732,0.4401418962919583,0.021440998491963924,0.9005328120392021,0.9187122432160915,0.00415530938986607,0.012180894637288445,1.409842792515947,9.977302538999151,2.7888496902143127,1.755229389026059,0.00933561774463238,0.03125855085070535,0.010124504764443787,0.00046985104358704714,4.058772046694288,0.01835771069975911,0.3913590086291171,1.0,0.00018662191121360868
900,0.021978002616116477,0.0007936554160796734,1.3016580447351491,3.1696855023501334,0.4400286012370136,0.021830701126929267,0.900532811840229,0.9144852388629741,0.004208225007210674,0.012180894057228785,1.4167674752079058,9.976908491354886,2.838963136952025,1.7638505330955214,0.009499933968777947,0.030655557592850685,0.01023780174877054,0.00048464603664397196,4.062608769294995,0.018695076834824065,0.4323121527022554,1.0,0.0001903878030731256
