miliseconds,x,I,y,z
0,197.44229814792925,0.0,793.7238509047829,96.50604042562183
100,196.64017908402369,0.0,577.2004074683734,400.9347091766567
200,196.37822430869187,0.0,274.989990925646,856.252382793224
300,195.05817039071667,0.0,88.97349849052787,1154.2165977933332
400,197.819958789831,0.0,23.429145764490727,1220.5228688746924
500,207.55865654539957,0.0,3.512775538204541,1191.2108245878774
600,209.77373770265888,0.0,-4.284814076176388,1149.3570968596039
700,214.62280163974944,0.0,2.339522574423574,1083.1564975011754
800,214.51537965573382,0.0,-3.516805298158746,1032.6927173145727
900,221.49653168120426,0.0,3.1508947949388393,986.2082486955877
1000,226.71218295111515,0.0,6.436319343113986,959.3259371238831
1100,224.9827380382117,0.0,-4.041921561635007,883.507994903915
1200,228.29307340004897,0.0,0.985991812132922,842.6013727952544
1300,236.10292030988495,0.0,3.141716574630335,826.2319508874834
1400,237.2850938680915,0.0,-4.102463697392098,761.7119261420394
1500,245.9435486757303,0.0,-3.9482435400683324,747.108373869104
1600,250.195910214406,0.0,5.673482799873854,708.0334594573926
1700,257.64551767607253,0.0,4.281238535387715,655.619937990378
1800,260.0491008965336,0.0,-3.01391688187674,619.8761716850995
1900,262.10147525156816,0.0,-4.675983113953821,609.1278768274302
2000,264.848917772063,0.0,-6.19456626098102,562.6217680500821
2100,269.49155428836707,0.0,-2.142267648125403,554.9434173899098
2200,278.4906954801118,0.0,-6.569360228040097,500.5754358173084
2300,283.1716352897521,0.0,0.8533024882756494,479.9531099196126
2400,289.56894393060634,0.0,-5.851822420514978,458.91257599745126
2500,296.010283820084,0.0,-3.1309544389828607,452.0458948300544
2600,296.178740774414,0.0,0.05257208137396375,414.4096973316573
2700,301.21374103668796,0.0,4.38760671223355,413.41676165386673
2800,311.8531125481564,0.0,0.9211453081068545,393.57834623059375
2900,315.1423025691304,0.0,5.92836957375579,359.45512242817455
3000,320.71999995758216,0.0,-4.894167345608719,345.0300430169715
3100,323.05772059673694,0.0,2.4854179215680943,334.8793400164184
3200,332.5912612835915,0.0,-5.967796150340046,299.7246989006544
3300,339.69746143765826,0.0,-1.7306404056875657,294.4476848426551
3400,342.4386025910332,0.0,3.0222685252896517,270.78966243299124
3500,349.993520494816,0.0,4.852470107500258,269.28488532453645
3600,351.9520989262438,0.0,0.7070149757641907,249.9676366127169
3700,362.10883051865613,0.0,6.358966159445241,231.5244797158529
3800,368.35841916648315,0.0,-3.9435558182090165,225.06758628614224
3900,375.1412364062297,0.0,-0.5435103682402849,221.82706332929766
4000,382.8502612157494,0.0,0.0057021880427827595,197.7260282016178
4100,391.061291842602,0.0,-0.6711091791821141,196.16696785029094
4200,391.6448003955035,0.0,1.14701850473203,203.42968638696172
4300,397.2689200433709,0.0,-1.5300379343133876,170.15610341238445
4400,408.92482271103074,0.0,1.7874540244545243,184.7205834742064
4500,411.18035126921865,0.0,3.3194703665148393,162.12411599367374
4600,424.25555105715966,0.0,-3.4893030707762347,147.60215249598048
4700,425.28114021609883,0.0,1.716898981383154,137.10209127633638
4800,438.96857035780965,0.0,0.03881453472340509,145.34101171518535
4900,444.295394819011,0.0,-5.326911036028468,123.45553038345534
5000,450.80274599446454,0.0,-6.835334835783007,132.94240113516832
