miliseconds,x,I,y,z
0,200.326596659695,0.0,796.3050172125222,84.03276529907848
100,199.56890667280138,0.0,579.338016605673,371.95051003587685
200,192.03502278560308,0.0,282.0374413067583,854.0841544387143
300,193.56476955984397,0.0,95.05760777056936,1173.641651411409
400,202.9745911559145,0.0,23.209480316738542,1224.7785408263064
500,207.1784091895602,0.0,13.272883702344648,1202.2078799094354
600,205.05305614100214,0.0,2.127761706844131,1155.3743026091997
700,211.40250475207517,0.0,-0.38337077155171484,1100.0243085147013
800,215.42583831910753,0.0,-2.2441459338440963,1052.516641264798
900,216.9873301974837,0.0,6.12870089826314,991.5458425659274
1000,220.4493536358013,0.0,-2.8888467545337333,955.3001734500901
1100,224.43666794456294,0.0,-3.6524199345946684,902.4671485260242
1200,232.4501907039662,0.0,1.0767759361734945,867.8400319650267
1300,239.21711802343216,0.0,-1.0735973620907773,797.1633398960183
1400,241.75550067469317,0.0,7.039790539147412,785.0913380164851
1500,244.30264241930917,0.0,-3.7977730173826503,726.5063446336484
1600,253.16004909341027,0.0,0.5941005078042405,710.9636529458074
1700,252.14950778812883,0.0,-4.920340630292069,672.5564267502624
1800,256.2902841028464,0.0,-0.7947483697504972,647.9810231747176
1900,262.87998805076785,0.0,-6.987884781895249,605.8496220993036
2000,269.29501891397155,0.0,-2.555342016816622,583.3640048110326
2100,275.5663914782712,0.0,-5.767734810104568,545.7507545334624
2200,281.7965609586564,0.0,-3.5423271342649203,526.5743419234473
2300,282.83747944546417,0.0,-6.949158704584169,500.0297551263961
2400,286.97843061652446,0.0,-2.916181123584562,457.7473209514985
2500,297.1664310870085,0.0,5.664257345868153,434.46209580554
2600,297.31556815550886,0.0,-2.6241727984282583,430.6509845369043
2700,307.56592655570796,0.0,-6.8732216472088545,397.803134113377
2800,311.42523383356064,0.0,5.1774170672448,399.1766980418829
2900,316.4331847855563,0.0,-0.7113393356953012,379.1295632247067
3000,318.1391728602267,0.0,4.217495591579853,343.65011399092396
3100,327.64056002050626,0.0,-5.7119512087304765,331.1961506360847
3200,331.08761814498,0.0,5.821003836846132,330.3906153481034
3300,338.87162301912446,0.0,6.158849304677207,304.9992497275668
3400,345.6216206902351,0.0,4.518992137775214,278.07742825705446
3500,350.601627296926,0.0,-3.0533839734010333,270.9039044355082
3600,356.3685685285357,0.0,5.4197867185172415,254.19172020570713
3700,362.79047268975984,0.0,-6.122901991775637,239.17741654247985
3800,371.3713353163535,0.0,6.280748597067821,231.30262131417098
3900,375.71522828145686,0.0,3.331487833235625,213.04379166023548
4000,382.7372521777702,0.0,2.6825445786833715,212.5607636094647
4100,388.2138760594412,0.0,0.6696059262234443,186.075439261255
4200,396.34595855345947,0.0,0.6698634244021462,182.07026562156966
4300,402.2273285206031,0.0,3.3185316638799343,170.80080451142408
4400,407.3038976756129,0.0,-0.6017595562384003,185.94559224186474
4500,412.58170146520484,0.0,-5.420852259420653,153.62095378489158
4600,422.29363899249086,0.0,-5.0268919689128015,144.28659715773725
4700,427.5714987518841,0.0,4.539258878619521,141.94244237811665
4800,434.444892344507,0.0,-6.775686290070851,132.01738949704742
4900,444.77854231200786,0.0,3.6618371023173597,148.3416023275074
5000,448.1430541351144,0.0,-1.9470183620213288,113.04748036040081
