milliseconds,U,A6,b,Btot,A4,c,C,g,G,Ep,x
0,0.9981810539020987,1.0008785128134512,1.000000582084513,0.9999999996676635,1.0001304808148823,1.0000000155944506,1.0000001877261486,1.0000008174889707,1.0000032123095721,1.0002484315044131,1.003289410012731
100,1.0978830901718255,0.9992376798061015,1.0000007425253568,0.9999999996272695,1.0000405201926272,1.0000000189433689,0.9999997061715902,0.9999992969053741,0.999997821245016,0.9986703930540615,1.0039662799304059
200,1.3580463516378007,0.9989947410917744,1.000000600310372,1.0000000002912375,1.0000324555950502,0.9999999839657897,0.9999998276769427,0.9999997967839905,0.999995560564263,1.0021515125458176,1.0006835251031052
300,1.3850392539697578,0.9994914188796146,1.000000499035116,1.000000000403984,1.0000531597331341,0.9999999817779605,1.0000002220626931,1.0000004971920704,0.9999991038811907,1.000268762179858,1.000179104713811
400,1.5380610308232723,0.9994616342336546,0.9999983806748389,0.9999999997437654,1.0001582461098337,1.0000000693999824,0.9999998660789189,1.0000008603995618,1.0000032129990957,1.0023766025641905,1.0011969625926296
500,1.6566835888759646,1.0001591281932722,0.9999999231928395,0.9999999998638511,1.0003395980168794,0.9999999748909499,1.0000001244231254,1.0000006512869704,1.0000030878145099,0.9993415919339224,0.9998369003477333
600,1.7742434143377248,0.999630616918957,0.9999995726224379,1.000000000293143,1.0000794030605353,0.9999999601452124,1.0000003090790797,0.9999996169433768,1.0000048267389303,1.0001139325180146,1.005717924791663
700,1.925045667332934,1.0008680804620638,1.0000018148336036,0.9999999996713271,1.000182581596613,1.0000000550971602,0.9999998955269175,0.9999997996023556,1.0000031445845405,1.0030653971933412,1.0053870739833888
800,2.1237308497033975,1.0018744421036168,1.000000808862774,1.000000000452447,1.0005827071312954,1.0000000243503528,1.0000001425493164,1.0000002470299214,1.0000035787326478,1.0038590261292475,1.0036281399093654
900,2.2763623453281934,1.0018854978508436,1.0000004832443545,1.0000000004501697,1.0006652401861926,0.9999999608007519,1.0000000020676911,1.000000170885486,0.9999988055126311,1.0035156837420034,1.0060730347481428
1000,2.367436034381322,1.0009407209866144,1.0000006079463601,1.0000000002139857,1.0005297072385864,1.0000000159634477,0.9999999359983589,1.0000006066997091,1.0000001667176617,1.0066156953047178,1.0067162124117917
