miliseconds,U,A6,b,Btot,A4,c,C,g,G,Ep,x
0,1.0007460255089917,0.9999189034523388,1.0000004299306187,1.0000000001926297,1.0000006784595163,0.9999999602568213,0.9999999111829966,1.00000026404985,0.9999974791537194,1.0014665117438297,1.0024867735705167
100,1.1050330318378883,1.0002164549680626,1.0000003908919466,1.0000000003686935,1.0001149451131122,1.0000000698109275,1.0000002769739922,1.000000067010092,0.9999963126339276,1.0012640770009558,0.9987685581591196
200,1.2930810789816722,0.9991400476678632,0.9999984594969815,1.0000000001531428,1.000100552181279,0.9999999925311754,1.0000000244769083,1.0000006056844293,0.9999979819065625,0.9986618644959567,1.0027679980007227
300,1.4833146349429596,1.0007811899897596,1.0000005572454451,1.0000000002419038,0.9998544445089529,1.0000000237941704,0.9999996774607577,1.0000005558158556,1.0000015054843583,1.0002616888090745,1.0044319672998996
400,1.5079058806530115,1.0008933230295327,1.0000016088317563,1.0000000000155316,1.0002212946518714,0.9999999250153278,0.9999997045615459,0.9999991834834467,1.0000030686598853,0.9989801471969273,0.9993611410581562
500,1.7230485485102867,0.9997275999776728,0.999999181166543,0.9999999999948312,1.0000310805416004,1.000000020286298,1.0000000293525713,0.9999994671294654,1.0000024988580856,1.0031043333272345,0.9997017553660558
600,1.8998583788964547,1.001267346808404,0.9999991113452078,1.0000000004208098,1.0000859997891878,1.000000061795567,0.9999999271463785,1.0000005914950019,1.0000028484175123,1.0016696941390173,1.0046886935295998
700,1.9920647697956988,1.0002310740181848,0.999999114061747,1.0000000000944345,1.0001528117096872,0.9999999723395646,1.00000006630448,0.9999997049170827,0.9999959678550067,1.0023468683896073,1.0032723463658142
800,2.1391260611915683,1.0008100843996168,0.9999990510305776,1.0000000000927232,1.0005647715676322,0.999999984311426,0.9999999812090266,1.000000263314083,0.9999963671561648,1.0031596752350027,1.0054567893104287
900,2.2661202829127,1.0020849988007718,1.000001079590441,0.9999999997750282,1.000699120939705,1.0000000231750716,1.0000003724144306,1.0000007100922228,0.9999991037750251,1.003882067413487,1.0063151549777047
1000,2.35277228322013,1.0028650446230176,0.999999198971186,1.0000000001006641,1.0009210410667249,1.0000000042080341,1.0000003410981544,0.9999999703097526,1.0000060620862246,1.0046338292673047,1.0113453482715336
1100,2.507423108949398,1.0031579341773318,1.0000004186437559,1.000000000182876,1.0007080053682131,1.000000024707227,1.0000002959845875,1.0000001116494996,1.000003565547491,1.0057985725942749,1.0118966973116574
1200,2.6263376698193364,1.0021945249341853,1.0000017574583386,1.0000000004833174,1.0008490786416964,0.999999982105993,1.0000005689491085,1.0000012060590986,1.000007811573533,1.0058777958023684,1.0151188480812903
1300,2.774062433607907,1.0047195345013265,1.0000023052444442,1.0000000004658467,1.000944135878807,1.0000000401004203,1.0000002601657865,1.000000373905188,1.0000093819825004,1.009516869421699,1.0163630453042523
1400,2.8168811612599236,1.0034693357597255,1.0000023892482024,1.000000000558758,1.0014133207820664,0.999999944155186,1.0000006052343648,1.000000931431426,1.0000114305148495,1.0098348728366422,1.0188770840200747
1500,2.9365865843147776,1.0050506509145598,1.0000042724334122,1.0000000002569438,1.0016628818473619,1.0000000126604969,1.0000006032675761,1.0000018458805982,1.0000047313093081,1.0135221534449965,1.0236453585698766
1600,3.092002625397211,1.0049723945556641,1.0000038922885761,1.000000000389681,1.0017633277341855,1.000000043772386,1.0000007645019786,1.0000013954356748,1.0000087501908157,1.013051038596508,1.0222215704371984
1700,3.1258408091962147,1.0072939366507971,1.0000051577360067,1.0000000000546487,1.0020934104681871,1.0000000470455936,1.0000008995443623,1.000002351793275,1.0000132087991351,1.0156099294514527,1.0246023856403212
1800,3.3342987926841836,1.0081647610497584,1.0000053628426195,1.0000000002588585,1.0023248527991557,1.0000000273599843,1.0000007577411665,1.0000036252719113,1.0000146795976756,1.016206159011512,1.028787142247147
1900,3.4534980763563436,1.010081341533901,1.0000041607089254,1.0000000001374862,1.002342518673597,0.9999999943225656,1.0000013497393103,1.000003698927342,1.0000222045521996,1.018197322111836,1.0371618314005397
2000,3.45053028273912,1.0103013057357126,1.0000061975793144,1.000000000372603,1.0027518902927768,1.0000000108702938,1.00000115425187,1.0000037536720117,1.0000236445754382,1.0201517842735106,1.0383734666370472
2100,3.596797808059568,1.010763805302157,1.0000066165260149,1.00000000106568,1.0031009954463017,1.0000000821418393,1.0000017490740354,1.000004126046629,1.0000288475670327,1.02194370591542,1.0458290425178884
2200,3.731178179125493,1.0137018027401132,1.0000099357737926,1.0000000012059478,1.0033927619265286,1.0000001058149823,1.0000021873551816,1.0000049964854452,1.0000244543717332,1.0246342542081108,1.0448902688020518
2300,3.783088228573746,1.0144123297585952,1.0000112370102017,1.000000001653673,1.0034252484602793,1.000000198062476,1.000001913558422,1.0000062230250597,1.0000341248285871,1.0291322030009855,1.0543496670299068
2400,3.9468468662099014,1.0150345760893345,1.0000112186945367,1.000000002067586,1.0039658272573944,1.0000001589492382,1.0000022594035736,1.000007125154305,1.0000330916465678,1.032799247125312,1.059806703405831
2500,3.930488040997084,1.018054989276661,1.0000125881532522,1.0000000018437079,1.0041193330712994,1.000000157221788,1.0000029325218918,1.0000080470533323,1.0000408029935357,1.0332375333589283,1.061802619754762
2600,4.048849688350623,1.019271267219737,1.0000135423503254,1.0000000020326016,1.0042146347993302,1.0000002963433592,1.000003143078763,1.0000089816656885,1.000043516810509,1.0381652258095109,1.0701117500166346
2700,4.195757816975682,1.0198982976834163,1.0000159592106632,1.0000000022621744,1.0047174821488343,1.0000003373687034,1.0000037194570386,1.000010061424932,1.0000569800291403,1.0384855112008355,1.074749285757774
2800,4.267728636901557,1.0220529477749742,1.0000168251661556,1.0000000033408463,1.00510895431161,1.000000345712471,1.000003954415904,1.0000118357672956,1.0000539551959724,1.0413847300298673,1.078254745491195
2900,4.353809357702444,1.02417562055352,1.000021004923988,1.0000000040232258,1.0052463554926478,1.0000004888940508,1.0000043427930536,1.000013293994514,1.0000643456946368,1.0471080051496084,1.084894962004009
3000,4.397207876177587,1.0271748290702416,1.0000239858203892,1.000000004309981,1.0057371280947371,1.0000005498592215,1.000004977065648,1.00001326735455,1.0000688727853106,1.050545685152387,1.0947081582840834
3100,4.424873694352088,1.0293492834801856,1.0000245532858205,1.0000000046187858,1.0061649693818386,1.000000553735313,1.0000051692665366,1.0000159022602746,1.0000779391344519,1.0534830593061084,1.0978047620871438
3200,4.490139579536974,1.0310065408060662,1.0000296082098512,1.0000000054420461,1.0063198089090495,1.000000752725388,1.0000055880837453,1.0000164381668635,1.0000884047709528,1.054705738352121,1.1101988327525307
3300,4.598354290253859,1.032746745853872,1.0000325404263966,1.0000000064855776,1.0069725983992501,1.000000823115955,1.0000065827735494,1.0000192794246907,1.0000955826651463,1.0588103666371143,1.1125658621417858
3400,4.731858873869052,1.0337607647694385,1.0000333489954896,1.0000000073477688,1.007071226858473,1.000000978664993,1.0000073347196494,1.0000201512809603,1.0001055257823634,1.0648854183960201,1.120544334604823
3500,4.763975412300926,1.0363323575406693,1.0000383020417754,1.000000007914608,1.0074800674627367,1.0000010721211918,1.000007954602624,1.0000226399311498,1.0001160088949947,1.0696656400716937,1.1288065114959112
3600,4.856733561430553,1.0389532705406652,1.0000396767059812,1.0000000086263978,1.0078356669267343,1.0000012695662688,1.0000081461504415,1.0000234975839604,1.000130185867182,1.0704437689444986,1.133552695057068
3700,4.907972482624672,1.0408038693822517,1.000043930039016,1.0000000100020776,1.008360798289617,1.0000013036099655,1.0000088686050475,1.0000267522918567,1.0001356191083515,1.0759965992826575,1.1416201282086311
3800,4.943123493152424,1.0437281835699712,1.0000479621753497,1.000000010772951,1.0088097759998356,1.0000015357264438,1.0000096680085062,1.0000271314605305,1.0001545362344673,1.079182879628401,1.1530305946912687
3900,4.95854109285924,1.0455206781982824,1.0000532890005391,1.000000012066049,1.009382868254508,1.0000018365494325,1.000010910650546,1.0000297270905618,1.0001582485964462,1.081575569805935,1.158743111677168
4000,5.086962065530136,1.048359067911144,1.0000572035301503,1.0000000139698242,1.0096650849732232,1.0000019244439577,1.0000117118720513,1.0000325803128598,1.0001793695394972,1.0889566706797902,1.1701188527751991
4100,5.103550841382134,1.0523257457237882,1.000063175317993,1.000000015299877,1.0101079218288131,1.0000021936695576,1.0000123535746697,1.000035528634802,1.000188033673352,1.0910141703773675,1.1773022856350959
4200,5.146369554985315,1.055908732170381,1.000067293969225,1.000000017316175,1.010596268065626,1.0000025532931969,1.0000133998550402,1.0000377693378129,1.000205714330752,1.0961055957935197,1.1854431988878775
4300,5.2209855701214956,1.0583657870859855,1.000073838827316,1.0000000187480875,1.0109121445607276,1.0000028554933997,1.0000144577793966,1.000039576926934,1.0002157532994735,1.1006467501797537,1.1896000944642113
4400,5.301207934553049,1.0612549863578296,1.0000789700986372,1.0000000205578736,1.0114569575456829,1.0000031240370009,1.00001576046268,1.0000421620662232,1.000228265943021,1.1057125786761726,1.1991269932758024
4500,5.325915368829281,1.0623192286784016,1.0000826653334767,1.0000000231859716,1.0118402764200531,1.00000343995386,1.000016779444423,1.0000459695298802,1.0002507246689036,1.1104389474909917,1.207453271358966
4600,5.33129276406831,1.065639384173853,1.000090288492903,1.000000024694794,1.0126873905704086,1.0000038501571078,1.000017300565018,1.0000481447004108,1.0002674878783997,1.1122884825482666,1.2196765857981169
4700,5.369370412531686,1.0694329508041993,1.0000956876223346,1.0000000270668117,1.0129608286209244,1.000004295269471,1.000018697178791,1.0000518232572466,1.0002805394658014,1.1177191106213937,1.2267972917440477
4800,5.433323122783165,1.0726015391912787,1.0001020630918833,1.0000000296202471,1.0135995866040097,1.000004583531473,1.0000197468986562,1.0000543073038226,1.000302231628913,1.1242246982774406,1.2383620444457812
4900,5.489636815655559,1.076236672399023,1.0001092088001877,1.0000000323508793,1.0138476727765013,1.0000051429976455,1.0000214456659484,1.0000577300800804,1.0003154472338949,1.1262893682454675,1.2448072888299313
5000,5.522117748303451,1.078751056431493,1.000116860157718,1.0000000356454049,1.0145941810104036,1.0000055702582678,1.0000227091106744,1.0000603349663473,1.000341970522351,1.131629228438,1.2543351894628734
