miliseconds,U,A6,b,Btot,A4,c,C,g,G,Ep,x
0,0.9848701206803904,0.9996298881114152,0.999999430664572,1.0000000000672926,1.0001986916393732,1.0000000246048064,0.9999997594129818,0.9999995096418277,1.0000003034021316,1.0007733254232758,1.0003778515790251
100,1.2028303308605701,0.9998902633182531,0.9999988375251149,1.0000000003458165,0.9999356712542932,0.9999999922385403,1.0000002505987315,0.9999996118641254,0.9999993107467309,0.9991383775922363,1.0031068374992336
200,1.3567379318982886,1.0006730574372908,0.9999990796648401,0.9999999996336092,1.0002238194702835,1.0000000404220089,1.0000002124470018,0.9999996285307576,1.0000032258161318,1.0008739257042856,1.0005619072313667
300,1.3854628850119923,1.0009869800235673,0.9999989695750754,1.0000000001314777,1.000168903627266,1.00000005532261,0.9999997985692327,0.9999995124288062,0.9999991994038092,1.001625025802521,0.9969852412815319
400,1.5445206657512456,0.9999850696694432,0.9999995763416736,1.000000000083984,1.000249282204211,0.999999982761736,0.9999997525147244,0.9999994273991196,0.9999974869519703,1.0009533423031465,1.0027165874234902
500,1.7181919639282077,1.0014282050369976,0.999998505212957,1.0000000001398939,1.0002220464495768,1.0000000077864692,1.000000214996222,0.9999997358394604,0.999996033542288,1.0028461787621124,1.0046802117765754
600,1.861428107520855,1.000593825362908,0.9999992461501255,1.0000000003380356,1.0003043026212146,1.000000007816481,1.0000002870638043,1.000000941703316,1.0000053653741652,1.0004185968506432,1.0049453687859824
700,1.9670129375616507,0.9997611047138778,0.9999996985353855,1.0000000001269351,1.0001574477164812,1.0000000576299208,1.0000003481921806,1.0000003383189753,1.0000008815131802,1.0004428022844392,1.0062351381620382
800,2.088213324393825,1.0009574062487694,1.0000007122880672,1.000000000380991,1.0004229811444567,1.0000000242534137,0.9999999198358781,1.0000007477718942,0.9999988444021422,1.0020418261502508,1.0086148703393063
900,2.216603860351449,1.0020939130215096,1.0000021122945764,0.9999999996716296,1.0007725429645464,1.0000000730710161,1.0000000257976596,1.0000003835302396,1.0000064862851137,1.0049821488467758,1.0106295483092094
1000,2.4016533556573747,1.001017586290345,1.0000018335515937,1.0000000002915084,1.000866710142188,0.9999999302077347,1.000000477786623,1.0000005679524306,1.000000326771818,1.006887776812646,1.0080474132265813
1100,2.469788788284515,1.003053697097801,1.0000018853320762,0.9999999996512196,1.0009164777595883,1.0000000291711924,0.9999999394732281,1.0000008756397554,1.000004437157544,1.004247560220803,1.0074887803664396
1200,2.628227609930694,1.0029907137037837,1.000002027627656,0.9999999996422593,1.0011733029083407,1.0000000701685066,1.000000433407577,1.000000453907827,0.9999998923966295,1.0065999019267595,1.0171376532339877
1300,2.727365820433006,1.0037385112704351,0.9999999624286507,0.9999999998752537,1.0009846626976164,0.9999999396928149,1.0000000723727043,1.0000008613246363,1.0000027281965322,1.0070517215530304,1.0119857485173795
1400,2.8248395039318166,1.0055662778031385,1.0000032940475438,0.9999999998390531,1.0014470917188485,1.0000000512155676,1.0000007216304174,1.0000007693552684,1.000010765223649,1.0104126508689626,1.0181557009781752
1500,2.9403986863897185,1.0059170614015258,1.0000014923929077,1.00000000044956,1.0016475734566905,0.9999999581944523,1.0000003426462272,1.0000011405926752,1.000008709839456,1.0131707750633323,1.018164986799567
1600,3.0335029828845537,1.0070580079134643,1.0000025472363803,1.0000000000007387,1.0017737874723482,1.0000000310122545,1.0000009586657965,1.0000017437518711,1.0000140726666704,1.012393300148681,1.023141536298865
1700,3.2277170175437493,1.006685508533146,1.0000031745446483,1.0000000000853237,1.0020821277199279,1.000000090302128,1.000000972977773,1.0000020325529753,1.000010803304923,1.015106259268469,1.0259185554292647
1800,3.2663427148313926,1.0085870386126272,1.0000049121108419,1.0000000009760734,1.0023706605639786,1.0000000724854856,1.0000007999688767,1.0000030396838662,1.0000179754469964,1.01714232933847,1.0350305617415274
1900,3.400830070336142,1.008665004929398,1.0000045021944788,1.0000000004298668,1.0025791344567792,1.0000000191563823,1.0000009023174063,1.000003229653775,1.0000164116649881,1.0200451412834937,1.0329389155507571
2000,3.4766805957363354,1.0092358603872076,1.0000061740057933,1.0000000009397183,1.0027298143508434,1.0000001137994408,1.0000012735589183,1.0000046117002646,1.000025236785605,1.0210512734843677,1.0392813922528636
2100,3.615560600558133,1.0113886467495474,1.000008505964494,1.0000000009882808,1.0027304508924684,1.000000139950468,1.000001928739275,1.000005477528816,1.0000260412992588,1.0245854520451325,1.040728638489425
2200,3.6266418944992855,1.0130923496650543,1.0000084015761086,1.0000000010877308,1.0031155503371112,1.0000001294018663,1.0000019954611716,1.0000055740098373,1.0000242749810406,1.0274409572959369,1.0501713856444914
2300,3.724868368090993,1.0133127518815284,1.0000110391458585,1.000000001642661,1.0033319615328546,1.0000000965435873,1.0000018527601888,1.0000058802363934,1.0000363731379842,1.0294168442150313,1.0525618954786553
2400,3.9169868451319143,1.016377832015487,1.0000100863429053,1.0000000014928687,1.003927490361606,1.0000001969851307,1.0000027297095455,1.0000066650528816,1.0000315982587618,1.032050510740982,1.0611402719281637
2500,3.9972804228755354,1.0164636511397855,1.0000125955409718,1.0000000014620172,1.0038879709566295,1.000000148505911,1.000002609169816,1.0000091165825256,1.000038403777072,1.0328977055632258,1.061658150131051
2600,3.9994346602579216,1.0192421042411821,1.000013393481457,1.0000000018754849,1.0043173753962362,1.0000003027074207,1.0000028967104084,1.000010230445672,1.0000487368163622,1.036831434651585,1.0685373759429253
2700,4.135094236942725,1.0217309699546655,1.0000169370144951,1.0000000030860692,1.0048100830676767,1.0000002398490835,1.000003741442629,1.000009549980971,1.0000555316765114,1.0391594080921722,1.0788613426493125
2800,4.277887321786031,1.0224864274668515,1.000016903760662,1.000000002912389,1.0048361024792993,1.0000002925124314,1.0000038150104225,1.0000110463575425,1.0000611079866817,1.045097954572051,1.0843999550962802
2900,4.385985070868041,1.0241969590850422,1.0000190941149276,1.0000000037475876,1.005209503339155,1.0000004889555167,1.000004474370804,1.0000130417677973,1.0000607997182118,1.0451551727563226,1.0835523527959283
3000,4.374107706699991,1.0267049019954722,1.0000229223353918,1.0000000042335462,1.005763678268062,1.0000005653834132,1.0000046819958697,1.000014750634643,1.0000725200604763,1.051151934751344,1.090713242020835
3100,4.535214867082789,1.0270490756867476,1.000026222265818,1.0000000044508126,1.0060954156062623,1.0000006260509646,1.000005465698606,1.0000163213949878,1.0000827866919586,1.0514553920888885,1.0976793291278004
3200,4.4951663057641,1.0292978834750675,1.00002885419594,1.0000000053635507,1.0066125916339657,1.0000007534432467,1.0000056658876557,1.0000174895313858,1.000088677382697,1.0580063429573474,1.1031075343237366
3300,4.596923125217986,1.032623530117126,1.0000299598113964,1.0000000065928767,1.0067385187819522,1.0000008273617158,1.0000065890525085,1.0000192522530758,1.0000968861966457,1.0594786476251152,1.1174680642019885
3400,4.730657413657175,1.0335827785078753,1.0000343745393625,1.0000000071456978,1.0072057179208405,1.0000009579130442,1.0000073714108737,1.0000211108518968,1.0001116697940833,1.0631116630927033,1.119631480083982
3500,4.731858689673802,1.0356716500046832,1.0000383634664347,1.0000000078096476,1.0077733926965218,1.0000011312542179,1.0000078190511974,1.0000224906774282,1.000119287942469,1.0686204172418943,1.126584950619007
3600,4.864437621551829,1.0396515842732457,1.0000427694337506,1.0000000090506953,1.0079190056220488,1.0000011701220441,1.0000086898040526,1.0000232446915382,1.0001265218536841,1.0715132683829414,1.1374372120971565
3700,4.962211357916278,1.0407166720752583,1.0000441144313992,1.000000009676258,1.0085788980009502,1.000001394560294,1.0000091146084573,1.000025901027893,1.0001385689361713,1.0744178638354616,1.1411786829034138
3800,4.991153235005267,1.0441198836550933,1.0000487062773922,1.00000001072727,1.008751410178172,1.0000015728451648,1.0000097646730204,1.000027178485072,1.0001519210657046,1.0782669618525709,1.1525929866693858
3900,4.9737677974121155,1.047159056481806,1.0000517851459667,1.0000000129424005,1.009356391479962,1.000001740719832,1.000010996878477,1.0000305696154297,1.0001576207283194,1.0847459696798296,1.1605431314908146
