milliseconds,UbE,UbE2,Wee1,Cdc25,G2K,R,G1K,IE,PG2,G1R,G2R,PG2R,SPF,MPF,Rum1Total,Cdc13Total,Cig2Total,Mass
1000,0.024871175209725205,7.206372288064109e-05,0.22436375446134435,0.00014618362924913935,0.0004713200113878295,0.4003541660790927,0.00048778673642142886,1.8297855770812223e-05,1.4064969785787398e-06,0.0012489674473357354,0.014006696627860851,2.7717085410859147e-05,0.0005933370203421156,0.0004713903362367584,0.41563754723970014,0.014507140221638118,0.0017367541837571643,0.24621575651517733
1100,0.01806761611691472,7.375569146079888e-05,0.24643862497531313,0.00015223785041373685,0.00048144099671399587,0.40017483368723017,0.0005011620037975226,1.8701666682484662e-05,1.5507813467309993e-06,0.0014087107619676863,0.015398615582793535,3.2578949407615525e-05,0.000606809036730713,0.0004815185357813324,0.417014738981399,0.01591418631026188,0.001909872765765209,0.246337663484138
1200,0.012087478387209607,7.541136653616984e-05,0.26843625229599777,0.00015777085360657716,0.0004915484725304955,0.39997121920020395,0.0005139567245166863,1.9104540704983675e-05,1.7014405243027543e-06,0.0015689842960797268,0.016783958266974014,3.785592536280187e-05,0.0006201227256858821,0.0004916335445567106,0.41836201768862047,0.017315064105391617,0.002082941020596413,0.24645963081198585
1300,0.0072288501632349015,7.70461832174145e-05,0.29035293937098683,0.00016289672603527028,0.0005016430229809147,0.3997440810771468,0.0005263875923639925,1.9506762930891568e-05,1.858544538244325e-06,0.001729573100799836,0.018162762694797233,4.355868071943685e-05,0.0006333328482988251,0.0005017359502078269,0.4196799755534633,0.01870982294303583,0.0022559606931638284,0.246581658528606
1400,0.003761779000741511,7.866861592175007e-05,0.31218470493431005,0.00016770431953926323,0.0005117232857026573,0.39949431685827136,0.0005385954479248154,1.9908432030637583e-05,2.022149696615745e-06,0.0018903374081811527,0.01953482866729158,4.9697085743131964e-05,0.000646473255168692,0.0005118243931874881,0.42096918001948724,0.020098271188433988,0.002428932856105968,0.24670374666389827
1500,0.0017009783692949782,8.02831812743272e-05,0.3339272608970677,0.00017226270218583694,0.0005217865559971372,0.39922296496271087,0.0005506719391797498,2.0309528506436763e-05,2.1922988223252487e-06,0.002051186206753208,0.020899748366840165,5.6280123623209546e-05,0.000659564155733191,0.0005218961709382535,0.42223017965992743,0.02148000734528284,0.002601858145932958,0.2468258952477773
1600,0.0006924456962023467,8.189217190314406e-05,0.3555759861406629,0.0001766254774995274,0.0005318304386874958,0.39893106424179325,0.0005626766695616003,2.0709978526761475e-05,2.3690297997365374e-06,0.002212060245397255,0.022257067164588615,6.331618543362129e-05,0.0006726180575678827,0.0005319488901774826,0.42346350783721276,0.02285458281850947,0.0027747369149588555,0.24694810431017253
1700,0.00026609644180349056,8.349672983992447e-05,0.37712589656720635,0.00018083428028998255,0.0005418539435885036,0.39861949284289333,0.0005746484700898908,2.1109714621051544e-05,2.552383834070416e-06,0.002372920860503226,0.023606457482521652,7.081353952808e-05,0.0006856436803026797,0.0005419815627802071,0.4246696847254463,0.02422167734947231,0.002947569330593117,0.2470703738810283
1800,9.980475386758348e-05,8.509746032268903e-05,0.3985716111955353,0.00018492152772088248,0.0005518572082752849,0.39828893935213483,0.0005866127626939428,2.1508704791934332e-05,2.7424053202151324e-06,0.0025337426768835976,0.024947755905734142,7.878052189638845e-05,0.0006986475192147814,0.0005519943285412957,0.42584921845664897,0.02558113604122603,0.00312035543957754,0.2471927039903036
1900,3.722230492742666e-05,8.669472922333634e-05,0.4199073140026282,0.00018891251857845547,0.0005618408913080227,0.3979399643966012,0.0005985863258289145,2.1906949185787593e-05,2.939138236581036e-06,0.0026945088835220385,0.026280907210611392,8.722545332876208e-05,0.0007116344296770804,0.0005619878482198518,0.42700260594406336,0.02693291269348476,0.003293095209350953,0.2473150946679725
2000,1.4004154416727562e-05,8.828879354890114e-05,0.44112671105316714,0.0001928270310604374,0.0005718058434825311,0.39757305981617047,0.0006105803600284466,2.2304467520132775e-05,3.142623748944956e-06,0.0028552081946772888,0.027605909014703486,9.615651144186808e-05,0.00072460806467709,0.0005719629746699784,0.4281303335369931,0.028277013993376832,0.0034657885547057354,0.24743754594402365
2100,5.439112405090967e-06,8.987985840031635e-05,0.46222298235747705,0.00019668055063211913,0.0005817529780914179,0.3971886814845146,0.0006226024573389522,2.2701289422552458e-05,3.3528989489334537e-06,0.003015832897661598,0.028922781508653184,0.00010558164559111645,0.0007375712373736027,0.0005819206230388646,0.4292328775364205,0.029613469031284652,0.00363843535500055,0.24756005784846075
2200,2.2888971657767042e-06,9.14681025685073e-05,0.48318872782166633,0.0002004852201373102,0.000591683220649438,0.3967872644452003,0.0006346578690861259,2.309744892363084e-05,3.5699959792645145e-06,0.0031763775962191385,0.03023155403214895,0.00011550852824252275,0.0007505261877199328,0.0005918617204484013,0.4303107046018109,0.03094231577702018,0.0038110354653052643,0.24768263041130223
2300,1.1342198815922765e-06,9.305369036047391e-05,0.5040159065731113,0.0002042505775404721,0.00060159748900935,0.3963692295644699,0.0006467503239746317,2.349298166029459e-05,3.7939412388308268e-06,0.00333683839966249,0.03153225959123637,0.0001259445243493956,0.0007634747670649494,0.0006017871860712915,0.43136427207971817,0.03226359554583395,0.003983588723637122,0.24780526366258152
2400,7.142595338824155e-07,9.463677722679434e-05,0.5246957688576401,0.00020798412978625174,0.0006114966859490477,0.3959349865134223,0.0006588825570639118,2.3887923546451063e-05,4.024754566133343e-06,0.0034972123986085923,0.03282493269839138,0.00013689666756279878,0.0007764185629433323,0.0006116979236773544,0.43239402827798507,0.03357735080646936,0.004156094955672504,0.24792795763234676
2500,5.646741336058112e-07,9.621751255726923e-05,0.5452187796173054,0.00021169179963525275,0.0006213816970960046,0.395484935197003,0.000671056652332924,2.4282310181535346e-05,4.262448357238325e-06,0.0036574973254924013,0.03410960854195355,0.00014837163790966298,0.0007893589825970974,0.0006215948195138664,0.43340041270235863,0.034883624325316456,0.004328553977825325,0.24805071235066103
2600,5.145685824478678e-07,9.77960411686016e-05,0.5655745327739752,0.0002153782738122375,0.0006312533911864977,0.39501946651525827,0.0006832742648117729,2.467617661644658e-05,4.507026591816371e-06,0.003817691334455171,0.03538632267882519,0.00016037573846210728,0.0008022973087190318,0.0006314787425160885,0.4343838562670007,0.03618245883506561,0.004500965599266943,0.2481735278476024
2700,5.010602443605712e-07,9.937250418324658e-05,0.5857516551711692,0.00021904727438087115,0.0006411126213837845,0.3945389628258717,0.0006955367647962304,2.5069557289131427e-05,4.758483747060099e-06,0.003977792858463011,0.03665511093247503,0.00017291486977076168,0.0008152347367701951,0.0006413505455711375,0.4353447814865805,0.03747389690737663,0.0046733296232592415,0.24829640415326362
2800,5.010131454343978e-07,0.00010094703962516099,0.6057376990766312,0.00022270177035200932,0.0006509602271189848,0.3940437982647198,0.0007078453316036067,2.5462486040504554e-05,5.01680358140517e-06,0.004137800516437812,0.0379160093725479,0.00018599450133816275,0.0008281724001989567,0.000651211067298055,0.4362836026550437,0.03875798090458645,0.004845645848041419,0.24841934129775253
2900,5.059090780551304e-07,0.00010251978288709386,0.6255190221574255,0.00022634414278668437,0.0006607970362346018,0.39353433899374435,0.0007202010146455806,2.5854996169385588e-05,5.281957770421735e-06,0.0042977130527809574,0.0391690543283109,0.00019961963959443568,0.000841111387784518,0.0006610611341231229,0.43720072601443066,0.040034752961910364,0.005017914067426538,0.2485423393111918
3000,5.126209100789848e-07,0.00010409086714450778,0.6450806538352455,0.00022997631356578196,0.00067062386734691,0.39301094340827325,0.0007326047732473939,2.6247120507918366e-05,5.553904376527349e-06,0.0044575292979608765,0.04041428241781818,0.0002137947918650637,0.0008540527558775848,0.0006709015625657363,0.4380965499159174,0.041304254981406684,0.00519013407120827,0.24866539822371897
3100,5.199976810054495e-07,0.00010566042375417212,0.6644061471993583,0.0002335998460071358,0.0006804415323999601,0.3924739623199868,0.0007450575027549195,2.663889150933077e-05,5.832586134801301e-06,0.004617248142689323,0.04165173058604027,0.00022852392584236304,0.0008669975373954301,0.0006807331617067002,0.4389714649745588,0.0425665286304174,0.005362305645444243,0.2487885180654866
3200,5.276113917936893e-07,0.00010722858265704578,0.6834774160143616,0.0002372160235942378,0.0006902508394085421,0.39192373912396056,0.0007575600517279683,2.7030341344779455e-05,6.11792853789259e-06,0.00477686852093034,0.04288143614973581,0.00024381042406295105,0.0008799467487674289,0.0006905567358354368,0.43982585421868964,0.04382161534174519,0.005534428572658308,0.24891169886666212
3300,5.353137088254798e-07,0.0001087954727975277,0.7022745561904031,0.00024082591099911302,0.0007000525954049703,0.391360609954143,0.0007701132331417029,2.7421502008488555e-05,6.409837696894345e-06,0.004936389398845701,0.04410343684884071,0.0002596570325618281,0.0008929013955752407,0.000700373087289815,0.44066009323439126,0.0450695563145044,0.005706502631987404,0.2490349406574279
3400,5.430470263484303e-07,0.00011036122256421643,0.7207756539458507,0.0002444304026157617,0.0007098476095797433,0.39078490383099657,0.0007827178320957191,2.781240543024707e-05,6.708197984785033e-06,0.005095809767199604,0.04531777090401848,0.00027606580361214355,0.0009058624775029124,0.0007101830194789826,0.4414745503058268,0.04631039251519514,0.005878527599295323,0.24915824346798124
3500,5.507802568874474e-07,0.00011192596025474799,0.7389565832399776,0.00024803026126660123,0.0007196366966199645,0.390196942802809,0.0007953746111291684,2.8203083595177022e-05,7.012869455588629e-06,0.005255128636133956,0.046524477080571676,0.0002930380322418329,0.0009188309928750359,0.0007199873400927438,0.4422695865517564,0.04754416467888906,0.0060505032472631245,0.24928160732853444
3600,5.58509319006099e-07,0.00011348981457429481,0.7567907937185699,0.0002516261466567139,0.0007294206803043649,0.3895970420801473,0.0008080843133549261,2.8593568672981083e-05,7.323684982838819e-06,0.005414345032102811,0.047723594760795955,0.00031057418433612876,0.0009318079428922382,0.0007297868645535068,0.44304555605738216,0.04877091331041929,0.006222429345457737,0.24940503226931474
3700,5.662331892967152e-07,0.00011505291528951843,0.7742490523704839,0.0002552186423523484,0.0007392003979058562,0.38898551019609456,0.0008208476652734411,2.8983893185546338e-05,7.640446632461765e-06,0.005573457995130651,0.04891516404720649,0.00032867379419944105,0.0009447943365558395,0.0007395824202374793,0.44380280603263117,0.049990678685944256,0.006394305660404092,0.2495285183205643
3800,5.73962975119218e-07,0.00011661539337703751,0.7912993889534978,0.00025880826278418625,0.0007489767015225145,0.38836264904260975,0.0008336653774661862,2.937409004660867e-05,7.962924656436997e-06,0.005732466578135853,0.05009922578307885,0.00034733544400258545,0.0009577911921218829,0.0007493748477553363,0.444541676847827,0.051203500853260385,0.006566131955602039,0.24965206551254032
3900,5.816948354205277e-07,0.00011817738195971118,0.8079068061549183,0.0002623954797917375,0.0007587504650413942,0.38772875407259627,0.0008465381472820871,2.9764192803852716e-05,8.290851878799617e-06,0.0058913698443247035,0.05127582170530011,0.000366556611585248,0.0009707995444558559,0.0007591650076353341,0.4452625022338063,0.05240941963380555,0.006737907991606791,0.24977567387551491
4000,5.894252874201121e-07,0.00011973901695956479,0.8240331824501114,0.00026598073492820317,0.0007685225869623295,0.3870841144342325,0.0008594666597243131,3.0154235801067884e-05,8.623921095343734e-06,0.006050166866348926,0.05244499456660433,0.0003863335494156704,0.000983820447948175,0.0007689537830170968,0.44596560941660146,0.05360847462407767,0.006909633526073239,0.2498993434397752
4100,5.971528062120521e-07,0.00012130043737392386,0.8396372754919652,0.00026956444374218023,0.0007782939923654714,0.3864290130316487,0.0008724515877337644,3.054425424327086e-05,8.961783319011703e-06,0.006208856726040661,0.053606788195897905,0.0004066612247091569,0.000996854978464863,0.0007787420815314219,0.4466513191782965,0.054800705196291544,0.007081308313774425,0.2500230742356235
4200,6.048788770275895e-07,0.00012286178605444274,0.8546749932868395,0.00027314700718483395,0.0007880656372091828,0.3857637267046342,0.000885493593258402,3.093428438078914e-05,9.304045092384736e-06,0.0063674385133963,0.05476124767852568,0.0004275331395139727,0.0010099042377784025,0.000788530839463802,0.44731994603607017,0.05598615050034122,0.007252932106654702,0.2501468662933767
4300,6.126017388280694e-07,0.00012442320909537862,0.8690994076571017,0.0002767288026394784,0.000797838504502697,0.3850885261004129,0.0008985933265789033,3.132436336135035e-05,9.650271399536246e-06,0.006525911327211852,0.05590841922827088,0.0004489414582430446,0.0010229693497173997,0.0007983210180726738,0.4479717981141387,0.05716484946241616,0.007424504653790755,0.2502707196433671
4400,6.203254941073575e-07,0.00012598485785512848,0.8828619829423539,0.00028031021541542967,0.0008076136133845673,0.3844036761781963,0.0009117514291706731,3.171452969465805e-05,9.999979474548615e-06,0.006684274272368131,0.05704835068804015,0.00047087650965369854,0.0010360514696509632,0.0008081136123582948,0.4486071776482583,0.05833684079055296,0.007596025701538804,0.2503946343159419
4500,6.280507906294047e-07,0.00012754688715816516,0.8959127804455431,0.00028389161562304693,0.0008173920057952559,0.38370943589696943,0.000924968531805618,3.210482279190521e-05,1.0352650093380776e-05,0.00684252646163223,0.05818109119956593,0.0004933271158037601,0.0010491517712513294,0.000817909638299925,0.44922638067397136,0.05950216297125832,0.007767494993437847,0.2505186103414632
4600,6.357797456080348e-07,0.00012910945672910506,0.908202051313337,0.00028747338306142915,0.0008271747501064187,0.383006058645624,0.0009382452569484576,3.24952832706822e-05,1.0707726245712207e-05,0.007000667013383618,0.05930669161995451,0.0005162801779694559,0.0010622714506558187,0.0008277101364187043,0.4498296974569316,0.0606608542742761,0.007938912270332076,0.25064264775030826
4700,6.435126786398449e-07,0.00013067272845888422,0.9196844671273122,0.000291055897065016,0.0008369629108216767,0.38229379229876426,0.0009515822185760944,3.2885952110545964e-05,1.1064643580038582e-05,0.007158695051790681,0.0604252043996606,0.0005397207992573317,0.0010754116976447023,0.0008375161430006786,0.4504174125494729,0.061812952753319654,0.008110277270366775,0.25076674657286935
4800,6.512503866441888e-07,0.00013223686746625547,0.9303158952093188,0.00029463953567617716,0.000846757566169407,0.3815728790473919,0.0009649800215769299,3.327687104192379e-05,1.1422812086122186e-05,0.0073166097073771585,0.06153668349119258,0.0005636323746235163,0.0010885737121679455,0.0008473287067737131,0.45098980462058513,0.06295849624407163,0.008281589728954089,0.25089090683955373
4900,6.589931280238153e-07,0.00013380203692033932,0.9400639705067962,0.0002982246780285725,0.0008565597433301532,0.3808435559251891,0.0009784392637275023,3.366808086906584e-05,1.1781683320183195e-05,0.007474410115155023,0.06264118436950876,0.0005879965739708446,0.0011017586434280378,0.0008571488274961624,0.4515471469838237,0.06409752237012994,0.008452849378882524,0.25101512858078384
5000,6.667412752195057e-07,0.00013536839991517256,0.9489016574014186,0.00030181170031552034,0.0008663704438382566,0.38010605448612145,0.0009919605344593833,3.405962213066303e-05,1.2140723530847468e-05,0.007632095415788997,0.06373876388276724,0.0006127934891307152,0.0011149676136296448,0.000866977480014799,0.45208970727380837,0.06523006853926706,0.00862405595024838,0.25113941182699706
