milliseconds,H,T
0,0.6,0.0001
100,0.5988084540412032,0.00010101038423994455
200,0.5976332971137925,0.0001020429206656035
300,0.5964743521392106,0.00010309804631987766
400,0.5953313707622109,0.00010417604864805763
500,0.5942040841767637,0.0001052772472157194
600,0.5930922195192494,0.00010640198120817362
700,0.591995516919724,0.00010755059940246963
800,0.59091371980151,0.0001087234548402406
900,0.58984659067029,0.00010992091774674641
1000,0.5887938611844179,0.00011114333049472526
1100,0.5877553146303129,0.00011239109500748157
1200,0.5867307151036016,0.00011366459460296717
1300,0.5857198062925376,0.0001149641903362727
1400,0.5847223844830746,0.00011629031527481475
1500,0.583738227073595,0.00011764337963641752
1600,0.5827671061044345,0.0001190237890632848
1700,0.5818088219777388,0.00012043199766218488
1800,0.5808631682400374,0.00012186844888906258
1900,0.5799299435237,0.00012333359648920766
2000,0.5790089491362039,0.00012482791255547714
2100,0.5780999946749114,0.00012635187655622807
2200,0.5772028940038612,0.00012790597977468948
2300,0.5763174483707593,0.00012949071963428804
2400,0.5754434827940642,0.00013110661040506685
2500,0.5745808211835463,0.00013275417570659804
2600,0.5737292921332809,0.00013443395025362404
2700,0.572888717845583,0.00013614648188132913
2800,0.5720589223321714,0.00013789233005522366
2900,0.5712397493050781,0.00013967206262044342
3000,0.5704310392191452,0.00014148625997302853
3100,0.5696326363408203,0.0001433355139061135
3200,0.5688443671092902,0.00014522045052583384
3300,0.5680660886581864,0.00014714167886606432
3400,0.5672976517794766,0.00014909983011024959
3500,0.5665389105583822,0.0001510955473878723
3600,0.5657897166084691,0.00015312949980175898
3700,0.5650499238328929,0.00015520237084291113
3800,0.5643193966726149,0.0001573148383207659
3900,0.5635979988620328,0.00015946760172324238
4000,0.5628855968943537,0.0001616613740420352
4100,0.5621820517454121,0.0001638969180400145
4200,0.5614872376790885,0.00016617496384322406
4300,0.5608010278277972,0.00016849627212922006
4400,0.5601232979527343,0.00017086161764913384
4500,0.5594539231667051,0.0001732718065028572
4600,0.5587927808573527,0.00017572766072962477
4700,0.55813975489296,0.00017822999613768638
4800,0.5574947295992402,0.00018077965405485812
4900,0.5568575915326038,0.00018337749204489114
5000,0.5562282226275607,0.00018602442252341629
