milliseconds,Cdk1CycB,APC,CycB
0,19.88979372653071,-2.2002498657016057e-05,60.00108057112235
100,19.26841694765548,0.0011051031844049165,60.00229091985446
200,18.574678924085315,0.0019011144504929418,60.01257743375411
300,17.842765464455642,0.0027797926221232085,60.00908530599007
400,17.349184351561025,0.0031258868836827195,60.01623263094852
500,16.941570549797873,0.003674128089147885,60.01572363418465
600,16.629751493262205,0.0039419842597484545,60.02943838501137
700,16.465063225823787,0.004195806802711547,60.028118251712804
800,16.275989186394515,0.004590413563643446,60.03382408285082
900,16.03856530881884,0.0047091805543185705,60.03588015093561
1000,15.903061095843558,0.004731913192569764,60.04332467570225
1100,15.651878283049195,0.005120000323091243,60.03897699885631
1200,15.639267578530925,0.00515215907595691,60.05100483620377
1300,15.47256638016334,0.00521364334109328,60.057447893817496
1400,15.443493899813372,0.005338369458068292,60.05636559161502
1500,15.27922056783745,0.005249759320056864,60.057250438244346
1600,15.248025307445964,0.005393260274442334,60.058953646464765
1700,15.364444268780481,0.005405840655233753,60.06596072512681
1800,15.179727863993127,0.005534225055097383,60.074186695643256
1900,15.251598764784548,0.005495044129844064,60.07149859921142
2000,15.143373225202074,0.005592003944131302,60.0763172370364
2100,15.283661310304053,0.005727567138901849,60.088798963545095
2200,15.168872303401663,0.005669894914481311,60.08775138840019
2300,15.055089894988848,0.005812660384521527,60.09246326560124
2400,15.232306578212023,0.00567589187759611,60.095328367304894
2500,15.045008518298902,0.005697295736673933,60.101428562031785
2600,15.077997033137683,0.005811258749630367,60.10700397379234
2700,15.146073158758844,0.005801259773716309,60.11282157542031
2800,15.188181072390067,0.005755508518695804,60.11719707032663
2900,15.065549709813032,0.00584513886697536,60.1191015265307
3000,15.064429359095591,0.0057202209571819125,60.11972690002434
3100,15.03015200361311,0.0057919568684835524,60.12180247615134
3200,15.194539868186324,0.005988764707346442,60.12786834627196
3300,15.051905907068207,0.005943845509184749,60.133460492371555
3400,15.184450618243261,0.005897784920389226,60.13468197651804
3500,15.116261811495187,0.005957620618768876,60.142781057181054
3600,15.213417567293538,0.005839460338898181,60.140928528808246
3700,15.065063558425395,0.0060250198293623596,60.152858143580765
3800,15.17657685136891,0.005811087566529176,60.14832899937957
3900,15.073801831235283,0.006004664087024751,60.150042096905906
4000,15.111734984777412,0.005960327282023308,60.1539101984063
4100,15.233591893793331,0.005845776079146765,60.16422139935685
4200,15.208138123844982,0.005839076899321246,60.17251395658122
4300,15.075292868106672,0.005963927109863388,60.17694697967204
4400,15.150148730376985,0.005868799601832139,60.177711900663205
4500,15.121796305971946,0.0059859295196667455,60.1798956905944
4600,15.038612866743435,0.005945195125904389,60.185735187801384
4700,15.05585484399531,0.005980606182682225,60.1823314271626
4800,15.22800557651611,0.005932510996402602,60.1866829724735
4900,15.033729987270116,0.005900951896921252,60.19290983675275
5000,15.044307991256614,0.006001559078821392,60.20421102727613
