miliseconds,FC,FCp,FN,FNp,MF
0,2.4633656221428057,2.71440657702297,1.8427737229174739,2.7467549298404235,0.7244785795241303
100,2.4518271110212346,2.705804190077198,1.8349247282668224,2.734599061565829,0.7265100794910204
200,2.4392045609247823,2.6960107533905746,1.829355730250655,2.7293768094641244,0.7209097404337221
300,2.4309591141288056,2.6840159580243625,1.822729844532257,2.7202332994349163,0.7210696819117448
400,2.4222799152952694,2.67658550762967,1.8194930462491863,2.7093416336101934,0.731295141044384
500,2.413389405275399,2.66579611690175,1.8113871989761727,2.704625945602236,0.7327404877112432
600,2.4041082899802446,2.6581689098707404,1.8034664598567047,2.69925687879965,0.7361369381396257
700,2.3935699815014213,2.653367794633793,1.8029426725609292,2.6923897358770956,0.7438381860830298
800,2.381939109070844,2.642317719266048,1.7925036533647918,2.6867850479521826,0.7483852965347985
900,2.378226793618172,2.635193235182524,1.7843016573855628,2.6776912804006616,0.7501801789473043
1000,2.3705719528794895,2.6302647786837445,1.7842749567571285,2.668118080195519,0.7445258670146537
1100,2.3599435709340595,2.6196208051215137,1.772805771884804,2.6621566250359727,0.7621157525847055
1200,2.353571979138215,2.615604959278326,1.765340380246854,2.652172959554184,0.769201441375819
1300,2.3458434536676798,2.60710641304717,1.7638573748976243,2.646851044527116,0.7621018289915074
1400,2.336180103794297,2.6025922020323833,1.7552636914947122,2.6421678935681867,0.7704027334400452
1500,2.329682834184199,2.5975720685154196,1.749034446562216,2.633485833406694,0.780101435766693
1600,2.3220046053700005,2.590514273196831,1.7406169094534998,2.6278063334900787,0.7939939710944409
1700,2.318965148319316,2.5817367240527926,1.7348500918077159,2.623323616258965,0.7945357872947224
1800,2.3126987229905507,2.575950630479632,1.727467200037793,2.6108548731163332,0.800808839194054
1900,2.3011865169126673,2.573958831913759,1.726690728184307,2.6026944661601012,0.8071365186013653
2000,2.2982839577507965,2.5690657903426226,1.7177858930961198,2.6028847807006428,0.8181746598018359
2100,2.293248185004658,2.563345885120867,1.7167747071888135,2.5879184151807726,0.8358366488749686
2200,2.286390414610191,2.55945131708749,1.7071659271511483,2.5823542858605233,0.8353806354179226
2300,2.2807201524733447,2.5520691239341815,1.7043110888011141,2.578548944724673,0.8505426260600311
2400,2.279503102711614,2.548922016723518,1.7005764754238295,2.5735946289010965,0.853324327930216
2500,2.273652853174731,2.5442551803981077,1.6915933177130515,2.5622161769075915,0.8759673382911788
2600,2.272314715356494,2.5446118925881187,1.68549472921147,2.557353501726048,0.881906982188895
2700,2.2686272375408905,2.538585141153289,1.6845860533504937,2.548890222192809,0.8956265610527563
2800,2.2671112432949188,2.5382010037043075,1.675874671085414,2.545549107780401,0.9080586998691473
2900,2.2622348334958158,2.5373071513343732,1.6723897889236685,2.535920109161917,0.9159967617433856
3000,2.2606114054517183,2.5331265314870506,1.6661711032412798,2.53670139609682,0.9318256594355208
3100,2.258227992431987,2.528611781719712,1.6621907785448968,2.532350793250939,0.9356106322545441
3200,2.256559192445049,2.528825436211261,1.6527547072814648,2.523239762166547,0.9526237328330217
3300,2.2535400738477844,2.525474203518903,1.6479057435360664,2.5166797354619614,0.9605053574042115
3400,2.25193689927244,2.5246504201599094,1.648912243236572,2.508050198407604,0.9832328410806955
3500,2.2546727495625807,2.528215171657481,1.6402231855235563,2.504034033075982,0.9993044732426362
3600,2.2531040308258685,2.522832021304107,1.6418181516232597,2.502255856749946,1.0127145790727659
3700,2.247927465688185,2.5243210331060126,1.6363040058501614,2.4995302090477796,1.0158506447749627
3800,2.251317601951684,2.526646612064229,1.6314671895380146,2.4919610185536496,1.037708736749908
3900,2.253792193456084,2.527146924078152,1.6237879052691677,2.486679458060929,1.0568891507205767
4000,2.2545647868581513,2.525181621314102,1.6228821806002316,2.4773195204577427,1.0616806841990567
4100,2.251007302518035,2.5276517298849965,1.6198706255317155,2.4766417698267125,1.0777018406059051
4200,2.2567484349436646,2.5277369039563835,1.6117173360497,2.4728129592894246,1.0980578323040728
4300,2.254072123277026,2.5296928188481607,1.6108864727052778,2.4655510826805784,1.114074729452753
4400,2.256944613153783,2.5314533298713293,1.611313602774874,2.4688993818506844,1.1257260129590467
4500,2.2581730262343958,2.529808956831723,1.6074112194778372,2.4611598297829764,1.1392387539268378
4600,2.2649842917773197,2.533628809242152,1.6032586458097595,2.455920264816289,1.1594287284495022
4700,2.2658214864540147,2.5387153481102582,1.6008759978243754,2.451231193737751,1.1751857123099776
4800,2.2672081380832747,2.538588148264662,1.5985122523712858,2.454092173261213,1.184540247907319
4900,2.2688632453488276,2.5412883875852783,1.592293114816789,2.445587776762994,1.2084804749083284
5000,2.275909269843235,2.5478513341117064,1.5951456098630905,2.4454692109859137,1.2248369912581671
