miliseconds,FC,FCp,FN,FNp,MF
0,2.4643388840395795,2.7123616553732885,1.8419432221606549,2.7443281296849653,0.7296405453527699
100,2.449070090225978,2.703144509846456,1.8365409359484244,2.7369967953506467,0.7310793292458739
200,2.439745948707542,2.696095168684763,1.8343903790197507,2.732250477525931,0.7221550285749931
300,2.4338597154922446,2.6830016852337457,1.8274123044022466,2.716592362693073,0.7221318179287208
400,2.4230354611466414,2.678330865609099,1.8178815882833996,2.7098980685472864,0.7250566097203829
500,2.413175359387276,2.668508986933167,1.8146350809582519,2.709235410711557,0.7291502434447625
600,2.4047334528829927,2.6597941640167577,1.8093313950246022,2.702420245375779,0.7402808283045554
700,2.3937943538512534,2.6492607938354666,1.796729435416204,2.690207885248985,0.7332443025259504
800,2.3851330010300855,2.6411162752583577,1.7957838124343342,2.682950103618105,0.7476916921878114
900,2.3787382088188216,2.633412735550544,1.789082351634779,2.6773472126203237,0.7484968314597366
1000,2.3673463257750282,2.6269944372205036,1.7786334037434242,2.6710320580152804,0.7567692944358155
1100,2.36113420373562,2.623995452524662,1.7757636671390962,2.658233122610362,0.7544071855118386
1200,2.349289102139226,2.613180901449136,1.764306844034593,2.652449216173454,0.7635393355165228
1300,2.3439045088051427,2.609161493087462,1.761169539418882,2.650846650459675,0.7653416539615687
1400,2.335421030160924,2.6001484557822296,1.7563758690162259,2.6401070946068974,0.7712782308389617
1500,2.3267551939304196,2.5957945779997944,1.7508672310299702,2.6341761798770755,0.78694258871986
1600,2.320128312874429,2.5916216201048567,1.7432479810799069,2.6290962979539247,0.7857291334180436
1700,2.3193973013762146,2.582063126602741,1.7383909239733586,2.6219908319715417,0.8038182915766027
1800,2.311707064432562,2.5794840297058905,1.7302086862327306,2.614615877745694,0.797663537628895
1900,2.305098303428767,2.573040194268987,1.7284199398053426,2.6009015704680376,0.8140043961385095
2000,2.30078005472177,2.5648776589570543,1.7176169564617068,2.600861880862501,0.825311039647577
2100,2.295488777140174,2.560726792821226,1.7129887637560322,2.587323439282034,0.832975198451276
2200,2.285714705987178,2.5609866302514677,1.7098952859007344,2.5867588464023785,0.8416217786167556
2300,2.2827162354850703,2.5521763104936093,1.7033310006335234,2.577643128502947,0.8546227897058355
2400,2.2806890824658703,2.5501236764618294,1.6954146605122624,2.574594503076019,0.8674716503019436
2500,2.2749111952841936,2.544893309734998,1.6876452294245687,2.561679959292502,0.8775107868514188
2600,2.272730265071896,2.546116264169106,1.6840214299598917,2.5629211932833806,0.8809167369929372
2700,2.270862059343885,2.540377288830218,1.680694637268967,2.5551536865855344,0.8933583913533686
2800,2.2634473333344167,2.5369716701266842,1.6722514965285815,2.5480505369100843,0.9077002770692502
2900,2.2637475864052328,2.5332014174766586,1.6669671712016347,2.541351053275528,0.9235289569300196
3000,2.2593851833861867,2.532834238400947,1.666451239658713,2.531446081286902,0.9285189299282838
3100,2.2552299510014935,2.5290868447617263,1.661163220818142,2.532500257687132,0.9423087927403053
3200,2.256732676602032,2.5291459864379986,1.6530759176630379,2.5268165350726264,0.9619520010824938
3300,2.254911814954136,2.527718497042676,1.6487956470587606,2.5169721443215356,0.9678877667501009
3400,2.2524892270518126,2.5290900598398114,1.6453837810233753,2.512066540135035,0.9838424328601193
3500,2.2509007826722898,2.5261180279649635,1.6412986232462052,2.5089307175772175,0.9867074586342205
3600,2.24870071754888,2.5233249835312224,1.634803177406322,2.500791618617144,1.012501924646113
3700,2.2531424758347103,2.525246734012138,1.6313671193307513,2.495786841446689,1.0206978252080146
3800,2.2486842033975796,2.525729378077792,1.6295558444095837,2.4908046393109506,1.041486114146731
3900,2.2535444111432166,2.5234569613698996,1.6228923007384188,2.4854537527549425,1.053009932112739
4000,2.2488910359943186,2.5275362890889252,1.623403260703567,2.483308216722621,1.0597450500328398
4100,2.2500743233554856,2.525052206459185,1.6167804378317105,2.478646575261003,1.0755935430053836
4200,2.251774150516504,2.526383087394786,1.6165447235461927,2.4714798037607855,1.0863819753349795
4300,2.2533403602319515,2.526112701798862,1.6084467737542572,2.469768861287003,1.1079459666117166
4400,2.258934969619139,2.531118274912244,1.6052838550383524,2.469161061252554,1.1174350720557313
4500,2.2608133313888907,2.532211631806207,1.6040522661303998,2.4620672205675866,1.1325064345303928
4600,2.2590824398561486,2.5319942965063915,1.6066656201926781,2.459339158983396,1.1486077854799548
4700,2.266083439433583,2.5352980216851635,1.6015252185821223,2.45012971397342,1.171058394927786
4800,2.269106081038282,2.5391306937387763,1.598990374517968,2.4521682988698883,1.1881075659893965
4900,2.269089817257446,2.5434106237516034,1.5984873229052579,2.4471447233805663,1.1962818611462624
5000,2.2743184624361947,2.543755575963409,1.5960998880019432,2.440630023312426,1.2146343826119925
